Outs,OBC,RE
0,0,0.5909090909090909
0,1,0.6538461538461539
0,2,1.4736842105263157
0,3,3.0
0,4,1.5238095238095237
0,5,2.8
0,6,1.8
0,7,2.6666666666666665
1,0,0.37037037037037035
1,1,0.4838709677419355
1,2,0.6923076923076923
1,3,0.6666666666666666
1,4,1.0
1,5,2.0
1,6,1.5
1,7,2.3
2,0,0.15671641791044777
2,1,0.35294117647058826
2,2,0.2857142857142857
2,3,0.6
2,4,0.42857142857142855
2,5,0.5384615384615384
2,6,0.0
2,7,0.0
