Outs,OBC,RE
0,0,0.6418918918918919
0,1,0.7604166666666666
0,2,1.2173913043478262
0,3,1.6363636363636365
0,4,2.466666666666667
0,5,2.2857142857142856
0,6,2.75
0,7,2.4545454545454546
1,0,0.4281437125748503
1,1,0.6302521008403361
1,2,0.6346153846153846
1,3,1.125
1,4,1.3823529411764706
1,5,0.3333333333333333
1,6,1.4
1,7,2.3125
2,0,0.1510791366906475
2,1,0.3482142857142857
2,2,0.4603174603174603
2,3,0.6666666666666666
2,4,0.4482758620689655
2,5,0.3333333333333333
2,6,0.0
2,7,1.1666666666666667
