Outs,OBC,RE
0,0,0.5562755798090041
0,1,0.8705501618122977
0,2,1.0314285714285714
0,3,1.368421052631579
0,4,1.473053892215569
0,5,1.3777777777777778
0,6,1.803921568627451
0,7,2.388059701492537
1,0,0.33135824977210576
1,1,0.5786350148367952
1,2,0.6811594202898551
1,3,0.9931506849315068
1,4,0.9102040816326531
1,5,0.963855421686747
1,6,1.5714285714285714
1,7,1.606837606837607
2,0,0.15330823023130716
2,1,0.3125827814569536
2,2,0.3798449612403101
2,3,0.44385026737967914
2,4,0.5882352941176471
2,5,0.5555555555555556
2,6,0.7666666666666667
2,7,1.10752688172043
