Outs,OBC,RE
0,0,0.563265306122449
0,1,0.4772727272727273
0,2,1.411764705882353
0,3,0.3333333333333333
0,4,0.6
0,5,1.0
0,6,0.0
0,7,0.0
1,0,0.450261780104712
1,1,0.7205882352941176
1,2,0.7857142857142857
1,3,1.0
1,4,1.173913043478261
1,5,2.0
1,6,1.0
1,7,0.9090909090909091
2,0,0.12578616352201258
2,1,0.3
2,2,0.4074074074074074
2,3,0.5384615384615384
2,4,1.0526315789473684
2,5,0.1
2,6,0.0
2,7,1.0
