Outs,OBC,RE
0,0,0.3888888888888889
0,1,0.75
0,2,0.6666666666666666
0,3,1.0
0,5,0.0
1,0,0.20689655172413793
1,1,0.8571428571428571
1,2,0.3333333333333333
1,3,0.5
1,5,0.0
1,6,3.0
2,0,0.08333333333333333
2,1,0.5
2,2,0.5555555555555556
2,3,0.0
2,4,2.0
2,5,0.0
2,6,3.0
