Outs,OBC,RE
0,0,1.225
0,1,2.1666666666666665
0,2,2.0
0,3,3.0
0,4,2.6666666666666665
0,5,3.5
0,6,3.6666666666666665
0,7,3.3333333333333335
1,0,0.48148148148148145
1,1,1.0
1,2,0.6666666666666666
1,3,2.0
1,4,3.5
1,5,4.0
1,6,2.5
1,7,4.0
2,0,0.15
2,1,0.25
2,2,0.5
2,3,0.6
2,4,1.4
2,5,0.3333333333333333
2,7,0.3333333333333333
