Outs,OBC,RE
0,0,0.6442786069651741
0,1,0.8260869565217391
0,2,1.2465753424657535
0,3,1.75
0,4,0.9473684210526315
0,5,1.9
0,6,1.7142857142857142
0,7,2.0
1,0,0.39935064935064934
1,1,0.5319148936170213
1,2,1.0759493670886076
1,3,1.0
1,4,0.90625
1,5,1.5555555555555556
1,6,1.3846153846153846
1,7,1.3571428571428572
2,0,0.16602316602316602
2,1,0.32098765432098764
2,2,0.5512820512820513
2,3,0.35714285714285715
2,4,0.52
2,5,0.8421052631578947
2,6,0.9090909090909091
2,7,0.375
