Outs,OBC,RE
0,0,0.5102040816326531
0,1,1.0666666666666667
0,2,1.1333333333333333
0,3,0.8
0,4,1.0
0,5,5.0
0,6,1.0
1,0,0.26666666666666666
1,1,0.5714285714285714
1,2,0.25
1,3,1.0
1,4,2.0
1,5,2.0
1,6,2.5
1,7,4.0
2,0,0.18461538461538463
2,1,0.25
2,2,0.3333333333333333
2,3,0.3333333333333333
2,4,1.3333333333333333
2,5,0.8
2,7,3.0
