Outs,OBC,RE
0,0,0.5222551928783383
0,1,0.38028169014084506
0,2,0.9772727272727273
0,3,1.0
0,4,0.8
0,5,1.6
0,6,1.0
0,7,1.0
1,0,0.36885245901639346
1,1,0.6338028169014085
1,2,0.7391304347826086
1,3,1.0833333333333333
1,4,1.0689655172413792
1,5,0.7857142857142857
1,6,0.9
1,7,1.0666666666666667
2,0,0.1853448275862069
2,1,0.21686746987951808
2,2,0.45
2,3,0.2916666666666667
2,4,0.4074074074074074
2,5,0.058823529411764705
2,6,0.0
2,7,0.125
