Outs,OBC,RE
0,0,0.5308641975308642
0,1,0.6
0,2,1.0
0,3,0.5
0,4,2.0
0,5,0.0
1,0,0.42424242424242425
1,1,0.8
1,2,0.9333333333333333
1,3,0.5454545454545454
1,4,1.8
1,5,1.1428571428571428
1,6,0.0
1,7,1.6666666666666667
2,0,0.06
2,1,0.3333333333333333
2,2,0.15384615384615385
2,3,0.25
2,4,1.4
2,5,0.4444444444444444
