Outs,OBC,RE
0,0,0.45185185185185184
0,1,0.391304347826087
0,2,1.25
0,3,0.0
0,4,2.0
0,5,1.0
1,0,0.26851851851851855
1,1,0.38095238095238093
1,2,0.3
1,3,1.25
1,4,1.3
1,5,0.3333333333333333
1,6,2.0
1,7,3.125
2,0,0.15476190476190477
2,1,0.2558139534883721
2,2,0.3333333333333333
2,3,0.25
2,4,1.0
2,5,0.2222222222222222
2,7,2.7142857142857144
