Outs,OBC,RE
0,0,0.5238095238095238
0,1,1.3333333333333333
0,2,1.6666666666666667
0,4,3.0
1,0,0.1935483870967742
1,1,1.0
1,2,0.4
1,4,2.5
1,5,1.0
1,6,2.0
2,0,0.14705882352941177
2,1,0.0
2,2,0.0
2,3,2.5
2,4,2.0
2,5,0.3333333333333333
