Outs,OBC,RE
0,0,0.743421052631579
0,1,0.8032786885245902
0,2,1.175
0,3,1.8571428571428572
0,4,1.411764705882353
0,5,1.75
0,6,1.6666666666666667
0,7,2.0
1,0,0.5084745762711864
1,1,0.7441860465116279
1,2,0.6888888888888889
1,3,1.3333333333333333
1,4,1.6206896551724137
1,5,0.7142857142857143
1,6,1.5
1,7,2.6666666666666665
2,0,0.164021164021164
2,1,0.24675324675324675
2,2,0.3090909090909091
2,3,0.391304347826087
2,4,0.4583333333333333
2,5,0.42105263157894735
2,6,0.5
2,7,2.75
