Outs,OBC,RE
0,0,0.5476190476190477
0,1,1.0
0,2,0.6
0,3,0.0
0,5,1.0
1,0,0.2727272727272727
1,1,0.5
1,2,0.8571428571428571
1,3,0.0
1,4,0.0
2,0,0.04
2,1,0.3333333333333333
2,2,0.7777777777777778
2,3,0.0
2,4,1.0
2,5,0.5
2,7,2.0
