Outs,OBC,RE
0,0,0.8378378378378378
0,1,1.4722222222222223
0,2,1.08
0,3,1.875
0,4,1.8
0,5,1.6
0,6,2.0
0,7,4.333333333333333
1,0,0.36633663366336633
1,1,0.6388888888888888
1,2,0.7142857142857143
1,3,1.0769230769230769
1,4,0.9230769230769231
1,5,1.1
1,6,2.1
1,7,1.2
2,0,0.13095238095238096
2,1,0.4444444444444444
2,2,0.45
2,3,0.5
2,4,0.6
2,5,0.8571428571428571
2,6,1.6666666666666667
2,7,0.4
