Outs,OBC,RE
0,0,0.6923076923076923
0,1,1.1111111111111112
0,2,1.0
0,4,0.5
0,5,0.0
1,0,0.38461538461538464
1,1,1.6666666666666667
1,2,1.4285714285714286
1,3,2.0
1,4,0.0
1,5,0.5
1,7,0.0
2,0,0.12
2,1,0.6
2,2,1.2857142857142858
2,3,1.0
2,4,0.0
2,5,0.6666666666666666
2,7,0.75
