Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
King Raj,2715,256,Ferda Bois,270,862,PO,394,T1,0,0,0,0,,,0,0,1,1,1,KGB,POS,PO,PO,,1
Jimmy Payne,2780,555,Ferda Bois,270,862,K,307,T1,1,0,0,0,,,0,0,1,1,1,KGB,POS,K,K,,1
cocl,487,862,Ferda Bois,270,117,K,255,T1,2,0,0,0,,,0,0,1,1,1,KGB,POS,K,K,,1
Sean Carrcrash,1709,724,Vader Page,2657,101,PO,377,B1,0,0,0,0,,,0,0,2,1,1,POS,KGB,PO,PO,,1
Kenny Powers,2627,848,Vader Page,2657,817,2B,31,B1,1,0,0,0,,,0,0,2,1,1,POS,KGB,2B,2B,,1
Princess Peach,2606,639,Vader Page,2657,569,1B,70,B1,1,2,0,0,,,0,0,2,1,1,POS,KGB,1B,1B,,1
Princess Peach,2606,750,Vader Page,2657,3,SB,253,B1,1,5,0,0,,,0,0,2,1,1,POS,KGB,Steal 2B,Steal 2B,,5
Jerome Peterson,2641,287,Vader Page,2657,670,RGO,383,B1,1,6,0,0,,,0,0,2,1,1,POS,KGB,RGO,RGO,,2
Axkoa Griffin,2848,111,Vader Page,2657,901,FO,210,B1,2,6,0,0,,,0,0,2,1,1,POS,KGB,FO,FO,,1
Smokey Zygowski,2945,71,Ferda Bois,270,538,LGO,467,T2,0,0,0,0,,,0,0,3,1,1,KGB,POS,LGO,LGO,,1
Vader Page,2657,830,Ferda Bois,270,392,RGO,438,T2,1,0,0,0,,,0,0,3,1,1,KGB,POS,RGO,RGO,,1
Antony Joy,2949,743,Ferda Bois,270,682,2B,61,T2,2,0,0,0,,,0,0,3,1,1,KGB,POS,2B,2B,,1
Dill Doe,2735,682,Ferda Bois,270,48,K,366,T2,2,2,0,0,,,0,0,3,1,1,KGB,POS,K,K,,1
Dutch Boggs,2625,712,Vader Page,2657,801,1B,89,B2,0,0,0,0,,,0,0,4,1,1,POS,KGB,1B,1B,,1
Dutch Boggs,2625,901,Vader Page,2657,501,CS,400,B2,0,1,0,0,,,0,0,4,1,1,POS,KGB,CS 2B,CS 2B,,4
Fatts Richard,2508,69,Vader Page,2657,102,2B,33,B2,1,0,0,0,,,0,0,4,1,1,POS,KGB,2B,2B,,1
Mack Quackerson,2834,688,Vader Page,2657,216,LGO,472,B2,1,2,0,0,,,0,0,4,1,1,POS,KGB,LGO,LGO,,1
Jihmih Tyranus,2873,549,Vader Page,2657,301,FO,248,B2,2,2,0,0,,,0,0,4,1,1,POS,KGB,FO,FO,,1
C. T. Bailiff,2877,4,Ferda Bois,270,222,FO,218,T3,0,0,0,0,,,0,0,5,1,1,KGB,POS,FO,FO,,1
Willie Gardner,2856,322,Ferda Bois,270,873,RGO,449,T3,1,0,0,0,,,0,0,5,1,1,KGB,POS,RGO,RGO,,1
King Raj,2715,873,Ferda Bois,270,915,2B,42,T3,2,0,0,0,,,0,1,5,1,1,KGB,POS,2B,2B,,1
Jimmy Payne,2780,222,Ferda Bois,270,117,1B,105,T3,2,2,0,0,,,1,0,5,1,1,KGB,POS,1B,1B,,1
cocl,487,312,Ferda Bois,270,678,K,366,T3,2,1,0,1,,,0,0,5,1,1,KGB,POS,K,K,,1
Sean Carrcrash,1709,1,Vader Page,2657,602,RGO,399,B3,0,0,0,1,,,0,0,6,1,1,POS,KGB,RGO,RGO,,1
Kenny Powers,2627,355,Vader Page,2657,899,LGO,456,B3,1,0,0,1,,,0,0,6,1,1,POS,KGB,LGO,LGO,,1
Princess Peach,2606,399,Vader Page,2657,1,RGO,398,B3,2,0,0,1,,,0,0,6,1,1,POS,KGB,RGO,RGO,,1
Smokey Zygowski,2945,140,Bart Bishop,2900,825,K,315,T4,0,0,0,1,,,0,0,7,1,1,KGB,POS,K,K,,1
Vader Page,2657,918,Bart Bishop,2900,998,1B,80,T4,1,0,0,1,,,0,0,7,1,1,KGB,POS,1B,1B,,1
Antony Joy,2949,361,Bart Bishop,2900,846,DP,485,T4,1,1,0,1,,,0,0,7,1,1,KGB,POS,LGO,LGO,,1
Jerome Peterson,2641,199,Vader Page,2657,220,HR,21,B4,0,0,0,1,,,1,1,8,1,1,POS,KGB,HR,HR,,1
Axkoa Griffin,2848,91,Vader Page,2657,838,FO,253,B4,0,0,1,1,,,0,0,8,1,1,POS,KGB,FO,FO,,1
Dutch Boggs,2625,360,Vader Page,2657,477,1B,117,B4,1,0,1,1,,,0,1,8,1,1,POS,KGB,1B,1B,,1
Dutch Boggs,2625,601,Vader Page,2657,899,SB,298,B4,1,1,1,1,,,0,0,8,1,1,POS,KGB,Steal 2B,Steal 2B,,4
Fatts Richard,2508,220,Vader Page,2657,500,FO,280,B4,1,2,1,1,,,0,0,8,1,1,POS,KGB,FO,FO,,1
Mack Quackerson,2834,165,Vader Page,2657,99,1B,66,B4,2,2,1,1,,,1,1,8,1,1,POS,KGB,1B,1B,,1
Mack Quackerson,2834,420,Vader Page,2657,452,SB,32,B4,2,1,2,1,,,0,0,8,1,1,POS,KGB,Steal 2B,Steal 2B,,4
Jihmih Tyranus,2873,553,Vader Page,2657,702,BB,149,B4,2,2,2,1,,,0,1,8,1,1,POS,KGB,BB,BB,,1
Tucker Doubt,567,573,Vader Page,2657,619,2B,46,B4,2,4,2,1,,,2,0,8,1,1,POS,KGB,2B,1B,,1
Kenny Powers,2627,272,Emerson,703,950,PO,322,B4,2,2,4,1,,,0,0,8,1,1,POS,KGB,PO,PO,,1
Dill Doe,2735,1,Bart Bishop,2900,220,FO,219,T5,0,0,4,1,,,0,0,9,1,1,KGB,POS,FO,FO,,1
C. T. Bailiff,2877,420,Bart Bishop,2900,507,1B,87,T5,1,0,4,1,,,0,0,9,1,1,KGB,POS,1B,1B,,1
Willie Gardner,2856,236,Bart Bishop,2900,601,PO,365,T5,1,1,4,1,,,0,0,9,1,1,KGB,POS,PO,PO,,1
King Raj,2715,369,Bart Bishop,2900,444,1B,75,T5,2,1,4,1,,,0,0,9,1,1,KGB,POS,1B,1B,,1
Jimmy Payne,2780,12,Bart Bishop,2900,859,BB,153,T5,2,5,4,1,,,0,0,9,1,1,KGB,POS,BB,BB,,1
