Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Dolphin Dingers,2977,300,Electric Windgodfist,3047,629,K,329,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,FOK,TOL,K,K,K,,,,,1
Archie Henderson,3042,573,Electric Windgodfist,3047,520,1B,53,T1,1,0,0,0,2.43%,-2.43%,0,0,1,1,1,FOK,TOL,1B,1B,2B,,,,,1
Raymond Philippe,3041,497,Electric Windgodfist,3047,720,FO,223,T1,1,1,0,0,-2.63%,2.63%,0,0,1,1,1,FOK,TOL,FO,FO,FO,,,,,1
Acuña Matata,3025,819,Electric Windgodfist,3047,245,RGO,426,T1,2,1,0,0,-3.74%,3.74%,0,0,1,1,1,FOK,TOL,RGO,RGO,RGO,,,,,1
Stealing Seconds,3038,705,Copernicus Hel,3016,1,K,296,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,TOL,FOK,K,K,K,,,,,1
Mack MacMack,2651,800,Copernicus Hel,3016,1,FO,201,B1,1,0,0,0,-2.17%,2.17%,0,0,2,1,1,TOL,FOK,FO,FO,FO,,,,,1
Cared Jarrabis,3030,350,Copernicus Hel,3016,800,RGO,450,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,TOL,FOK,RGO,RGO,RGO,,,,,1
Joan Wilkes Booth,3008,102,Electric Windgodfist,3047,552,LGO,450,T2,0,0,0,0,-2.72%,2.72%,0,0,3,1,1,FOK,TOL,LGO,LGO,RGO,,,,,1
Carmelo Anthony,3007,421,Electric Windgodfist,3047,682,FO,261,T2,1,0,0,0,-2.40%,2.40%,0,0,3,1,1,FOK,TOL,FO,FO,FO,,,,,1
Corva Johnson,2978,594,Electric Windgodfist,3047,1,RGO,407,T2,2,0,0,0,-1.99%,1.99%,0,0,3,1,1,FOK,TOL,RGO,RGO,RGO,,,,,1
