Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Anthony Stark,573,680,Hank Murphy,76,181,LGO,499,T1,0,0,0,0,-2.52%,2.52%,0,0,1,1,1,PGA,PGS,LGO,LGO,LGO,1
Q Kimbrel,20,137,Hank Murphy,76,714,RGO,423,T1,1,0,0,0,-2.52%,2.52%,0,0,1,1,1,PGA,PGS,RGO,RGO,RGO,1
Rickey Tucker,163,777,Hank Murphy,76,274,LGO,497,T1,2,0,0,0,-1.74%,1.74%,0,0,1,1,1,PGA,PGS,LGO,LGO,LGO,1
Austin Schwartz,49,607,Harry Peritestes,117,2,RGO,395,B1,0,0,0,0,-2.73%,2.73%,0,0,2,1,1,PGS,PGA,RGO,LGO,PO,1
Les Dee-Ache,83,4,Harry Peritestes,117,400,RGO,396,B1,1,0,0,0,-2.27%,2.27%,0,0,2,1,1,PGS,PGA,RGO,RGO,PO,1
Kyle Bellinger,730,114,Harry Peritestes,117,750,RGO,364,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,PGS,PGA,RGO,RGO,K,1
Geno Scaramucci,165,21,Hank Murphy,76,251,FO,230,T2,0,0,0,0,-2.86%,2.86%,0,0,3,1,1,PGA,PGS,FO,FO,FO,1
IBO Bust,186,680,Hank Murphy,76,121,LGO,441,T2,1,0,0,0,-2.90%,2.90%,0,0,3,1,1,PGA,PGS,LGO,LGO,RGO,1
Bobo Bones,478,666,Hank Murphy,76,280,PO,386,T2,2,0,0,0,-1.53%,1.53%,0,0,3,1,1,PGA,PGS,PO,PO,PO,1
Kyle Corbett,707,502,Harry Peritestes,117,240,K,262,B2,0,0,0,0,-2.75%,2.75%,0,0,4,1,1,PGS,PGA,K,K,FO,1
Xerxes Dalin,474,603,Harry Peritestes,117,150,LGO,453,B2,1,0,0,0,-2.68%,2.68%,0,0,4,1,1,PGS,PGA,LGO,LGO,LGO,1
Jake Wexler,399,840,Harry Peritestes,117,900,2B,60,B2,2,0,0,0,3.37%,-3.37%,0,0,4,1,1,PGS,PGA,2B,2B,2B,1
Hank Murphy,76,277,Harry Peritestes,117,70,BB,207,B2,2,2,0,0,1.58%,-1.58%,0,0,4,1,1,PGS,PGA,BB,FO,FO,1
Buttfart McPoopus,77,1,Harry Peritestes,117,320,RGO,319,B2,2,4,0,0,-6.83%,6.83%,0,0,4,1,1,PGS,PGA,RGO,RGO,K,1
Harry Peritestes,117,340,Hank Murphy,76,905,RGO,435,T3,0,0,0,0,-3.25%,3.25%,0,0,5,1,1,PGA,PGS,RGO,LGO,RGO,1
Triston Uzumaki,125,972,Hank Murphy,76,22,3B,50,T3,1,0,0,0,12.53%,-12.53%,0,1,5,1,1,PGA,PGS,3B,2B,2B,1
Chaz McDunnough,121,534,Hank Murphy,76,51,LGO,483,T3,1,3,0,0,-13.04%,13.04%,0,0,5,1,1,PGA,PGS,LGO,LGO,LGO,2
Anthony Stark,573,240,Hank Murphy,76,313,2B,73,T3,2,3,0,0,15.21%,-15.21%,1,0,5,1,1,PGA,PGS,2B,2B,1B,1
Q Kimbrel,20,444,Hank Murphy,76,182,FO,262,T3,2,2,0,1,-4.69%,4.69%,0,0,5,1,1,PGA,PGS,FO,FO,FO,1
Bill Bisquick,473,647,Harry Peritestes,117,767,1B,120,B3,0,0,0,1,5.56%,-5.56%,0,0,6,1,1,PGS,PGA,1B,BB,1B,1
Austin Schwartz,49,760,Harry Peritestes,117,888,1B,128,B3,0,1,0,1,10.18%,-10.18%,0,0,6,1,1,PGS,PGA,1B,1B,1B,1
Les Dee-Ache,83,,Harry Peritestes,117,,Auto K,,B3,0,4,0,1,-7.88%,7.88%,0,0,6,1,1,PGS,PGA,Auto K,Auto K,Auto K,9
Kyle Bellinger,730,,Harry Peritestes,117,,Auto K,,B3,1,4,0,1,-8.22%,8.22%,0,0,6,1,1,PGS,PGA,Auto K,Auto K,Auto K,9
Kyle Corbett,707,198,Harry Peritestes,117,2,FO,196,B3,2,4,0,1,-9.22%,9.22%,0,0,6,1,1,PGS,PGA,FO,FO,FO,1
Rickey Tucker,163,631,Hank Murphy,76,355,K,276,T4,0,0,0,1,-2.65%,2.65%,0,0,7,1,1,PGA,PGS,K,K,FO,1
