Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Eli Sasak,607,357,Oral Nanny,495,383,2B,26,T1,0,0,0,0,7.71%,-7.71%,0,0,1,1,1,MIC,UWO,2B,2B,,1
Kanye East,506,811,Oral Nanny,495,134,K,323,T1,0,2,0,0,-5.16%,5.16%,0,0,1,1,1,MIC,UWO,K,K,,1
Richard Donkus IV,582,500,Oral Nanny,495,795,K,295,T1,1,2,0,0,-4.62%,4.62%,0,0,1,1,1,MIC,UWO,K,K,,1
Homer Nocker,606,310,Oral Nanny,495,773,LGO,463,T1,2,2,0,0,-6.01%,6.01%,0,0,1,1,1,MIC,UWO,LGO,LGO,,1
Finn Elvis,543,765,Callie Braden,604,1,FO,236,B1,0,0,0,0,-3.07%,3.07%,0,0,2,1,1,UWO,MIC,FO,FO,,1
Stubby Footman,539,400,Callie Braden,604,316,1B,84,B1,1,0,0,0,2.70%,-2.70%,0,0,2,1,1,UWO,MIC,1B,1B,,1
Blose Blerblanblez,483,669,Callie Braden,604,6,K,337,B1,1,1,0,0,-3.10%,3.10%,0,0,2,1,1,UWO,MIC,K,K,,1
Rage Cagemeister,475,451,Callie Braden,604,89,K,362,B1,2,1,0,0,-4.64%,4.64%,0,0,2,1,1,UWO,MIC,K,K,,1
Deku Matsui,570,89,Tyler Palmatier,258,371,K,282,T2,0,0,0,0,-3.58%,3.58%,0,0,3,1,1,MIC,UWO,K,K,,1
Devaunte Rider,531,451,Tyler Palmatier,258,713,FO,262,T2,1,0,0,0,-3.19%,3.19%,0,0,3,1,1,MIC,UWO,FO,FO,,1
Harry Paratesstykals,491,173,Tyler Palmatier,258,852,K,321,T2,2,0,0,0,-2.75%,2.75%,0,0,3,1,1,MIC,UWO,K,K,,1
Mike Hunt,496,502,Callie Braden,604,889,K,337,B2,0,0,0,0,-3.43%,3.43%,0,0,4,1,1,UWO,MIC,K,K,,1
R.K. Maroon,509,521,Callie Braden,604,938,RGO,417,B2,1,0,0,0,-3.17%,3.17%,0,0,4,1,1,UWO,MIC,RGO,RGO,,1
Bill Bisquick,473,777,Callie Braden,604,1000,K,223,B2,2,0,0,0,-2.87%,2.87%,0,0,4,1,1,UWO,MIC,K,K,,1
Austin Otterson,593,219,Xerxes Dalin,474,12,FO,207,T3,0,0,0,0,-4.31%,4.31%,0,0,5,1,1,MIC,UWO,FO,FO,,1
Trey Womancini,554,6,Xerxes Dalin,474,12,HR,6,T3,1,0,0,0,25.02%,-25.02%,1,1,5,1,1,MIC,UWO,HR,HR,,1
Eli Sasak,607,827,Xerxes Dalin,474,337,LGO,490,T3,1,0,0,1,-2.08%,2.08%,0,0,5,1,1,MIC,UWO,LGO,LGO,,1
Kanye East,506,111,Xerxes Dalin,474,785,K,326,T3,2,0,0,1,-1.91%,1.91%,0,0,5,1,1,MIC,UWO,K,K,,1
