Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Estrogen+ Gorgonzola,3158,209,Angry Lizard,3256,55,BB,154,T1,0,0,0,0,2.91%,-2.91%,0,1,1,1,1,SEF,SCR,BB,FO,BB,,,,,1
Estrogen+ Gorgonzola,3158,672,Angry Lizard,3256,544,SB,128,T1,0,1,0,0,3.42%,-3.42%,0,0,1,1,1,SEF,SCR,STEAL 2B,STEAL 2B,SB,,,,,4
Camden Yardsy,3227,1,Angry Lizard,3256,888,BB,113,T1,0,2,0,0,2.14%,-2.14%,0,0,1,1,1,SEF,SCR,BB,BB,1B,,,,,1
Dr. Slime,2998,199,Angry Lizard,3256,617,DP,418,T1,0,4,0,0,-10.00%,10.00%,0,0,1,1,1,SEF,SCR,RGO,RGO,DP,,,,,1
Geese On Demand,3318,35,Angry Lizard,3256,33,HR,2,T1,2,3,0,0,20.05%,-20.05%,2,1,1,1,1,SEF,SCR,HR,HR,HR,3256,,,3256,1
John Johnson Jr.,91,767,Angry Lizard,3256,777,HR,10,T1,2,0,0,2,8.95%,-8.95%,1,1,1,1,1,SEF,SCR,HR,HR,HR,,,,3256,1
Sean Carrcrash,1709,333,Angry Lizard,3256,9,K,324,T1,2,0,0,3,-0.91%,0.91%,0,0,1,1,1,SEF,SCR,K,K,K,,,,,1
Brian Taylor,1838,279,Rusty Nails,651,245,2B,34,B1,0,0,0,3,6.18%,-6.18%,0,0,2,1,1,SCR,SEF,2B,2B,2B,,,,,1
Mark Schihne,2544,90,Rusty Nails,651,357,K,267,B1,0,2,0,3,-4.63%,4.63%,0,0,2,1,1,SCR,SEF,K,K,FO,,,,,1
Raffy Benitez,2642,832,Rusty Nails,651,565,K,267,B1,1,2,0,3,-3.53%,3.53%,0,0,2,1,1,SCR,SEF,K,K,FO,,,,,1
