Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Dominus Nominus,278,198,Mark Spoon,2377,633,LGO,435,T1,0,0,0,0,,,0,0,1,1,1,PHI,CHC,LGO,LGO,,1
Joe Pidgeon,301,841,Mark Spoon,2377,636,FO,205,T1,1,0,0,0,,,0,0,1,1,1,PHI,CHC,FO,FO,,1
Cass Standing,2493,404,Mark Spoon,2377,256,BB,148,T1,2,0,0,0,,,0,0,1,1,1,PHI,CHC,BB,BB,,1
Conor Sexton,289,918,Mark Spoon,2377,413,LGO,495,T1,2,1,0,0,,,0,0,1,1,1,PHI,CHC,LGO,LGO,,1
Iosef Mere,2530,936,petra sabor,149,533,PO,403,B1,0,0,0,0,,,0,0,2,1,1,CHC,PHI,PO,PO,,1
Erin Pickles,68,702,petra sabor,149,832,BB,130,B1,1,0,0,0,,,0,1,2,1,1,CHC,PHI,BB,BB,,1
Terry Gaskins,2349,375,petra sabor,149,740,PO,365,B1,1,1,0,0,,,0,0,2,1,1,CHC,PHI,PO,PO,,1
Doc Dockgoose,1801,534,petra sabor,149,472,2B,62,B1,2,1,0,0,,,1,1,2,1,1,CHC,PHI,2B,2B,,1
Frederick Thunderpants,2371,777,petra sabor,149,683,1B,94,B1,2,2,1,0,,,1,0,2,1,1,CHC,PHI,1B,1B,,1
WoodCutter Jones,2524,924,petra sabor,149,109,FO,185,B1,2,1,2,0,,,0,0,2,1,1,CHC,PHI,FO,FO,,1
Obama But White,2372,201,Mark Spoon,2377,387,FO,186,T2,0,0,2,0,,,0,0,3,1,1,PHI,CHC,FO,FO,,1
Skye McDowell,264,1,Mark Spoon,2377,413,RGO,412,T2,1,0,2,0,,,0,0,3,1,1,PHI,CHC,RGO,RGO,,1
Chody,650,100,Mark Spoon,2377,522,RGO,422,T2,2,0,2,0,,,0,0,3,1,1,PHI,CHC,RGO,RGO,,1
John Johnson Jr.,91,609,petra sabor,149,303,K,306,B2,0,0,2,0,,,0,0,4,1,1,CHC,PHI,K,K,,1
Michael Ikenberry,63,598,petra sabor,149,617,HR,19,B2,1,0,2,0,,,1,1,4,1,1,CHC,PHI,HR,HR,,1
Good Doggo,522,288,petra sabor,149,202,1B,86,B2,1,0,3,0,,,0,0,4,1,1,CHC,PHI,1B,1B,,1
Iosef Mere,2530,789,petra sabor,149,880,1B,91,B2,1,1,3,0,,,0,0,4,1,1,CHC,PHI,1B,1B,,1
Erin Pickles,68,404,petra sabor,149,33,PO,371,B2,1,4,3,0,,,0,0,4,1,1,CHC,PHI,PO,PO,,1
Terry Gaskins,2349,611,petra sabor,149,323,K,288,B2,2,4,3,0,,,0,0,4,1,1,CHC,PHI,K,K,,1
Miguel Snow,290,609,Mark Spoon,2377,801,FO,192,T3,0,0,3,0,,,0,0,5,1,1,PHI,CHC,FO,FO,,1
Jeff Dingerhitter,298,971,Mark Spoon,2377,166,FO,195,T3,1,0,3,0,,,0,0,5,1,1,PHI,CHC,FO,K,,1
Dominus Nominus,278,923,Mark Spoon,2377,719,FO,204,T3,2,0,3,0,,,0,0,5,1,1,PHI,CHC,FO,FO,,1
