Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Abel Greene,2802,12,Ethan Stooks,3168,638,PO,374,T1,0,0,0,0,-2.51%,2.51%,0,0,2864,241,17,SFG,CHC,PO,PO,K,,,,,1
Hess Nahstee,443,560,Ethan Stooks,3168,759,FO,199,T1,1,0,0,0,-2.18%,2.18%,0,0,2864,241,17,SFG,CHC,FO,FO,FO,,,,,1
Holly Kühnhackl,54,277,Ethan Stooks,3168,165,1B,112,T1,2,0,0,0,1.98%,-1.98%,0,0,2864,241,17,SFG,CHC,1B,1B,1B,,,,,1
Ronnie Pickering,2660,160,Ethan Stooks,3168,932,K,228,T1,2,1,0,0,-3.74%,3.74%,0,0,2864,241,17,SFG,CHC,K,K,FO,,,,,1
Erin Pickles,68,616,Lefty Louis,166,641,HR,25,B1,0,0,0,0,11.79%,-11.79%,1,1,2865,241,17,CHC,SFG,HR,HR,3B,,,,166,1
Corey Scooter,1717,273,Lefty Louis,166,811,LGO,462,B1,0,0,1,0,-1.97%,1.97%,0,0,2865,241,17,CHC,SFG,LGO,LGO,LGO,,,,,1
Good Doggo,522,3,Lefty Louis,166,584,PO,419,B1,1,0,1,0,-1.80%,1.80%,0,0,2865,241,17,CHC,SFG,PO,PO,RGO,,,,,1
Dirk Nurple,3099,475,Lefty Louis,166,541,1B,66,B1,2,0,1,0,1.69%,-1.69%,0,0,2865,241,17,CHC,SFG,1B,1B,1B,,,,,1
Gal Soso,3223,197,Lefty Louis,166,372,FO,175,B1,2,1,1,0,-3.13%,3.13%,0,0,2865,241,17,CHC,SFG,FO,FO,BB,,,,,1
Kuuma Kivi,2397,333,Ethan Stooks,3168,533,FO,200,T2,0,0,1,0,-2.95%,2.95%,0,0,2866,241,17,SFG,CHC,FO,FO,FO,,,,,1
Big Smoke Anderson,1839,655,Ethan Stooks,3168,407,K,248,T2,1,0,1,0,-2.51%,2.51%,0,0,2866,241,17,SFG,CHC,K,K,FO,,,,,1
Liru Wolf,2983,255,Ethan Stooks,3168,287,2B,32,T2,2,0,1,0,3.45%,-3.45%,0,0,2866,241,17,SFG,CHC,2B,2B,2B,,,,,1
Willow Briansdóttir,48,631,Ethan Stooks,3168,43,RGO,412,T2,2,2,1,0,-5.41%,5.41%,0,0,2866,241,17,SFG,CHC,RGO,RGO,RGO,,,,,1
Frederick Thunderpants,2371,366,Lefty Louis,166,896,LGO,470,B2,0,0,1,0,-2.00%,2.00%,0,0,2867,241,17,CHC,SFG,LGO,LGO,LGO,,,,,1
Karl Havoc,2911,244,Lefty Louis,166,401,BB,157,B2,1,0,1,0,1.78%,-1.78%,0,0,2867,241,17,CHC,SFG,BB,BB,BB,,,,,1
WoodCutter Jones,2524,233,Lefty Louis,166,863,K,370,B2,1,1,1,0,-2.01%,2.01%,0,0,2867,241,17,CHC,SFG,K,K,K,,,,,1
Erling De La Cruz,3012,271,Lefty Louis,166,375,1B,104,B2,2,1,1,0,2.20%,-2.20%,0,0,2867,241,17,CHC,SFG,1B,1B,1B,,,,,1
Erin Pickles,68,900,Lefty Louis,166,211,K,311,B2,2,5,1,0,-5.36%,5.36%,0,0,2867,241,17,CHC,SFG,K,K,K,,,,,1
Crystal Claire,2969,683,Ethan Stooks,3168,351,K,332,T3,0,0,1,0,-3.32%,3.32%,0,0,2868,241,17,SFG,CHC,K,K,K,,,,,1
Abel Greene,2802,559,Ethan Stooks,3168,742,BB,183,T3,1,0,1,0,3.27%,-3.27%,0,0,2868,241,17,SFG,CHC,BB,BB,FO,,,,,1
Hess Nahstee,443,148,Ethan Stooks,3168,418,K,270,T3,1,1,1,0,-3.44%,3.44%,0,0,2868,241,17,SFG,CHC,K,K,FO,,,,,1
Holly Kühnhackl,54,74,Ethan Stooks,3168,346,K,272,T3,2,1,1,0,-4.94%,4.94%,0,0,2868,241,17,SFG,CHC,K,K,FO,,,,,1
Corey Scooter,1717,286,Lefty Louis,166,18,FO,268,B3,0,0,1,0,-2.04%,2.04%,0,0,2869,241,17,CHC,SFG,FO,FO,FO,,,,,1
Good Doggo,522,611,Lefty Louis,166,208,K,403,B3,1,0,1,0,-1.80%,1.80%,0,0,2869,241,17,CHC,SFG,K,PO,RGO,,,,,1
Dirk Nurple,3099,16,Lefty Louis,166,734,FO,282,B3,2,0,1,0,-1.62%,1.62%,0,0,2869,241,17,CHC,SFG,FO,FO,FO,,,,,1
Ronnie Pickering,2660,21,Ethan Stooks,3168,525,LGO,496,T4,0,0,1,0,-3.96%,3.96%,0,0,2870,241,17,SFG,CHC,LGO,LGO,LGO,,,,,1
