Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Tucker Doubt,567,805,Jerome S. Monroe,2792,462,RGO,343,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,ORD,UCL,RGO,RGO,,,,,,1
Jim Holden,2739,783,Jerome S. Monroe,2792,402,RGO,381,T1,1,0,0,0,-2.18%,2.18%,0,0,1,1,1,ORD,UCL,RGO,RGO,,,,,,1
Jim Johnman,2681,787,Jerome S. Monroe,2792,222,LGO,435,T1,2,0,0,0,-1.76%,1.76%,0,0,1,1,1,ORD,UCL,LGO,LGO,,,,,,1
Matthew Gee,2793,350,Goose Gordan,2675,504,K,154,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,UCL,ORD,K,K,,,,,,1
Millsy O'Doodlebong,2797,348,Goose Gordan,2675,670,PO,322,B1,1,0,0,0,-2.17%,2.17%,0,0,2,1,1,UCL,ORD,PO,PO,,,,,,1
Buzz Carlton,2800,699,Goose Gordan,2675,930,PO,231,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,UCL,ORD,PO,PO,,,,,,1
King Raj,2715,584,Jerome S. Monroe,2792,626,2B,42,T2,0,0,0,0,6.81%,-6.81%,0,1,3,1,1,ORD,UCL,2B,2B,,,,,,1
Noah Evans,2784,357,Jerome S. Monroe,2792,922,RGO,435,T2,0,2,0,0,-0.83%,0.83%,0,0,3,1,1,ORD,UCL,RGO,RGO,,,,,,1
Dog Water,2583,328,Jerome S. Monroe,2792,22,K,306,T2,1,3,0,0,-7.54%,7.54%,0,0,3,1,1,ORD,UCL,K,K,,,,,,2
Bubba Nimbus,2759,757,Jerome S. Monroe,2792,707,1B,50,T2,2,3,0,0,12.12%,-12.12%,1,1,3,1,1,ORD,UCL,1B,1B,,,,,,1
Marty Stanky,2765,584,Jerome S. Monroe,2792,494,1B,90,T2,2,1,0,1,2.72%,-2.72%,0,1,3,1,1,ORD,UCL,1B,1B,,,,,,1
Laars Nootbaar jr,2730,430,Jerome S. Monroe,2792,555,BB,125,T2,2,5,0,1,2.38%,-2.38%,0,0,3,1,1,ORD,UCL,BB,BB,,,,,,1
Tucker Doubt,567,122,Jerome S. Monroe,2792,1,1B,121,T2,2,7,0,1,16.59%,-16.59%,2,0,3,1,1,ORD,UCL,1B,1B,,,,,,1
Jim Holden,2739,222,Jerome S. Monroe,2792,500,K,278,T2,2,5,0,3,-3.16%,3.16%,0,0,3,1,1,ORD,UCL,K,K,,,,,,1
Bill Dozer,2801,573,Goose Gordan,2675,742,FO,169,B2,0,0,0,3,-2.53%,2.53%,0,0,4,1,1,UCL,ORD,FO,FO,,,,,,1
Francesco Hardgust,2691,34,Goose Gordan,2675,404,PO,370,B2,1,0,0,3,-2.03%,2.03%,0,0,4,1,1,UCL,ORD,PO,PO,,,,,,1
Trey Henderson,2672,221,Goose Gordan,2675,896,PO,325,B2,2,0,0,3,-1.48%,1.48%,0,0,4,1,1,UCL,ORD,PO,PO,,,,,,1
Jim Johnman,2681,808,Jerome S. Monroe,2792,353,LGO,455,T3,0,0,0,3,-1.14%,1.14%,0,0,5,1,1,ORD,UCL,LGO,LGO,,,,,,1
King Raj,2715,727,Jerome S. Monroe,2792,737,HR,10,T3,1,0,0,3,6.17%,-6.17%,1,1,5,1,1,ORD,UCL,HR,HR,,,,,,1
