Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
T-Rav,2908,314,Jeffrey LaVert,189,277,2B,37,T1,0,0,0,0,0.0633,-0.0633,0,1,1,1,1,LOO,MMS,2B,2B,2B,,,,,1
TheGreatBambi,3056,618,Jeffrey LaVert,189,82,LGO,464,T1,0,2,0,0,-0.0419,0.0419,0,0,1,1,1,LOO,MMS,LGO,LGO,LGO,,,,,1
Casper Greenwell,2825,936,Jeffrey LaVert,189,898,2B,38,T1,1,2,0,0,0.1113,-0.1113,1,1,1,1,1,LOO,MMS,2B,2B,2B,,189,,,1
Nicholas Fouss,1776,565,Jeffrey LaVert,189,541,3B,24,T1,1,2,0,1,0.1258,-0.1258,1,1,1,1,1,LOO,MMS,3B,3B,HR,,189,,,1
Dart Ragusa,134,31,Jeffrey LaVert,189,135,1B,104,T1,1,3,0,2,0.0417,-0.0417,1,1,1,1,1,LOO,MMS,1B,1B,1B,189,,,,2
Ryan Tyburn,517,327,Jeffrey LaVert,189,295,2B,32,T1,1,1,0,3,0.0489,-0.0489,0,1,1,1,1,LOO,MMS,2B,2B,2B,,,,,1
Joe Pidgeon,301,944,Auspicious Infinity,3469,1,2B,57,T1,1,6,0,3,0.0738,-0.0738,2,0,1,1,1,LOO,MMS,2B,2B,2B,189,189,,,2
Liru Wolf,2983,687,Auspicious Infinity,3469,2,PO,315,T1,1,2,0,5,-0.0154,0.0154,0,0,1,1,1,LOO,MMS,PO,PO,K,,,,,1
Mikey Thomas,3304,420,Auspicious Infinity,3469,803,RGO,383,T1,2,2,0,5,-0.0134,0.0134,0,0,1,1,1,LOO,MMS,RGO,RGO,PO,,,,,1
Total Dial,3013,904,Mikey Thomas,3304,272,PO,368,B1,0,0,0,5,-0.0145,0.0145,0,0,2,1,1,MMS,LOO,PO,PO,K,,,,,1
Theo Kim,3505,43,Mikey Thomas,3304,833,FO,210,B1,1,0,0,5,-0.0119,0.0119,0,0,2,1,1,MMS,LOO,FO,FO,FO,,,,,1
Salsa Steve,2835,100,Mikey Thomas,3304,339,FO,239,B1,2,0,0,5,-0.008,0.008,0,0,2,1,1,MMS,LOO,FO,FO,FO,,,,,1
T-Rav,2908,314,Auspicious Infinity,3469,3,PO,311,T2,0,0,0,5,-0.0048,0.0048,0,0,3,1,1,LOO,MMS,PO,PO,K,,,,,1
TheGreatBambi,3056,903,Auspicious Infinity,3469,304,PO,401,T2,1,0,0,5,-0.0054,0.0054,0,0,3,1,1,LOO,MMS,PO,PO,RGO,,,,,1
Casper Greenwell,2825,305,Auspicious Infinity,3469,804,LGO,499,T2,2,0,0,5,-0.0049,0.0049,0,0,3,1,1,LOO,MMS,LGO,LGO,LGO,,,,,1
Ioe Torrent,1844,618,Casper Greenwell,2825,508,1B,110,B2,0,0,0,5,0.0201,-0.0201,0,1,4,1,1,MMS,LOO,1B,1B,1B,,,,,1
Auspicious Infinity,3469,110,Casper Greenwell,2825,729,K,381,B2,0,1,0,5,-0.019,0.019,0,0,4,1,1,MMS,LOO,K,K,PO,,,,,1
Corbin Christmas Carol,2827,555,Casper Greenwell,2825,420,BB,135,B2,1,1,0,5,0.0313,-0.0313,0,1,4,1,1,MMS,LOO,BB,BB,1B,,,,,1
Doc Otis,2256,223,Casper Greenwell,2825,232,HR,9,B2,1,4,0,5,0.1581,-0.1581,3,1,4,1,1,MMS,LOO,HR,HR,HR,,2825,2825,2825,1
Skip Bellew,3225,42,Casper Greenwell,2825,547,LGO,495,B2,1,0,3,5,-0.0253,0.0253,0,0,4,1,1,MMS,LOO,LGO,LGO,LGO,,,,,1
Smokey Zygowski,2945,199,Casper Greenwell,2825,833,K,366,B2,2,0,3,5,-0.0192,0.0192,0,0,4,1,1,MMS,LOO,K,K,K,,,,,1
