Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Mongy Whumpus,130,698,Uncle Crush,3072,592,1B,106,T1,0,0,0,0,2.91%,-2.91%,0,0,1,1,1,KCR,BOS,1B,1B,1B,,,,,1
Egor Kucherov,2342,462,Uncle Crush,3072,992,DP,470,T1,0,1,0,0,-7.60%,7.60%,0,0,1,1,1,KCR,BOS,LGO,LGO,DP,,,,,1
Davoin Shower-Handel,1949,268,Uncle Crush,3072,581,PO,313,T1,2,0,0,0,-1.76%,1.76%,0,0,1,1,1,KCR,BOS,PO,PO,K,,,,,1
Creatør Slander,2772,417,Gray Goose McGillicuddy,1961,949,LGO,468,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,BOS,KCR,LGO,LGO,LGO,,,,,1
Tony Pizza,2844,782,Gray Goose McGillicuddy,1961,231,LGO,449,B1,1,0,0,0,-2.17%,2.17%,0,0,2,1,1,BOS,KCR,LGO,LGO,RGO,,,,,1
Hippo Jars,2902,568,Gray Goose McGillicuddy,1961,69,LGO,499,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,BOS,KCR,LGO,LGO,LGO,,,,,1
Nicholas Fouss,1776,866,Uncle Crush,3072,843,2B,23,T2,0,0,0,0,6.81%,-6.81%,0,0,3,1,1,KCR,BOS,2B,2B,HR,,,,,1
Bill Billiamson,534,765,Uncle Crush,3072,23,K,258,T2,0,2,0,0,-4.42%,4.42%,0,0,3,1,1,KCR,BOS,K,K,FO,,,,,1
Indy Sayne,151,739,Uncle Crush,3072,507,FO,232,T2,1,2,0,0,-4.15%,4.15%,0,0,3,1,1,KCR,BOS,FO,FO,FO,,,,,1
Connor Morgan,362,813,Uncle Crush,3072,344,LGO,469,T2,2,2,0,0,-5.35%,5.35%,0,0,3,1,1,KCR,BOS,LGO,LGO,LGO,,,,,1
Dixon Uraz,34,107,Gray Goose McGillicuddy,1961,703,RGO,404,B2,0,0,0,0,-2.72%,2.72%,0,0,4,1,1,BOS,KCR,RGO,RGO,RGO,,,,,1
Boomer Fisher,2933,426,Gray Goose McGillicuddy,1961,453,2B,27,B2,1,0,0,0,5.06%,-5.06%,0,0,4,1,1,BOS,KCR,2B,2B,3B,,,,,1
Tendaji Okoye,813,251,Gray Goose McGillicuddy,1961,12,FO,239,B2,1,2,0,0,-4.04%,4.04%,0,0,4,1,1,BOS,KCR,FO,FO,FO,,,,,1
Matt Taylor,780,677,Gray Goose McGillicuddy,1961,400,K,277,B2,2,2,0,0,-5.43%,5.43%,0,0,4,1,1,BOS,KCR,K,K,FO,,,,,1
Mattie Christewson,2598,69,Uncle Crush,3072,794,K,275,T3,0,0,0,0,-3.03%,3.03%,0,0,5,1,1,KCR,BOS,K,K,FO,,,,,1
Rob Patterson,140,351,Uncle Crush,3072,926,RGO,425,T3,1,0,0,0,-2.74%,2.74%,0,0,5,1,1,KCR,BOS,RGO,RGO,RGO,,,,,1
Mongy Whumpus,130,202,Uncle Crush,3072,7,FO,195,T3,2,0,0,0,-2.31%,2.31%,0,0,5,1,1,KCR,BOS,FO,FO,FO,,,,,1
Ringo Swingo,2838,250,Gray Goose McGillicuddy,1961,727,LGO,477,B3,0,0,0,0,-3.07%,3.07%,0,0,6,1,1,BOS,KCR,LGO,LGO,LGO,,,,,1
Norm Niner,3046,90,Gray Goose McGillicuddy,1961,29,2B,61,B3,1,0,0,0,5.79%,-5.79%,0,1,6,1,1,BOS,KCR,2B,2B,2B,,,,,1
Creatør Slander,2772,61,Gray Goose McGillicuddy,1961,850,K,211,B3,1,2,0,0,-4.66%,4.66%,0,0,6,1,1,BOS,KCR,K,K,FO,,,,,1
Tony Pizza,2844,100,Gray Goose McGillicuddy,1961,153,2B,53,B3,2,2,0,0,16.05%,-16.05%,1,1,6,1,1,BOS,KCR,2B,2B,2B,,1961,,,1
Hippo Jars,2902,789,Gray Goose McGillicuddy,1961,809,2B,20,B3,2,2,1,0,10.90%,-10.90%,1,0,6,1,1,BOS,KCR,2B,2B,HR,,1961,,,1
Dixon Uraz,34,444,Gray Goose McGillicuddy,1961,18,LGO,426,B3,2,2,2,0,-2.80%,2.80%,0,0,6,1,1,BOS,KCR,LGO,LGO,RGO,,,,,1
Egor Kucherov,2342,290,Uncle Crush,3072,274,3B,16,T4,0,0,2,0,11.22%,-11.22%,0,1,7,1,1,KCR,BOS,3B,HR,HR,,,,,1
Davoin Shower-Handel,1949,268,Uncle Crush,3072,531,Sac,263,T4,0,3,2,0,-2.93%,2.93%,1,0,7,1,1,KCR,BOS,FO,FO,Sac,3072,,,,2
Nicholas Fouss,1776,563,Uncle Crush,3072,342,FO,221,T4,1,0,2,1,-3.37%,3.37%,0,0,7,1,1,KCR,BOS,FO,FO,FO,,,,,1
Bill Billiamson,534,624,Uncle Crush,3072,734,1B,110,T4,2,0,2,1,3.28%,-3.28%,0,0,7,1,1,KCR,BOS,1B,1B,1B,,,,,1
Indy Sayne,151,731,Uncle Crush,3072,417,PO,314,T4,2,1,2,1,-6.06%,6.06%,0,0,7,1,1,KCR,BOS,PO,PO,K,,,,,1
Boomer Fisher,2933,201,Gray Goose McGillicuddy,1961,604,RGO,403,B4,0,0,2,1,-1.87%,1.87%,0,0,8,1,1,BOS,KCR,RGO,RGO,RGO,,,,,1
Tendaji Okoye,813,822,Gray Goose McGillicuddy,1961,715,1B,107,B4,1,0,2,1,1.59%,-1.59%,0,1,8,1,1,BOS,KCR,1B,1B,1B,,,,,1
Secret Wolfe,3193,45,Gray Goose McGillicuddy,1961,25,2B,20,B4,1,1,2,1,7.40%,-7.40%,0,1,8,1,1,BOS,KCR,2B,2B,HR,,,,,1
Ringo Swingo,2838,84,Gray Goose McGillicuddy,1961,334,K,250,B4,1,6,2,1,-6.79%,6.79%,0,0,8,1,1,BOS,KCR,K,K,Sac,,,,,1
Norm Niner,3046,594,Gray Goose McGillicuddy,1961,600,HR,6,B4,2,6,2,1,17.76%,-17.76%,3,1,8,1,1,BOS,KCR,HR,HR,HR,1961,1961,,1961,1
