Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Joel Embiid,285,103,Dylan Green,305,478,PO,375,T1,0,0,0,0,,,0,0,1,1,1,PHI,PIT,PO,PO,,1
Fly Spaceman,245,498,Dylan Green,305,530,2B,32,T1,1,0,0,0,,,0,0,1,1,1,PHI,PIT,2B,2B,,1
Tommy Brown,142,727,Dylan Green,305,355,K,372,T1,1,2,0,0,,,0,0,1,1,1,PHI,PIT,K,K,,1
Willie Dustice,288,819,Dylan Green,305,580,FO,239,T1,2,2,0,0,,,0,0,1,1,1,PHI,PIT,FO,FO,,1
Ashton Westenburg,316,451,Joel Embiid,285,7,LGO,444,B1,0,0,0,0,,,0,0,2,1,1,PIT,PHI,LGO,LGO,,1
Gare Doctor,307,144,Joel Embiid,285,716,LGO,428,B1,1,0,0,0,,,0,0,2,1,1,PIT,PHI,LGO,LGO,,1
Lance Lummox,314,167,Joel Embiid,285,637,LGO,470,B1,2,0,0,0,,,0,0,2,1,1,PIT,PHI,LGO,LGO,,1
Henrik Omega,84,275,Dylan Green,305,911,K,364,T2,0,0,0,0,,,0,0,3,1,1,PHI,PIT,K,K,,1
B.B. Bambino Jr.,115,189,Dylan Green,305,585,RGO,396,T2,1,0,0,0,,,0,0,3,1,1,PHI,PIT,RGO,RGO,,1
Jake Wilson,454,950,Dylan Green,305,725,FO,225,T2,2,0,0,0,,,0,0,3,1,1,PHI,PIT,FO,FO,,1
Joey Bagpipes,318,327,Joel Embiid,285,46,K,281,B2,0,0,0,0,,,0,0,4,1,1,PIT,PHI,K,K,,1
Junior Biggins,313,412,Joel Embiid,285,809,RGO,397,B2,1,0,0,0,,,0,0,4,1,1,PIT,PHI,RGO,RGO,,1
Emer Bock,309,214,Joel Embiid,285,558,RGO,344,B2,2,0,0,0,,,0,0,4,1,1,PIT,PHI,RGO,RGO,,1
Jamison Wells,2038,283,Dylan Green,305,222,1B,61,T3,0,0,0,0,,,0,1,5,1,1,PHI,PIT,1B,1B,,1
Conrad Love,300,761,Dylan Green,305,978,FO,217,T3,0,1,0,0,,,0,0,5,1,1,PHI,PIT,FO,FO,,1
Joel Embiid,285,998,Dylan Green,305,57,1B,59,T3,1,1,0,0,,,0,0,5,1,1,PHI,PIT,1B,1B,,1
Fly Spaceman,245,375,Dylan Green,305,970,K,405,T3,1,4,0,0,,,0,0,5,1,1,PHI,PIT,K,K,,1
Tommy Brown,142,669,Dylan Green,305,738,1B,69,T3,2,4,0,0,,,1,0,5,1,1,PHI,PIT,1B,1B,,1
Willie Dustice,288,100,Darth Vader,336,848,FO,252,T3,2,5,0,1,,,0,0,5,1,1,PHI,PIT,FO,FO,,1
Hes Nahstee,443,911,Joel Embiid,285,789,BB,122,B3,0,0,0,1,,,0,0,6,1,1,PIT,PHI,BB,BB,,1
Buckeye Logan II,311,925,Joel Embiid,285,104,BB,179,B3,0,1,0,1,,,0,0,6,1,1,PIT,PHI,BB,BB,,1
Moose McCracken,308,402,Joel Embiid,285,928,DP,474,B3,0,4,0,1,,,0,0,6,1,1,PIT,PHI,LGO,LGO,,1
Ashton Westenburg,316,600,Joel Embiid,285,305,K,295,B3,2,3,0,1,,,0,0,6,1,1,PIT,PHI,K,K,,1
Henrik Omega,84,621,Darth Vader,336,443,FO,178,T4,0,0,0,1,,,0,0,7,1,1,PHI,PIT,FO,FO,,1
B.B. Bambino Jr.,115,187,Darth Vader,336,553,K,366,T4,1,0,0,1,,,0,0,7,1,1,PHI,PIT,K,K,,1
Jake Wilson,454,545,Darth Vader,336,218,K,327,T4,2,0,0,1,,,0,0,7,1,1,PHI,PIT,K,K,,1
Gare Doctor,307,420,Joel Embiid,285,625,FO,205,B4,0,0,0,1,,,0,0,8,1,1,PIT,PHI,FO,FO,,1
Lance Lummox,314,302,Joel Embiid,285,846,LGO,456,B4,1,0,0,1,,,0,0,8,1,1,PIT,PHI,LGO,LGO,,1
Joey Bagpipes,318,114,Joel Embiid,285,857,FO,257,B4,2,0,0,1,,,0,0,8,1,1,PIT,PHI,FO,FO,,1
Jamison Wells,2038,12,Darth Vader,336,457,LGO,445,T5,0,0,0,1,,,0,0,9,1,1,PHI,PIT,LGO,LGO,,1
Conrad Love,300,285,Darth Vader,336,556,FO,271,T5,1,0,0,1,,,0,0,9,1,1,PHI,PIT,FO,FO,,1
Joel Embiid,285,738,Darth Vader,336,873,1B,135,T5,2,0,0,1,,,0,1,9,1,1,PHI,PIT,1B,1B,,1
Fly Spaceman,245,62,Darth Vader,336,98,2B,36,T5,2,1,0,1,,,1,0,9,1,1,PHI,PIT,2B,2B,,1
Tommy Brown,142,227,Darth Vader,336,633,K,406,T5,2,2,0,2,,,0,0,9,1,1,PHI,PIT,K,K,,1
Junior Biggins,313,369,Joel Embiid,285,369,K,255,B5,0,0,0,2,,,0,0,10,1,1,PIT,PHI,K,K,,1
Emer Bock,309,5,Joel Embiid,285,371,RGO,366,B5,1,0,0,2,,,0,0,10,1,1,PIT,PHI,RGO,RGO,,1
Hes Nahstee,443,555,Joel Embiid,285,912,PO,357,B5,2,0,0,2,,,0,0,10,1,1,PIT,PHI,PO,PO,,1
Willie Dustice,288,719,Darth Vader,336,380,K,339,T6,0,0,0,2,,,0,0,11,1,1,PHI,PIT,K,K,,1
Henrik Omega,84,187,Darth Vader,336,912,K,275,T6,1,0,0,2,,,0,0,11,1,1,PHI,PIT,K,K,,1
B.B. Bambino Jr.,115,821,Darth Vader,336,721,1B,100,T6,2,0,0,2,,,0,0,11,1,1,PHI,PIT,1B,1B,,1
Jake Wilson,454,112,Darth Vader,336,54,1B,58,T6,2,1,0,2,,,0,0,11,1,1,PHI,PIT,1B,1B,,1
Miguel Snow,290,923,Darth Vader,336,260,K,337,T6,2,5,0,2,,,0,0,11,1,1,PHI,PIT,K,K,,1
Buckeye Logan II,311,769,Joel Embiid,285,563,FO,206,B6,0,0,0,2,,,0,0,12,1,1,PIT,PHI,FO,FO,,1
Viking Fishbird,42,55,Joel Embiid,285,36,HR,19,B6,1,0,0,2,,,1,1,12,1,1,PIT,PHI,HR,HR,,1
Ashton Westenburg,316,900,Joel Embiid,285,113,FO,213,B6,1,0,1,2,,,0,0,12,1,1,PIT,PHI,FO,FO,,1
Gare Doctor,307,300,Joel Embiid,285,337,2B,37,B6,2,0,1,2,,,0,0,12,1,1,PIT,PHI,2B,2B,,1
Lance Lummox,314,309,Joel Embiid,285,800,LGO,491,B6,2,2,1,2,,,0,0,12,1,1,PIT,PHI,LGO,LGO,,1
