Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Lump Beefbroth,3340,,Oscar Vinegrette,252,,Auto K,,T1,0,0,0,0,-3.58%,3.58%,0,0,1,1,1,HOF,CSUF,Auto K,Auto K,,9
Owen Thirlwell,156,892,Oscar Vinegrette,252,569,K,323,T1,1,0,0,0,-3.19%,3.19%,0,0,1,1,1,HOF,CSUF,K,K,,1
Harry Peritestes,117,212,Oscar Vinegrette,252,568,K,356,T1,2,0,0,0,-2.75%,2.75%,0,0,1,1,1,HOF,CSUF,K,K,,1
Jeffy Jefferson,265,214,Connor XVX,150,292,1B,78,B1,0,0,0,0,3.11%,-3.11%,0,1,2,1,1,CSUF,HOF,1B,1B,,1
Carlos Brownson,132,743,Connor XVX,150,680,1B,63,B1,0,1,0,0,6.73%,-6.73%,0,1,2,1,1,CSUF,HOF,1B,1B,,1
Javier Tootblan,192,854,Connor XVX,150,575,K,279,B1,0,4,0,0,-5.68%,5.68%,0,0,2,1,1,CSUF,HOF,K,K,,1
Lloyd Gross,135,892,Connor XVX,150,555,K,337,B1,1,4,0,0,-4.67%,4.67%,0,0,2,1,1,CSUF,HOF,K,K,,1
Emile B. Beezbowl,3341,205,Connor XVX,150,212,HR,7,B1,2,4,0,0,33.67%,-33.67%,3,1,2,1,1,CSUF,HOF,HR,HR,,1
Chad Berry,172,518,Connor XVX,150,13,LGO,495,B1,2,0,3,0,-0.52%,0.52%,0,0,2,1,1,CSUF,HOF,LGO,LGO,,1
John Johnson,3342,87,Oscar Vinegrette,252,847,FO,240,T2,0,0,3,0,-2.30%,2.30%,0,0,3,1,1,HOF,CSUF,FO,FO,,1
Jimjon Jonjim,272,586,Oscar Vinegrette,252,769,FO,183,T2,1,0,3,0,-1.67%,1.67%,0,0,3,1,1,HOF,CSUF,FO,FO,,1
I.B.O. Bust,186,638,Oscar Vinegrette,252,300,K,338,T2,2,0,3,0,-0.98%,0.98%,0,0,3,1,1,HOF,CSUF,K,K,,1
Mac Aves,154,210,Connor XVX,150,616,PO,406,B2,0,0,3,0,-0.30%,0.30%,0,0,4,1,1,CSUF,HOF,PO,PO,,1
Ryan Vauhn,442,250,Connor XVX,150,899,PO,351,B2,1,0,3,0,-0.31%,0.31%,0,0,4,1,1,CSUF,HOF,PO,PO,,1
Donnie Draper,138,,Connor XVX,150,,Auto BB,,B2,2,0,3,0,0.22%,-0.22%,0,0,4,1,1,CSUF,HOF,Auto BB,Auto BB,,10
Jeffy Jefferson,265,,Damon Rutherford,3359,,Auto BB,,B2,2,1,3,0,0.37%,-0.37%,0,0,4,1,1,CSUF,HOF,Auto BB,Auto BB,,10
Carlos Brownson,132,355,Bert Harris,428,965,PO,390,B2,2,4,3,0,-0.81%,0.81%,0,0,4,1,1,CSUF,HOF,PO,PO,,1
Jack Medof,435,444,Oscar Vinegrette,252,567,BB,123,T3,0,0,3,0,3.48%,-3.48%,0,0,5,1,1,HOF,CSUF,BB,BB,,1
Josh Gordon,409,745,Oscar Vinegrette,252,66,K,321,T3,0,1,3,0,-3.02%,3.02%,0,0,5,1,1,HOF,CSUF,K,K,,1
Overdi Fenz,461,587,Oscar Vinegrette,252,900,FO,313,T3,1,1,3,0,-2.58%,2.58%,0,0,5,1,1,HOF,CSUF,FO,FO,,1
