Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Vigolashi Dongeroso,159,623,Ethan Franklin,128,266,K,357,T1,0,0,0,0,,,0,0,1,1,1,LAA,KCR,K,K,,1
Whit Merto,162,752,Ethan Franklin,128,174,RGO,422,T1,1,0,0,0,,,0,0,1,1,1,LAA,KCR,RGO,RGO,,1
Zum Boehner,160,446,Ethan Franklin,128,448,HR,2,T1,2,0,0,0,,,1,1,1,1,1,LAA,KCR,HR,HR,,1
Sam Smith,158,733,Ethan Franklin,128,731,HR,2,T1,2,0,0,1,,,1,1,1,1,1,LAA,KCR,HR,HR,,1
Kris Jaxon,152,229,Ethan Franklin,128,659,RGO,430,T1,2,0,0,2,,,0,0,1,1,1,LAA,KCR,RGO,RGO,,1
Tyler Gordon,136,650,Pickle Rick,150,344,K,306,B1,0,0,0,2,,,0,0,2,1,1,KCR,LAA,K,K,,1
Rob Patterson,140,823,Pickle Rick,150,344,LGO,479,B1,1,0,0,2,,,0,0,2,1,1,KCR,LAA,LGO,LGO,,1
Mako Bierman,139,484,Pickle Rick,150,886,RGO,402,B1,2,0,0,2,,,0,0,2,1,1,KCR,LAA,RGO,RGO,,1
Indy Sayne,151,35,Ethan Franklin,128,302,FO,267,T2,0,0,0,2,,,0,0,3,1,1,LAA,KCR,FO,FO,,1
Nikolas Romero,157,521,Ethan Franklin,128,401,1B,120,T2,1,0,0,2,,,0,0,3,1,1,LAA,KCR,1B,BB,,1
Owen Thirlwell,156,27,Ethan Franklin,128,197,FO,166,T2,1,1,0,2,,,0,0,3,1,1,LAA,KCR,FO,FO,,1
Girth Brooks,161,321,Ethan Franklin,128,185,BB,136,T2,2,1,0,2,,,0,0,3,1,1,LAA,KCR,BB,FO,,1
Vigolashi Dongeroso,159,901,Ethan Franklin,128,710,FO,191,T2,2,4,0,2,,,0,0,3,1,1,LAA,KCR,FO,FO,,1
Garren Smudge,133,301,Pickle Rick,150,294,HR,7,B2,0,0,0,2,,,1,1,4,1,1,KCR,LAA,HR,HR,,1
Lloyd Gross,135,538,Pickle Rick,150,886,K,348,B2,0,0,1,2,,,0,0,4,1,1,KCR,LAA,K,PO,,1
Carlos Brownson,132,472,Pickle Rick,150,461,HR,11,B2,1,0,1,2,,,1,1,4,1,1,KCR,LAA,HR,HR,,1
Homer Pimpson,144,364,Chipper Dipper,148,1,K,363,B2,1,0,2,2,,,0,0,4,1,1,KCR,LAA,K,K,,1
Dart Ragusa,134,350,Chipper Dipper,148,701,RGO,351,B2,2,0,2,2,,,0,0,4,1,1,KCR,LAA,RGO,RGO,,1
Whit Merto,162,504,Ethan Franklin,128,910,RGO,406,T3,0,0,2,2,,,0,0,5,1,1,LAA,KCR,RGO,RGO,,1
Zum Boehner,160,83,Ethan Franklin,128,681,RGO,402,T3,1,0,2,2,,,0,0,5,1,1,LAA,KCR,RGO,RGO,,1
Sam Smith,158,462,Ethan Franklin,128,596,BB,134,T3,2,0,2,2,,,0,1,5,1,1,LAA,KCR,BB,BB,,1
Kris Jaxon,152,903,Ethan Franklin,128,883,HR,20,T3,2,1,2,2,,,2,1,5,1,1,LAA,KCR,HR,HR,,1
Indy Sayne,151,158,Hayden McCloud,129,816,PO,342,T3,2,0,2,4,,,0,0,5,1,1,LAA,KCR,PO,PO,,1
Teo Jones,137,531,Chipper Dipper,148,404,BB,127,B3,0,0,2,4,,,0,0,6,1,1,KCR,LAA,BB,BB,,1
Tyler Gordon,136,420,Chipper Dipper,148,310,1B,110,B3,0,1,2,4,,,0,0,6,1,1,KCR,LAA,1B,1B,,1
Rob Patterson,140,911,Chipper Dipper,148,121,FO,210,B3,0,4,2,4,,,0,0,6,1,1,KCR,LAA,FO,FO,,1
Mako Bierman,139,978,Chipper Dipper,148,666,K,312,B3,1,4,2,4,,,0,0,6,1,1,KCR,LAA,K,K,,1
Garren Smudge,133,42,Chipper Dipper,148,189,BB,147,B3,2,4,2,4,,,0,0,6,1,1,KCR,LAA,BB,BB,,1
Lloyd Gross,135,69,Chipper Dipper,148,585,LGO,484,B3,2,7,2,4,,,0,0,6,1,1,KCR,LAA,LGO,LGO,,1
Nikolas Romero,157,776,Hayden McCloud,129,534,FO,242,T4,0,0,2,4,,,0,0,7,1,1,LAA,KCR,FO,FO,,1
Owen Thirlwell,156,700,Hayden McCloud,129,196,LGO,496,T4,1,0,2,4,,,0,0,7,1,1,LAA,KCR,LGO,LGO,,1
Girth Brooks,161,76,Hayden McCloud,129,506,PO,430,T4,2,0,2,4,,,0,0,7,1,1,LAA,KCR,PO,RGO,,1
Carlos Brownson,132,322,Chipper Dipper,148,611,K,289,B4,0,0,2,4,,,0,0,8,1,1,KCR,LAA,K,K,,1
Jerry Jingles,146,946,Chipper Dipper,148,611,K,335,B4,1,0,2,4,,,0,0,8,1,1,KCR,LAA,K,K,,1
Dart Ragusa,134,777,Chipper Dipper,148,342,LGO,435,B4,2,0,2,4,,,0,0,8,1,1,KCR,LAA,LGO,LGO,,1
Vigolashi Dongeroso,159,314,Hayden McCloud,129,298,3B,16,T5,0,0,2,4,,,0,0,9,1,1,LAA,KCR,3B,3B,,1
