Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Grigury Polinko,452,789,Daniel Collins,149,213,RGO,424,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,SAV,HVR,RGO,RGO,,1
Tom Brazy,2183,,Daniel Collins,149,502,2B,64,T1,1,0,0,0,4.65%,-4.65%,0,0,1,1,1,SAV,HVR,2B,2B,,1
Harry Cox,2016,,Daniel Collins,149,419,K,304,T1,1,2,0,0,-3.78%,3.78%,0,0,1,1,1,SAV,HVR,K,K,,1
Dominick Vielbaum,1965,990,Daniel Collins,149,612,K,378,T1,2,2,0,0,-4.81%,4.81%,0,0,1,1,1,SAV,HVR,K,K,,1
Xavier Quinn Jr.,6,755,Kawabunga Joe,2069,69,RGO,314,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,HVR,SAV,RGO,RGO,,1
Lefty Louis,166,174,Kawabunga Joe,2069,69,1B,105,B1,1,0,0,0,2.28%,-2.28%,0,0,2,1,1,HVR,SAV,1B,1B,,1
"Joshua ""Junior"" Roth",88,69,Kawabunga Joe,2069,569,DP,500,B1,1,1,0,0,-6.24%,6.24%,0,0,2,1,1,HVR,SAV,LGO,LGO,,1
Jingo Bajingo,365,115,Daniel Collins,149,814,K,301,T2,0,0,0,0,-2.72%,2.72%,0,0,3,1,1,SAV,HVR,K,K,,1
Peter R. Otagonist,2181,234,Daniel Collins,149,793,RGO,441,T2,1,0,0,0,-2.40%,2.40%,0,0,3,1,1,SAV,HVR,RGO,RGO,,1
Charles Moore,434,347,Daniel Collins,149,391,2B,44,T2,2,0,0,0,3.36%,-3.36%,0,0,3,1,1,SAV,HVR,2B,2B,,1
Buckeye Logan II,311,790,Daniel Collins,149,208,RGO,418,T2,2,2,0,0,-5.35%,5.35%,0,0,3,1,1,SAV,HVR,RGO,RGO,,1
Angel Leon,234,515,Kawabunga Joe,2069,420,1B,95,B2,0,0,0,0,2.94%,-2.94%,0,0,4,1,1,HVR,SAV,1B,1B,,1
Deirf Smith,449,420,Kawabunga Joe,2069,920,DP,500,B2,0,1,0,0,-8.04%,8.04%,0,0,4,1,1,HVR,SAV,LGO,LGO,,1
Chuck McCluster,296,682,Kawabunga Joe,2069,420,K,262,B2,2,0,0,0,-2.03%,2.03%,0,0,4,1,1,HVR,SAV,K,K,,1
Nick Scrivanich,2075,888,Daniel Collins,149,999,1B,111,T3,0,0,0,0,3.31%,-3.31%,0,0,5,1,1,SAV,HVR,1B,1B,,1
Grigury Polinko,452,190,Daniel Collins,149,538,K,348,T3,0,1,0,0,-3.57%,3.57%,0,0,5,1,1,SAV,HVR,K,K,,1
Tom Brazy,2183,,Daniel Collins,149,459,FO,220,T3,1,1,0,0,-3.01%,3.01%,0,0,5,1,1,SAV,HVR,FO,FO,,1
Harry Cox,2016,,Daniel Collins,149,56,K,380,T3,2,1,0,0,-4.81%,4.81%,0,0,5,1,1,SAV,HVR,K,K,,1
Charlie Bae Jr.,293,550,Kawabunga Joe,2069,333,FO,217,B3,0,0,0,0,-3.07%,3.07%,0,0,6,1,1,HVR,SAV,FO,FO,,1
Lefty Schweez,2186,823,Kawabunga Joe,2069,666,BB,157,B3,1,0,0,0,2.70%,-2.70%,0,1,6,1,1,HVR,SAV,BB,BB,,1
Gottlieb Giannopoulos,89,499,Kawabunga Joe,2069,499,HR,0,B3,1,1,0,0,24.82%,-24.82%,2,1,6,1,1,HVR,SAV,HR,HR,,1
Xavier Quinn Jr.,6,695,Kawabunga Joe,2069,69,RGO,374,B3,1,0,2,0,-1.19%,1.19%,0,0,6,1,1,HVR,SAV,RGO,RGO,,1
Lefty Louis,166,1,Kawabunga Joe,2069,69,1B,68,B3,2,0,2,0,0.98%,-0.98%,0,0,6,1,1,HVR,SAV,1B,1B,,1
"Joshua ""Junior"" Roth",88,69,Kawabunga Joe,2069,420,RGO,351,B3,2,1,2,0,-2.03%,2.03%,0,0,6,1,1,HVR,SAV,RGO,RGO,,1
