Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
King Raj,2715,286,Michael Ikenberry,63,389,1B,103,T1,0,0,0,0,,,0,0,1,1,1,PHI,CHC,1B,1B,,1
Brian Taylor,1838,165,Michael Ikenberry,63,342,BB,177,T1,0,1,0,0,,,0,0,1,1,1,PHI,CHC,BB,BB,,1
Choc Banana,2897,488,Michael Ikenberry,63,651,BB,163,T1,0,4,0,0,,,0,0,1,1,1,PHI,CHC,BB,BB,,1
River James,2857,428,Chris Orosz,219,842,RGO,414,T1,0,7,0,0,,,0,0,1,1,1,PHI,CHC,RGO,RGO,,2
Dakota Carolina Montana,65,633,Chris Orosz,219,950,PO,317,T1,1,7,0,0,,,0,0,1,1,1,PHI,CHC,PO,PO,,1
Calvin Guerensk,1729,865,Chris Orosz,219,222,RGO,357,T1,2,7,0,0,,,0,0,1,1,1,PHI,CHC,RGO,RGO,,1
Terry Gaskins,2349,949,Jericho Styles,788,359,PO,410,B1,0,0,0,0,,,0,0,2,1,1,CHC,PHI,PO,PO,,1
Mike LaViva,2761,924,Jericho Styles,788,971,2B,47,B1,1,0,0,0,,,0,1,2,1,1,CHC,PHI,2B,2B,,1
Doc Dockgoose,1801,802,Jericho Styles,788,828,3B,26,B1,1,2,0,0,,,1,1,2,1,1,CHC,PHI,3B,2B,,1
WoodCutter Jones,2524,471,Tequila Sunrise,249,421,2B,50,B1,1,3,1,0,,,1,1,2,1,1,CHC,PHI,2B,2B,,2
Mark Spoon,2377,613,Tequila Sunrise,249,612,HR,1,B1,1,2,2,0,,,2,1,2,1,1,CHC,PHI,HR,HR,,1
Good Doggo,522,301,Tequila Sunrise,249,577,K,276,B1,1,0,4,0,,,0,0,2,1,1,CHC,PHI,K,K,,1
Iosef Mere,2530,577,Tequila Sunrise,249,255,PO,322,B1,2,0,4,0,,,0,0,2,1,1,CHC,PHI,PO,PO,,1
TheRedKnight,2974,464,Chris Orosz,219,316,BB,148,T2,0,0,4,0,,,0,0,3,1,1,PHI,CHC,BB,BB,,1
Baron Butzenkatzen-Butzenkatzen,127,840,Chris Orosz,219,944,1B,104,T2,0,1,4,0,,,0,0,3,1,1,PHI,CHC,1B,1B,,1
Lloyd Gross,135,370,Chris Orosz,219,986,DP,384,T2,0,4,4,0,,,0,0,3,1,1,PHI,CHC,RGO,RGO,,1
King Raj,2715,286,Chris Orosz,219,634,RGO,348,T2,2,3,4,0,,,0,0,3,1,1,PHI,CHC,RGO,RGO,,1
Corey Scooter,1717,122,Tequila Sunrise,249,100,3B,22,B2,0,0,4,0,,,0,1,4,1,1,CHC,PHI,3B,3B,,1
Frederick Thunderpants,2371,333,Tequila Sunrise,249,78,Sac,255,B2,0,3,4,0,,,1,0,4,1,1,CHC,PHI,FO,FO,,2
Terry Gaskins,2349,731,perta rose sabor,149,472,K,259,B2,1,0,5,0,,,0,0,4,1,1,CHC,PHI,K,K,,1
Mike LaViva,2761,711,perta rose sabor,149,372,K,339,B2,2,0,5,0,,,0,0,4,1,1,CHC,PHI,K,K,,1
Brian Taylor,1838,75,Chris Orosz,219,498,LGO,423,T3,0,0,5,0,,,0,0,5,1,1,PHI,CHC,LGO,LGO,,1
Choc Banana,2897,190,Chris Orosz,219,134,2B,56,T3,1,0,5,0,,,0,1,5,1,1,PHI,CHC,2B,2B,,1
Jeff Dingerhitter,298,327,Karl Havoc,2911,933,PO,394,T3,1,2,5,0,,,0,0,5,1,1,PHI,CHC,PO,PO,,1
Dakota Carolina Montana,65,922,Karl Havoc,2911,831,1B,91,T3,2,2,5,0,,,1,0,5,1,1,PHI,CHC,1B,1B,,1
Calvin Guerensk,1729,458,Karl Havoc,2911,286,FO,172,T3,2,1,5,1,,,0,0,5,1,1,PHI,CHC,FO,FO,,1
Doc Dockgoose,1801,808,perta rose sabor,149,420,PO,388,B3,0,0,5,1,,,0,0,6,1,1,CHC,PHI,PO,PO,,1
WoodCutter Jones,2524,249,perta rose sabor,149,555,K,306,B3,1,0,5,1,,,0,0,6,1,1,CHC,PHI,K,K,,1
Mark Spoon,2377,333,perta rose sabor,149,899,RGO,434,B3,2,0,5,1,,,0,0,6,1,1,CHC,PHI,RGO,RGO,,1
TheRedKnight,2974,930,Karl Havoc,2911,909,HR,21,T4,0,0,5,1,,,1,1,7,1,1,PHI,CHC,HR,3B,,1
Baron Butzenkatzen-Butzenkatzen,127,543,Karl Havoc,2911,233,PO,310,T4,0,0,5,2,,,0,0,7,1,1,PHI,CHC,PO,PO,,1
Lloyd Gross,135,567,Karl Havoc,2911,503,1B,64,T4,1,0,5,2,,,0,1,7,1,1,PHI,CHC,1B,1B,,1
King Raj,2715,97,Pablo The Hip Kawasaki,2890,134,2B,37,T4,1,1,5,2,,,0,1,7,1,1,PHI,CHC,2B,2B,,1
Mr. Plow,2646,751,Pablo The Hip Kawasaki,2890,577,BB,174,T4,1,6,5,2,,,0,0,7,1,1,PHI,CHC,BB,BB,,2
Choc Banana,2897,913,Pablo The Hip Kawasaki,2890,293,PO,380,T4,1,7,5,2,,,0,0,7,1,1,PHI,CHC,PO,PO,,1
DeAaron Taylor,2824,666,Pablo The Hip Kawasaki,2890,572,1B,94,T4,2,7,5,2,,,2,0,7,1,1,PHI,CHC,1B,1B,,1
Dakota Carolina Montana,65,95,Pablo The Hip Kawasaki,2890,828,FO,267,T4,2,5,5,4,,,0,0,7,1,1,PHI,CHC,FO,FO,,1
Good Doggo,522,699,perta rose sabor,149,555,BB,144,B4,0,0,5,4,,,0,0,8,1,1,CHC,PHI,BB,BB,,1
Iosef Mere,2530,162,perta rose sabor,149,277,BB,115,B4,0,1,5,4,,,0,0,8,1,1,CHC,PHI,BB,BB,,1
Corey Scooter,1717,9,perta rose sabor,149,616,DP,393,B4,0,4,5,4,,,0,0,8,1,1,CHC,PHI,RGO,RGO,,1
Frederick Thunderpants,2371,300,perta rose sabor,149,777,LGO,477,B4,2,3,5,4,,,0,0,8,1,1,CHC,PHI,LGO,LGO,,1
Calvin Guerensk,1729,258,Pablo The Hip Kawasaki,2890,36,FO,222,T5,0,0,5,4,,,0,0,9,1,1,PHI,CHC,FO,FO,,1
TheRedKnight,2974,395,Pablo The Hip Kawasaki,2890,482,1B,87,T5,1,0,5,4,,,0,0,9,1,1,PHI,CHC,1B,1B,,1
Baron Butzenkatzen-Butzenkatzen,127,16,Pablo The Hip Kawasaki,2890,482,DP,466,T5,1,1,5,4,,,0,0,9,1,1,PHI,CHC,LGO,LGO,,1
Terry Gaskins,2349,545,perta rose sabor,149,177,K,368,B5,0,0,5,4,,,0,0,10,1,1,CHC,PHI,K,K,,1
Mike LaViva,2761,910,perta rose sabor,149,777,1B,133,B5,1,0,5,4,,,0,0,10,1,1,CHC,PHI,1B,1B,,1
Doc Dockgoose,1801,410,perta rose sabor,149,812,DP,402,B5,1,1,5,4,,,0,0,10,1,1,CHC,PHI,RGO,RGO,,1
Lloyd Gross,135,632,Pablo The Hip Kawasaki,2890,612,3B,20,T6,0,0,5,4,,,0,1,11,1,1,PHI,CHC,3B,2B,,1
King Raj,2715,892,Pablo The Hip Kawasaki,2890,873,3B,19,T6,0,3,5,4,,,1,0,11,1,1,PHI,CHC,3B,2B,,1
Mr. Plow,2646,212,Pablo The Hip Kawasaki,2890,562,K,350,T6,0,3,5,5,,,0,0,11,1,1,PHI,CHC,K,K,,2
Choc Banana,2897,,Pablo The Hip Kawasaki,2890,,IBB,,T6,1,3,5,5,,,0,0,11,1,1,PHI,CHC,IBB,IBB,,8
Carlos Narvaez Jr.,2962,831,Pablo The Hip Kawasaki,2890,294,CS,463,T6,1,5,5,5,,,0,0,11,1,1,PHI,CHC,CS 2B,CS 2B,,5
Phil Coulson,226,514,Pablo The Hip Kawasaki,2890,690,FO,176,T6,2,3,5,5,,,0,0,11,1,1,PHI,CHC,FO,FO,,1
WoodCutter Jones,2524,460,perta rose sabor,149,55,K,405,B6,0,0,5,5,,,0,0,12,1,1,CHC,PHI,K,PO,,1
Mark Spoon,2377,33,perta rose sabor,149,777,FO,256,B6,1,0,5,5,,,0,0,12,1,1,CHC,PHI,FO,K,,1
Good Doggo,522,776,perta rose sabor,149,111,K,335,B6,2,0,5,5,,,0,0,12,1,1,CHC,PHI,K,K,,1
Dakota Carolina Montana,65,560,Pablo The Hip Kawasaki,2890,626,1B,66,T7,0,0,5,5,,,0,0,13,1,1,PHI,CHC,1B,1B,,1
Calvin Guerensk,1729,476,Pablo The Hip Kawasaki,2890,712,FO,236,T7,0,1,5,5,,,0,0,13,1,1,PHI,CHC,FO,FO,,1
TheRedKnight,2974,880,Pablo The Hip Kawasaki,2890,576,K,304,T7,1,1,5,5,,,0,0,13,1,1,PHI,CHC,K,K,,1
Baron Butzenkatzen-Butzenkatzen,127,931,Pablo The Hip Kawasaki,2890,782,BB,149,T7,2,1,5,5,,,0,0,13,1,1,PHI,CHC,BB,BB,,1
Lloyd Gross,135,478,Pablo The Hip Kawasaki,2890,742,K,264,T7,2,4,5,5,,,0,0,13,1,1,PHI,CHC,K,K,,1
Erin Pickles,68,555,perta rose sabor,149,166,PO,389,B7,0,0,5,5,,,0,0,14,1,1,CHC,PHI,PO,PO,,1
Corey Scooter,1717,777,perta rose sabor,149,472,K,305,B7,1,0,5,5,,,0,0,14,1,1,CHC,PHI,K,K,,1
Frederick Thunderpants,2371,308,perta rose sabor,149,666,K,358,B7,2,0,5,5,,,0,0,14,1,1,CHC,PHI,K,K,,1
King Raj,2715,175,Pablo The Hip Kawasaki,2890,173,HR,2,T8,0,0,5,5,,,1,1,15,1,1,PHI,CHC,HR,HR,,1
Mr. Plow,2646,388,Pablo The Hip Kawasaki,2890,999,PO,389,T8,0,0,5,6,,,0,0,15,1,1,PHI,CHC,PO,PO,,1
Carlos Narvaez Jr.,2962,489,Pablo The Hip Kawasaki,2890,388,1B,101,T8,1,0,5,6,,,0,0,15,1,1,PHI,CHC,1B,1B,,1
Q Kimbrel,20,990,Pablo The Hip Kawasaki,2890,141,BB,151,T8,1,1,5,6,,,0,0,15,1,1,PHI,CHC,BB,BB,,1
