Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
International Signing Bonus Pool Space,2795,315,Tuck,163,738,PO,423,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,CRN,KIR,PO,PO,RGO,,,,,1
Jamal Jackson,2815,341,Tuck,163,255,2B,86,T1,1,0,0,0,4.65%,-4.65%,0,1,1,1,1,CRN,KIR,2B,1B,1B,,,,,1
Toky Oto,2773,665,Tuck,163,1,K,336,T1,1,2,0,0,-3.78%,3.78%,0,0,1,1,1,CRN,KIR,K,K,K,,,,,1
Harry McPotterson,1703,35,Tuck,163,1,HR,34,T1,2,2,0,0,20.16%,-20.16%,2,1,1,1,1,CRN,KIR,HR,HR,2B,,163,,163,1
Raja Ayun,2248,420,Tuck,163,806,PO,386,T1,2,0,0,2,-1.24%,1.24%,0,0,1,1,1,CRN,KIR,PO,RGO,PO,,,,,1
Hakuna Moncada,2501,438,Skork Hooker,786,777,K,339,B1,0,0,0,2,-2.74%,2.74%,0,0,2,1,1,KIR,CRN,K,K,K,,,,,1
Kenny Powers,2627,497,Skork Hooker,786,839,PO,342,B1,1,0,0,2,-2.20%,2.20%,0,0,2,1,1,KIR,CRN,PO,PO,K,,,,,1
Broon Lurkst,2982,48,Skork Hooker,786,651,PO,397,B1,2,0,0,2,-1.72%,1.72%,0,0,2,1,1,KIR,CRN,PO,PO,PO,,,,,1
Goaty McGoatFace,2878,369,Tuck,163,706,K,337,T2,0,0,0,2,-1.70%,1.70%,0,0,3,1,1,CRN,KIR,K,K,K,,,,,1
Mama Luigi,2947,234,Tuck,163,205,HR,29,T2,1,0,0,2,8.88%,-8.88%,1,1,3,1,1,CRN,KIR,HR,HR,3B,,,,163,1
Skarch McGooter,2914,911,Guillermo Griffey III,2829,293,RGO,382,T2,1,0,0,3,-1.15%,1.15%,0,0,3,1,1,CRN,KIR,RGO,RGO,PO,,,,,1
Acuña Matata,3025,341,Guillermo Griffey III,2829,289,2B,52,T2,2,0,0,3,1.64%,-1.64%,0,0,3,1,1,CRN,KIR,2B,2B,2B,,,,,1
International Signing Bonus Pool Space,2795,515,Guillermo Griffey III,2829,119,PO,396,T2,2,2,0,3,-2.53%,2.53%,0,0,3,1,1,CRN,KIR,PO,PO,PO,,,,,1
Francesco Hardgust,2691,975,Skork Hooker,786,600,PO,375,B2,0,0,0,3,-2.53%,2.53%,0,0,4,1,1,KIR,CRN,PO,PO,K,,,,,1
Osha Wott,3068,210,Skork Hooker,786,322,1B,112,B2,1,0,0,3,2.55%,-2.55%,0,1,4,1,1,KIR,CRN,1B,1B,1B,,,,,1
Dixon Uraz,34,69,Skork Hooker,786,473,PO,404,B2,1,1,0,3,-2.57%,2.57%,0,0,4,1,1,KIR,CRN,PO,PO,DP,,,,,1
Johnny Appleseed,2929,123,Skork Hooker,786,999,1B,124,B2,2,1,0,3,2.97%,-2.97%,0,1,4,1,1,KIR,CRN,1B,1B,1B,,,,,1
Teddy Bigstick,2722,276,Skork Hooker,786,444,BB,168,B2,2,5,0,3,4.23%,-4.23%,0,0,4,1,1,KIR,CRN,BB,BB,BB,,,,,1
Fatts Richard,2508,443,Skork Hooker,786,555,1B,112,B2,2,7,0,3,17.80%,-17.80%,2,0,4,1,1,KIR,CRN,1B,1B,1B,786,786,,,1
Hakuna Moncada,2501,972,Skork Hooker,786,342,PO,370,B2,2,5,2,3,-8.28%,8.28%,0,0,4,1,1,KIR,CRN,PO,PO,K,,,,,1
Jamal Jackson,2815,643,Guillermo Griffey III,2829,959,K,316,T3,0,0,2,3,-2.37%,2.37%,0,0,5,1,1,CRN,KIR,K,K,K,,,,,1
Toky Oto,2773,322,Guillermo Griffey III,2829,113,FO,209,T3,1,0,2,3,-2.03%,2.03%,0,0,5,1,1,CRN,KIR,FO,FO,FO,,,,,1
Harry McPotterson,1703,512,Guillermo Griffey III,2829,825,K,313,T3,2,0,2,3,-1.82%,1.82%,0,0,5,1,1,CRN,KIR,K,K,K,,,,,1
Kenny Powers,2627,591,Skork Hooker,786,3,RGO,412,B3,0,0,2,3,-3.58%,3.58%,0,0,6,1,1,KIR,CRN,RGO,RGO,RGO,,,,,1
Broon Lurkst,2982,906,Skork Hooker,786,3,1B,97,B3,1,0,2,3,3.31%,-3.31%,0,0,6,1,1,KIR,CRN,1B,1B,1B,,,,,1
Broon Lurkst,2982,300,Skork Hooker,786,944,CS,356,B3,1,1,2,3,-6.41%,6.41%,0,0,6,1,1,KIR,CRN,CS 2B,CS 2B,CS,,,,,4
Francesco Hardgust,2691,115,Skork Hooker,786,920,FO,195,B3,2,0,2,3,-2.59%,2.59%,0,0,6,1,1,KIR,CRN,FO,FO,FO,,,,,1
Raja Ayun,2248,800,Guillermo Griffey III,2829,766,HR,34,T4,0,0,2,3,12.33%,-12.33%,1,1,7,1,1,CRN,KIR,HR,3B,2B,,,,2829,1
Goaty McGoatFace,2878,1,Guillermo Griffey III,2829,592,RGO,409,T4,0,0,2,4,-1.53%,1.53%,0,0,7,1,1,CRN,KIR,RGO,RGO,RGO,,,,,1
Mama Luigi,2947,432,Guillermo Griffey III,2829,412,HR,20,T4,1,0,2,4,8.60%,-8.60%,1,1,7,1,1,CRN,KIR,HR,3B,HR,,,,2829,1
Skarch McGooter,2914,666,Guillermo Griffey III,2829,210,LGO,456,T4,1,0,2,5,-0.83%,0.83%,0,0,7,1,1,CRN,KIR,LGO,LGO,LGO,,,,,1
Acuña Matata,3025,872,Guillermo Griffey III,2829,69,FO,197,T4,2,0,2,5,-0.82%,0.82%,0,0,7,1,1,CRN,KIR,FO,FO,FO,,,,,1
Osha Wott,3068,753,Skork Hooker,786,479,FO,274,B4,0,0,2,5,-2.76%,2.76%,0,0,8,1,1,KIR,CRN,FO,FO,FO,,,,,1
Dixon Uraz,34,500,Skork Hooker,786,920,RGO,420,B4,1,0,2,5,-2.21%,2.21%,0,0,8,1,1,KIR,CRN,RGO,RGO,RGO,,,,,1
Johnny Appleseed,2929,979,Skork Hooker,786,853,1B,126,B4,2,0,2,5,2.17%,-2.17%,0,0,8,1,1,KIR,CRN,1B,1B,1B,,,,,1
Teddy Bigstick,2722,596,Skork Hooker,786,881,K,285,B4,2,1,2,5,-3.63%,3.63%,0,0,8,1,1,KIR,CRN,K,K,K,,,,,1
International Signing Bonus Pool Space,2795,215,Guillermo Griffey III,2829,69,BB,146,T5,0,0,2,5,0.73%,-0.73%,0,0,9,1,1,CRN,KIR,BB,BB,BB,,,,,1
Jamal Jackson,2815,277,Guillermo Griffey III,2829,1,FO,276,T5,0,1,2,5,-0.84%,0.84%,0,0,9,1,1,CRN,KIR,FO,FO,FO,,,,,1
Toky Oto,2773,801,Guillermo Griffey III,2829,277,DP,476,T5,1,1,2,5,-1.89%,1.89%,0,0,9,1,1,CRN,KIR,LGO,LGO,DP,,,,,1
Fatts Richard,2508,420,Skork Hooker,786,713,FO,293,B5,0,0,2,5,-2.75%,2.75%,0,0,10,1,1,KIR,CRN,FO,FO,K,,,,,1
Hakuna Moncada,2501,420,Skork Hooker,786,793,PO,373,B5,1,0,2,5,-2.12%,2.12%,0,0,10,1,1,KIR,CRN,PO,PO,K,,,,,1
Kenny Powers,2627,157,Skork Hooker,786,873,K,284,B5,2,0,2,5,-1.22%,1.22%,0,0,10,1,1,KIR,CRN,K,K,FO,,,,,1
Harry McPotterson,1703,750,Guillermo Griffey III,2829,69,K,319,T6,0,0,2,5,-0.37%,0.37%,0,0,11,1,1,CRN,KIR,K,K,K,,,,,1
Raja Ayun,2248,669,Guillermo Griffey III,2829,321,PO,348,T6,1,0,2,5,-0.37%,0.37%,0,0,11,1,1,CRN,KIR,PO,PO,K,,,,,1
Goaty McGoatFace,2878,69,Guillermo Griffey III,2829,500,RGO,431,T6,2,0,2,5,-0.33%,0.33%,0,0,11,1,1,CRN,KIR,RGO,RGO,RGO,,,,,1
Broon Lurkst,2982,81,Skork Hooker,786,848,FO,233,B6,0,0,2,5,-2.48%,2.48%,0,0,12,1,1,KIR,CRN,FO,FO,FO,,,,,1
Francesco Hardgust,2691,740,Skork Hooker,786,289,LGO,451,B6,1,0,2,5,-1.65%,1.65%,0,0,12,1,1,KIR,CRN,LGO,LGO,LGO,,,,,1
Osha Wott,3068,569,Skork Hooker,786,827,FO,258,B6,2,0,2,5,-0.71%,0.71%,0,0,12,1,1,KIR,CRN,FO,FO,FO,,,,,1
Jeff Newman,2931,811,Serengeti Fingers,2989,89,K,278,T1,0,0,0,0,-2.51%,2.51%,0,0,13,2,1,SEO,ACK,K,K,FO,,,,,1
Juni Juni Panda,488,777,Serengeti Fingers,2989,514,K,263,T1,1,0,0,0,-2.18%,2.18%,0,0,13,2,1,SEO,ACK,K,K,FO,,,,,1
Princess Peach,2606,369,Serengeti Fingers,2989,678,PO,309,T1,2,0,0,0,-1.76%,1.76%,0,0,13,2,1,SEO,ACK,PO,PO,K,,,,,1
Billy TheKid,2804,1,Jerk McGurkin,3058,489,LGO,488,B1,0,0,0,0,-2.48%,2.48%,0,0,14,2,1,ACK,SEO,LGO,LGO,LGO,,,,,1
Skippy Gustafsson,1773,12,Jerk McGurkin,3058,572,RGO,440,B1,1,0,0,0,-2.17%,2.17%,0,0,14,2,1,ACK,SEO,RGO,RGO,RGO,,,,,1
Noah Diamond,2673,800,Jerk McGurkin,3058,338,RGO,462,B1,2,0,0,0,-1.79%,1.79%,0,0,14,2,1,ACK,SEO,RGO,RGO,LGO,,,,,1
Hans Zahn,2915,90,Serengeti Fingers,2989,122,2B,32,T2,0,0,0,0,6.81%,-6.81%,0,1,15,2,1,SEO,ACK,2B,2B,2B,,,,,1
Tencer Sporkelson,2329,777,Serengeti Fingers,2989,888,1B,111,T2,0,2,0,0,6.84%,-6.84%,0,0,15,2,1,SEO,ACK,1B,1B,1B,,,,,1
Kyogo Jota,2987,127,Serengeti Fingers,2989,913,Sac,214,T2,0,5,0,0,-0.97%,0.97%,1,0,15,2,1,SEO,ACK,FO,FO,Sac,2989,,,,2
Axkoa Griffin,2848,621,Serengeti Fingers,2989,128,DP,493,T2,1,1,0,1,-5.69%,5.69%,0,0,15,2,1,SEO,ACK,LGO,LGO,DP,,,,,1
Jihmih Tyranus,2873,1,Jerk McGurkin,3058,838,FO,163,B2,0,0,0,1,-3.11%,3.11%,0,0,16,2,1,ACK,SEO,FO,BB,BB,,,,,1
Wallace Grommet,492,333,Jerk McGurkin,3058,638,PO,305,B2,1,0,0,1,-2.69%,2.69%,0,0,16,2,1,ACK,SEO,PO,PO,K,,,,,1
Enrique Rosales,2734,478,Jerk McGurkin,3058,938,RGO,460,B2,2,0,0,1,-2.13%,2.13%,0,0,16,2,1,ACK,SEO,RGO,RGO,LGO,,,,,1
Johnny Dickshot,233,155,Serengeti Fingers,2989,122,2B,33,T3,0,0,0,1,5.93%,-5.93%,0,1,17,2,1,SEO,ACK,2B,2B,2B,,,,,1
Superbone Threefinger,413,573,Serengeti Fingers,2989,389,FO,184,T3,0,2,0,1,-3.79%,3.79%,0,0,17,2,1,SEO,ACK,FO,FO,FO,,,,,1
Jeff Newman,2931,905,Serengeti Fingers,2989,189,PO,284,T3,1,2,0,1,-3.57%,3.57%,0,0,17,2,1,SEO,ACK,PO,K,FO,,,,,1
Juni Juni Panda,488,769,Serengeti Fingers,2989,773,HR,4,T3,2,2,0,1,19.47%,-19.47%,2,1,17,2,1,SEO,ACK,HR,HR,HR,,2989,,2989,1
Princess Peach,2606,69,Serengeti Fingers,2989,123,2B,54,T3,2,0,0,3,1.33%,-1.33%,0,0,17,2,1,SEO,ACK,2B,2B,2B,,,,,1
Hans Zahn,2915,983,Serengeti Fingers,2989,800,FO,183,T3,2,2,0,3,-2.21%,2.21%,0,0,17,2,1,SEO,ACK,FO,FO,FO,,,,,1
Six,2474,420,Jerk McGurkin,3058,901,LGO,481,B3,0,0,0,3,-2.70%,2.70%,0,0,18,2,1,ACK,SEO,LGO,LGO,LGO,,,,,1
Willie Gardner,2856,434,Jerk McGurkin,3058,601,FO,167,B3,1,0,0,3,-2.15%,2.15%,0,0,18,2,1,ACK,SEO,FO,FO,BB,,,,,1
Serengeti Fingers,2989,420,Jerk McGurkin,3058,159,PO,261,B3,2,0,0,3,-1.42%,1.42%,0,0,18,2,1,ACK,SEO,PO,PO,FO,,,,,1
Tencer Sporkelson,2329,250,Baberaham Lincoln,3004,901,K,349,T4,0,0,0,3,-0.98%,0.98%,0,0,19,2,1,SEO,ACK,K,K,K,,,,,1
Kyogo Jota,2987,367,Baberaham Lincoln,3004,127,FO,240,T4,1,0,0,3,-0.83%,0.83%,0,0,19,2,1,SEO,ACK,FO,FO,FO,,,,,1
Axkoa Griffin,2848,500,Baberaham Lincoln,3004,750,FO,250,T4,2,0,0,3,-0.82%,0.82%,0,0,19,2,1,SEO,ACK,FO,FO,FO,,,,,1
Billy TheKid,2804,449,Jerk McGurkin,3058,279,BB,170,B4,0,0,0,3,3.96%,-3.96%,0,0,20,2,1,ACK,SEO,BB,BB,BB,,,,,1
Skippy Gustafsson,1773,60,Jerk McGurkin,3058,559,LO,499,B4,0,1,0,3,-8.93%,8.93%,0,0,20,2,1,ACK,SEO,LGO,LGO,DP,,,,,1
Noah Diamond,2673,777,Jerk McGurkin,3058,729,2B,48,B4,2,0,0,3,2.85%,-2.85%,0,1,20,2,1,ACK,SEO,2B,2B,2B,,,,,1
