Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Cam'ron Simmons,525,666,Jerry Jingles,146,716,2B,50,T1,0,0,0,0,,,0,1,1,1,1,SDP,LAD,2B,1B,,1
Clarinet Clarinet,672,89,Jerry Jingles,146,113,3B,24,T1,0,2,0,0,,,1,1,1,1,1,SDP,LAD,3B,2B,,1
Bradle Beamen,203,233,Jerry Jingles,146,1,Sac,232,T1,0,3,0,1,,,1,0,1,1,1,SDP,LAD,FO,FO,,2
Herderber Derperger III,1779,96,Jerry Jingles,146,925,BB,171,T1,1,0,0,2,,,0,0,1,1,1,SDP,LAD,BB,FO,,1
Videl Valor,1832,621,Jerry Jingles,146,420,FO,201,T1,1,1,0,2,,,0,0,1,1,1,SDP,LAD,FO,FO,,1
Caleb Aiken,324,801,Jerry Jingles,146,420,PO,381,T1,2,1,0,2,,,0,0,1,1,1,SDP,LAD,PO,PO,,1
Coco Watanabe,204,100,Judge Reinhold,708,784,K,316,B1,0,0,0,2,,,0,0,2,1,1,LAD,SDP,K,K,,1
Jocko Jones,295,150,Judge Reinhold,708,538,RGO,388,B1,1,0,0,2,,,0,0,2,1,1,LAD,SDP,RGO,RGO,,1
Randy Poovey,545,880,Judge Reinhold,708,867,3B,13,B1,2,0,0,2,,,0,0,2,1,1,LAD,SDP,3B,3B,,1
Picov Andropov,340,288,Judge Reinhold,708,946,PO,342,B1,2,3,0,2,,,0,0,2,1,1,LAD,SDP,PO,PO,,1
Luke Skywalker,2251,420,Jerry Jingles,146,395,3B,25,T2,0,0,0,2,,,0,1,3,1,1,SDP,LAD,3B,3B,,1
Q Kimbrel,20,69,Jerry Jingles,146,920,BB,149,T2,0,3,0,2,,,0,1,3,1,1,SDP,LAD,BB,BB,,2
Drew Savage,329,892,Jerry Jingles,146,886,HR,6,T2,0,5,0,2,,,3,1,3,1,1,SDP,LAD,HR,HR,,2
Cam'ron Simmons,525,847,Gray Goose McGillicuddy,1961,316,LGO,469,T2,0,0,0,5,,,0,0,3,1,1,SDP,LAD,LGO,LGO,,1
Clarinet Clarinet,672,600,Gray Goose McGillicuddy,1961,622,3B,22,T2,1,0,0,5,,,0,1,3,1,1,SDP,LAD,3B,3B,,1
Bradle Beamen,203,444,Gray Goose McGillicuddy,1961,70,RGO,374,T2,1,3,0,5,,,1,0,3,1,1,SDP,LAD,RGO,RGO,,1
Herderber Derperger III,1779,518,Gray Goose McGillicuddy,1961,747,FO,229,T2,2,0,0,6,,,0,0,3,1,1,SDP,LAD,FO,FO,,1
Gang Weed,1732,339,Judge Reinhold,708,31,K,308,B2,0,0,0,6,,,0,0,4,1,1,LAD,SDP,K,K,,1
Sal Robusta,2491,255,Judge Reinhold,708,531,FO,276,B2,1,0,0,6,,,0,0,4,1,1,LAD,SDP,FO,FO,,1
Ricky Isosceles,2484,329,Judge Reinhold,708,719,RGO,390,B2,2,0,0,6,,,0,0,4,1,1,LAD,SDP,RGO,RGO,,1
Videl Valor,1832,69,Gray Goose McGillicuddy,1961,50,HR,19,T3,0,0,0,6,,,1,1,5,1,1,SDP,LAD,HR,3B,,1
Caleb Aiken,324,554,Gray Goose McGillicuddy,1961,1,LGO,447,T3,0,0,0,7,,,0,0,5,1,1,SDP,LAD,LGO,LGO,,1
Luke Skywalker,2251,501,Gray Goose McGillicuddy,1961,554,2B,53,T3,1,0,0,7,,,0,0,5,1,1,SDP,LAD,2B,2B,,1
Q Kimbrel,20,921,Gray Goose McGillicuddy,1961,53,BB,132,T3,1,2,0,7,,,0,0,5,1,1,SDP,LAD,BB,BB,,1
Drew Savage,329,870,Gray Goose McGillicuddy,1961,700,BB,170,T3,1,4,0,7,,,0,0,5,1,1,SDP,LAD,BB,BB,,1
Cam'ron Simmons,525,619,Gray Goose McGillicuddy,1961,333,PO,286,T3,1,7,0,7,,,0,0,5,1,1,SDP,LAD,PO,PO,,1
Clarinet Clarinet,672,285,Gray Goose McGillicuddy,1961,77,FO,208,T3,2,7,0,7,,,0,0,5,1,1,SDP,LAD,FO,FO,,1
Bo-Horse Jackman,168,808,Judge Reinhold,708,276,LGO,468,B3,0,0,0,7,,,0,0,6,1,1,LAD,SDP,LGO,LGO,,1
Aych Imtiyaz,170,645,Judge Reinhold,708,943,K,298,B3,1,0,0,7,,,0,0,6,1,1,LAD,SDP,K,K,,1
Coco Watanabe,204,155,Judge Reinhold,708,,RGO,,B3,2,0,0,7,,,0,0,6,1,1,LAD,SDP,RGO,RGO,,1
Bradle Beamen,203,289,Gray Goose McGillicuddy,1961,770,LGO,481,T4,0,0,0,7,,,0,0,7,1,1,SDP,LAD,LGO,LGO,,1
Herderber Derperger III,1779,931,Gray Goose McGillicuddy,1961,84,BB,153,T4,1,0,0,7,,,0,0,7,1,1,SDP,LAD,BB,BB,,1
Videl Valor,1832,666,Gray Goose McGillicuddy,1961,63,DP,397,T4,1,1,0,7,,,0,0,7,1,1,SDP,LAD,RGO,RGO,,1
Jocko Jones,295,190,Judge Reinhold,708,475,FO,285,B4,0,0,0,7,,,0,0,8,1,1,LAD,SDP,FO,K,,1
Randy Poovey,545,279,Judge Reinhold,708,683,RGO,404,B4,1,0,0,7,,,0,0,8,1,1,LAD,SDP,RGO,RGO,,1
Picov Andropov,340,323,Judge Reinhold,708,602,K,279,B4,2,0,0,7,,,0,0,8,1,1,LAD,SDP,K,K,,1
Primal Cookie,779,1,Gray Goose McGillicuddy,1961,611,RGO,390,T5,0,0,0,7,,,0,0,9,1,1,SDP,LAD,RGO,RGO,,1
Luke Skywalker,2251,757,Gray Goose McGillicuddy,1961,390,RGO,367,T5,1,0,0,7,,,0,0,9,1,1,SDP,LAD,RGO,RGO,,1
Girth Brooks,161,179,Gray Goose McGillicuddy,1961,867,K,312,T5,2,0,0,7,,,0,0,9,1,1,SDP,LAD,K,PO,,1
Gang Weed,1732,842,Judge Reinhold,708,52,FO,210,B5,0,0,0,7,,,0,0,10,1,1,LAD,SDP,FO,FO,,1
Sal Robusta,2491,771,Judge Reinhold,708,632,BB,139,B5,1,0,0,7,,,0,0,10,1,1,LAD,SDP,BB,BB,,1
Ricky Isosceles,2484,749,Judge Reinhold,708,843,1B,94,B5,1,1,0,7,,,0,0,10,1,1,LAD,SDP,1B,1B,,1
Bo-Horse Jackman,168,869,Judge Reinhold,708,22,BB,153,B5,1,4,0,7,,,0,0,10,1,1,LAD,SDP,BB,BB,,1
Aych Imtiyaz,170,585,Judge Reinhold,708,177,DP,408,B5,1,7,0,7,,,0,0,10,1,1,LAD,SDP,RGO,RGO,,1
Drew Savage,329,935,Gray Goose McGillicuddy,1961,322,RGO,387,T6,0,0,0,7,,,0,0,11,1,1,SDP,LAD,RGO,RGO,,1
Cam'ron Simmons,525,241,Gray Goose McGillicuddy,1961,7,FO,234,T6,1,0,0,7,,,0,0,11,1,1,SDP,LAD,FO,FO,,1
Clarinet Clarinet,672,350,Gray Goose McGillicuddy,1961,743,RGO,393,T6,2,0,0,7,,,0,0,11,1,1,SDP,LAD,RGO,RGO,,1
Coco Watanabe,204,287,Judge Reinhold,708,409,1B,122,B6,0,0,0,7,,,0,1,12,1,1,LAD,SDP,1B,1B,,1
Jocko Jones,295,650,Judge Reinhold,708,783,1B,133,B6,0,1,0,7,,,0,0,12,1,1,LAD,SDP,1B,1B,,1
Randy Poovey,545,545,Judge Reinhold,708,127,DP,418,B6,0,4,0,7,,,0,0,12,1,1,LAD,SDP,LGO,LGO,,1
Picov Andropov,340,404,Judge Reinhold,708,489,2B,85,B6,2,3,0,7,,,1,0,12,1,1,LAD,SDP,2B,1B,,1
