Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Graham Othrie,2139,205,Cy Hadd,3295,623,K,418,T1,0,0,0,0,,,0,0,1,1,1,OAK,PHI,K,K,,1
Art Zyz,1982,153,Cy Hadd,3295,968,BB,185,T1,1,0,0,0,,,0,1,1,1,1,OAK,PHI,BB,BB,,1
Caleb VanVacter,2103,850,Cy Hadd,3295,632,FO,218,T1,1,1,0,0,,,0,0,1,1,1,OAK,PHI,FO,FO,,1
Blue Moon Barthelemy,2025,699,Cy Hadd,3295,844,BB,145,T1,2,1,0,0,,,0,0,1,1,1,OAK,PHI,BB,BB,,1
Brian Southwell,2145,88,Cy Hadd,3295,211,1B,123,T1,2,4,0,0,,,1,0,1,1,1,OAK,PHI,1B,1B,,1
Max Wasson,273,143,Cy Hadd,3295,466,K,323,T1,2,5,0,1,,,0,0,1,1,1,OAK,PHI,K,K,,1
Cambo Dia,2010,813,Sal Shark,2147,807,HR,6,B1,0,0,0,1,,,1,1,2,1,1,PHI,OAK,HR,HR,,1
Kyle Mack,2011,299,Sal Shark,2147,888,RGO,411,B1,0,0,1,1,,,0,0,2,1,1,PHI,OAK,RGO,RGO,,1
Conrad Love,300,369,Sal Shark,2147,417,2B,48,B1,1,0,1,1,,,0,0,2,1,1,PHI,OAK,2B,2B,,1
Hunter Tuzero,346,66,Sal Shark,2147,620,RGO,446,B1,1,2,1,1,,,0,0,2,1,1,PHI,OAK,RGO,RGO,,1
Cy Hadd,3295,217,Sal Shark,2147,17,FO,200,B1,2,3,1,1,,,0,0,2,1,1,PHI,OAK,FO,FO,,1
Kid Notcher,429,309,Cy Hadd,3295,898,RGO,411,T2,0,0,1,1,,,0,0,3,1,1,OAK,PHI,RGO,RGO,,1
Boaty McBoatface,2095,100,Cy Hadd,3295,22,1B,78,T2,1,0,1,1,,,0,0,3,1,1,OAK,PHI,1B,1B,,1
Bobson Dugnutt,2096,561,Cy Hadd,3295,101,DP,460,T2,1,1,1,1,,,0,0,3,1,1,OAK,PHI,LGO,LGO,,1
Ross Fire,47,223,Sal Shark,2147,246,2B,23,B2,0,0,1,1,,,0,1,4,1,1,PHI,OAK,2B,2B,,1
Miguel Snow,290,637,Sal Shark,2147,799,FO,162,B2,0,2,1,1,,,0,0,4,1,1,PHI,OAK,FO,FO,,1
KC Bats,287,738,Sal Shark,2147,188,LGO,450,B2,1,2,1,1,,,0,0,4,1,1,PHI,OAK,LGO,LGO,,1
Lefty Schweez,2186,800,Sal Shark,2147,825,2B,25,B2,2,2,1,1,,,1,0,4,1,1,PHI,OAK,2B,2B,,1
Cambo Dia,2010,266,Sal Shark,2147,111,BB,155,B2,2,2,2,1,,,0,0,4,1,1,PHI,OAK,BB,BB,,1
Kyle Mack,2011,738,Sal Shark,2147,249,LGO,489,B2,2,4,2,1,,,0,0,4,1,1,PHI,OAK,LGO,LGO,,1
Graham Othrie,2139,482,Cy Hadd,3295,999,LGO,483,T3,0,0,2,1,,,0,0,5,1,1,OAK,PHI,LGO,LGO,,1
Art Zyz,1982,731,Cy Hadd,3295,447,FO,284,T3,1,0,2,1,,,0,0,5,1,1,OAK,PHI,FO,FO,,1
Caleb VanVacter,2103,325,Cy Hadd,3295,671,K,346,T3,2,0,2,1,,,0,0,5,1,1,OAK,PHI,K,K,,1
Conrad Love,300,899,Sal Shark,2147,299,PO,400,B3,0,0,2,1,,,0,0,6,1,1,PHI,OAK,PO,PO,,1
Hunter Tuzero,346,5,Sal Shark,2147,416,PO,411,B3,1,0,2,1,,,0,0,6,1,1,PHI,OAK,PO,PO,,1
Cy Hadd,3295,888,Sal Shark,2147,189,K,301,B3,2,0,2,1,,,0,0,6,1,1,PHI,OAK,K,K,,1
Blue Moon Barthelemy,2025,333,Cy Hadd,3295,22,K,311,T4,0,0,2,1,,,0,0,7,1,1,OAK,PHI,K,K,,1
Brian Southwell,2145,350,Cy Hadd,3295,433,1B,83,T4,1,0,2,1,,,0,0,7,1,1,OAK,PHI,1B,1B,,1
Max Wasson,273,771,Cy Hadd,3295,2,FO,231,T4,1,1,2,1,,,0,0,7,1,1,OAK,PHI,FO,FO,,1
Kid Notcher,429,167,Cy Hadd,3295,3,BB,164,T4,2,1,2,1,,,0,0,7,1,1,OAK,PHI,BB,BB,,1
Boaty McBoatface,2095,800,Cy Hadd,3295,333,LGO,467,T4,2,4,2,1,,,0,0,7,1,1,OAK,PHI,LGO,LGO,,1
Ross Fire,47,121,Sal Shark,2147,902,FO,219,B4,0,0,2,1,,,0,0,8,1,1,PHI,OAK,FO,FO,,1
Miguel Snow,290,810,Sal Shark,2147,127,K,317,B4,1,0,2,1,,,0,0,8,1,1,PHI,OAK,K,K,,1
KC Bats,287,765,Sal Shark,2147,444,K,321,B4,2,0,2,1,,,0,0,8,1,1,PHI,OAK,K,K,,1
Bobson Dugnutt,2096,506,Cy Hadd,3295,157,K,349,T5,0,0,2,1,,,0,0,9,1,1,OAK,PHI,K,K,,1
Graham Othrie,2139,217,Cy Hadd,3295,11,FO,206,T5,1,0,2,1,,,0,0,9,1,1,OAK,PHI,FO,FO,,1
Art Zyz,1982,306,Cy Hadd,3295,622,K,316,T5,2,0,2,1,,,0,0,9,1,1,OAK,PHI,K,K,,1
Lefty Schweez,2186,26,Sal Shark,2147,789,FO,237,B5,0,0,2,1,,,0,0,10,1,1,PHI,OAK,FO,FO,,1
Cambo Dia,2010,571,Sal Shark,2147,846,FO,275,B5,1,0,2,1,,,0,0,10,1,1,PHI,OAK,FO,FO,,1
Kyle Mack,2011,738,Sal Shark,2147,743,HR,5,B5,2,0,2,1,,,1,1,10,1,1,PHI,OAK,HR,HR,,1
Conrad Love,300,99,Sal Shark,2147,321,FO,222,B5,2,0,3,1,,,0,0,10,1,1,PHI,OAK,FO,FO,,1
Caleb VanVacter,2103,250,Cy Hadd,3295,210,2B,40,T6,0,0,3,1,,,0,1,11,1,1,OAK,PHI,2B,2B,,1
Blue Moon Barthelemy,2025,666,Cy Hadd,3295,599,1B,67,T6,0,2,3,1,,,0,0,11,1,1,OAK,PHI,1B,1B,,1
Brian Southwell,2145,550,Cy Hadd,3295,444,1B,106,T6,0,5,3,1,,,1,0,11,1,1,OAK,PHI,1B,1B,,1
Max Wasson,273,802,Cy Hadd,3295,21,FO,219,T6,0,4,3,2,,,0,0,11,1,1,OAK,PHI,FO,FO,,1
Kid Notcher,429,75,Cy Hadd,3295,209,1B,134,T6,1,4,3,2,,,0,0,11,1,1,OAK,PHI,1B,1B,,1
Boaty McBoatface,2095,888,Cy Hadd,3295,338,DP,450,T6,1,7,3,2,,,0,0,11,1,1,OAK,PHI,LGO,LGO,,1
