Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Keyo,331,206,Rex Kwondo,265,114,1B,92,T1,0,0,0,0,,,0,0,1,1,1,NOL,SYC,1B,1B,,1
Keyo,331,725,Rex Kwondo,265,743,SB,18,T1,0,1,0,0,,,0,0,1,1,1,NOL,SYC,Steal 2B,Steal 2B,,4
Ferdinand von Aegir,2225,493,Rex Kwondo,265,166,PO,327,T1,0,2,0,0,,,0,0,1,1,1,NOL,SYC,PO,PO,,1
Red Arrow,547,72,Rex Kwondo,265,808,K,264,T1,1,2,0,0,,,0,0,1,1,1,NOL,SYC,K,K,,1
Zack Mouse,1721,327,Rex Kwondo,265,148,BB,179,T1,2,2,0,0,,,0,0,1,1,1,NOL,SYC,BB,BB,,1
Sam Swingyballs,2452,654,Rex Kwondo,265,923,K,269,T1,2,4,0,0,,,0,0,1,1,1,NOL,SYC,K,K,,1
Rex Kwondo,265,923,Dottie Hooligan,770,957,HR,34,B1,0,0,0,0,,,1,1,2,1,1,SYC,NOL,HR,HR,,1
Johnnie Twofingers,502,129,Dottie Hooligan,770,967,FO,162,B1,0,0,1,0,,,0,0,2,1,1,SYC,NOL,FO,FO,,1
"Earth, Wind & Fire",259,233,Dottie Hooligan,770,729,LGO,496,B1,1,0,1,0,,,0,0,2,1,1,SYC,NOL,LGO,LGO,,1
Obama But Wooloo,2372,569,Dottie Hooligan,770,217,K,352,B1,2,0,1,0,,,0,0,2,1,1,SYC,NOL,K,K,,1
Jack Marnette,213,356,Rex Kwondo,265,788,LGO,432,T2,0,0,1,0,,,0,0,3,1,1,NOL,SYC,LGO,LGO,,1
Michael Ikenberry,63,170,Rex Kwondo,265,460,PO,290,T2,1,0,1,0,,,0,0,3,1,1,NOL,SYC,PO,PO,,1
Pope Coswi,2327,781,Rex Kwondo,265,306,LGO,475,T2,2,0,1,0,,,0,0,3,1,1,NOL,SYC,LGO,LGO,,1
Meatwad,84,27,Dottie Hooligan,770,158,BB,131,B2,0,0,1,0,,,0,0,4,1,1,SYC,NOL,BB,BB,,1
Paul Calderwood,176,768,Dottie Hooligan,770,366,PO,402,B2,0,1,1,0,,,0,0,4,1,1,SYC,NOL,PO,PO,,1
Paul Calderwood,176,500,Dottie Hooligan,770,232,SB,268,B2,1,1,1,0,,,0,0,4,1,1,SYC,NOL,Steal 2B,Steal 2B,,4
Paulie Wag,583,700,Dottie Hooligan,770,805,1B,105,B2,1,2,1,0,,,0,0,4,1,1,SYC,NOL,1B,1B,,1
Paulie Wag,583,620,Dottie Hooligan,770,857,SB,237,B2,1,5,1,0,,,0,0,4,1,1,SYC,NOL,Steal 2B,Steal 2B,,5
Dan Glesack,117,135,Barry Chuckle,2230,644,LGO,491,B2,1,6,1,0,,,0,0,4,1,1,SYC,NOL,LGO,LGO,,2
Taro Tsujimoto,2690,955,Barry Chuckle,2230,203,K,248,B2,2,6,1,0,,,0,0,4,1,1,SYC,NOL,K,K,,1
Tork Porkleton,1699,811,Rex Kwondo,265,944,1B,133,T3,0,0,1,0,,,0,0,5,1,1,NOL,SYC,1B,1B,,1
Tork Porkleton,1699,803,Rex Kwondo,265,606,SB,197,T3,0,1,1,0,,,0,0,5,1,1,NOL,SYC,Steal 2B,Steal 2B,,4
