ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,LO,SF,SH,GO,GIDP,GITP,SB,CS,1RHR,2RHR,3RHR,4RHR,H,PA,AB,TB,G_list,G,R,RBI,Total Diff,Total Plays,RE24,WPA,WAR,0 Diffs,500 Diffs,Last Team,Last Session,nH,nTB,nBB,nFO,nSH,nPA,nAB,SF value,nSF,lgnH,lgnBB,lgnPA,lgnAB,lgnTB,lgnOBP,lgnSLG,BA,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,nOBP,nSLG,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,OPS+
661,5.0,S5,GTY,GTY,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,6,1,"{5113, 5042, 5138}",3,1,0,2194.0,10,0.8786812171945035,0.0194019999999999,0.1293820644355003,0,0,GTY,12,1,1,2,1,0,8,5.941670610506389,0.0583293894936109,0.0583293894936109,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.1666666666666666,0.375,0.1666666666666666,0.5416666666666666,0.0,0.2,1.0,0.0,0.125,0.25,0.0,0.25,0.0,0.375,0.1683028335888807,219.4,Lincoln Lincoln,WC,,Right,2B,45.31633558999268
662,4.0,S4,CCS,CCS,0,0,0,3,1,0,2,3,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,3,13,12,3,"{4015, 4071, 4093, 4047}",4,1,0,3874.0,13,-3.3326223471243845,0.0254,-0.2846157249753144,0,0,CCS,12,0,0,2,3,0,13,10.781271596406356,0.0729094678645473,0.218728403593642,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.25,0.3076923076923077,0.25,0.5576923076923077,0.0,0.3333333333333333,,0.0,0.2307692307692307,0.0769230769230769,0.6666666666666666,0.3333333333333333,2.0,0.1538461538461538,0.0,298.0,Joey Wheeler,BP,BS-B,Right,2B,-50.67771734438401
662,5.0,S5,KRB,KRB,1,0,0,2,0,0,1,0,0,1,3,3,0,0,0,6,2,0,0,0,0,1,0,0,3,11,11,6,"{5066, 5085, 5158, 5114}",4,1,3,3194.0,11,-0.2412893036280671,-0.3266739999999999,0.0215364066248483,0,0,KRB,14,3,6,0,1,0,11,10.941670610506389,0.0583293894936109,0.0583293894936109,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.8181818181818181,0.2727272727272727,0.2,,0.0909090909090909,0.0,0.0,0.75,0.125,6.0,0.2727272727272727,0.5483623309075574,290.3636363636364,Joey Wheeler,MH,BS-B,Left,2B,84.35151561278826
662,6.0,S6,FRG,FRG,2,0,0,0,3,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,10,7,8,"{6082, 6124, 6164, 6095}",4,2,5,1741.0,9,3.7857435207538246,0.2563,0.4206275787549264,0,0,FRG,12,2,8,3,1,0,10,6.955981356809943,0.0440186431900569,0.0440186431900569,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.2857142857142857,0.5,1.1428571428571428,1.6428571428571428,0.8571428571428571,0.0,,0.2,0.3,0.3,0.5,0.5,1.0,0.5,1.1500893388921978,193.44444444444449,Joey Wheeler,TT,BS-B,Right,2B,286.22625159640563
662,7.0,S7,TRI,TRI,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,{7064},1,1,0,526.0,2,-0.1793374977123502,-0.0392,-0.0054049698469501,0,0,TRI,8,0,0,1,0,0,3,2.0,0.0473254759746146,0.0,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,,,0.0,0.6666666666666666,0.3333333333333333,,,,0.3333333333333333,0.0,263.0,Joey Wheeler,TT,BS-B,Right,2B,7.949790794979061
663,4.0,S4,LDN,LDN,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,{4094},1,0,0,0.0,0,-0.4042064712911551,-0.0172,-0.0366786079185675,0,0,LDN,12,0,0,0,0,0,1,1.0,0.0729094678645473,0.0,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,0.0,0.0,,Nico Bico,TT,TD-S,Left,SS,-100.0
663,4.0,S4,VFQ,VFQ,0,0,0,0,3,0,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11,8,0,"{4032, 4014, 4023}",3,1,0,3391.0,12,-1.896045952950692,-0.0286,-0.1447001247684931,0,0,LDN,4,0,0,0,3,0,11,10.781271596406356,0.0729094678645473,0.218728403593642,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,1.0,0.0,0.5454545454545454,0.2727272727272727,0.5,0.5,1.0,0.0,0.0,282.5833333333333,Nico Bico,TT,TD-S,Left,SS,-100.0
663,5.0,S5,KTY,KTY,1,0,2,1,3,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,4,11,8,9,"{5048, 5155, 5035, 5079}",4,3,3,2018.0,11,3.3075095061819084,0.1155,0.3764162876058458,0,0,KTY,13,4,9,3,1,0,11,7.941670610506389,0.0583293894936109,0.0583293894936109,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.5,0.6363636363636364,1.125,1.7613636363636362,0.625,0.5,,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.6666666666666666,0.3333333333333333,2.0,0.6363636363636364,1.1332628160243137,183.45454545454547,Oni R1,BN,,Left,SS,303.14402359370393
663,6.0,S6,JEF,JEF,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,7,6,0,"{6144, 6185, 6116}",3,0,1,2255.0,7,-2.1672831327318622,-0.3056999999999999,-0.1872910545975054,0,0,JEF,14,0,0,0,2,0,7,6.911962713619886,0.0440186431900569,0.0880372863801139,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2857142857142857,0.0,0.4,0.4,1.0,0.0,0.0,322.1428571428572,Nico Bico II,BN,,Left,CF,-100.0
663,6.0,S6,SAS,SAS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,{6033},1,0,0,0.0,0,-0.311973018549747,-0.0494,-0.0269919791870203,0,0,JEF,3,0,0,0,0,0,1,1.0,0.0440186431900569,0.0,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,0.0,0.0,,Nico Bico II,BN,,Left,CF,-100.0
665,4.0,S4,DBV,DBV,0,1,3,1,1,0,3,5,2,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,5,17,16,10,"{4001, 4066, 4036, 4057, 4028}",5,4,3,3609.0,15,-1.103853562126865,-0.06938,-0.0467706896333703,0,0,DBV,9,4,7,1,1,0,17,15.927090532135452,0.0729094678645473,0.0729094678645473,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.3125,0.3529411764705882,0.625,0.9779411764705884,0.3125,0.4545454545454545,,0.0,0.2941176470588235,0.0588235294117647,0.5,0.5,1.0,0.2941176470588235,0.4395027444514351,240.6,Bench Warmer,XB,BS-H,Right,RF,81.85291393112237
665,5.0,S5,GBC,GBC,2,1,1,1,2,0,4,10,0,3,1,3,0,0,0,4,0,0,0,0,2,0,0,0,5,28,26,14,"{5123, 5030, 5161, 5005, 5040, 5076, 5054, 5111, 5017, 5086}",10,4,2,6709.0,28,-2.804997165442437,-0.5221720000000001,-0.1642606769393036,0,1,GBC,14,5,13,2,4,0,28,25.766682442025555,0.0583293894936109,0.2333175579744439,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.1923076923076923,0.25,0.5384615384615384,0.7884615384615384,0.3461538461538461,0.2142857142857142,,0.0714285714285714,0.3571428571428571,0.0714285714285714,0.3636363636363636,0.3636363636363636,1.0,0.25,0.5045275048213794,239.6071428571429,Bench Warmer,BP,BS-H,Right,RF,69.33277237361307
665,6.0,S6,CBC,CBC,3,1,1,2,3,0,7,5,0,0,2,1,0,1,0,3,0,0,0,0,2,1,0,0,7,25,21,19,"{6085, 6058, 6029, 6128, 6002, 6100, 6072, 6170, 6044}",9,5,6,5288.0,25,2.9383093082812755,-0.0942,0.3989639975269875,0,0,CBC,13,6,17,4,4,0,25,20.82392542723977,0.0440186431900569,0.1760745727602278,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.3333333333333333,0.4,0.9047619047619048,1.3047619047619048,0.5714285714285714,0.2857142857142857,,0.12,0.2,0.12,0.3,0.7,0.4285714285714286,0.4,0.8163686553430654,211.52,Bench Warmer,BP,BS-H,Right,RF,188.6579278338271
665,7.0,S7,BBC,BBC,2,0,0,2,2,0,1,7,0,0,1,1,0,0,0,2,1,0,0,0,0,2,0,0,4,16,14,10,"{7105, 7074, 7010, 7045, 7050, 7035}",6,2,4,3756.0,16,1.8975853430101008,0.0760999999999999,0.2565786938971959,1,0,BBC,14,4,10,2,1,0,16,13.952674524025385,0.0473254759746146,0.0473254759746146,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.2857142857142857,0.375,0.7142857142857143,1.0892857142857144,0.4285714285714286,0.4,,0.125,0.4375,0.125,0.6666666666666666,0.3333333333333333,2.0,0.375,0.7167084692458642,234.75,Bench Warmer,BP,BS-H,Right,RF,160.97832131141186
669,4.0,S4,PDB,PDB,0,0,1,2,1,0,1,0,0,0,3,1,0,0,2,4,1,0,1,0,0,0,0,0,3,11,8,4,"{4036, 4092, 4100, 4063}",4,0,0,3153.0,12,-1.875603691575056,-0.218508,-0.1426558986309295,0,0,PDB,13,1,1,1,2,2,11,7.854181064270906,0.0729094678645473,0.1458189357290946,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.375,0.4444444444444444,0.5,0.9444444444444444,0.125,0.375,1.0,0.0,0.0,0.0909090909090909,0.8,0.2,4.0,0.2222222222222222,0.1273207215134184,262.75,Mitch Kramer,SM,NH-H,Right,P,-3.391121866963398
669,5.0,S5,WSH,WSH,0,1,1,4,5,0,5,2,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,24,19,9,"{5026, 5157, 5061, 5001, 5097, 5039, 5073, 5013, 5145, 5052, 5087}",11,3,2,5506.0,24,0.7586497800259806,-0.1373999999999999,0.175498440521118,0,0,WSH,14,5,8,6,5,0,24,17.708353052531944,0.0583293894936109,0.2916469474680549,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.3157894736842105,0.4583333333333333,0.4736842105263157,0.9320175438596492,0.1578947368421052,0.3529411764705882,,0.0,0.0833333333333333,0.2083333333333333,0.1818181818181818,0.4545454545454545,0.4,0.4583333333333333,0.4517642028181812,229.41666666666663,Mitch Kramer,SM,NH-H,Right,P,123.05167849793546
669,6.0,S6,JEF,JEF,1,0,1,3,0,0,4,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,5,12,12,9,"{6016, 6059, 6155, 6129, 6172}",5,2,2,2314.0,12,1.2900477640389107,0.1365,0.1794686484193438,0,0,JEF,13,5,9,0,3,0,12,11.867944070429829,0.0440186431900569,0.1320559295701709,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.4166666666666667,0.4166666666666667,0.75,1.1666666666666667,0.3333333333333333,0.4,,0.0833333333333333,0.0833333333333333,0.0,0.3333333333333333,0.6666666666666666,0.5,0.4166666666666667,0.7583453331587905,192.83333333333331,Jeff Nodingerhitters,SM,BB-S,Right,P,182.64813684539703
669,7.0,S7,STK,STK,1,0,0,3,0,0,0,0,0,1,1,2,0,0,0,3,0,0,0,0,0,1,0,0,4,8,8,7,"{7009, 7050, 7007}",3,2,2,1975.0,8,1.3027552122723625,0.0548,0.1636856010253291,0,0,STK,7,4,7,0,0,0,8,8.0,0.0473254759746146,0.0,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.5,0.5,0.875,1.375,0.375,0.4285714285714285,,0.125,0.0,0.0,0.75,0.0,inf,0.5,0.875,246.875,Mitch Kramer,SM,BB-S,Right,P,232.27701363481995
671,4.0,S4,CCS,CCS,1,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,6,9,"{4112, 4006, 4071}",3,5,3,1375.0,9,3.305483873554598,0.3555,0.3642267402503918,0,0,CCS,14,3,6,3,2,0,9,5.854181064270906,0.0729094678645473,0.1458189357290946,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.8333333333333334,0.8888888888888888,1.5,2.388888888888889,0.6666666666666666,1.0,,0.1111111111111111,0.1111111111111111,0.3333333333333333,,,,0.6666666666666666,1.0249085113918073,152.77777777777777,Heechul Kim,BN,,Right,2B,317.91817694297134
671,5.0,S5,KRB,KRB,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,4,2,"{5066, 5085}",2,1,0,1039.0,5,0.508073386777024,0.0514999999999999,0.0715643100357274,0,0,KRB,8,2,2,1,1,0,5,3.941670610506389,0.0583293894936109,0.0583293894936109,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.5,0.6,0.5,1.1,0.0,0.5,,0.0,0.0,0.2,0.5,0.5,1.0,0.6,0.5073990694882184,207.8,Heechul Kim,BN,BB,Left,2B,176.48144537054762
671,6.0,S6,FRG,FRG,0,1,1,4,1,0,2,1,0,2,3,2,0,0,0,5,0,0,0,0,0,0,0,0,6,17,16,9,"{6181, 6055, 6026, 6164, 6102, 6013}",6,3,8,4198.0,16,4.301369304024465,0.3942,0.5016274157576714,0,0,FRG,13,6,10,1,2,0,17,15.911962713619886,0.0440186431900569,0.0880372863801139,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.375,0.4117647058823529,0.5625,0.9742647058823528,0.1875,0.4,,0.0,0.0588235294117647,0.0588235294117647,0.5555555555555556,0.2222222222222222,2.5000000000000004,0.4117647058823529,0.6284579834667708,262.375,Heechul Kim,BN,BB,Left,2B,155.61672354262913
671,7.0,S7,TRI,TRI,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,2,6,5,6,"{7108, 7102}",2,3,2,1344.0,6,1.2048662238779018,-0.0457,0.1455441822363598,0,0,TRI,14,2,6,1,0,0,6,5.0,0.0473254759746146,0.0,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.4,0.5,1.2,1.7,0.7999999999999999,0.3333333333333333,,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.5,0.0,inf,0.5,1.2,224.0,Heechul Kim,BN,BB,Left,2B,295.5507352562647
671,8.1,S8A,LAC,LAC,1,0,3,3,0,0,5,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,15,15,13,"{8002, 8035, 8041, 8045, 8014, 8022}",6,5,1,3018.0,16,1.300649551064824,0.0417999999999999,0.1869220322561531,0,0,LAC,8,7,14,1,4,0,15,13.77260165811291,0.0568495854717726,0.2273983418870904,625,209,2445,2213.7149624950653,1306,0.3411042944785276,0.5899585186559045,0.4666666666666667,0.4666666666666667,0.8666666666666667,1.3333333333333337,0.4,0.5,1.0,0.0666666666666666,0.1333333333333333,0.0,0.1666666666666666,0.8333333333333334,0.1999999999999999,0.5333333333333333,1.016510921286476,188.625,Heechul Kim,BN,BB,Left,2B,228.65701683219345
672,4.0,S4,DCL,DCL,0,1,0,2,1,0,1,2,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,3,14,13,5,"{4053, 4109, 4101, 4030}",4,3,0,4345.0,14,-3.0227904425471377,-0.2047,-0.2498904953070417,0,0,DCL,14,2,3,0,2,0,14,13.854181064270906,0.0729094678645473,0.1458189357290946,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.2307692307692307,0.2857142857142857,0.3846153846153846,0.6703296703296704,0.1538461538461538,0.2727272727272727,,0.0,0.1428571428571428,0.0714285714285714,0.875,0.125,7.0,0.1428571428571428,0.2165411283483813,310.35714285714283,Clarinet Clarinet,BC,,Left,1B,-11.060143781328712
672,5.0,S5,DAD,DAD,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,{5107},1,0,0,1279.0,4,-0.7571524192660017,-0.038589,-0.0591096648401801,0,0,DAD,9,0,0,1,0,0,4,3.0,0.0583293894936109,0.0,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.0,0.25,0.0,0.25,0.0,0.0,,0.0,0.25,0.25,1.0,0.0,inf,0.25,0.0,319.75,Clarinet Clarinet,BC,EG-H,Left,1B,-23.844036697247702
672,6.0,S6,LID,LID,0,0,0,3,0,0,2,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,3,9,9,3,"{6063, 6042, 6119}",3,1,1,2352.0,9,0.0765763637462352,-0.0481999999999999,0.0455055403862131,0,0,LIM,9,3,3,0,1,0,9,8.955981356809943,0.0440186431900569,0.0440186431900569,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,0.0,0.5,0.3333333333333333,1.5,0.3333333333333333,0.3349716664739215,261.3333333333333,Clarinet Clarinet,BC,EG-H,Left,1B,72.87142548227207
672,6.0,S6,LIM,LIM,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,{6153},1,0,0,743.0,2,-0.4161909711602692,-0.0803,-0.0332084517801181,0,0,LIM,11,0,0,0,1,0,2,1.9559813568099431,0.0440186431900569,0.0440186431900569,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,371.5,Clarinet Clarinet,BC,EG-H,Left,1B,-100.0
672,7.0,S7,BBB,BBB,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,{7015},1,0,0,596.0,3,-0.4405490853126809,-0.0232999999999999,-0.0315261286069832,0,0,BBB,2,0,0,1,2,0,3,1.9053490480507709,0.0473254759746146,0.0946509519492293,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,198.66666666666663,Claire E. Nêtte,BC,EG-H,Left,1B,7.949790794979061
675,4.0,S4,VFQ,VFQ,1,2,5,2,2,0,5,4,0,0,1,2,0,1,0,3,0,0,0,1,1,0,0,0,10,24,21,22,"{4032, 4096, 4005, 4040, 4014, 4047, 4110, 4054, 4060}",9,3,6,5750.0,25,3.100875525451158,0.6518999999999999,0.4036385328088159,1,0,VFQ,14,8,14,2,3,0,24,21.78127159640636,0.0729094678645473,0.218728403593642,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.4761904761904761,0.5,1.0476190476190477,1.5476190476190477,0.5714285714285715,0.5294117647058824,0.0,0.0416666666666666,0.1666666666666666,0.0833333333333333,0.375,0.625,0.6,0.4166666666666667,0.6427540255413658,230.0,Speedo Meter,S,TD-B,Right,SS,161.6344093566423
675,5.0,S5,ISO,ISO,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,{5161},1,0,0,850.0,3,-0.7320453695625079,-0.0834,-0.0607503541414357,0,0,ISO,14,1,1,0,0,0,3,3.0,0.0583293894936109,0.0,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,1.0,0.0,inf,0.3333333333333333,0.3333333333333333,283.3333333333333,Speedo Meter,S,TD-B,Right,PH,63.10172671880088
675,5.0,S5,LMN,LMN,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,5,4,2,"{5081, 5012, 5044, 5092}",4,1,0,1789.0,8,-0.1003114840305671,-0.0267999999999999,0.0231800057697832,0,0,ISO,8,1,1,0,2,0,5,4.8833412210127785,0.0583293894936109,0.1166587789872219,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.25,0.4,0.5,0.9,0.25,0.3333333333333333,0.6666666666666666,0.0,0.2,0.2,0.5,0.5,1.0,0.2,0.2047778262344332,223.625,Speedo Meter,S,TD-B,Right,PH,-1.2565886798298065
675,6.0,S6,TAK,TAK,0,0,1,1,1,0,6,4,2,4,1,4,0,0,0,5,0,0,2,1,0,0,0,0,2,22,21,3,"{6178, 6052, 6148, 6023, 6121, 6192, 6100, 6164, 6136}",9,1,0,6768.0,23,-3.4593194106142184,-0.4757999999999999,-0.2407988743625619,0,0,TAK,14,2,3,0,7,0,22,21.6918694976696,0.0440186431900569,0.3081305023303987,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.0952380952380952,0.1363636363636363,0.1428571428571428,0.2792207792207792,0.0476190476190476,0.1176470588235294,0.6666666666666666,0.0,0.1818181818181818,0.0454545454545454,0.3333333333333333,0.4,0.8333333333333333,0.0909090909090909,0.1383006660777807,294.2608695652174,Speedo Meter,S,TD-S,Right,P,-43.653287710374265
676,4.0,S4,DCL,DCL,0,0,2,2,3,0,3,7,0,1,1,4,0,0,0,5,2,0,0,0,0,0,0,0,4,23,20,6,"{4064, 4039, 4008, 4045, 4053, 4086, 4024, 4095}",8,4,2,6801.0,23,-3.0817347695655792,-0.3744,-0.2221065751139538,0,0,DCL,12,3,5,2,4,0,23,20.70836212854181,0.0729094678645473,0.2916378714581893,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.2,0.3043478260869565,0.3,0.6043478260869566,0.0999999999999999,0.3076923076923077,,0.0,0.3043478260869565,0.1304347826086956,0.5555555555555556,0.3333333333333333,1.6666666666666667,0.217391304347826,0.2414483564158184,295.69565217391306,Joe King,BP,,Left,3B,17.797287665878315
679,4.0,S4,LDN,LDN,2,1,3,2,3,0,6,3,0,1,2,1,0,0,0,3,0,0,0,0,1,1,0,0,8,24,21,19,"{4006, 4038, 4072, 4045, 4029, 4016, 4023, 4055, 4061}",9,5,5,5662.0,24,1.6023151153630812,0.179231,0.2500404525894603,0,0,LDN,9,6,15,2,5,0,24,21.635452660677263,0.0729094678645473,0.3645473393227367,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.3809523809523809,0.4583333333333333,0.9047619047619048,1.363095238095238,0.5238095238095238,0.375,,0.0833333333333333,0.125,0.125,0.3,0.6,0.5,0.3333333333333333,0.6933065018446648,235.91666666666663,Scherbie Fully-Loaded,S,,Right,CF,144.98953377249242
679,5.0,S5,TRA,TRA,4,1,3,4,0,0,7,3,0,7,2,0,0,0,0,2,0,0,0,0,2,2,0,0,12,31,31,29,"{5120, 5152, 5091, 5031, 5164, 5139, 5108, 5083, 5020, 5055}",10,6,9,6736.0,31,5.4685205665582775,0.4491699999999999,0.6755452790755827,1,0,TRA,14,11,27,1,5,0,31,29.708353052531944,0.0583293894936109,0.2916469474680549,1923,802,8301,7414.955276857549,4015,0.3282737019636188,0.5414732591214702,0.3870967741935484,0.3870967741935484,0.935483870967742,1.3225806451612905,0.5483870967741935,0.3333333333333333,,0.1290322580645161,0.0967741935483871,0.0,0.125,0.4375,0.2857142857142857,0.3870967741935484,0.9088353013799558,217.29032258064515,Scherbie Fully-Loaded,S,BF-H,Right,CF,185.76382035405751
679,6.0,S6,PBA,PBA,2,1,1,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,14,14,15,"{6051, 6122, 6095, 6193, 6011}",5,4,3,2696.0,14,1.6559162959261775,0.2298,0.2244661469439793,0,0,PBA,14,6,15,0,2,0,14,13.911962713619886,0.0440186431900569,0.0880372863801139,2092,842,9438,8528.795960642154,4352,0.3108709472345836,0.5102713231836218,0.4285714285714285,0.4285714285714285,1.0714285714285714,1.5,0.6428571428571428,0.4444444444444444,,0.1428571428571428,0.2142857142857142,0.0,0.0,0.4,0.0,0.4285714285714285,1.0782087552114354,192.57142857142856,Scherbie Fully-Loaded,S,BF-H,Right,CF,249.1625929049344
679,7.0,S7,PBA,PBA,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,"{7098, 7077}",2,0,0,1343.0,4,-1.7337078976178872,-0.1966999999999999,-0.1566657498627422,0,0,PBA,13,0,0,0,2,0,4,3.90534904805077,0.0473254759746146,0.0946509519492293,1212,461,5418,4910.040797824116,2522,0.3087855297157623,0.5136413532689228,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.0,335.75,Scherbie Fully-Loaded,S,BF-H,Right,CF,-100.0
680,4.0,S4,CEL,CEL,0,0,0,3,0,0,3,1,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,3,10,10,3,"{4001, 4018, 4027, 4035}",4,3,0,2856.0,10,-2.746903228038503,-0.0264,-0.2372699306983702,0,0,VFQ,5,1,1,2,3,0,10,7.781271596406358,0.0729094678645473,0.218728403593642,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.3,0.3,0.3,0.6,0.0,0.3333333333333333,,0.0,0.1,0.0,0.5,0.5,1.0,0.2999999999999999,0.1285136995426084,285.6,Dooper McPooperscooper,1B,,Left,CF,21.781704222879483
680,4.0,S4,VFQ,VFQ,2,0,0,1,4,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,2,0,0,3,12,8,9,"{4096, 4054, 4070, 4110}",4,5,4,3084.0,11,2.561096725623326,0.7956,0.3010141430889086,0,0,VFQ,14,3,8,2,2,0,12,9.854181064270906,0.0729094678645473,0.1458189357290946,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.375,0.5833333333333334,1.125,1.7083333333333337,0.75,0.1666666666666666,,0.1666666666666666,0.0,0.3333333333333333,1.0,0.0,inf,0.4166666666666667,0.8118381373167823,280.3636363636364,Dooper McPooperscooper,1B,,Left,CF,195.32033789956068
681,4.0,S4,PDB,PDB,1,0,2,5,2,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,17,15,13,"{4003, 4067, 4044, 4081, 4025, 4063}",6,5,3,2556.0,15,2.4370206503727605,0.077485,0.3073167316165921,0,0,PDB,11,2,5,6,4,0,17,10.708362128541811,0.0729094678645473,0.2916378714581893,1232,550,5713,5086.236351071182,2553,0.3119201820409592,0.5019428559316415,0.5333333333333333,0.5882352941176471,0.8666666666666667,1.454901960784314,0.3333333333333333,0.7,,0.0588235294117647,0.2352941176470588,0.1176470588235294,0.0,1.0,0.0,0.4705882352941176,0.4669248144562762,170.4,Billy McBeans,BP,,Right,SS,143.89165908359044
