ID,Name,League,Season,Session,Game ID,Team,Notes
651,,WBC,1,2,5,SCO,Pinch hit for in B2
657,,MLR,6,15,212,STL,Pinch hit for in B1
662,,MLR,12,5,68,MIN,Pinch hit for in T2
663,,MiLR,4,6,47,VFQ,Pinch hit for in B3
663,,MiLR,6,12,155,JEF,Pinch hit for in B1
663,,MiLR_Playoff,4,1,3,EEE,Pinch hit for in B1
663,,MLR,4,13,184,BAL,Pinch hit for in T3
663,,MLR,5,9,127,DET,Pinch hit for in T2
663,,MLR,6,1,6,LAA,Pinch hit for in T2
665,,MLR,7,11,157,MIA,Pinch hit for in T2
669,,MLR,5,1,10,PHI,Pinch Runner
675,,MLR,11,3,42,SFG,Pinch hit for in B3
680,,MLR,4,4,46,STL,Pinch hit for in T2
683,,MLR,6,3,31,NYM,Pinch hit for in B3
683,,MLR,12,2,23,HOU,Pinch hit for in B2
686,,MLR,4,6,79,TBD,Pinch hit for in T3
686,,MLR,7,1,11,ATL,Pinch hit for in B2
689,,MiLR,5,7,74,RKT,Pinch hit for in B1
693,,MiLR,4,9,72,EEE,Pinch hit for in B2
697,,MiLR,7,8,64,CPR,Pinch hit for in B2
697,,MLR,4,10,145,MTL,Fielding Replacement
700,,MLR,4,2,16,DET,Fielding Replacement
700,,MLR,6,3,44,SDP,Fielding Replacement
700,,MLR,6,10,141,SDP,Pinch hit for in B3
703,,MLR,12,13,187,MTL,Pinch hit for in T2
706,,MiLR,4,11,84,DBV,Pinch hit for in T2
711,,MiLR,4,13,101,LDN,Pinch hit for in B2
711,,MLR,6,7,103,MTL,Pinch hit for in B2
711,,MLR,7,7,105,MTL,Pinch hit for in B3
714,,MiLR,5,4,42,RKT,Fielding Replacement
716,,MiLR,6,3,40,SUP,Fielding Replacement
716,,MiLR,6,9,125,SUP,Pinch hit for in B2
716,,MLR,5,16,232,LAA,Fielding Replacement
720,,MLR,2,6,65,PHI,Pinch hit for in T2
720,,MLR,7,2,19,ATL,Pinch hit for in T2
723,,MLR,9,4,55,BAL,Fielding Replacement
724,,MiLR,6,11,150,PBA,Pinch hit for in B1
724,,MiLR,6,14,193,PBA,Pinch hit for in T2
727,,MiLR,4,7,50,DBV,Fielding Replacement
728,,MiLR,6,14,189,LID,Pinch hit for in B1
728,Jeremy Strong,MLR,3,8,95,PHI,Pinch hit for in B1
728,,MLR,6,11,164,SDP,Pinch hit for in T3
728,,MLR,6,16,229,SDP,Fielding Replacement
728,,MLR,10,14,207,SDP,Pinch hit for in B2
728,,MLR_Playoff,6,3,9,SDP,Fielding Replacement
729,,GIB,3,7,27,NOL,Pinch hit for in T2
730,,MiLR,5,13,145,RKT,Fielding Replacement
731,,MLR,5,11,159,ATL,Fielding Replacement
735,,MLR,4,10,141,CLE,Pinch hit for in T2
740,,MLR,7,7,105,MTL,Fielding Replacement
740,,MLR,8,3,39,MTL,Replaced in T2
743,,MLR,6,2,19,ARI,Pinch hit for in B1
746,,MLR,5,4,56,SDP,Pinch hit for in B2
756,,MiLR,6,6,82,FRG,Pinch hit for in B2
756,,MLR,5,12,172,MIN,Fielding Replacement
756,,MLR,6,4,56,MIN,Pinch hit for in B2
757,,MiLR,4,13,98,DDD,Pinch hit for in T2
762,,MiLR,6,10,138,TTT,Pinch hit for in B2
762,,MLR,6,9,124,BAL,Fielding Replacement
770,,MiLR,6,2,27,PHB,Fielding Replacement
774,,MiLR,6,10,131,LID,Pinch hit for in B3
774,,MLR,5,14,210,SDP,"Fielding Replacement, Pinch hit for in B7"
774,,MLR,6,6,90,SDP,Fielding Replacement
774,,MLR_Playoff,5,4,11,SDP,Fielding Replacement
777,,GIB,3,12,37,ORL,Pinch hit for in T3
778,,MiLR,5,2,19,TAI,Pinch hit for in B1
778,,MLR,7,2,27,ARI,Pinch hit for in B2
779,,MLR_Playoff,6,2,5,SDP,Fielding Replacement
781,,MiLR,5,6,61,ISO,Pinch hit for in T2
782,,MLR,9,12,166,NYM,Pinch hit for in T2
783,,MiLR,9,12,47,BIR,Pinch hit for in T2
783,,MiLR,11,11,64,POS,Pinch hit for in B1
783,,MLR,5,7,91,NYY,Pinch hit for in B2
784,,MLR,7,5,69,CWS,Pinch hit for in T3
786,,GIB,1,3,7,GIB,Fielding Replacement
786,,MiLR,6,8,111,PBA,Pinch hit for in B2
788,,MiLR,7,6,48,CPR,Fielding Replacement
814,,MLR,5,1,1,NYY,Fielding Replacement
1689,,MiLR,5,2,24,MVM,Pinch hit for in T2
1692,,MiLR,6,11,141,CWJ,Fielding Replacement
1696,,MLR,2,11,115,SFG,Pinch hit for in B2
1697,,FCB,5,2,7,SLC,Fielding Replacement
1699,,MLR,7,11,159,OAK,Pinch hit for in T2
1700,,MiLR,5,3,34,NUL,Fielding Replacement
1708,,FCB,5,6,21,SLC,Pinch hit for in T3
1712,,MLR,5,2,19,TOR,Pinch hit for in T3
1715,,FCB,5,6,23,UNC,Fielding Replacement
1715,,MiLR,5,3,26,CHI,Pinch hit for in B3
1715,,MLR,5,9,121,CWS,Pinch hit for in B2
1715,,MLR,9,1,11,CWS,Pinch hit for in T2
1717,,MLR,6,10,139,CHC,Pinch hit for in B1
1718,,MiLR,6,7,90,LMN,Pinch hit for in B1
1719,,MiLR,7,5,35,TRI,Pinch hit for in T2
1719,,MLR,11,9,127,HOU,Pinch hit for in B1
1720,,MLR,6,13,194,MIL,Pinch hit for in B1
1721,,MiLR,6,5,70,LIM,"Fielding Replacement, Replaced in T5"
1723,,MLR,9,11,152,ATL,Fielding Replacement
1725,,MiLR,10,3,15,SSS,Pinch hit for in T2
1726,,MiLR,5,2,20,TRA,Pinch hit for in B1
1731,,FCB,5,3,9,CCU,Fielding Replacement
1732,,MLR,8,15,211,BAL,Pinch Runner
1734,,MiLR,6,5,57,SGP,Replaced in B2
1734,,MiLR,9,4,14,GOP,Pinch hit for in B3
1736,,MiLR,5,1,6,ISO,Fielding Replacement
1736,,MLR,5,2,22,STL,Pinch hit for in B1
1738,,MLR,10,12,166,ANA,Pinch hit for in B2
1740,,FCB,5,1,2,SLC,Fielding Replacement
1743,,MiLR,6,7,92,PHB,Pinch hit for in B2
1743,,MiLR,6,8,106,PHB,Pinch hit for in B2
1743,,MiLR,6,13,180,PHB,Pinch hit for in B3
1743,,MiLR,7,12,92,STK,Pinch hit for in T3
1745,,MLR,7,6,86,TOR,Fielding Replacement
1748,,MLR,7,6,83,LAA,Pinch hit for in T2
1755,,MiLR,5,11,125,GTY,Pinch hit for in B1
1755,,MLR,5,5,73,PIT,Fielding Replacement
1762,,MiLR,5,4,42,GTY,Pinch hit for in B2
1762,,MLR,5,2,27,ATL,Pinch hit for in T2
1763,,MLR,6,16,230,TBR,Pinch hit for in T2
1769,,FCB,5,2,7,SLC,Fielding Replacement
1769,,FCB,5,5,20,SLC,Pinch hit for in B2
1772,,MLR_Playoff,5,2,8,KCR,Pinch hit for in B1
1773,,MLR_Playoff,10,2,8,SFG,Pinch hit for in B2
1776,,MiLR,7,7,49,TBL,Pinch hit for in B2
1776,,MiLR,8A,2,7,BIS,Fielding Replacement
1778,,MLR,5,11,151,NYY,Fielding Replacement
1784,,MLR,6,4,58,STL,Pinch hit for in B1
1787,,MLR,5,15,222,MIL,Fielding Replacement
1788,,MLR,12,16,233,NYY,Pinch hit for in B2
1793,,GIB,3,4,14,GIB,Fielding Replacement
1794,,MiLR_Playoff,5,1,4,TAC,Pinch hit for in B2
1797,,MLR,12,4,51,DET,Pinch hit for in B2
1800,,MLR,6,11,153,COL,Pinch hit for in B2
1805,,FCB,5,6,23,NCS,Pinch hit for in B3
1809,,MLR,7,2,21,MIL,Pinch hit for in T3
1810,,MLR,6,5,64,COL,Pinch hit for in T3
1811,,MLR,7,7,99,OAK,Pinch hit for in B2
1812,,MiLR,5,4,45,TAI,Pinch hit for in T2
1812,,MLR,5,3,45,ARI,Fielding Replacement
1813,,MLR,7,11,156,ATL,Pinch hit for in T2
1813,,MLR,9,16,229,ATL,Pinch hit for in B2
1813,,MLR,11,5,70,CWS,Pinch hit for in T3
1815,,MLR,5,5,73,MIL,Fielding Replacement
1817,,MLR,5,4,58,ATL,Fielding Replacement
1819,,FCB,5,1,2,SLC,Fielding Replacement
1824,,MLR,6,13,186,DET,Pinch hit for in B2
1825,,MLR,8,8,108,BOS,Pinch hit for in B2
1825,,MLR,8,12,166,BOS,Pinch hit for in T2
1832,,GIB,3,6,24,ORL,Pinch hit for in B1
1832,Videl Valor,MiLR_Playoff,7,1,1,STK,Pinch hit for in B2
1832,,MiLR_Playoff,7,2,5,STK,Pinch hit for in T2
1838,,MiLR,12,6,29,SCR,Pinch hit for in B2
1839,,MiLR,6,14,191,LIM,Pinch hit for in B1
1839,,MLR,8,11,165,SFG,Pinch hit for in T2
1839,,MLR,9,9,128,SFG,Pinch hit for in B2
1839,,MLR,12,5,69,SFG,Pinch hit for in T2
1841,,MiLR,6,14,193,SUP,Pinch hit for in B1
1844,,GIB,3,9,33,WBK,Fielding Replacement
1942,,MiLR,7,14,112,MMA,Pinch hit for in B1
1946,,MiLR,7,6,46,WSW,Pinch hit for in B2
1946,,MiLR,7,8,63,WSW,Pinch hit for in B2
1946,,MLR,7,3,37,LAD,Pinch hit for in T3
1954,,MiLR,5,9,99,GTY,Pinch hit for in T2
1954,,MiLR,5,12,138,GTY,"Fielding Replacement, Pinch hit for in B6"
1954,,MiLR,5,13,149,GTY,Pinch hit for in B3
1954,,MiLR,6,2,15,AAL,Pinch hit for in T2
1956,,MiLR,7,14,107,PBA,Pinch hit for in T3
1956,,MLR,7,5,64,TOR,Pinch hit for in B2
1959,,MLR,5,4,53,ARI,Pinch hit for in B1
1959,,MLR,6,12,170,SFG,Pinch hit for in B3
1960,,MLR,5,16,237,PIT,Fielding Replacement
1960,,MLR,6,13,192,PIT,Pinch hit for in T2
1960,,MLR,7,5,74,PIT,Pinch hit for in B2
1964,,MLR,6,13,182,PHI,Pinch hit for in B2
1995,,MLR,2,11,112,SDP,Schism ended game before PA
1999,,MLR,2,17,178,LAD,Fielding Replacement
2006,,ECO,1,6,21,MB,Schism ended game before PA
2032,,MLR,1,7,38,HOU,Pinch hit for in B2
2038,,MLR,2,3,23,TB,Fielding Replacement
2038,,MLR,2,18,185,PHI,Pinch hit for in B3
2039,,MLR,2,4,34,CLE,Pinch hit for in B1
2039,,MLR,2,8,84,TB,Pinch hit for in T3
2042,,MLR,2,10,102,STL,Pinch hit for in B2
2054,,ECO,1,5,18,MHM,Pinch hit for in B2
2057,,MLR,2,11,119,LAD,Pinch hit for in B3
2061,,ECO,1,6,21,MB,Pinch hit for in B1
2108,,MLR,2,7,67,HOU,Fielding Replacement
2115,Deezy White,MLR,2,13,137,HOU,"Fielding Replacement, Pinch hit for in B5"
2143,,MLR,2,10,107,SEA,Pinch hit for in T2
2144,,MLR,2,13,132,SEA,Fielding Replacement
2171,,MiLR,2,1,1,HVR,Pinch hit for in B3
2181,,MLR,2,6,62,SDP,Pinch hit for in B1
2196,,ECO,1,6,21,MB,Schism ended game before PA
2200,,MLR,2,8,87,BOS,Fielding Replacement
2203,,ECO,1,6,21,MHM,Schism ended game before PA
2206,,MiLR,9,7,25,BIR,Pinch hit for in T2
2206,,MLR,9,7,91,ATL,Fielding Replacement
2207,,MiLR,7,6,46,WSW,Pinch hit for in B1
2212,,MLR,11,7,97,FLA,Pinch hit for in B1
2213,,MiLR,6,14,190,MBT,Fielding Replacement
2213,,MLR,7,10,147,STL,Pinch hit for in B1
2213,,MLR_Playoff,7,3,9,STL,Pinch hit for in B2
2215,,MiLR,7,7,50,STK,Pinch hit for in T2
2222,,MiLR,6,12,167,BBB,Fielding Replacement
2229,,GIB,3,11,36,VIP,Pinch hit for in T2
2229,,MLR,7,14,197,MIN,Pinch hit for in T2
2230,,MLR,8,11,163,CIN,Fielding Replacement
2232,,MiLR,6,10,135,SUP,Pinch hit for in T3
2232,,MiLR,7,12,96,MMA,Pinch hit for in B1
2236,,MiLR,8A,3,15,GND,Pinch hit for in T2
2236,,MLR,5,9,122,BAL,Pinch hit for in T2
2236,,MLR,8,12,167,TBR,Pinch hit for in T2
2239,John-Rhys Ealy,MiLR,6,11,141,BAC,Pinch hit for in B2
2240,Dog Nipples,MiLR,7,1,1,SCG,Pinch hit for in T3
2240,,MLR,7,14,200,CLE,Pinch hit for in B2
2240,,MLR,8,7,93,CLE,Pinch hit for in B3
2244,,MiLR,5,9,99,CHI,Pinch hit for in B1
2244,,MLR,5,6,80,CWS,Pinch hit for in T2
2245,,MLR,9,12,174,TBR,Pinch hit for in B2
2251,,MLR,8,14,209,SDP,Pinch hit for in T2
2256,,MiLR,12,10,50,KEG,Fielding Replacement
2258,,MiLR,6,7,92,PHB,Pinch hit for in B1
2260,,MiLR,6,12,167,BBB,Fielding Replacement
2262,,MLR,6,2,21,TBR,Pinch hit for in B1
2262,,MLR,9,1,10,TBR,Pinch hit for in B1
2274,,MiLR,6,14,195,FRG,Pinch hit for in B2
2274,Macho Man,MiLR_Playoff,6,2,8,FRG,Pinch hit for in B3
2274,,MLR,6,12,176,MIN,Pinch hit for in B1
2326,Caleb Fugate,FCB,6,1,2,GEO,Pinch hit for in B1
2327,,MiLR,7,11,88,SSC,Pinch hit for in B1
2331,Ra Ja,FCB,6,1,2,GT,Pinch hit for in T3
2333,,MLR,6,6,89,ATL,Pinch hit for in B1
2335,,MiLR,7,2,13,SSC,Pinch hit for in B1
2335,,MiLR,7,4,31,SSC,Pinch hit for in B1
2335,,MiLR,7,7,54,FAP,Pinch hit for in T2
2335,MELTZ Slander,MLR,7,5,72,SEA,Pinch hit for in T2
2335,,MLR_Playoff,6,2,5,PHI,Pinch hit for in B1
2337,,MiLR,6,6,79,MVS,Fielding Replacement
2337,,MLR,7,16,234,MTL,Pinch hit for in B2
2340,,MiLR,6,7,91,CWJ,Pinch hit for in B3
2340,,MLR,8,15,223,CIN,Pinch hit for in B1
2340,,MLR,9,4,50,CIN,Pinch hit for in T2
2342,,MLR,8,2,25,KCR,Fielding Replacement
2344,,MLR,8,10,147,STL,Pinch hit for in T2
2344,,MLR,11,8,110,CWS,Pinch hit for in B1
2350,,MiLR,11,1,6,HOT,Fielding Replacement
2350,,MLR,6,16,226,MTL,Fielding Replacement
2352,Warren Peace,MiLR,6,1,3,WWC,Pinch hit for in B2
2353,,MLR,12,12,176,PIT,Pinch hit for in B1
2356,,MiLR_Playoff,7,3,10,FAP,Pinch hit for in T2
2357,,MLR,6,5,73,CIN,Pinch hit for in B1
2361,,FCB,6,2,4,OSU,Pinch hit for in B2
2362,,MiLR,7,12,96,MMA,Pinch hit for in B1
2362,,MLR,9,14,210,TEX,Pinch hit for in T2
2364,,MLR,6,9,123,SDP,Fielding Replacement
2368,,MLR,6,9,131,MIL,Fielding Replacement
2379,,MLR,8,2,25,CLE,Pinch hit for in T3
2385,,MLR,6,4,57,SEA,Pinch hit for in B2
2389,,MiLR,7,12,94,SSJ,Fielding Replacement
2393,,MiLR,7,13,101,RRR,Pinch hit for in T2
2455,,MLR,7,15,218,SFG,Pinch hit for in B2
2456,,MiLR,7,13,98,KNX,Pinch hit for in B1
2464,,MLR,6,6,87,ARI,Pinch hit for in B2
2465,,MLR,2,9,95,SEA,Pinch hit for in B1
2465,,MLR,2,11,121,SEA,Pinch hit for in B2
2486,,MLR,8,12,176,ATL,Pinch hit for in B2
2486,,MLR,10,5,61,ATL,Pinch hit for in B2
2486,,MLR,11,3,31,ATL,Pinch hit for in B2
2490,,MLR,10,8,116,OAK,Pinch hit for in B3
2493,,MLR,8,9,127,PHI,Pinch hit for in B1
2496,,MLR,9,7,100,KCR,Fielding Replacement
2496,,MLR,9,10,148,KCR,Pinch hit for in B1
2499,,MiLR_Playoff,8B,1,2,NUT,Fielding Replacement
2504,,MiLR,11,10,55,LAX,Pinch hit for in T2
2506,Jack Monaco,FCB,7,1,3,LBS,Pinch hit for in B1
2509,,MLR,12,2,28,STL,Pinch hit for in B2
2512,,FCB,7,1,2,MICH,Pinch hit for in B2
2520,,MLR,10,12,172,MIA,Pinch hit for in B1
2523,,MiLR,12,8,38,SAL,Fielding Replacement
2530,,MLR,9,13,186,CHC,Pinch hit for in B1
2531,,MLR,7,11,151,DET,Pinch hit for in B2
2532,,MLR,11,12,178,PIT,Pinch hit for in B2
2539,,MiLR,9,2,7,NNL,Pinch hit for in T2
2539,,MiLR,8A,8,44,CDT,Pinch hit for in B2
2539,,MLR,9,6,87,DET,Pinch hit for in B1
2539,,MLR,9,13,191,DET,Pinch hit for in T2
2541,,FCB,7,3,9,UVA,Pinch hit for in T3
2542,,MiLR,8A,8,46,MKW,Pinch hit for in T2
2546,,MLR,10,4,50,HOU,Pinch hit for in B2
2547,,MiLR,8A,7,40,BIS,Pinch hit for in T3
2549,,FCB,7,4,11,UCLA,Pinch hit for in B3
2550,,MLR,7,4,49,BAL,Fielding Replacement
2551,,FCB,7,1,3,RU,Pinch hit for in T2
2554,,MiLR,7,8,63,WSW,Pinch hit for in B2
2554,,MiLR,7,11,82,WSW,Pinch hit for in T2
2554,,MiLR,7,13,103,WSW,Pinch hit for in T2
2554,,MLR,7,7,102,LAD,Pinch hit for in T2
2555,,MiLR,7,10,78,KNX,Fielding Replacement
2561,,MLR,7,5,75,STL,Pinch hit for in T2
2570,,MiLR,7,8,63,SCG,Pinch hit for in T2
2573,,MLR,10,4,55,BOS,Pinch hit for in T3
2575,Paul Kia Sorrento,FCB,7,4,10,RU,Pinch hit for in B2
2577,,MiLR,7,4,28,FAP,Pinch hit for in B2
2578,,MLR,7,2,30,DET,Pinch hit for in B2
2580,,FCB,7,3,7,MICH,Pinch hit for in B2
2588,,FCB,7,3,7,RU,Fielding Replacement
2591,,MLR,8,9,126,NYY,Pinch hit for in B3
2596,Butter Cozy,FCB,7,4,12,USF,Pinch hit for in B1
2598,,MiLR,7,14,106,TBL,Pinch hit for in B3
2598,,MLR,7,10,139,KCR,Pinch hit for in B2
2598,,MLR,7,13,189,KCR,Pinch hit for in T2
2598,,MLR,9,3,42,KCR,Pinch hit for in T2
2598,,MLR,9,4,59,KCR,Pinch hit for in B2
2598,,MLR,9,13,192,KCR,Pinch hit for in T2
2598,,MLR,10,8,113,KCR,Pinch hit for in B3
2598,,MLR,12,6,80,KCR,Pinch hit for in T3
2600,Ben Swoetman,FCB,7,4,11,UCLA,Pinch hit for in B1
2602,Chad Dongers,MiLR,7,1,3,FAP,Pinch hit for in B2
2605,Milk Choco,FCB,7,4,12,USF,Pinch hit for in B1
2606,,MLR,7,14,201,ARI,Fielding Replacement
2607,,FCB,7,3,7,RU,Fielding Replacement
2608,Kennith Omega,FCB,7,4,12,USF,Pinch hit for in B1
2612,,MLR,8,13,186,CLE,Pinch hit for in T2
2620,Mustard Martin,FCB,7,4,12,USF,Pinch hit for in B2
2621,,MiLR,7,1,4,WSW,Pinch hit for in T2
2622,,FCB,7,4,11,UCLA,Pinch hit for in B3
2622,,MiLR,7,4,29,WSW,Pinch hit for in B1
2622,,MLR,7,8,107,LAD,Pinch hit for in T2
2622,,MLR,8,11,154,LAD,Pinch hit for in T2
2623,cristiano,FCB,7,5,15,UCLA,Pinch hit for in T2
2625,,MLR,8,10,150,LAD,Fielding Replacement
2626,,MiLR,7,5,38,MMA,Fielding Replacement
2626,,MLR,7,16,240,NYM,Pinch hit for in T2
2634,,MLR,12,10,142,TEX,Pinch hit for in T3
2640,,MiLR,7,8,60,SSC,Pinch hit for in T3
2642,,MiLR,9,8,32,KGB,Pinch hit for in B1
2642,,MLR,11,6,77,ATL,Pinch hit for in B1
2642,,MLR,12,11,152,ATL,Pinch hit for in B2
2643,,MLR,7,10,148,CWS,Pinch hit for in T3
2646,,MLR,11,5,71,PHI,Fielding Replacement
2649,,MLR,7,16,231,ARI,Pinch Runner
2651,,MLR,7,13,183,TEX,Fielding Replacement
2655,Rubba,MiLR_Playoff,7,1,3,FAP,Pinch hit for in B1
2661,,MiLR,10,13,62,GRS,Pinch hit for in T2
2661,,MLR,10,6,86,SEA,Pinch hit for in T3
2662,,MLR,8,5,68,SEA,Pinch hit for in T2
2662,,MLR,10,7,103,SEA,Pinch hit for in B3
2662,,MLR,10,10,136,SEA,Pinch hit for in T3
2663,,MiLR,9,14,55,KGB,Pinch hit for in B2
2681,,MLR,12,6,84,MTL,Pinch hit for in B2
2681,,MLR,12,14,210,MTL,Pinch hit for in T2
2683,,MLR,10,2,28,NYM,"Pinch Runner, Run Scored"
2689,,MLR,12,14,208,SEA,Fielding Replacement
2702,,FCB,8,3,9,PUR,Fielding Replacement
2704,,MLR,9,5,73,TOR,Pinch hit for in B2
2711,Arobius Ezzeliante,FCB,8,2,5,HRW,Pinch hit for in B2
2713,,MLR,8,3,36,DET,Fielding Replacement
2729,,MLR,9,5,72,MIN,Pinch hit for in B1
2729,,MLR,10,10,141,MIN,Pinch hit for in B2
2733,Deebo Rodriguez,MLR,8,2,21,LAD,Pinch hit for in T2
2735,,MiLR,11,1,6,LOB,Fielding Replacement
2738,,MiLR,11,14,79,DOG,Fielding Replacement
2740,,MLR,8,5,68,DET,Pinch hit for in B2
2742,,MLR,8,5,66,TBR,Pinch hit for in T3
2745,,FCB,8,2,7,TEN,Pinch hit for in B1
2745,Nicholas van leer,MLR,9,2,17,MIA,Pinch hit for in B2
2746,,MLR,8,2,23,MIN,Pinch hit for in B2
2747,,MLR,10,14,203,NYM,Pinch hit for in B2
2754,,MLR,11,15,223,STL,Pinch hit for in B2
2754,,MLR,12,1,13,STL,Pinch hit for in T2
2754,,MLR,12,10,136,LAD,Pinch hit for in T2
2754,,MLR,12,14,203,LAD,Pinch hit for in B2
2756,Barker Bubbs,FCB,8,2,5,UCL,Pinch hit for in T2
2760,,MiLR,10,10,46,ACK,Replaced in T2
2773,,MiLR,11,7,42,SHH,Pinch hit for in B1
2773,,MiLR,11,13,78,SHH,Fielding Replacement
2774,,MLR,10,6,87,SDP,Pinch hit for in B3
2779,George Pops O'Neill,FCB,8,4,14,TEN,Pinch hit for in B2
2789,,MLR,8,10,145,MIA,Pinch hit for in B1
2790,,FCB,8,3,9,UCL,Pinch hit for in B2
2790,,FCB,8,4,16,UCL,Pinch hit for in B2
2795,,MiLR,10,11,51,CRN,Pinch hit for in B1
2799,,MLR,8,3,31,PHI,Pinch hit for in B2
2799,,MLR,8,9,127,PHI,Pinch hit for in B1
2808,,MLR,8,9,134,BAL,Pinch hit for in T2
2809,Joey Tribbiani,FCB,8,4,16,UCL,Pinch hit for in B1
2812,,MLR,9,16,232,SEA,Pinch hit for in B3
2815,,MLR,11,14,202,ATL,Pinch hit for in T2
2832,Ace of Spada,FCB,9,2,4,UCC,Pinch hit for in B1
2833,,MLR,10,3,42,STL,Fielding Replacement
2834,,MLR,10,7,99,TEX,Pinch hit for in T2
2835,,MLR,9,16,228,NYM,Fielding Replacement
2836,,FCB,9,3,8,TEN,Pinch hit for in T2
2836,,FCB,9,4,12,TEN,Pinch hit for in B2
2837,Marco Maryland,FCB,9,2,5,TOL,Pinch hit for in B1
2840,,MiLR,11,1,1,LAX,Fielding Replacement
2840,,MLR,9,6,76,NYM,Pinch hit for in B1
2841,Jheryk Kayne,FCB,9,3,8,UGA,Pinch hit for in B2
2842,,MLR,12,4,53,ARI,Pinch hit for in T2
2842,,MLR,12,10,136,ARI,Pinch hit for in B2
2846,,MLR,9,8,112,COL,Pinch hit for in T2
2846,,MLR,12,9,132,COL,Pinch hit for in T2
2847,,MLR,11,8,109,LAD,Pinch hit for in T2
2850,,MLR,9,8,115,BAL,Pinch hit for in T2
2851,,MLR,9,5,70,TBR,Pinch hit for in T2
2852,,MLR,11,8,111,DET,Pinch hit for in B1
2852,,MLR_Playoff,12,2,6,DET,Pinch hit for in B1
2857,,MLR,9,13,182,PHI,Pinch hit for in T3
2857,,MLR,11,15,221,PHI,Fielding Replacement
2859,,FCB,9,3,7,WSU,Pinch hit for in B3
2860,Willard Makepeace,FCB,9,2,4,UCC,Pinch hit for in B1
2861,,MLR,9,4,50,MIA,Pinch hit for in B2
2868,,MiLR,11,13,76,HOT,Pinch hit for in B1
2870,,MLR,11,11,159,MIL,Pinch hit for in B1
2874,,MLR,12,15,220,HOU,Pinch hit for in T2
2876,Flam Paradiddle,FCB,9,2,4,UCC,Pinch hit for in B1
2878,,MiLR,11,13,78,SHH,Fielding Replacement
2882,,MiLR,11,1,6,HOT,"Fielding Replacement, Replaced in T5"
2884,,MLR,9,2,19,CHC,Pinch hit for in B2
2885,Brock Black,FCB,9,3,8,UGA,Pinch hit for in B1
2889,,MLR,10,1,15,TBR,Pinch hit for in B1
2889,,MLR_Playoff,10,4,11,TBR,Pinch hit for in T2
2899,,FCB,9,6,18,HVD,Pinch hit for in B2
2902,,MLR,12,2,17,ARI,Fielding Replacement
2907,Bradford Miller,FCB,9,2,5,WSU,Pinch hit for in T2
2910,,MLR,9,1,6,SFG,Fielding Replacement
2910,,MLR,10,3,44,SFG,Pinch hit for in B1
2910,,MLR,11,2,29,SFG,Pinch hit for in B2
2914,,MLR,9,8,119,TEX,Pinch hit for in B2
2918,Cookie Bretts,FCB,9,2,4,UCC,Pinch hit for in B2
2927,Lou Mud Food McGillicuddy,FCB,9,2,4,TEN,Pinch hit for in T2
2933,,MLR,10,13,185,BOS,Pinch hit for in T2
2933,,MLR,11,7,93,BOS,Pinch Runner
2939,,MiLR,9,7,27,FLB,Pinch hit for in B2
2943,,MLR,10,15,224,DET,Pinch hit for in T2
2947,,MiLR,12,13,61,KEG,Pinch hit for in T2
2949,,MiLR,11,11,64,ROY,Pinch hit for in T3
2949,,MiLR,11,14,81,ROY,Pinch hit for in B1
2949,,MLR,9,16,240,TEX,Fielding Replacement
2949,,MLR,11,11,157,SEA,Pinch hit for in T2
2949,,MLR,12,15,217,SEA,Pinch hit for in T3
2953,,MLR,10,12,180,BAL,Pinch hit for in T2
2960,,MLR,10,3,34,DET,Fielding Replacement
2963,,MLR,11,16,228,BAL,Fielding Replacement
2965,,MiLR,12,8,38,SEF,Fielding Replacement
2967,,MLR,10,4,51,MTL,Fielding Replacement
2969,,MLR,10,2,27,SFG,Pinch Runner
2970,,MLR,11,7,100,MIL,Pinch hit for in B1
2972,,MLR,9,11,164,TEX,Pinch hit for in B2
2978,,MiLR,10,1,3,GRS,Pinch hit for in B1
2987,,MLR,11,6,90,CHC,Pinch hit for in T2
3007,,MLR,10,7,98,STL,Pinch hit for in T2
3011,,FCB,10,5,15,NWU,Pinch hit for in B1
3011,,MLR,10,14,209,HOU,Pinch hit for in T2
3011,,MLR,11,15,217,HOU,Pinch hit for in B3
3013,,MiLR,11,12,68,IDR,Fielding Replacement
3013,,MLR_Playoff,11,1,3,OAK,Replaced in B2
3021,,MLR,12,10,137,ATL,Pinch hit for in B2
3031,,FCB,10,5,15,NWU,Pinch hit for in B3
3034,,MiLR,12,6,30,SEF,Pinch hit for in B1
3036,,FCB,10,4,10,TOL,Pinch hit for in T2
3036,,FCB,10,5,14,TOL,Pinch hit for in B3
3042,,MLR,10,2,29,NYY,Pinch hit for in T2
3049,Gary Ross Dahl,FCB,10,1,2,NWU,Pinch hit for in B3
3052,,MiLR,12,7,33,PQD,Fielding Replacement
3052,,MLR,11,15,222,PIT,Pinch hit for in B3
3061,,MiLR,10,13,63,ZAH,Pinch hit for in B1
3065,,MLR,11,2,16,ARI,Pinch hit for in B3
3079,,MLR,11,12,167,BOS,Pinch hit for in B1
3095,Tommy Tripleton,MiLR,11,2,10,ROY,Pinch hit for in T3
3095,Tommy Tripleton,MLR,11,2,17,ATL,Pinch hit for in B1
3101,,MiLR,11,10,58,LOB,Pinch hit for in B1
3103,,MiLR_Playoff,11,1,2,DOG,Pinch Runner
3104,,MLR,11,5,63,BOS,Pinch hit for in B2
