Line ID,Batting Team's Score:,,,,,"Win Probability, slightly edited",,,,,,,,,,,,,,,,,,,,
,Inning,Top/Bot,OBC,Outs,Inning&OBC&Outs,-10+,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10+
115,3,1,6,1,3161,0.67%,1.34%,2.02%,2.93%,6.89%,10.06%,16.07%,24.39%,34.46%,48.09%,61.49%,73.93%,82.85%,89.47%,93.65%,96.27%,97.88%,99.23%,99.50%,99.58%,100.00%
116,3,1,6,2,3162,0.00%,2.02%,1.08%,2.57%,3.12%,5.94%,10.29%,16.93%,25.07%,36.68%,50.85%,65.90%,77.22%,85.45%,91.10%,94.59%,97.28%,98.61%,98.91%,98.95%,100.00%
117,3,1,7,0,3170,5.00%,1.14%,3.87%,7.31%,10.23%,16.02%,24.71%,35.46%,46.32%,58.37%,70.96%,80.56%,87.69%,92.37%,95.46%,97.37%,98.73%,99.71%,99.15%,99.60%,100.00%
118,3,1,7,1,3171,2.00%,3.55%,3.18%,5.05%,9.36%,12.93%,19.62%,28.81%,39.28%,51.20%,64.02%,75.45%,83.81%,89.67%,93.51%,96.35%,97.78%,99.03%,99.32%,99.67%,100.00%
119,3,1,7,2,3172,0.00%,1.08%,0.89%,3.44%,5.14%,8.12%,12.87%,19.81%,28.14%,39.88%,53.52%,67.67%,78.36%,85.89%,91.18%,94.48%,97.21%,98.54%,99.16%,99.49%,100.00%
120,3,2,0,0,3200,0.17%,0.61%,1.17%,2.15%,3.85%,6.68%,11.12%,17.93%,27.84%,41.31%,58.07%,73.49%,83.74%,90.46%,94.74%,97.11%,98.44%,99.12%,99.57%,99.73%,99.94%
121,3,2,0,1,3201,0.09%,0.40%,0.84%,1.59%,2.99%,5.28%,9.23%,15.23%,24.56%,37.73%,55.00%,71.45%,82.52%,89.65%,94.29%,96.81%,98.27%,99.07%,99.55%,99.76%,99.97%
122,3,2,0,2,3202,0.07%,0.31%,0.67%,1.21%,2.31%,4.31%,7.70%,13.08%,21.78%,34.63%,52.23%,69.65%,81.33%,88.97%,93.85%,96.61%,98.18%,99.06%,99.48%,99.67%,99.95%
123,3,2,1,0,3210,0.32%,1.08%,1.52%,2.91%,5.12%,8.71%,13.83%,21.61%,31.95%,45.43%,61.16%,75.58%,84.89%,91.28%,95.16%,97.40%,98.57%,99.19%,99.56%,99.69%,99.85%
124,3,2,1,1,3211,0.17%,0.58%,1.12%,2.19%,3.94%,6.71%,11.48%,18.10%,27.89%,41.04%,57.70%,73.10%,83.49%,90.24%,94.67%,96.86%,98.41%,99.03%,99.44%,99.71%,100.00%
125,3,2,1,2,3212,0.09%,0.35%,0.91%,1.50%,2.93%,5.40%,9.35%,15.27%,24.49%,37.29%,54.60%,71.19%,82.31%,89.58%,94.23%,96.74%,98.18%,99.02%,99.54%,99.58%,99.98%
126,3,2,2,0,3220,0.49%,0.97%,2.06%,3.55%,6.06%,10.37%,15.86%,25.01%,36.27%,50.65%,65.80%,78.70%,87.14%,92.62%,95.80%,97.76%,98.84%,99.31%,99.65%,99.75%,100.00%
127,3,2,2,1,3221,0.20%,0.85%,1.66%,2.61%,4.52%,7.58%,12.62%,20.25%,30.77%,44.64%,60.79%,75.23%,85.02%,91.10%,95.09%,97.37%,98.36%,99.21%,99.57%,99.88%,100.00%
128,3,2,2,2,3222,0.04%,0.16%,0.96%,1.82%,2.95%,5.56%,9.62%,15.92%,25.67%,39.16%,56.13%,72.18%,83.08%,89.95%,94.45%,96.96%,98.19%,99.10%,99.56%,99.83%,99.91%
129,3,2,3,0,3230,0.00%,0.98%,2.26%,3.79%,6.66%,11.29%,17.56%,27.48%,40.36%,55.41%,70.72%,82.09%,89.11%,93.66%,96.56%,98.34%,99.00%,99.42%,100.00%,100.00%,100.00%
130,3,2,3,1,3231,0.00%,0.78%,1.60%,2.99%,5.45%,8.54%,13.47%,22.59%,34.01%,49.03%,65.35%,77.95%,86.98%,92.12%,95.72%,97.95%,98.68%,99.17%,99.52%,99.76%,100.00%
131,3,2,3,2,3232,0.34%,0.25%,0.72%,1.63%,3.37%,5.79%,9.44%,16.25%,25.53%,39.09%,56.43%,72.16%,82.96%,89.89%,94.43%,97.15%,98.31%,99.01%,99.48%,99.64%,99.88%
132,3,2,4,0,3240,0.86%,2.24%,2.32%,4.80%,7.95%,12.88%,19.77%,28.84%,39.92%,52.70%,67.27%,79.51%,87.29%,92.76%,95.81%,97.90%,98.89%,99.33%,99.75%,99.80%,99.90%
133,3,2,4,1,3241,0.31%,1.13%,2.04%,3.16%,5.97%,9.68%,15.71%,23.46%,34.19%,46.89%,62.26%,76.07%,85.57%,91.40%,94.92%,97.38%,98.63%,99.08%,99.42%,99.79%,99.79%
134,3,2,4,2,3242,0.15%,0.71%,1.09%,1.90%,3.73%,7.00%,11.68%,18.37%,28.61%,41.39%,57.70%,73.17%,83.74%,90.41%,94.60%,97.10%,98.47%,99.12%,99.43%,99.72%,99.86%
135,3,2,5,0,3250,0.40%,1.43%,2.57%,4.61%,8.53%,15.00%,21.51%,32.56%,44.26%,59.80%,73.42%,84.02%,90.49%,94.93%,96.55%,98.50%,99.25%,99.46%,100.00%,100.00%,100.00%
136,3,2,5,1,3251,0.23%,1.59%,2.52%,3.42%,5.93%,10.48%,16.81%,26.23%,38.05%,51.89%,66.99%,79.37%,87.42%,92.67%,95.94%,98.01%,98.65%,99.09%,99.40%,100.00%,100.00%
137,3,2,5,2,3252,0.26%,0.38%,1.54%,2.23%,4.48%,7.44%,12.00%,18.28%,28.65%,41.63%,57.83%,73.44%,83.79%,90.50%,94.72%,97.06%,98.41%,99.22%,99.47%,99.82%,99.89%
138,3,2,6,0,3260,0.70%,2.68%,3.40%,5.07%,10.03%,15.25%,25.02%,35.64%,48.78%,63.38%,76.05%,85.66%,91.25%,95.05%,97.31%,98.34%,99.20%,99.32%,100.00%,100.00%,100.00%
139,3,2,6,1,3261,0.23%,0.44%,2.03%,3.65%,6.95%,11.73%,18.96%,29.01%,40.72%,55.29%,69.51%,81.18%,88.42%,93.44%,96.39%,97.71%,98.94%,99.19%,99.41%,99.66%,99.82%
140,3,2,6,2,3262,0.00%,0.00%,0.86%,2.19%,3.10%,7.58%,11.92%,19.91%,30.00%,43.17%,59.16%,74.29%,83.72%,90.71%,94.48%,96.69%,98.38%,99.03%,99.17%,99.67%,99.75%
141,3,2,7,0,3270,0.78%,6.20%,6.36%,7.66%,14.03%,20.33%,28.73%,40.46%,52.61%,65.63%,77.88%,86.73%,92.08%,95.64%,97.56%,98.66%,99.40%,99.55%,100.00%,100.00%,100.00%
142,3,2,7,1,3271,1.28%,1.49%,3.81%,5.82%,10.48%,15.88%,24.09%,33.33%,45.04%,57.75%,71.03%,82.26%,89.37%,93.65%,96.50%,98.58%,98.98%,99.41%,99.79%,100.00%,100.00%
143,3,2,7,2,3272,0.67%,0.79%,2.68%,3.37%,5.48%,9.83%,15.41%,23.15%,33.22%,45.75%,61.42%,75.43%,85.38%,90.99%,95.01%,97.69%,98.42%,99.13%,99.61%,100.00%,100.00%
144,4,1,0,0,4100,0.09%,0.32%,0.55%,1.06%,1.98%,3.60%,6.56%,11.68%,19.72%,31.97%,50.04%,67.96%,80.29%,88.34%,93.34%,96.34%,98.06%,99.00%,99.49%,99.79%,99.94%
145,4,1,0,1,4101,0.05%,0.22%,0.40%,0.76%,1.38%,2.63%,5.01%,9.34%,16.50%,28.01%,46.46%,65.52%,78.76%,87.36%,92.81%,95.96%,97.87%,98.88%,99.41%,99.75%,99.93%
146,4,1,0,2,4102,0.01%,0.13%,0.27%,0.53%,0.96%,1.98%,3.85%,7.52%,13.85%,24.64%,43.27%,63.39%,77.32%,86.53%,92.26%,95.69%,97.70%,98.78%,99.41%,99.75%,99.95%
147,4,1,1,0,4110,0.17%,0.37%,0.74%,1.56%,3.01%,5.11%,8.91%,15.08%,23.99%,36.65%,53.72%,70.54%,81.76%,89.26%,93.85%,96.81%,98.19%,99.04%,99.57%,99.84%,99.96%
148,4,1,1,1,4111,0.13%,0.50%,0.47%,1.15%,2.08%,3.77%,6.74%,11.89%,20.04%,31.85%,49.65%,67.45%,80.08%,88.05%,93.30%,96.28%,97.98%,98.98%,99.41%,99.65%,99.92%
149,4,1,1,2,4112,0.09%,0.20%,0.34%,0.82%,1.39%,2.58%,4.89%,9.41%,16.43%,27.92%,46.15%,65.24%,78.62%,87.31%,92.64%,95.91%,97.85%,98.94%,99.44%,99.71%,99.91%
150,4,1,2,0,4120,0.07%,0.90%,0.99%,1.69%,3.47%,6.22%,10.51%,17.68%,28.27%,42.07%,58.87%,74.13%,84.06%,90.74%,94.80%,97.38%,98.49%,99.25%,99.54%,99.82%,99.91%
151,4,1,2,1,4121,0.05%,0.39%,0.72%,1.32%,2.27%,4.30%,7.60%,13.53%,22.58%,35.44%,52.92%,70.19%,81.64%,88.90%,93.82%,96.71%,98.18%,99.09%,99.48%,99.80%,99.91%
152,4,1,2,2,4122,0.05%,0.19%,0.35%,0.71%,1.34%,2.90%,5.24%,9.64%,17.43%,29.38%,47.73%,66.45%,79.18%,87.57%,92.93%,96.14%,97.87%,98.92%,99.53%,99.67%,99.90%
153,4,1,3,0,4130,0.25%,0.78%,1.35%,1.41%,3.47%,6.44%,11.16%,19.00%,30.94%,47.47%,64.96%,77.68%,86.69%,92.47%,95.77%,97.59%,98.84%,99.29%,99.87%,100.00%,100.00%
154,4,1,3,1,4131,0.16%,0.57%,1.07%,1.22%,2.43%,4.66%,8.51%,15.21%,25.37%,39.96%,58.56%,73.77%,83.86%,90.80%,94.68%,97.06%,98.55%,99.25%,99.63%,99.89%,99.95%
155,4,1,3,2,4132,0.21%,0.40%,0.32%,0.88%,1.27%,2.70%,5.33%,9.95%,17.39%,29.39%,47.79%,66.47%,79.58%,87.63%,92.97%,96.31%,98.10%,98.97%,99.47%,99.78%,99.93%
156,4,1,4,0,4140,0.27%,0.14%,1.48%,2.84%,5.41%,7.97%,14.17%,21.90%,32.69%,45.03%,60.71%,75.41%,84.67%,91.09%,94.95%,97.51%,98.51%,99.28%,99.65%,99.81%,100.00%
157,4,1,4,1,4141,0.08%,0.72%,1.27%,1.98%,3.75%,6.18%,10.69%,17.12%,26.46%,38.28%,54.90%,71.12%,82.18%,89.22%,93.94%,96.78%,98.38%,99.21%,99.49%,99.88%,99.96%
158,4,1,4,2,4142,0.09%,0.28%,0.49%,1.11%,2.06%,3.75%,7.11%,12.59%,20.74%,32.23%,49.81%,67.96%,80.13%,88.08%,93.05%,96.23%,98.11%,99.08%,99.64%,99.88%,99.95%
159,4,1,5,0,4150,0.48%,1.43%,2.10%,2.61%,5.16%,9.64%,14.95%,24.50%,35.47%,51.35%,68.29%,80.21%,88.09%,92.86%,95.84%,97.80%,99.05%,99.39%,99.63%,99.78%,100.00%
160,4,1,5,1,4151,0.00%,0.51%,1.57%,1.36%,3.02%,7.11%,11.58%,19.24%,29.68%,43.72%,60.06%,75.13%,84.57%,91.13%,94.93%,97.31%,98.61%,99.50%,99.30%,99.82%,99.91%
161,4,1,5,2,4152,0.16%,0.16%,0.59%,1.31%,1.90%,3.74%,6.96%,12.15%,20.73%,32.63%,50.07%,67.86%,80.46%,88.42%,93.09%,96.28%,98.15%,98.95%,99.60%,99.86%,99.90%
162,4,1,6,0,4160,1.33%,1.38%,2.13%,2.76%,6.82%,11.78%,17.02%,28.63%,40.82%,56.61%,71.23%,82.13%,89.64%,94.04%,96.87%,98.23%,98.76%,99.35%,99.71%,100.00%,100.00%
163,4,1,6,1,4161,0.00%,0.53%,1.24%,2.42%,4.11%,7.86%,12.20%,21.65%,32.78%,47.14%,63.65%,76.94%,86.01%,91.84%,95.65%,97.50%,98.26%,99.23%,99.79%,99.84%,100.00%
164,4,1,6,2,4162,0.00%,0.48%,0.95%,1.04%,2.37%,3.79%,7.38%,13.41%,22.18%,33.59%,51.55%,69.05%,80.24%,88.54%,93.55%,96.38%,97.68%,98.84%,99.42%,100.00%,100.00%
165,4,1,7,0,4170,1.25%,1.40%,3.53%,5.75%,9.18%,14.94%,22.57%,33.25%,44.94%,60.21%,73.13%,83.90%,90.15%,94.48%,96.89%,98.53%,99.08%,99.22%,99.79%,99.61%,99.83%
166,4,1,7,1,4171,0.43%,1.89%,2.42%,4.10%,7.34%,12.10%,18.19%,26.84%,37.61%,50.70%,65.45%,77.93%,86.67%,92.38%,95.89%,97.78%,98.65%,99.28%,99.55%,99.62%,100.00%
167,4,1,7,2,4172,0.23%,1.25%,0.61%,2.73%,3.87%,6.13%,10.83%,16.56%,25.92%,37.52%,53.65%,70.26%,81.40%,89.21%,93.88%,96.63%,98.08%,98.97%,99.56%,99.53%,99.90%
168,4,2,0,0,4200,0.09%,0.29%,0.61%,1.29%,2.44%,4.55%,8.22%,14.29%,23.94%,38.54%,59.48%,78.14%,88.04%,93.71%,96.81%,98.41%,99.26%,99.60%,99.78%,99.89%,99.98%
169,4,2,0,1,4201,0.02%,0.21%,0.41%,0.87%,1.75%,3.31%,6.33%,11.53%,20.18%,34.16%,56.05%,76.27%,86.97%,93.17%,96.53%,98.29%,99.20%,99.62%,99.77%,99.87%,99.97%
170,4,2,0,2,4202,0.02%,0.15%,0.28%,0.60%,1.25%,2.49%,4.96%,9.32%,17.09%,30.25%,52.88%,74.53%,86.00%,92.64%,96.23%,98.13%,99.14%,99.57%,99.77%,99.86%,99.96%
171,4,2,1,0,4210,0.19%,0.51%,1.00%,2.01%,3.54%,6.54%,11.17%,18.25%,29.03%,43.27%,62.59%,79.96%,88.98%,94.19%,97.12%,98.48%,99.29%,99.62%,99.78%,99.83%,99.97%
172,4,2,1,1,4211,0.03%,0.34%,0.58%,1.28%,2.50%,4.61%,8.41%,14.68%,24.37%,38.23%,58.71%,77.86%,87.78%,93.51%,96.80%,98.39%,99.18%,99.62%,99.77%,99.84%,99.98%
173,4,2,1,2,4212,0.03%,0.23%,0.50%,0.77%,1.77%,3.19%,6.22%,11.49%,20.19%,33.92%,55.53%,76.07%,86.80%,93.10%,96.51%,98.23%,99.14%,99.60%,99.80%,99.90%,100.00%
174,4,2,2,0,4220,0.29%,0.38%,1.11%,2.30%,4.33%,7.62%,13.23%,21.54%,33.45%,49.80%,68.38%,82.91%,90.85%,95.18%,97.46%,98.83%,99.30%,99.73%,99.97%,99.78%,100.00%
175,4,2,2,1,4221,0.10%,0.22%,0.76%,1.63%,2.77%,5.43%,9.99%,16.68%,27.20%,42.58%,62.42%,79.91%,89.01%,94.20%,97.10%,98.52%,99.24%,99.65%,99.87%,99.91%,99.97%
176,4,2,2,2,4222,0.02%,0.19%,0.47%,0.95%,1.73%,3.51%,6.59%,12.17%,21.24%,35.94%,57.42%,77.18%,87.50%,93.35%,96.66%,98.30%,99.20%,99.66%,99.84%,99.94%,99.99%
177,4,2,3,0,4230,0.20%,0.44%,1.08%,2.86%,3.73%,7.90%,13.61%,23.48%,37.37%,56.13%,74.10%,86.00%,92.57%,96.10%,98.12%,99.04%,99.36%,99.83%,99.92%,100.00%,100.00%
178,4,2,3,1,4231,0.23%,0.45%,0.68%,1.48%,3.01%,6.10%,10.40%,18.32%,30.53%,48.63%,67.98%,82.64%,90.43%,95.02%,97.32%,98.79%,99.43%,99.73%,99.85%,99.93%,100.00%
179,4,2,3,2,4232,0.04%,0.14%,0.32%,0.98%,1.68%,3.35%,6.73%,12.23%,21.34%,36.00%,57.44%,76.94%,87.36%,93.34%,96.51%,98.34%,99.20%,99.69%,99.88%,99.93%,100.00%
180,4,2,4,0,4240,0.37%,0.80%,1.68%,3.68%,6.49%,10.49%,17.03%,26.31%,37.89%,52.35%,69.32%,83.35%,91.05%,95.22%,97.66%,98.61%,99.48%,99.69%,99.94%,99.89%,100.00%
181,4,2,4,1,4241,0.24%,0.60%,0.90%,2.60%,4.20%,7.42%,12.64%,20.92%,31.33%,44.90%,63.64%,80.59%,89.34%,94.17%,97.20%,98.60%,99.32%,99.57%,99.76%,99.91%,99.91%
182,4,2,4,2,4242,0.07%,0.35%,0.55%,1.15%,2.47%,4.80%,8.65%,15.30%,24.89%,38.77%,58.97%,78.11%,87.79%,93.40%,96.77%,98.42%,99.27%,99.49%,99.79%,99.82%,99.97%
183,4,2,5,0,4250,0.59%,0.82%,1.02%,3.21%,6.94%,10.97%,18.47%,28.69%,42.88%,60.41%,77.73%,87.34%,93.49%,96.58%,98.09%,99.24%,99.49%,99.77%,99.85%,99.70%,100.00%
184,4,2,5,1,4251,0.33%,0.61%,0.64%,2.58%,4.77%,8.14%,14.37%,23.11%,35.11%,51.15%,69.00%,83.45%,90.80%,95.44%,97.68%,99.01%,99.34%,99.57%,100.00%,100.00%,100.00%
185,4,2,5,2,4252,0.06%,0.42%,0.49%,1.51%,2.56%,4.80%,8.51%,15.23%,25.06%,38.84%,59.10%,78.09%,88.16%,93.88%,96.72%,98.50%,99.27%,99.66%,99.78%,99.96%,100.00%
186,4,2,6,0,4260,0.38%,1.19%,1.56%,4.27%,8.22%,13.74%,21.99%,33.62%,48.68%,65.03%,79.79%,88.98%,94.27%,97.09%,98.38%,99.13%,99.68%,99.71%,100.00%,100.00%,99.78%
187,4,2,6,1,4261,0.21%,0.35%,1.22%,2.37%,5.63%,9.89%,16.38%,25.91%,39.76%,54.99%,72.06%,85.26%,91.74%,95.83%,97.94%,98.91%,99.48%,99.67%,99.90%,100.00%,100.00%
188,4,2,6,2,4262,0.00%,0.00%,0.34%,1.13%,2.42%,5.24%,9.28%,16.60%,27.52%,40.57%,60.09%,78.47%,88.16%,93.26%,96.91%,98.21%,99.41%,99.55%,99.90%,100.00%,99.83%
189,4,2,7,0,4270,0.78%,1.81%,3.57%,5.73%,11.25%,17.24%,26.81%,38.31%,51.39%,67.34%,81.71%,89.67%,94.67%,97.25%,98.86%,99.33%,99.83%,99.78%,99.74%,99.73%,99.75%
190,4,2,7,1,4271,0.44%,0.88%,1.73%,4.79%,7.95%,13.08%,21.47%,31.27%,43.39%,57.48%,73.65%,85.92%,92.14%,96.19%,98.19%,98.99%,99.47%,99.85%,99.79%,99.93%,99.93%
191,4,2,7,2,4272,0.09%,0.23%,0.42%,2.51%,3.80%,7.54%,12.83%,20.42%,30.55%,43.54%,62.31%,79.89%,88.79%,94.17%,97.13%,98.43%,99.20%,99.74%,99.64%,99.93%,99.94%
192,5,1,0,0,5100,0.04%,0.15%,0.25%,0.44%,0.93%,2.01%,3.99%,7.88%,14.86%,26.96%,49.99%,72.99%,85.17%,92.14%,95.93%,97.98%,99.04%,99.56%,99.77%,99.89%,99.98%
193,5,1,0,1,5101,0.02%,0.09%,0.14%,0.25%,0.57%,1.27%,2.65%,5.58%,11.29%,21.98%,45.68%,70.70%,83.86%,91.38%,95.56%,97.80%,98.96%,99.50%,99.76%,99.88%,99.98%
194,5,1,0,2,5102,0.00%,0.02%,0.08%,0.13%,0.33%,0.79%,1.73%,3.91%,8.47%,17.66%,41.78%,68.62%,82.67%,90.72%,95.22%,97.61%,98.88%,99.46%,99.72%,99.90%,99.97%
195,5,1,1,0,5110,0.10%,0.23%,0.50%,0.83%,1.64%,3.41%,6.19%,11.57%,20.22%,32.68%,54.11%,75.07%,86.34%,92.87%,96.26%,98.11%,99.08%,99.58%,99.78%,99.90%,99.96%
196,5,1,1,1,5111,0.04%,0.19%,0.24%,0.49%,1.02%,2.14%,4.27%,8.34%,15.54%,26.85%,49.15%,72.51%,84.75%,92.03%,95.88%,97.91%,99.01%,99.45%,99.82%,99.88%,99.95%
197,5,1,1,2,5112,0.00%,0.06%,0.13%,0.21%,0.54%,1.18%,2.58%,5.55%,11.38%,21.85%,45.14%,70.49%,83.63%,91.40%,95.56%,97.78%,98.93%,99.45%,99.74%,99.90%,99.94%
198,5,1,2,0,5120,0.00%,0.29%,0.42%,1.02%,1.84%,3.83%,7.49%,13.75%,24.06%,39.63%,60.67%,78.78%,88.49%,93.95%,96.92%,98.44%,99.23%,99.73%,99.86%,99.95%,100.00%
199,5,1,2,1,5121,0.05%,0.39%,0.26%,0.55%,1.15%,2.31%,4.79%,9.64%,17.97%,31.39%,53.65%,74.90%,86.27%,92.83%,96.25%,98.12%,99.11%,99.60%,99.81%,99.88%,99.99%
200,5,1,2,2,5122,0.02%,0.05%,0.10%,0.23%,0.54%,1.26%,2.60%,5.84%,12.15%,23.76%,47.31%,71.51%,84.32%,91.65%,95.76%,97.92%,98.98%,99.54%,99.86%,99.87%,99.98%
201,5,1,3,0,5130,0.00%,0.27%,0.84%,0.95%,1.85%,4.17%,8.14%,14.87%,26.55%,46.13%,68.45%,82.83%,90.55%,95.11%,97.68%,98.89%,99.42%,99.72%,99.96%,100.00%,100.00%
202,5,1,3,1,5131,0.00%,0.00%,0.32%,0.63%,0.92%,2.61%,5.48%,10.42%,20.19%,37.32%,60.72%,78.67%,88.57%,94.00%,96.90%,98.52%,99.17%,99.61%,99.86%,99.90%,100.00%
203,5,1,3,2,5132,0.00%,0.00%,0.09%,0.24%,0.47%,1.33%,2.79%,5.83%,12.12%,23.86%,47.74%,71.56%,84.35%,91.78%,95.73%,97.92%,99.00%,99.53%,99.79%,99.85%,99.97%
204,5,1,4,0,5140,0.07%,0.45%,1.39%,1.40%,3.37%,6.72%,11.17%,19.55%,29.89%,42.58%,61.98%,79.34%,88.81%,94.15%,96.94%,98.57%,99.37%,99.69%,99.90%,100.00%,100.00%
205,5,1,4,1,5141,0.12%,0.31%,0.66%,1.06%,1.96%,4.06%,7.92%,14.19%,23.07%,34.50%,55.23%,75.67%,86.66%,92.93%,96.50%,98.20%,99.13%,99.60%,99.87%,99.98%,100.00%
206,5,1,4,2,5142,0.04%,0.00%,0.32%,0.51%,1.05%,2.03%,4.40%,9.01%,16.35%,27.22%,49.45%,72.72%,85.14%,92.12%,95.99%,97.96%,99.08%,99.57%,99.86%,99.90%,100.00%
207,5,1,5,0,5150,0.00%,0.52%,0.92%,1.98%,3.59%,5.74%,12.13%,20.29%,31.80%,50.67%,71.84%,84.77%,91.99%,95.59%,97.76%,98.97%,99.24%,99.72%,99.75%,100.00%,100.00%
208,5,1,5,1,5151,0.00%,0.61%,0.58%,1.36%,2.22%,4.25%,8.48%,15.74%,25.11%,40.94%,61.88%,79.38%,88.70%,93.76%,96.99%,98.64%,99.13%,99.57%,99.78%,99.88%,100.00%
209,5,1,5,2,5152,0.00%,0.08%,0.18%,0.39%,1.00%,2.16%,4.64%,8.86%,16.64%,27.61%,49.60%,72.94%,84.90%,92.06%,96.01%,98.07%,99.04%,99.54%,99.69%,99.96%,99.97%
210,5,1,6,0,5160,0.70%,0.53%,0.87%,3.25%,3.72%,8.03%,13.94%,23.79%,39.29%,57.71%,74.06%,86.49%,92.54%,96.48%,98.04%,98.99%,99.42%,99.84%,99.86%,99.88%,100.00%
211,5,1,6,1,5161,0.13%,0.43%,0.50%,1.19%,2.95%,5.09%,9.96%,17.51%,29.82%,46.31%,65.23%,81.56%,89.83%,94.74%,97.27%,98.60%,99.39%,99.84%,99.70%,99.95%,99.96%
212,5,1,6,2,5162,0.00%,0.26%,0.00%,0.68%,1.23%,2.43%,4.65%,9.74%,17.65%,29.86%,50.39%,73.89%,85.41%,92.30%,95.87%,97.97%,99.02%,99.52%,99.61%,99.81%,99.93%
213,5,1,7,0,5170,0.00%,1.36%,1.53%,3.18%,6.58%,11.97%,19.33%,30.23%,43.31%,59.67%,76.70%,87.12%,93.21%,96.96%,98.39%,99.26%,99.63%,99.96%,99.93%,99.88%,100.00%
214,5,1,7,1,5171,0.32%,1.18%,1.79%,2.49%,3.92%,8.25%,15.26%,24.10%,34.97%,49.29%,67.81%,82.50%,90.52%,94.64%,97.47%,98.83%,99.35%,99.64%,99.88%,99.96%,100.00%
215,5,1,7,2,5172,0.00%,0.41%,0.87%,1.09%,1.97%,4.05%,8.34%,14.13%,22.75%,33.27%,53.84%,75.10%,86.29%,92.32%,96.30%,98.15%,99.18%,99.57%,99.73%,99.88%,100.00%
216,5,2,0,0,5200,0.03%,0.11%,0.28%,0.58%,1.19%,2.52%,5.08%,9.86%,18.46%,33.29%,61.73%,85.95%,93.46%,97.07%,98.74%,99.47%,99.79%,99.91%,99.96%,99.99%,99.99%
217,5,2,0,1,5201,0.01%,0.05%,0.16%,0.37%,0.72%,1.61%,3.43%,7.11%,14.19%,27.52%,57.61%,84.58%,92.79%,96.77%,98.60%,99.42%,99.77%,99.90%,99.96%,99.99%,100.00%
218,5,2,0,2,5202,0.01%,0.03%,0.10%,0.20%,0.42%,0.99%,2.27%,4.99%,10.74%,22.36%,53.72%,83.28%,92.15%,96.46%,98.47%,99.36%,99.74%,99.88%,99.95%,99.98%,100.00%
219,5,2,1,0,5210,0.09%,0.27%,0.49%,1.05%,1.95%,4.04%,7.88%,14.22%,24.57%,39.42%,65.06%,87.18%,94.07%,97.38%,98.86%,99.49%,99.77%,99.89%,99.97%,99.98%,100.00%
220,5,2,1,1,5211,0.02%,0.09%,0.30%,0.64%,1.20%,2.61%,5.29%,10.49%,19.36%,32.85%,60.39%,85.72%,93.34%,96.99%,98.72%,99.47%,99.75%,99.90%,99.97%,100.00%,100.00%
221,5,2,1,2,5212,0.01%,0.06%,0.19%,0.29%,0.67%,1.50%,3.31%,7.10%,14.52%,27.11%,56.90%,84.34%,92.76%,96.68%,98.59%,99.39%,99.80%,99.88%,99.93%,99.98%,100.00%
222,5,2,2,0,5220,0.06%,0.25%,0.64%,1.08%,2.53%,4.89%,9.23%,16.99%,29.92%,48.18%,72.10%,89.38%,95.07%,97.87%,99.06%,99.58%,99.86%,99.95%,99.96%,99.97%,99.97%
223,5,2,2,1,5221,0.02%,0.10%,0.21%,0.77%,1.53%,3.22%,6.09%,12.03%,22.43%,38.60%,65.23%,87.11%,94.05%,97.45%,98.87%,99.52%,99.82%,99.92%,99.96%,99.98%,100.00%
224,5,2,2,2,5222,0.01%,0.04%,0.11%,0.33%,0.76%,1.62%,3.35%,7.37%,15.44%,29.87%,59.52%,85.16%,93.12%,96.91%,98.68%,99.47%,99.76%,99.90%,99.96%,99.99%,99.99%
225,5,2,3,0,5230,0.00%,0.21%,0.69%,1.04%,2.63%,5.07%,9.71%,18.51%,32.58%,56.73%,80.55%,91.79%,96.29%,98.35%,99.23%,99.66%,99.89%,99.97%,100.00%,100.00%,100.00%
226,5,2,3,1,5231,0.00%,0.08%,0.30%,0.69%,1.55%,3.21%,6.77%,13.64%,25.10%,46.76%,73.18%,89.43%,95.14%,97.90%,99.14%,99.55%,99.88%,99.93%,100.00%,100.00%,100.00%
227,5,2,3,2,5232,0.00%,0.00%,0.17%,0.34%,0.66%,1.54%,3.56%,7.47%,15.32%,30.07%,59.42%,85.20%,93.08%,96.96%,98.66%,99.44%,99.82%,99.89%,99.99%,100.00%,100.00%
228,5,2,4,0,5240,0.18%,0.67%,1.05%,2.00%,3.94%,7.78%,14.14%,23.14%,35.39%,49.99%,72.18%,89.55%,95.21%,97.93%,99.10%,99.57%,99.87%,99.93%,100.00%,100.00%,100.00%
229,5,2,4,1,5241,0.09%,0.18%,0.67%,1.32%,2.40%,5.07%,9.76%,17.40%,27.58%,40.98%,65.83%,87.43%,94.20%,97.41%,98.88%,99.50%,99.80%,99.91%,100.00%,99.97%,100.00%
230,5,2,4,2,5242,0.02%,0.08%,0.35%,0.49%,1.26%,2.78%,5.47%,11.40%,20.13%,33.21%,60.59%,85.75%,93.46%,97.05%,98.74%,99.45%,99.73%,99.89%,99.97%,99.98%,100.00%
231,5,2,5,0,5250,0.11%,0.81%,1.13%,2.04%,4.41%,7.92%,14.30%,25.63%,39.22%,61.06%,83.10%,92.59%,96.70%,98.38%,99.40%,99.71%,99.90%,100.00%,100.00%,100.00%,99.86%
