Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Ovaltine,2542,720.0,Larold,32,11.0,FO,291.0,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,GOP,KGB,FO,FO,K,,,,,1
Boomer Fisher,2933,310.0,Larold,32,11.0,FO,299.0,T1,1,0,0,0,-2.18%,2.18%,0,0,1,1,1,GOP,KGB,FO,FO,K,,,,,1
Mark Schihne,2544,512.0,Larold,32,11.0,LGO,499.0,T1,2,0,0,0,-1.76%,1.76%,0,0,1,1,1,GOP,KGB,LGO,LGO,LGO,,,,,1
cocl,487,730.0,Guillermo Griffey III,2829,401.0,K,329.0,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,KGB,GOP,K,K,K,,,,,1
Vader Page,2657,145.0,Guillermo Griffey III,2829,104.0,2B,41.0,B1,1,0,0,0,4.73%,-4.73%,0,1,2,1,1,KGB,GOP,2B,2B,2B,,,,,1
Dill Doe,2735,41.0,Guillermo Griffey III,2829,989.0,2B,52.0,B1,1,2,0,0,11.27%,-11.27%,1,0,2,1,1,KGB,GOP,2B,2B,2B,,2829.0,,,1
Skarch McGooter,2914,327.0,Guillermo Griffey III,2829,112.0,FO,215.0,B1,1,2,1,0,-2.93%,2.93%,0,0,2,1,1,KGB,GOP,FO,FO,FO,,,,,1
Emerson,703,211.0,Guillermo Griffey III,2829,500.0,K,289.0,B1,2,2,1,0,-4.01%,4.01%,0,0,2,1,1,KGB,GOP,K,K,K,,,,,1
Noooooot,2555,408.0,Larold,32,426.0,HR,18.0,T2,0,0,1,0,13.02%,-13.02%,1,1,3,1,1,GOP,KGB,HR,HR,HR,,,,32.0,1
M'reddie Confinedman,2499,11.0,Larold,32,88.0,2B,77.0,T2,0,0,1,1,6.81%,-6.81%,0,0,3,1,1,GOP,KGB,2B,2B,1B,,,,,1
Stupido Einsteiny,2866,239.0,Larold,32,624.0,PO,385.0,T2,0,2,1,1,-4.42%,4.42%,0,0,3,1,1,GOP,KGB,PO,PO,PO,,,,,1
Streetlamp LeMoose,1734,355.0,Larold,32,999.0,PO,356.0,T2,1,2,1,1,-4.15%,4.15%,0,0,3,1,1,GOP,KGB,PO,PO,K,,,,,1
Doc Otis,2256,333.0,Larold,32,701.0,K,368.0,T2,2,2,1,1,-5.35%,5.35%,0,0,3,1,1,GOP,KGB,K,PO,K,,,,,1
C. T. Bailiff,2877,111.0,Guillermo Griffey III,2829,1.0,1B,110.0,B2,0,0,1,1,2.94%,-2.94%,0,0,4,1,1,KGB,GOP,1B,1B,1B,,,,,1
C. T. Bailiff,2877,420.0,Guillermo Griffey III,2829,600.0,SB,180.0,B2,0,1,1,1,3.83%,-3.83%,0,0,4,1,1,KGB,GOP,STEAL 2B,STEAL 2B,SB,,,,,4
Antony Joy,2949,231.0,Guillermo Griffey III,2829,765.0,LGO,466.0,B2,0,2,1,1,-4.43%,4.43%,0,0,4,1,1,KGB,GOP,LGO,LGO,LGO,,,,,1
Smokey Zygowski,2945,911.0,Guillermo Griffey III,2829,2.0,1B,91.0,B2,1,2,1,1,5.31%,-5.31%,0,0,4,1,1,KGB,GOP,1B,1B,1B,,,,,1
Homer Nocker,606,366.0,Guillermo Griffey III,2829,789.0,PO,423.0,B2,1,5,1,1,-7.39%,7.39%,0,0,4,1,1,KGB,GOP,PO,PO,DP,,,,,1
cocl,487,730.0,Guillermo Griffey III,2829,531.0,FO,199.0,B2,2,5,1,1,-7.39%,7.39%,0,0,4,1,1,KGB,GOP,FO,FO,FO,,,,,1
Hank Braun,2507,333.0,Larold,32,8.0,K,325.0,T3,0,0,1,1,-3.03%,3.03%,0,0,5,1,1,GOP,KGB,K,K,K,,,,,1
Ovaltine,2542,314.0,Larold,32,8.0,K,306.0,T3,1,0,1,1,-2.74%,2.74%,0,0,5,1,1,GOP,KGB,K,K,K,,,,,1
Boomer Fisher,2933,888.0,Larold,32,888.0,HR,0.0,T3,2,0,1,1,16.27%,-16.27%,1,1,5,1,1,GOP,KGB,HR,HR,HR,,,,32.0,1
Mark Schihne,2544,888.0,Larold,32,88.0,FO,200.0,T3,2,0,1,2,-1.82%,1.82%,0,0,5,1,1,GOP,KGB,FO,FO,FO,,,,,1
Vader Page,2657,192.0,Guillermo Griffey III,2829,397.0,FO,205.0,B3,0,0,1,2,-3.58%,3.58%,0,0,6,1,1,KGB,GOP,FO,FO,FO,,,,,1
Dill Doe,2735,600.0,Guillermo Griffey III,2829,398.0,K,202.0,B3,1,0,1,2,-3.10%,3.10%,0,0,6,1,1,KGB,GOP,K,K,FO,,,,,1
Skarch McGooter,2914,420.0,Guillermo Griffey III,2829,69.0,K,351.0,B3,2,0,1,2,-2.59%,2.59%,0,0,6,1,1,KGB,GOP,K,K,K,,,,,1
