Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Pierre Bryant,1771.0,357.0,Cagney O’verpaid,1743.0,779.0,RGO,422.0,T1,0,0,0,0,-2.52%,2.52%,0,0,1,1,1,CCU,NCS,RGO,RGO,RGO,1
Truck Month,1794.0,214.0,Cagney O’verpaid,1743.0,269.0,1B,55.0,T1,1,0,0,0,3.21%,-3.21%,0,1,1,1,1,CCU,NCS,1B,1B,2B,1
Scott Medge,1728.0,822.0,Cagney O’verpaid,1743.0,899.0,1B,77.0,T1,1,1,0,0,4.63%,-4.63%,0,1,1,1,1,CCU,NCS,1B,1B,1B,1
Late Train Dave Vein,1691.0,589.0,Cagney O’verpaid,1743.0,504.0,1B,85.0,T1,1,4,0,0,8.24%,-8.24%,0,0,1,1,1,CCU,NCS,1B,1B,1B,1
Mantis Toboggan,1802.0,124.0,Cagney O’verpaid,1743.0,11.0,1B,113.0,T1,1,7,0,0,8.99%,-8.99%,1,0,1,1,1,CCU,NCS,1B,1B,1B,1
Michael Realman,1735.0,776.0,Cagney O’verpaid,1743.0,969.0,Sac,193.0,T1,1,7,0,1,-2.55%,2.55%,1,0,1,1,1,CCU,NCS,FO,Sac,Sac,1
David Unjust,,404.0,Cagney O’verpaid,1743.0,703.0,K,299.0,T1,2,4,0,2,-4.87%,4.87%,0,0,1,1,1,CCU,NCS,K,K,K,1
Jason Varitek,1810.0,742.0,Dillon Cheer,1686.0,652.0,1B,90.0,B1,0,0,0,2,3.41%,-3.41%,0,0,2,1,1,NCS,CCU,1B,1B,1B,1
Zack Markel,1721.0,450.0,Dillon Cheer,1686.0,993.0,DP,457.0,B1,0,1,0,2,-8.83%,8.83%,0,0,2,1,1,NCS,CCU,LGO,DP,DP,1
Dirk Leschnewski,1781.0,456.0,Dillon Cheer,1686.0,507.0,1B,51.0,B1,2,0,0,2,1.60%,-1.60%,0,0,2,1,1,NCS,CCU,1B,1B,2B,1
Oliver Flame,1689.0,297.0,Dillon Cheer,1686.0,96.0,FO,201.0,B1,2,1,0,2,-3.13%,3.13%,0,0,2,1,1,NCS,CCU,FO,FO,FO,1
Jaxson Martyn,1731.0,708.0,Cagney O’verpaid,1743.0,344.0,K,364.0,T2,0,0,0,2,-1.87%,1.87%,0,0,3,1,1,CCU,NCS,K,K,K,1
Sal Grommet,1688.0,254.0,Cagney O’verpaid,1743.0,56.0,FO,198.0,T2,1,0,0,2,-1.76%,1.76%,0,0,3,1,1,CCU,NCS,FO,FO,FO,1
