Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,PA Type
Eli Sasak,607,357.0,Oral Nanny,495,383.0,2B,26.0,T1,0,0,0,0,,,0,0,1,1,1,MIC,UWO,2B,2B,,1
Kanye East,506,811.0,Oral Nanny,495,134.0,K,323.0,T1,0,2,0,0,,,0,0,1,1,1,MIC,UWO,K,K,,1
Richard Donkus IV,582,500.0,Oral Nanny,495,795.0,K,295.0,T1,1,2,0,0,,,0,0,1,1,1,MIC,UWO,K,K,,1
Homer Nocker,606,310.0,Oral Nanny,495,773.0,LGO,463.0,T1,2,2,0,0,,,0,0,1,1,1,MIC,UWO,LGO,LGO,,1
Finn Elvis,543,765.0,Callie Braden,604,1.0,FO,236.0,B1,0,0,0,0,,,0,0,2,1,1,UWO,MIC,FO,FO,,1
Stubby Footman,539,400.0,Callie Braden,604,316.0,1B,84.0,B1,1,0,0,0,,,0,0,2,1,1,UWO,MIC,1B,1B,,1
Blose Blerblanblez,483,669.0,Callie Braden,604,6.0,K,337.0,B1,1,1,0,0,,,0,0,2,1,1,UWO,MIC,K,K,,1
Rage Cagemeister,475,451.0,Callie Braden,604,89.0,K,362.0,B1,2,1,0,0,,,0,0,2,1,1,UWO,MIC,K,K,,1
Deku Matsui,570,89.0,Tyler Palmatier,258,371.0,K,282.0,T2,0,0,0,0,,,0,0,3,1,1,MIC,UWO,K,K,,1
Devaunte Rider,531,451.0,Tyler Palmatier,258,713.0,FO,262.0,T2,1,0,0,0,,,0,0,3,1,1,MIC,UWO,FO,FO,,1
Harry Paratesstykals,491,173.0,Tyler Palmatier,258,852.0,K,321.0,T2,2,0,0,0,,,0,0,3,1,1,MIC,UWO,K,K,,1
Mike Hunt,496,502.0,Callie Braden,604,889.0,K,337.0,B2,0,0,0,0,,,0,0,4,1,1,UWO,MIC,K,K,,1
R.K. Maroon,509,521.0,Callie Braden,604,938.0,RGO,417.0,B2,1,0,0,0,,,0,0,4,1,1,UWO,MIC,RGO,RGO,,1
Bill Bisquick,473,777.0,Callie Braden,604,1000.0,K,223.0,B2,2,0,0,0,,,0,0,4,1,1,UWO,MIC,K,K,,1
Austin Otterson,593,219.0,Xerxes Dalin,474,12.0,FO,207.0,T3,0,0,0,0,,,0,0,5,1,1,MIC,UWO,FO,FO,,1
Trey Womancini,554,6.0,Xerxes Dalin,474,12.0,HR,6.0,T3,1,0,0,0,,,1,1,5,1,1,MIC,UWO,HR,HR,,1
