Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral
Captain Harry C Legs,480,808.0,Spike Suzuki,22,324.0,LGO,484.0,T1,0,0,0,0,-2.52%,2.52%,0,0,1,1,1,TOR,BOS,LGO,LGO,LGO
Scherbie Fully-Loaded,679,365.0,Spike Suzuki,22,857.0,LGO,492.0,T1,1,0,0,0,-2.52%,2.52%,0,0,1,1,1,TOR,BOS,LGO,LGO,LGO
Prince Fuzzdong,630,540.0,Spike Suzuki,22,471.0,1B,69.0,T1,2,0,0,0,1.77%,-1.77%,0,0,1,1,1,TOR,BOS,1B,1B,1B
Sven Jorgenson,405,472.0,Spike Suzuki,22,611.0,1B,139.0,T1,2,1,0,0,3.02%,-3.02%,0,0,1,1,1,TOR,BOS,1B,BB,BB
S.A.R. Dinka,395,948.0,Spike Suzuki,22,503.0,LGO,445.0,T1,2,5,0,0,-6.53%,6.53%,0,0,1,1,1,TOR,BOS,LGO,LGO,RGO
Eric Leeder,29,333.0,Ryan Gastings,394,387.0,2B,54.0,B1,0,0,0,0,6.76%,-6.76%,0,0,2,1,1,BOS,TOR,2B,2B,2B
Brian Zucchini,33,879.0,Ryan Gastings,394,490.0,RGO,389.0,B1,0,2,0,0,-0.33%,0.33%,0,0,2,1,1,BOS,TOR,RGO,RGO,PO
Yeety Pete,685,777.0,Ryan Gastings,394,109.0,K,332.0,B1,1,3,0,0,-7.88%,7.88%,0,0,2,1,1,BOS,TOR,K,K,K
Dixon Uraz,34,320.0,Ryan Gastings,394,673.0,RGO,353.0,B1,2,3,0,0,-5.34%,5.34%,0,0,2,1,1,BOS,TOR,RGO,RGO,K
Graham Grams,400,957.0,Spike Suzuki,22,830.0,BB,127.0,T2,0,0,0,0,4.19%,-4.19%,0,1,3,1,1,TOR,BOS,BB,BB,1B
Phoenix Wright,574,192.0,Spike Suzuki,22,217.0,HR,25.0,T2,0,1,0,0,17.88%,-17.88%,2,1,3,1,1,TOR,BOS,HR,HR,3B
Tsun Dere,674,440.0,Spike Suzuki,22,155.0,K,285.0,T2,0,0,0,2,-1.87%,1.87%,0,0,3,1,1,TOR,BOS,K,K,K
Qwerty Jenkins,658,333.0,Spike Suzuki,22,2.0,K,331.0,T2,1,0,0,2,-1.76%,1.76%,0,0,3,1,1,TOR,BOS,K,K,K
Captain Harry C Legs,480,960.0,Spike Suzuki,22,110.0,BB,150.0,T2,2,0,0,2,1.49%,-1.49%,0,0,3,1,1,TOR,BOS,BB,BB,BB
Scherbie Fully-Loaded,679,747.0,Spike Suzuki,22,286.0,LGO,461.0,T2,2,1,0,2,-2.92%,2.92%,0,0,3,1,1,TOR,BOS,LGO,LGO,LGO
Nate Lewis,24,909.0,Ryan Gastings,394,245.0,RGO,336.0,B2,0,0,0,2,-3.08%,3.08%,0,0,4,1,1,BOS,TOR,RGO,RGO,K
Dominus Nominus,278,745.0,Ryan Gastings,394,12.0,FO,267.0,B2,1,0,0,2,-2.95%,2.95%,0,0,4,1,1,BOS,TOR,FO,FO,FO
Delta Airlines,622,429.0,Ryan Gastings,394,608.0,BB,179.0,B2,2,0,0,2,2.30%,-2.30%,0,0,4,1,1,BOS,TOR,BB,FO,FO
walnuts labonte,261,555.0,Ryan Gastings,394,788.0,FO,233.0,B2,2,1,0,2,-3.82%,3.82%,0,0,4,1,1,BOS,TOR,FO,FO,FO
Prince Fuzzdong,630,640.0,Spike Suzuki,22,363.0,FO,277.0,T3,0,0,0,2,-1.80%,1.80%,0,0,5,1,1,TOR,BOS,FO,K,FO
Sven Jorgenson,405,352.0,Spike Suzuki,22,302.0,2B,50.0,T3,1,0,0,2,3.77%,-3.77%,0,1,5,1,1,TOR,BOS,2B,2B,2B
S.A.R. Dinka,395,512.0,Spike Suzuki,22,246.0,FO,266.0,T3,1,2,0,2,-3.11%,3.11%,0,0,5,1,1,TOR,BOS,FO,FO,FO
Graham Grams,400,673.0,Spike Suzuki,22,747.0,1B,74.0,T3,2,2,0,2,7.88%,-7.88%,1,0,5,1,1,TOR,BOS,1B,1B,1B
Phoenix Wright,574,731.0,Spike Suzuki,22,930.0,FO,199.0,T3,2,1,0,3,-1.64%,1.64%,0,0,5,1,1,TOR,BOS,FO,FO,FO
Rusty Shackleford,25,23.0,Ryan Gastings,394,691.0,RGO,332.0,B3,0,0,0,3,-2.97%,2.97%,0,0,6,1,1,BOS,TOR,RGO,RGO,K
Eric Leeder,29,248.0,Ryan Gastings,394,412.0,BB,164.0,B3,1,0,0,3,3.83%,-3.83%,0,0,6,1,1,BOS,TOR,BB,BB,BB
Brian Zucchini,33,327.0,Ryan Gastings,394,972.0,DP,355.0,B3,1,1,0,3,-8.01%,8.01%,0,0,6,1,1,BOS,TOR,RGO,DP,K
Tsun Dere,674,834.0,Thatisno Pinettar,585,904.0,2B,70.0,T4,0,0,0,3,3.13%,-3.13%,0,0,7,1,1,TOR,BOS,2B,2B,1B
Qwerty Jenkins,658,999.0,Thatisno Pinettar,585,397.0,PO,398.0,T4,0,2,0,3,-2.30%,2.30%,0,0,7,1,1,TOR,BOS,PO,PO,PO
Captain Harry C Legs,480,433.0,Thatisno Pinettar,585,631.0,FO,198.0,T4,1,2,0,3,-1.43%,1.43%,0,0,7,1,1,TOR,BOS,FO,FO,FO
Scherbie Fully-Loaded,679,408.0,Thatisno Pinettar,585,53.0,PO,355.0,T4,2,2,0,3,-2.84%,2.84%,0,0,7,1,1,TOR,BOS,PO,PO,K
Yeety Pete,685,200.0,Ryan Gastings,394,590.0,RGO,390.0,B4,0,0,0,3,-3.22%,3.22%,0,0,8,1,1,BOS,TOR,RGO,RGO,PO
Dixon Uraz,34,369.0,Ryan Gastings,394,790.0,LGO,421.0,B4,1,0,0,3,-2.60%,2.60%,0,0,8,1,1,BOS,TOR,LGO,LGO,RGO
Nate Lewis,24,306.0,Ryan Gastings,394,432.0,1B,126.0,B4,2,0,0,3,1.92%,-1.92%,0,0,8,1,1,BOS,TOR,1B,1B,1B
Dominus Nominus,278,790.0,Ryan Gastings,394,881.0,1B,91.0,B4,2,1,0,3,4.14%,-4.14%,0,0,8,1,1,BOS,TOR,1B,1B,1B
Delta Airlines,622,599.0,Ryan Gastings,394,168.0,LGO,431.0,B4,2,5,0,3,-7.72%,7.72%,0,0,8,1,1,BOS,TOR,LGO,LGO,RGO
Prince Fuzzdong,630,316.0,Thatisno Pinettar,585,1000.0,PO,316.0,T5,0,0,0,3,-0.82%,0.82%,0,0,9,1,1,TOR,BOS,PO,PO,K
Sven Jorgenson,405,308.0,Thatisno Pinettar,585,730.0,RGO,422.0,T5,1,0,0,3,-0.96%,0.96%,0,0,9,1,1,TOR,BOS,RGO,RGO,RGO
S.A.R. Dinka,395,828.0,Thatisno Pinettar,585,374.0,LGO,454.0,T5,2,0,0,3,-0.98%,0.98%,0,0,9,1,1,TOR,BOS,LGO,LGO,LGO
walnuts labonte,261,778.0,Ryan Gastings,394,611.0,BB,167.0,B5,0,0,0,3,4.78%,-4.78%,0,0,10,1,1,BOS,TOR,BB,BB,BB
Rusty Shackleford,25,333.0,Ryan Gastings,394,828.0,DP,495.0,B5,0,1,0,3,-10.88%,10.88%,0,0,10,1,1,BOS,TOR,LGO,DP,DP
Eric Leeder,29,118.0,Ryan Gastings,394,902.0,FO,216.0,B5,2,0,0,3,-1.28%,1.28%,0,0,10,1,1,BOS,TOR,FO,FO,FO
Graham Grams,400,212.0,Thatisno Pinettar,585,247.0,2B,35.0,T6,0,0,0,3,1.12%,-1.12%,0,0,11,1,1,TOR,BOS,2B,2B,2B
Phoenix Wright,574,696.0,Frank Rivers,471,316.0,K,380.0,T6,0,2,0,3,-0.87%,0.87%,0,0,11,1,1,TOR,BOS,K,K,PO
Tsun Dere,674,185.0,Frank Rivers,471,10.0,FO,175.0,T6,1,2,0,3,-0.80%,0.80%,0,0,11,1,1,TOR,BOS,FO,FO,BB
Qwerty Jenkins,658,11.0,Frank Rivers,471,282.0,FO,271.0,T6,2,2,0,3,-0.81%,0.81%,0,0,11,1,1,TOR,BOS,FO,K,FO
Brian Zucchini,33,400.0,Ryan Gastings,394,209.0,FO,191.0,B6,0,0,0,3,-3.09%,3.09%,0,0,12,1,1,BOS,TOR,FO,FO,FO
Yeety Pete,685,111.0,Ryan Gastings,394,143.0,2B,32.0,B6,1,0,0,3,3.69%,-3.69%,0,1,12,1,1,BOS,TOR,2B,3B,2B
Dixon Uraz,34,94.0,Ryan Gastings,394,204.0,1B,110.0,B6,1,2,0,3,9.90%,-9.90%,0,0,12,1,1,BOS,TOR,1B,1B,1B
Nate Lewis,24,444.0,Ryan Gastings,394,304.0,1B,140.0,B6,1,5,0,3,11.47%,-11.47%,1,0,12,1,1,BOS,TOR,1B,1B,BB
Dominus Nominus,278,541.0,Ryan Gastings,394,792.0,FO,251.0,B6,1,4,1,3,-14.37%,14.37%,0,0,12,1,1,BOS,TOR,FO,FO,FO
Delta Airlines,622,413.0,Ryan Gastings,394,892.0,LGO,479.0,B6,2,4,1,3,-13.55%,13.55%,0,0,12,1,1,BOS,TOR,LGO,LGO,LGO
Cam Singleton,266,150.0,Daoud Mata,372,1.0,BB,149.0,T1,0,0,0,0,3.67%,-3.67%,0,1,13,2,1,NYY,TBR,BB,BB,BB
Tyrone Jennings,256,869.0,Daoud Mata,372,713.0,BB,156.0,T1,0,1,0,0,7.14%,-7.14%,0,1,13,2,1,NYY,TBR,BB,BB,BB
Coco Watanabe,204,479.0,Daoud Mata,372,822.0,K,343.0,T1,0,4,0,0,-5.49%,5.49%,0,0,13,2,1,NYY,TBR,K,K,K
Joshua Jones,553,420.0,Daoud Mata,372,412.0,HR,8.0,T1,1,4,0,0,21.96%,-21.96%,3,1,13,2,1,NYY,TBR,HR,HR,HR
Daxton Riley,247,95.0,Daoud Mata,372,287.0,K,192.0,T1,1,0,0,3,-1.94%,1.94%,0,0,13,2,1,NYY,TBR,K,K,FO
Dallas Houston,416,599.0,Daoud Mata,372,666.0,1B,67.0,T1,2,0,0,3,1.07%,-1.07%,0,0,13,2,1,NYY,TBR,1B,1B,1B
Dallas Houston,416,336.0,Daoud Mata,372,420.0,SB,84.0,T1,2,1,0,3,0.95%,-0.95%,0,0,13,2,1,NYY,TBR,Steal 2B,SB,SB
Oliver Skipp,260,808.0,Daoud Mata,372,969.0,FO,161.0,T1,2,2,0,3,-3.09%,3.09%,0,0,13,2,1,NYY,TBR,FO,FO,BB
Isaac Saffron,377,25.0,Seik Golden,251,1.0,2B,24.0,B1,0,0,0,3,7.92%,-7.92%,0,1,14,2,1,TBR,NYY,2B,3B,HR
Gimpy Schlempteen 32,379,212.0,Seik Golden,251,978.0,K,234.0,B1,0,2,0,3,-6.00%,6.00%,0,0,14,2,1,TBR,NYY,K,FO,FO
Cole Martinez,408,811.0,Seik Golden,251,833.0,3B,22.0,B1,1,2,0,3,11.19%,-11.19%,1,1,14,2,1,TBR,NYY,3B,3B,HR
Fuzzy Dunlop,382,520.0,Seik Golden,251,420.0,1B,100.0,B1,1,3,1,3,7.38%,-7.38%,1,0,14,2,1,TBR,NYY,1B,1B,1B
Dallas Hamilton,153,369.0,Seik Golden,251,969.0,DP,400.0,B1,1,1,2,3,-8.10%,8.10%,0,0,14,2,1,TBR,NYY,RGO,DP,DP
Layzer Gunn,259,354.0,Daoud Mata,372,27.0,K,327.0,T2,0,0,2,3,-2.62%,2.62%,0,0,15,2,1,NYY,TBR,K,K,K
Reuben Sand-Witch,538,769.0,Daoud Mata,372,365.0,K,404.0,T2,1,0,2,3,-2.34%,2.34%,0,0,15,2,1,NYY,TBR,K,K,RGO
Cam Singleton,266,777.0,Daoud Mata,372,912.0,BB,135.0,T2,2,0,2,3,1.96%,-1.96%,0,1,15,2,1,NYY,TBR,BB,BB,1B
Cam Singleton,266,199.0,Daoud Mata,372,113.0,SB,86.0,T2,2,1,2,3,1.37%,-1.37%,0,0,15,2,1,NYY,TBR,Steal 2B,SB,SB
Tyrone Jennings,256,666.0,Daoud Mata,372,641.0,HR,25.0,T2,2,2,2,3,17.57%,-17.57%,2,1,15,2,1,NYY,TBR,HR,HR,3B
Coco Watanabe,204,700.0,Daoud Mata,372,111.0,RGO,411.0,T2,2,0,2,5,-1.19%,1.19%,0,0,15,2,1,NYY,TBR,RGO,RGO,RGO
Chunky Dongmeister,348,333.0,Seik Golden,251,147.0,PO,186.0,B2,0,0,2,5,-2.83%,2.83%,0,0,16,2,1,TBR,NYY,PO,PO,FO
Doug Quail,388,126.0,Seik Golden,251,213.0,1B,87.0,B2,1,0,2,5,3.21%,-3.21%,0,0,16,2,1,TBR,NYY,1B,1B,1B
Doug Quail,388,720.0,Seik Golden,251,404.0,CS,316.0,B2,1,1,2,5,-5.64%,5.64%,0,0,16,2,1,TBR,NYY,CS 2B,CS,CS
Crimson Chin,78,384.0,Seik Golden,251,199.0,K,185.0,B2,2,0,2,5,-1.35%,1.35%,0,0,16,2,1,TBR,NYY,K,K,FO
Joshua Jones,553,2.0,Daoud Mata,372,910.0,BB,92.0,T3,0,0,2,5,1.35%,-1.35%,0,0,17,2,1,NYY,TBR,BB,1B,1B
Joshua Jones,553,400.0,Daoud Mata,372,645.0,SB,245.0,T3,0,1,2,5,3.18%,-3.18%,0,0,17,2,1,NYY,TBR,Steal 2B,SB,SB
Daxton Riley,247,123.0,Daoud Mata,372,871.0,K,252.0,T3,0,2,2,5,-3.61%,3.61%,0,0,17,2,1,NYY,TBR,K,K,FO
Dallas Houston,416,565.0,Viking Fishbird,42,734.0,FO,169.0,T3,1,2,2,5,-1.98%,1.98%,0,0,17,2,1,NYY,TBR,FO,FO,BB
Oliver Skipp,260,282.0,Viking Fishbird,42,539.0,FO,257.0,T3,2,2,2,5,-2.51%,2.51%,0,0,17,2,1,NYY,TBR,FO,FO,FO
Chaz Gorbachuck,326,618.0,Seik Golden,251,605.0,3B,13.0,B3,0,0,2,5,10.37%,-10.37%,0,1,18,2,1,TBR,NYY,3B,3B,HR
Isaac Saffron,377,951.0,Seik Golden,251,376.0,LGO,425.0,B3,0,3,2,5,-3.96%,3.96%,1,0,18,2,1,TBR,NYY,LGO,LGO,RGO
Gimpy Schlempteen 32,379,340.0,Seik Golden,251,225.0,1B,115.0,B3,1,0,3,5,4.86%,-4.86%,0,0,18,2,1,TBR,NYY,1B,1B,1B
Cole Martinez,408,777.0,Seik Golden,251,575.0,FO,202.0,B3,1,1,3,5,-5.89%,5.89%,0,0,18,2,1,TBR,NYY,FO,FO,FO
Fuzzy Dunlop,382,730.0,Seik Golden,251,999.0,K,269.0,B3,2,1,3,5,-4.08%,4.08%,0,0,18,2,1,TBR,NYY,K,K,FO
Layzer Gunn,259,310.0,Viking Fishbird,42,141.0,FO,169.0,T4,0,0,3,5,-1.72%,1.72%,0,0,19,2,1,NYY,TBR,FO,FO,BB
Reuben Sand-Witch,538,666.0,Viking Fishbird,42,464.0,FO,202.0,T4,1,0,3,5,-1.81%,1.81%,0,0,19,2,1,NYY,TBR,FO,FO,FO
Cam Singleton,266,777.0,Viking Fishbird,42,861.0,1B,84.0,T4,2,0,3,5,1.14%,-1.14%,0,0,19,2,1,NYY,TBR,1B,1B,1B
Cam Singleton,266,400.0,Viking Fishbird,42,939.0,CS,461.0,T4,2,1,3,5,-2.68%,2.68%,0,0,19,2,1,NYY,TBR,CS 2B,CS,CS
Dallas Hamilton,153,196.0,Pablo Sanchez III,250,610.0,PO,414.0,B4,0,0,3,5,-4.11%,4.11%,0,0,20,2,1,TBR,NYY,PO,PO,RGO
Chunky Dongmeister,348,263.0,Pablo Sanchez III,250,898.0,RGO,365.0,B4,1,0,3,5,-4.06%,4.06%,0,0,20,2,1,TBR,NYY,RGO,RGO,K
Doug Quail,388,815.0,Pablo Sanchez III,250,500.0,RGO,315.0,B4,2,0,3,5,-1.88%,1.88%,0,0,20,2,1,TBR,NYY,RGO,RGO,K
Tyrone Jennings,256,720.0,Viking Fishbird,42,40.0,K,320.0,T5,0,0,3,5,-1.24%,1.24%,0,0,21,2,1,NYY,TBR,K,K,K
Coco Watanabe,204,759.0,Viking Fishbird,42,405.0,PO,354.0,T5,1,0,3,5,-1.79%,1.79%,0,0,21,2,1,NYY,TBR,PO,PO,K
Joshua Jones,553,738.0,Viking Fishbird,42,186.0,RGO,448.0,T5,2,0,3,5,-1.44%,1.44%,0,0,21,2,1,NYY,TBR,RGO,RGO,RGO
Crimson Chin,78,100.0,Pablo Sanchez III,250,90.0,HR,10.0,B5,0,0,3,5,14.63%,-14.63%,1,1,22,2,1,TBR,NYY,HR,HR,HR
Chaz Gorbachuck,326,212.0,Pablo Sanchez III,250,1000.0,FO,212.0,B5,0,0,4,5,-6.28%,6.28%,0,0,22,2,1,TBR,NYY,FO,FO,FO
Isaac Saffron,377,501.0,Pablo Sanchez III,250,569.0,1B,68.0,B5,1,0,4,5,8.02%,-8.02%,0,0,22,2,1,TBR,NYY,1B,1B,1B
Gimpy Schlempteen 32,379,420.0,Pablo Sanchez III,250,222.0,FO,198.0,B5,1,1,4,5,-9.18%,9.18%,0,0,22,2,1,TBR,NYY,FO,FO,FO
Cole Martinez,408,360.0,Pablo Sanchez III,250,707.0,K,347.0,B5,2,1,4,5,-9.01%,9.01%,0,0,22,2,1,TBR,NYY,K,K,K
Daxton Riley,247,256.0,Viking Fishbird,42,284.0,3B,28.0,T6,0,0,4,5,8.92%,-8.92%,0,1,23,2,1,NYY,TBR,3B,3B,3B
Dallas Houston,416,718.0,Viking Fishbird,42,757.0,2B,39.0,T6,0,3,4,5,3.40%,-3.40%,1,1,23,2,1,NYY,TBR,2B,2B,2B
Oliver Skipp,260,141.0,Viking Fishbird,42,209.0,1B,68.0,T6,0,2,4,6,2.90%,-2.90%,0,0,23,2,1,NYY,TBR,1B,1B,1B
Layzer Gunn,259,625.0,Mike Broson,374,213.0,DP,412.0,T6,0,5,4,6,-1.32%,1.32%,0,0,23,2,1,NYY,TBR,RGO,DP,DP
Reuben Sand-Witch,538,805.0,Mike Broson,374,387.0,RGO,418.0,T6,2,0,4,7,-0.48%,0.48%,0,0,23,2,1,NYY,TBR,RGO,RGO,RGO
Fuzzy Dunlop,382,489.0,Pablo Sanchez III,250,280.0,FO,209.0,B6,0,0,4,7,-3.09%,3.09%,0,0,24,2,1,TBR,NYY,FO,FO,FO
Dallas Hamilton,153,915.0,Pablo Sanchez III,250,822.0,1B,93.0,B6,1,0,4,7,4.26%,-4.26%,0,0,24,2,1,TBR,NYY,1B,1B,1B
Chunky Dongmeister,348,222.0,Pablo Sanchez III,250,69.0,FO,153.0,B6,1,1,4,7,-4.93%,4.93%,0,0,24,2,1,TBR,NYY,FO,FO,BB
Doug Quail,388,420.0,Pablo Sanchez III,250,920.0,LGO,500.0,B6,2,1,4,7,-2.19%,2.19%,0,0,24,2,1,TBR,NYY,LGO,LGO,LGO
Barry McKockiner,612,348.0,Jameson Poe,310,191.0,BB,157.0,T1,0,0,0,0,3.67%,-3.67%,0,1,25,3,1,SEA,BAL,BB,BB,BB
D'Lo Brown,617,99.0,Jameson Poe,310,917.0,BB,182.0,T1,0,1,0,0,7.14%,-7.14%,0,0,25,3,1,SEA,BAL,BB,BB,FO
Thelonius Junk,623,353.0,Jameson Poe,310,763.0,DP,410.0,T1,0,4,0,0,-12.89%,12.89%,0,0,25,3,1,SEA,BAL,RGO,DP,DP
Napoleon Shortsleeve,560,810.0,Jameson Poe,310,918.0,1B,108.0,T1,2,3,0,0,9.75%,-9.75%,1,0,25,3,1,SEA,BAL,1B,1B,1B
Lincoln Lincoln,661,489.0,Jameson Poe,310,921.0,RGO,432.0,T1,2,1,0,1,-3.20%,3.20%,0,0,25,3,1,SEA,BAL,RGO,RGO,RGO
Jack Marnette,213,709.0,Cal Lidous,227,953.0,FO,244.0,B1,0,0,0,1,-3.15%,3.15%,0,0,26,3,1,BAL,SEA,FO,FO,FO
Poop McGee,596,223.0,Cal Lidous,227,718.0,LGO,495.0,B1,1,0,0,1,-2.67%,2.67%,0,0,26,3,1,BAL,SEA,LGO,LGO,LGO
Juniped Catfish,488,500.0,Cal Lidous,227,39.0,LGO,461.0,B1,2,0,0,1,-1.59%,1.59%,0,0,26,3,1,BAL,SEA,LGO,LGO,LGO
Todd Bonzalez II,169,430.0,Jameson Poe,310,134.0,K,296.0,T2,0,0,0,1,-2.62%,2.62%,0,0,27,3,1,SEA,BAL,K,K,K
Paddy O'Connor,549,979.0,Jameson Poe,310,641.0,K,338.0,T2,1,0,0,1,-2.34%,2.34%,0,0,27,3,1,SEA,BAL,K,K,K
Austin Otterson,593,817.0,Jameson Poe,310,212.0,PO,395.0,T2,2,0,0,1,-1.56%,1.56%,0,0,27,3,1,SEA,BAL,PO,PO,PO
Deku Matsui,570,559.0,Cal Lidous,227,956.0,PO,397.0,B2,0,0,0,1,-3.40%,3.40%,0,0,28,3,1,BAL,SEA,PO,PO,PO
Emmett Michael,10,335.0,Cal Lidous,227,46.0,FO,289.0,B2,1,0,0,1,-2.75%,2.75%,0,0,28,3,1,BAL,SEA,FO,FO,K
Nelson Van Halen,649,815.0,Cal Lidous,227,588.0,K,227.0,B2,2,0,0,1,-2.18%,2.18%,0,0,28,3,1,BAL,SEA,K,K,FO
Josh Gordon,409,501.0,Jameson Poe,310,362.0,BB,139.0,T3,0,0,0,1,3.34%,-3.34%,0,1,29,3,1,SEA,BAL,BB,BB,BB
Josh Gordon,409,501.0,Jameson Poe,310,308.0,SB,193.0,T3,0,1,0,1,2.91%,-2.91%,0,0,29,3,1,SEA,BAL,Steal 2B,SB,SB
Barry McKockiner,612,,Jameson Poe,310,,IBB,,T3,0,2,0,1,2.67%,-2.67%,0,0,29,3,1,SEA,BAL,IBB,IBB,IBB
D'Lo Brown,617,799.0,Jameson Poe,310,309.0,DP,490.0,T3,0,4,0,1,-10.03%,10.03%,0,0,29,3,1,SEA,BAL,Bunt DP,DP,DP
Thelonius Junk,623,903.0,Jameson Poe,310,886.0,HR,17.0,T3,2,3,0,1,18.04%,-18.04%,2,1,29,3,1,SEA,BAL,HR,HR,HR
Daniel Dove,66,99.0,Jameson Poe,310,518.0,RGO,419.0,T3,2,0,0,3,-0.95%,0.95%,0,0,29,3,1,SEA,BAL,RGO,RGO,RGO
J.J. Romero,629,400.0,Cal Lidous,227,234.0,BB,166.0,B3,0,0,0,3,4.76%,-4.76%,0,1,30,3,1,BAL,SEA,BB,FO,BB
Demondre Bradford,317,54.0,Cal Lidous,227,186.0,BB,132.0,B3,0,1,0,3,7.28%,-7.28%,0,0,30,3,1,BAL,SEA,BB,BB,1B
dick richards,487,312.0,Cal Lidous,227,212.0,1B,100.0,B3,0,4,0,3,9.88%,-9.88%,0,0,30,3,1,BAL,SEA,1B,1B,1B
Jack Marnette,213,912.0,Cal Lidous,227,446.0,DP,466.0,B3,0,7,0,3,-15.48%,15.48%,0,0,30,3,1,BAL,SEA,LGO,DP,DP
Poop McGee,596,672.0,Cal Lidous,227,234.0,RGO,438.0,B3,2,3,1,3,-5.64%,5.64%,0,0,30,3,1,BAL,SEA,RGO,RGO,RGO
Lincoln Lincoln,661,489.0,Jordan Lamas,481,830.0,K,341.0,T4,0,0,1,3,-1.72%,1.72%,0,0,31,3,1,SEA,BAL,K,K,K
Todd Bonzalez II,169,540.0,Jordan Lamas,481,375.0,BB,165.0,T4,1,0,1,3,2.21%,-2.21%,0,0,31,3,1,SEA,BAL,BB,BB,BB
Paddy O'Connor,549,547.0,Jordan Lamas,481,375.0,BB,172.0,T4,1,1,1,3,2.75%,-2.75%,0,0,31,3,1,SEA,BAL,BB,BB,BB
Austin Otterson,593,568.0,Jordan Lamas,481,1.0,DP,433.0,T4,1,4,1,3,-8.31%,8.31%,0,0,31,3,1,SEA,BAL,RGO,DP,DP
Juniped Catfish,488,500.0,Cal Lidous,227,526.0,2B,26.0,B4,0,0,1,3,9.75%,-9.75%,0,0,32,3,1,BAL,SEA,2B,2B,3B
Deku Matsui,570,891.0,Cal Lidous,227,747.0,BB,144.0,B4,0,2,1,3,6.98%,-6.98%,0,0,32,3,1,BAL,SEA,BB,BB,BB
Emmett Michael,10,528.0,Cal Lidous,227,48.0,DP,480.0,B4,0,4,1,3,-19.79%,19.79%,0,0,32,3,1,BAL,SEA,LGO,DP,DP
Nelson Van Halen,649,,Lane Clementine IV,200,,Auto BB,,B4,2,3,1,3,2.82%,-2.82%,0,0,32,3,1,BAL,SEA,Auto BB,Auto BB,Auto BB
J.J. Romero,629,720.0,Tyler Palmatier,258,940.0,FO,220.0,B4,2,5,1,3,-9.81%,9.81%,0,0,32,3,1,BAL,SEA,FO,FO,FO
Josh Gordon,409,419.0,Jordan Lamas,481,888.0,RGO,469.0,T5,0,0,1,3,-1.24%,1.24%,0,0,33,3,1,SEA,BAL,RGO,RGO,LGO
Barry McKockiner,612,166.0,Jordan Lamas,481,777.0,PO,389.0,T5,1,0,1,3,-1.79%,1.79%,0,0,33,3,1,SEA,BAL,PO,PO,PO
D'Lo Brown,617,111.0,Jordan Lamas,481,955.0,BB,156.0,T5,2,0,1,3,1.23%,-1.23%,0,0,33,3,1,SEA,BAL,BB,BB,BB
Thelonius Junk,623,569.0,Jordan Lamas,481,820.0,FO,251.0,T5,2,1,1,3,-2.67%,2.67%,0,0,33,3,1,SEA,BAL,FO,FO,FO
Demondre Bradford,317,737.0,Tyler Palmatier,258,996.0,K,259.0,B5,0,0,1,3,-4.94%,4.94%,0,0,34,3,1,BAL,SEA,K,K,FO
dick richards,487,455.0,Tyler Palmatier,258,136.0,K,319.0,B5,1,0,1,3,-4.42%,4.42%,0,0,34,3,1,BAL,SEA,K,K,K
Jack Marnette,213,673.0,Tyler Palmatier,258,695.0,2B,22.0,B5,2,0,1,3,4.38%,-4.38%,0,1,34,3,1,BAL,SEA,2B,2B,HR
Poop McGee,596,866.0,Tyler Palmatier,258,908.0,3B,42.0,B5,2,2,1,3,15.42%,-15.42%,1,0,34,3,1,BAL,SEA,3B,2B,2B
Doob Tuber,240,186.0,Tyler Palmatier,258,434.0,K,248.0,B5,2,3,2,3,-12.26%,12.26%,0,0,34,3,1,BAL,SEA,K,K,FO
Oil Can Titcomb,482,840.0,Chip Otle,4,123.0,K,283.0,T6,0,0,2,3,-2.38%,2.38%,0,0,35,3,1,SEA,BAL,K,K,FO
Lincoln Lincoln,661,456.0,Chip Otle,4,322.0,BB,134.0,T6,1,0,2,3,2.57%,-2.57%,0,0,35,3,1,SEA,BAL,BB,BB,1B
Lincoln Lincoln,661,500.0,Chip Otle,4,80.0,CS,420.0,T6,1,1,2,3,-4.54%,4.54%,0,0,35,3,1,SEA,BAL,CS 2B,CS,CS
Todd Bonzalez II,169,250.0,Chip Otle,4,840.0,RGO,410.0,T6,2,0,2,3,-1.52%,1.52%,0,0,35,3,1,SEA,BAL,RGO,RGO,RGO
Deku Matsui,570,265.0,Tyler Palmatier,258,385.0,BB,120.0,B6,0,0,2,3,12.13%,-12.13%,0,0,36,3,1,BAL,SEA,BB,BB,1B
Emmett Michael,10,785.0,Tyler Palmatier,258,675.0,1B,110.0,B6,0,1,2,3,20.56%,-20.56%,0,0,36,3,1,BAL,SEA,1B,1B,1B
Nelson Van Halen,649,275.0,Tyler Palmatier,258,676.0,Bunt K,401.0,B6,0,4,2,3,-15.77%,15.77%,0,0,36,3,1,BAL,SEA,Bunt K,Bunt K,Bunt K
J.J. Romero,629,860.0,Tyler Palmatier,258,776.0,1B,84.0,B6,1,4,2,3,24.36%,-24.36%,0,0,36,3,1,BAL,SEA,1B,1B,1B
