Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Tucker Doubt,567,805.0,Jerome S. Monroe,2792,462.0,RGO,343.0,T1,0,0,0,0,,,0,0,1,1,1,ORD,UCL,RGO,RGO,,,,,,1
Jim Holden,2739,783.0,Jerome S. Monroe,2792,402.0,RGO,381.0,T1,1,0,0,0,,,0,0,1,1,1,ORD,UCL,RGO,RGO,,,,,,1
Jim Johnman,2681,787.0,Jerome S. Monroe,2792,222.0,LGO,435.0,T1,2,0,0,0,,,0,0,1,1,1,ORD,UCL,LGO,LGO,,,,,,1
Matthew Gee,2793,350.0,Goose Gordan,2675,504.0,K,154.0,B1,0,0,0,0,,,0,0,2,1,1,UCL,ORD,K,K,,,,,,1
Millsy O'Doodlebong,2797,348.0,Goose Gordan,2675,670.0,PO,322.0,B1,1,0,0,0,,,0,0,2,1,1,UCL,ORD,PO,PO,,,,,,1
Buzz Carlton,2800,699.0,Goose Gordan,2675,930.0,PO,231.0,B1,2,0,0,0,,,0,0,2,1,1,UCL,ORD,PO,PO,,,,,,1
King Raj,2715,584.0,Jerome S. Monroe,2792,626.0,2B,42.0,T2,0,0,0,0,,,0,1,3,1,1,ORD,UCL,2B,2B,,,,,,1
Noah Evans,2784,357.0,Jerome S. Monroe,2792,922.0,RGO,435.0,T2,0,2,0,0,,,0,0,3,1,1,ORD,UCL,RGO,RGO,,,,,,1
Dog Water,2583,328.0,Jerome S. Monroe,2792,22.0,K,306.0,T2,1,3,0,0,,,0,0,3,1,1,ORD,UCL,K,K,,,,,,2
Bubba Nimbus,2759,757.0,Jerome S. Monroe,2792,707.0,1B,50.0,T2,2,3,0,0,,,1,1,3,1,1,ORD,UCL,1B,1B,,,,,,1
Marty Stanky,2765,584.0,Jerome S. Monroe,2792,494.0,1B,90.0,T2,2,1,0,1,,,0,1,3,1,1,ORD,UCL,1B,1B,,,,,,1
Laars Nootbaar jr,2730,430.0,Jerome S. Monroe,2792,555.0,BB,125.0,T2,2,5,0,1,,,0,0,3,1,1,ORD,UCL,BB,BB,,,,,,1
Tucker Doubt,567,122.0,Jerome S. Monroe,2792,1.0,1B,121.0,T2,2,7,0,1,,,2,0,3,1,1,ORD,UCL,1B,1B,,,,,,1
Jim Holden,2739,222.0,Jerome S. Monroe,2792,500.0,K,278.0,T2,2,5,0,3,,,0,0,3,1,1,ORD,UCL,K,K,,,,,,1
Bill Dozer,2801,573.0,Goose Gordan,2675,742.0,FO,169.0,B2,0,0,0,3,,,0,0,4,1,1,UCL,ORD,FO,FO,,,,,,1
Francesco Hardgust,2691,34.0,Goose Gordan,2675,404.0,PO,370.0,B2,1,0,0,3,,,0,0,4,1,1,UCL,ORD,PO,PO,,,,,,1
Trey Henderson,2672,221.0,Goose Gordan,2675,896.0,PO,325.0,B2,2,0,0,3,,,0,0,4,1,1,UCL,ORD,PO,PO,,,,,,1
Jim Johnman,2681,808.0,Jerome S. Monroe,2792,353.0,LGO,455.0,T3,0,0,0,3,,,0,0,5,1,1,ORD,UCL,LGO,LGO,,,,,,1
King Raj,2715,727.0,Jerome S. Monroe,2792,737.0,HR,10.0,T3,1,0,0,3,,,1,1,5,1,1,ORD,UCL,HR,HR,,,,,,1
Noah Evans,2784,,Chuck Bol,2694,,Auto K,,T3,1,0,0,4,,,0,0,5,1,1,ORD,UCL,Auto K,Auto K,,,,,,9
Dog Water,2583,471.0,Chuck Bol,2694,21.0,LGO,450.0,T3,2,0,0,4,,,0,0,5,1,1,ORD,UCL,LGO,LGO,,,,,,1
Larry Bonds,2790,346.0,Goose Gordan,2675,896.0,RGO,450.0,B3,0,0,0,4,,,0,0,6,1,1,UCL,ORD,RGO,RGO,,,,,,1
MiWolfy,2764,426.0,Goose Gordan,2675,263.0,FO,163.0,B3,1,0,0,4,,,0,0,6,1,1,UCL,ORD,FO,FO,,,,,,1
Bubba Sanders,2698,768.0,Goose Gordan,2675,127.0,PO,359.0,B3,2,0,0,4,,,0,0,6,1,1,UCL,ORD,PO,PO,,,,,,1
Bubba Nimbus,2759,292.0,Chuck Bol,2694,686.0,RGO,394.0,T4,0,0,0,4,,,0,0,7,1,1,ORD,UCL,RGO,RGO,,,,,,1
Marty Stanky,2765,666.0,Chuck Bol,2694,127.0,LGO,461.0,T4,1,0,0,4,,,0,0,7,1,1,ORD,UCL,LGO,LGO,,,,,,1
Laars Nootbaar jr,2730,415.0,Chuck Bol,2694,733.0,RGO,318.0,T4,2,0,0,4,,,0,0,7,1,1,ORD,UCL,RGO,RGO,,,,,,1
Matthew Gee,2793,720.0,Goose Gordan,2675,604.0,BB,116.0,B4,0,0,0,4,,,0,1,8,1,1,UCL,ORD,BB,BB,,,,,,1
Millsy O'Doodlebong,2797,68.0,Goose Gordan,2675,100.0,2B,32.0,B4,0,1,0,4,,,0,1,8,1,1,UCL,ORD,2B,2B,,,,,,1
Buzz Carlton,2800,353.0,Goose Gordan,2675,999.0,PO,354.0,B4,0,6,0,4,,,0,0,8,1,1,UCL,ORD,PO,PO,,,,,,1
Bill Dozer,2801,270.0,Goose Gordan,2675,192.0,2B,78.0,B4,1,6,0,4,,,2,1,8,1,1,UCL,ORD,2B,2B,,,,,,1
Francesco Hardgust,2691,831.0,Dolores D. Ano,2750,734.0,1B,97.0,B4,1,2,2,4,,,0,0,8,1,1,UCL,ORD,1B,1B,,,,,,1
Trey Henderson,2672,511.0,Dolores D. Ano,2750,267.0,Sac,244.0,B4,1,5,2,4,,,1,0,8,1,1,UCL,ORD,FO,Sac,,,,,,1
Larry Bonds,2790,330.0,Dolores D. Ano,2750,491.0,FO,161.0,B4,2,1,3,4,,,0,0,8,1,1,UCL,ORD,FO,FO,,,,,,1
Tucker Doubt,567,404.0,Chuck Bol,2694,91.0,K,313.0,T5,0,0,3,4,,,0,0,9,1,1,ORD,UCL,K,K,,,,,,1
Jim Holden,2739,445.0,Chuck Bol,2694,409.0,2B,36.0,T5,1,0,3,4,,,0,0,9,1,1,ORD,UCL,2B,2B,,,,,,1
Jim Johnman,2681,988.0,Chuck Bol,2694,877.0,BB,111.0,T5,1,2,3,4,,,0,0,9,1,1,ORD,UCL,BB,BB,,,,,,1
