Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral,Pitcher Responsible for Runner on 3rd Who Scored,Pitcher Responsible for Runner on 2nd Who Scored,Pitcher Responsible for Runner on 1st Who Scored,Pitcher Responsible for Batter Who Scored,PA Type
Angry Lizard,3256,500.0,Gary Appalachia,3235,680.0,FO,180.0,T1,0,0,0,0,-2.51%,2.51%,0,0,1,1,1,FUR,LSU,FO,FO,FO,,,,,1
Tomba,3220,357.0,Gary Appalachia,3235,621.0,K,264.0,T1,1,0,0,0,-2.18%,2.18%,0,0,1,1,1,FUR,LSU,K,K,FO,,,,,1
Lucius Salem,3194,555.0,Gary Appalachia,3235,96.0,LGO,459.0,T1,2,0,0,0,-1.76%,1.76%,0,0,1,1,1,FUR,LSU,LGO,LGO,LGO,,,,,1
Captain Hate,3253,630.0,Jaime Villafuerte,3243,983.0,PO,353.0,B1,0,0,0,0,-2.48%,2.48%,0,0,2,1,1,LSU,FUR,PO,PO,K,,,,,1
Harry Johnson,3218,252.0,Jaime Villafuerte,3243,39.0,K,213.0,B1,1,0,0,0,-2.17%,2.17%,0,0,2,1,1,LSU,FUR,K,K,FO,,,,,1
Skip Bellew,3225,722.0,Jaime Villafuerte,3243,899.0,FO,177.0,B1,2,0,0,0,-1.79%,1.79%,0,0,2,1,1,LSU,FUR,FO,FO,BB,,,,,1
Jiggs Kingman,3249,420.0,Gary Appalachia,3235,502.0,1B,82.0,T2,0,0,0,0,3.09%,-3.09%,0,1,3,1,1,FUR,LSU,1B,1B,1B,,,,,1
Pike Trout,3216,777.0,Gary Appalachia,3235,419.0,PO,358.0,T2,0,1,0,0,-3.24%,3.24%,0,0,3,1,1,FUR,LSU,PO,PO,K,,,,,1
Evil Corn Barn,2337,417.0,Gary Appalachia,3235,212.0,K,205.0,T2,1,1,0,0,-2.82%,2.82%,0,0,3,1,1,FUR,LSU,K,K,FO,,,,,1
Jiggs Kingman,3249,750.0,Gary Appalachia,3235,983.0,SB,233.0,T2,2,1,0,0,1.21%,-1.21%,0,0,3,1,1,FUR,LSU,STEAL 2B,STEAL 2B,SB,,,,,4
Johnny,3224,699.0,Gary Appalachia,3235,714.0,HR,15.0,T2,2,2,0,0,22.49%,-22.49%,2,1,3,1,1,FUR,LSU,HR,HR,HR,,3235.0,,3235.0,1
Norman Sland,3207,245.0,Gary Appalachia,3235,643.0,RGO,398.0,T2,2,0,0,2,-1.37%,1.37%,0,0,3,1,1,FUR,LSU,RGO,RGO,PO,,,,,1
Napoleon Swingsalot,3214,333.0,Jaime Villafuerte,3243,518.0,FO,185.0,B2,0,0,0,2,-2.94%,2.94%,0,0,4,1,1,LSU,FUR,FO,FO,FO,,,,,1
Gary Appalachia,3235,770.0,Jaime Villafuerte,3243,632.0,BB,138.0,B2,1,0,0,2,2.98%,-2.98%,0,1,4,1,1,LSU,FUR,BB,FO,BB,,,,,1
Harrison Cinderstone,3245,444.0,Jaime Villafuerte,3243,518.0,1B,74.0,B2,1,1,0,2,5.26%,-5.26%,0,0,4,1,1,LSU,FUR,1B,1B,1B,,,,,1
Isao Makino,3232,722.0,Jaime Villafuerte,3243,899.0,FO,177.0,B2,1,4,0,2,-4.88%,4.88%,0,0,4,1,1,LSU,FUR,FO,FO,BB,,,,,1
Peter Nautilus,3203,110.0,Jaime Villafuerte,3243,200.0,1B,90.0,B2,2,4,0,2,12.30%,-12.30%,1,0,4,1,1,LSU,FUR,1B,1B,1B,,3243.0,,,1
Joseph Randome,3257,746.0,Jaime Villafuerte,3243,999.0,FO,253.0,B2,2,5,1,2,-8.28%,8.28%,0,0,4,1,1,LSU,FUR,FO,FO,FO,,,,,1
Julie Jules,3230,700.0,Gary Appalachia,3235,3.0,K,303.0,T3,0,0,1,2,-2.37%,2.37%,0,0,5,1,1,FUR,LSU,K,K,K,,,,,1
Angry Lizard,3256,599.0,Gary Appalachia,3235,192.0,RGO,407.0,T3,1,0,1,2,-2.03%,2.03%,0,0,5,1,1,FUR,LSU,RGO,RGO,RGO,,,,,1
Tomba,3220,936.0,Gary Appalachia,3235,753.0,FO,183.0,T3,2,0,1,2,-1.82%,1.82%,0,0,5,1,1,FUR,LSU,FO,FO,FO,,,,,1
Captain Hate,3253,421.0,Jaime Villafuerte,3243,298.0,BB,123.0,B3,0,0,1,2,4.12%,-4.12%,0,1,6,1,1,LSU,FUR,BB,FO,1B,,,,,1
Harry Johnson,3218,858.0,Jaime Villafuerte,3243,32.0,FO,174.0,B3,0,1,1,2,-4.39%,4.39%,0,0,6,1,1,LSU,FUR,FO,FO,BB,,,,,1
Skip Bellew,3225,582.0,Jaime Villafuerte,3243,777.0,FO,195.0,B3,1,1,1,2,-3.75%,3.75%,0,0,6,1,1,LSU,FUR,FO,FO,FO,,,,,1
Napoleon Swingsalot,3214,198.0,Jaime Villafuerte,3243,271.0,2B,73.0,B3,2,1,1,2,18.84%,-18.84%,1,0,6,1,1,LSU,FUR,2B,2B,1B,,,3243.0,,1
Gary Appalachia,3235,616.0,Jaime Villafuerte,3243,331.0,K,285.0,B3,2,2,2,2,-6.17%,6.17%,0,0,6,1,1,LSU,FUR,K,K,K,,,,,1
Lucius Salem,3194,999.0,Gary Appalachia,3235,808.0,FO,191.0,T4,0,0,2,2,-3.58%,3.58%,0,0,7,1,1,FUR,LSU,FO,FO,FO,,,,,1
Jiggs Kingman,3249,455.0,Gary Appalachia,3235,69.0,RGO,386.0,T4,1,0,2,2,-3.19%,3.19%,0,0,7,1,1,FUR,LSU,RGO,RGO,PO,,,,,1
Pike Trout,3216,647.0,Gary Appalachia,3235,114.0,LGO,467.0,T4,2,0,2,2,-2.75%,2.75%,0,0,7,1,1,FUR,LSU,LGO,LGO,LGO,,,,,1
Harrison Cinderstone,3245,555.0,Jaime Villafuerte,3243,12.0,LGO,457.0,B4,0,0,2,2,-3.43%,3.43%,0,0,8,1,1,LSU,FUR,LGO,LGO,LGO,,,,,1
Isao Makino,3232,2.0,Jaime Villafuerte,3243,759.0,K,243.0,B4,1,0,2,2,-3.17%,3.17%,0,0,8,1,1,LSU,FUR,K,K,FO,,,,,1
Peter Nautilus,3203,350.0,Jaime Villafuerte,3243,666.0,K,316.0,B4,2,0,2,2,-2.87%,2.87%,0,0,8,1,1,LSU,FUR,K,K,K,,,,,1
Evil Corn Barn,2337,611.0,Gary Appalachia,3235,500.0,BB,111.0,T5,0,0,2,2,4.12%,-4.12%,0,0,9,1,1,FUR,LSU,BB,FO,1B,,,,,1
Johnny,3224,919.0,Gary Appalachia,3235,462.0,DP,457.0,T5,0,1,2,2,-12.33%,12.33%,0,0,9,1,1,FUR,LSU,LGO,LGO,DP,,,,,1
Norman Sland,3207,615.0,Gary Appalachia,3235,873.0,K,258.0,T5,2,0,2,2,-3.51%,3.51%,0,0,9,1,1,FUR,LSU,K,K,FO,,,,,1
Joseph Randome,3257,159.0,Jaime Villafuerte,3243,460.0,K,301.0,B5,0,0,2,2,-4.12%,4.12%,0,0,10,1,1,LSU,FUR,K,K,K,,,,,1
Captain Hate,3253,717.0,Jaime Villafuerte,3243,725.0,HR,8.0,B5,1,0,2,2,26.97%,-26.97%,1,1,10,1,1,LSU,FUR,HR,HR,HR,,,,3243.0,1
Harry Johnson,3218,463.0,Jaime Villafuerte,3243,500.0,2B,37.0,B5,1,0,3,2,2.53%,-2.53%,0,0,10,1,1,LSU,FUR,2B,2B,2B,,,,,1
Skip Bellew,3225,620.0,Jaime Villafuerte,3243,903.0,K,283.0,B5,1,2,3,2,-1.95%,1.95%,0,0,10,1,1,LSU,FUR,K,K,FO,,,,,1
Napoleon Swingsalot,3214,47.0,Jaime Villafuerte,3243,592.0,LGO,455.0,B5,2,2,3,2,-3.02%,3.02%,0,0,10,1,1,LSU,FUR,LGO,LGO,LGO,,,,,1
Julie Jules,3230,3.0,Gary Appalachia,3235,875.0,1B,128.0,T6,0,0,3,2,7.48%,-7.48%,0,0,11,1,1,FUR,LSU,1B,1B,1B,,,,,1
Angry Lizard,3256,100.0,Gary Appalachia,3235,26.0,2B,74.0,T6,0,1,3,2,33.10%,-33.10%,0,0,11,1,1,FUR,LSU,2B,2B,1B,,,,,1
Tomba,3220,441.0,Gary Appalachia,3235,789.0,PO,348.0,T6,0,6,3,2,-14.83%,14.83%,0,0,11,1,1,FUR,LSU,PO,PO,K,,,,,1
Lucius Salem,3194,182.0,Gary Appalachia,3235,843.0,PO,339.0,T6,1,6,3,2,-22.17%,22.17%,0,0,11,1,1,FUR,LSU,PO,PO,K,,,,,2
Jiggs Kingman,3249,248.0,Gary Appalachia,3235,576.0,PO,328.0,T6,2,6,3,2,-21.44%,21.44%,0,0,11,1,1,FUR,LSU,PO,PO,K,,,,,1
LeeLoo Dallas Multi-Guess,3244,4.0,Ant man,3229,753.0,FO,251.0,T1,0,0,0,0,-2.51%,2.51%,0,0,12,2,1,SYR,UOM,FO,FO,FO,,,,,1
Alex Blockman,3202,850.0,Ant man,3229,172.0,K,322.0,T1,1,0,0,0,-2.18%,2.18%,0,0,12,2,1,SYR,UOM,K,K,K,,,,,1
Jack Hoffman,3250,444.0,Ant man,3229,488.0,2B,44.0,T1,2,0,0,0,3.05%,-3.05%,0,0,12,2,1,SYR,UOM,2B,2B,2B,,,,,1
Camden Yardsy,3227,912.0,Ant man,3229,289.0,PO,377.0,T1,2,2,0,0,-4.81%,4.81%,0,0,12,2,1,SYR,UOM,PO,PO,K,,,,,1
Minto McGuire,3219,325.0,Booby Cancun,3233,712.0,K,387.0,B1,0,0,0,0,-2.48%,2.48%,0,0,13,2,1,UOM,SYR,K,K,PO,,,,,1
Alph Overdale,3255,50.0,Booby Cancun,3233,139.0,1B,89.0,B1,1,0,0,0,2.28%,-2.28%,0,0,13,2,1,UOM,SYR,1B,1B,1B,,,,,1
Greggy Gabagool,3237,372.0,Booby Cancun,3233,594.0,FO,222.0,B1,1,1,0,0,-2.55%,2.55%,0,0,13,2,1,UOM,SYR,FO,FO,FO,,,,,1
Cat with a Bat,3204,901.0,Booby Cancun,3233,314.0,RGO,413.0,B1,2,1,0,0,-3.69%,3.69%,0,0,13,2,1,UOM,SYR,RGO,RGO,RGO,,,,,1
Jackie Jormp-Jomp,3236,713.0,Ant man,3229,390.0,K,323.0,T2,0,0,0,0,-2.72%,2.72%,0,0,14,2,1,SYR,UOM,K,K,K,,,,,1
Jimmy Sticks,3221,33.0,Ant man,3229,822.0,FO,211.0,T2,1,0,0,0,-2.40%,2.40%,0,0,14,2,1,SYR,UOM,FO,FO,FO,,,,,1
Mario Goretti,3215,701.0,Ant man,3229,555.0,FO,146.0,T2,2,0,0,0,-1.99%,1.99%,0,0,14,2,1,SYR,UOM,FO,FO,BB,,,,,1
jorjor wel,3217,725.0,Booby Cancun,3233,900.0,FO,175.0,B2,0,0,0,0,-2.72%,2.72%,0,0,15,2,1,UOM,SYR,FO,FO,BB,,,,,1
Okie,3238,285.0,Booby Cancun,3233,372.0,1B,87.0,B2,1,0,0,0,2.47%,-2.47%,0,0,15,2,1,UOM,SYR,1B,1B,1B,,,,,1
Erik Hamilton,3251,195.0,Booby Cancun,3233,726.0,DP,469.0,B2,1,1,0,0,-6.88%,6.88%,0,0,15,2,1,UOM,SYR,LGO,LGO,DP,,,,,1
James Longoria,3210,615.0,Ant man,3229,922.0,K,307.0,T3,0,0,0,0,-3.03%,3.03%,0,0,16,2,1,SYR,UOM,K,K,K,,,,,1
Booby Cancun,3233,667.0,Ant man,3229,788.0,BB,121.0,T3,1,0,0,0,2.77%,-2.77%,0,0,16,2,1,SYR,UOM,BB,FO,1B,,,,,1
Booby Cancun,3233,505.0,Ant man,3229,810.0,CS,305.0,T3,1,1,0,0,-5.51%,5.51%,0,0,16,2,1,SYR,UOM,CS 2B,CS 2B,CS,,,,,4
LeeLoo Dallas Multi-Guess,3244,44.0,Ant man,3229,258.0,FO,214.0,T3,2,0,0,0,-2.31%,2.31%,0,0,16,2,1,SYR,UOM,FO,FO,FO,,,,,1
