OBC,Outs,RunExpectancy
0,0,0.5849056603773585
0,1,0.3469387755102041
0,2,0.1450381679389313
1,0,0.6136363636363636
1,1,0.74
1,2,0.5192307692307693
2,0,1.0
2,1,0.7428571428571429
2,2,0.2894736842105263
3,0,1.25
3,1,1.3333333333333333
3,2,0.6666666666666666
4,0,0.5555555555555556
4,1,0.9230769230769231
4,2,0.4230769230769231
5,0,2.0
5,1,0.6666666666666666
5,2,0.6666666666666666
6,0,2.0
6,1,2.0
7,1,2.5
7,2,1.75
