OBC,Outs,RunExpectancy
0,0,0.6667737789203085
0,1,0.4235641891891892
0,2,0.21414141414141413
1,0,1.006472491909385
1,1,0.7304582210242587
1,2,0.49755501222493886
2,0,1.271341463414634
2,1,0.9871244635193133
2,2,0.5643564356435643
3,0,1.8444444444444446
3,1,1.2083333333333333
3,2,0.7064676616915423
4,0,1.3629032258064515
4,1,1.125984251968504
4,2,0.7593360995850622
5,0,1.9622641509433962
5,1,1.0576923076923077
5,2,0.7135416666666666
6,0,2.782608695652174
6,1,1.6067415730337078
6,2,0.78125
7,0,1.9555555555555555
7,1,1.434108527131783
7,2,0.9615384615384616
