G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA+,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
7.0,20.0,85.0,22.0,14.0,14.0,3.0,0.0,0.0,24.0,7.0,5.0,7.0,7.0,17.0,5.0,0.0,4.2,1.25,6.6000000000000005,2.0999999999999996,0.8999999999999999,7.199999999999999,8.0,0.2682926829268293,0.29411764705882354,0.6463414634146342,0.9404591104734576,0.29411764705882354,0.08235294117647059,0.2823529411764706,0.03529411764705882,0.3888888888888889,0.6111111111111112,0.6363636363636364,246.63855421686748,3.1607429589004443,-0.7822999999999998,82.0,0.0,0.0,10.0,0.0,14.0,22.0,0.0,0.0,,S7,146,LAD,False,LAD,3.773276170060736,21.333333333333332,74.0,17.83864838624132,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.015856083856791027
8.0,33.333333333333336,130.0,30.0,17.0,17.0,10.0,0.0,0.0,9.0,7.0,13.0,14.0,12.0,17.0,38.0,0.0,3.0599999999999996,1.2,5.3999999999999995,1.26,1.7999999999999998,1.6199999999999997,0.9,0.2542372881355932,0.3076923076923077,0.5338983050847458,0.8415906127770535,0.22115384615384615,0.05384615384615385,0.06923076923076923,0.07692307692307693,0.375,0.625,0.6,261.0827067669173,-7.566483594207494,0.8140000000000003,118.0,2.0,0.0,8.0,2.0,33.0,55.0,1.0,3.0,0.25,S7,149,PHI,False,PHI,4.263276170060736,33.666666666666664,107.0,19.41350210970464,4.0,7.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,1.2643065872688506
1.0,0.6666666666666666,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,3.0,18.0,9.0,0.0,9.0,,0.5,0.5,1.25,1.75,0.5,0.25,0.25,0.0,0.0,1.0,0.0,153.5,1.557466302410078,-0.12499999999999999,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,S7,152,SEA,False,SEA,17.673276170060735,0.6666666666666666,19.0,2.1964873765093302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14012637707645084
3.0,2.3333333333333335,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.571428571428571,0.42857142857142855,2.571428571428571,2.571428571428571,0.0,2.571428571428571,,0.125,0.125,0.5,0.625,0.0,0.125,0.125,0.0,0.3333333333333333,0.6666666666666666,0.5,274.5,-0.6672920366227851,0.1378,8.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,,S7,163,LAD,False,LAD,5.88756188434645,4.0,247.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09796970999139244
12.0,37.0,164.0,43.0,22.0,22.0,21.0,1.0,0.0,24.0,7.0,22.0,21.0,16.0,32.0,7.0,0.0,3.5675675675675675,1.7297297297297298,6.972972972972972,1.135135135135135,3.4054054054054053,3.891891891891892,1.1428571428571428,0.3028169014084507,0.3902439024390244,0.5492957746478874,0.9395396770869118,0.32142857142857145,0.042682926829268296,0.14634146341463414,0.12804878048780488,0.5301204819277109,0.46987951807228917,1.1282051282051282,242.94578313253012,-1.494570042108697,0.4091000000000001,142.0,1.0,0.0,14.0,0.0,44.0,39.0,0.0,4.0,0.0,S7,165,LAD,False,LAD,4.038141034925601,37.333333333333336,110.0,20.96158071871199,5.0,7.0,2.0,0.0,3.0,4.0,1.0,1.0,0.42857142857142855,0.7898873839577052
8.0,28.333333333333332,117.0,29.0,17.0,17.0,7.0,0.0,0.0,8.0,8.0,10.0,14.0,16.0,29.0,14.0,0.0,3.6,1.2705882352941178,6.141176470588237,1.6941176470588235,1.4823529411764707,1.6941176470588235,1.1428571428571428,0.26851851851851855,0.3076923076923077,0.6018518518518519,0.9095441595441596,0.22340425531914893,0.06837606837606838,0.06837606837606838,0.05982905982905983,0.44155844155844154,0.5584415584415584,0.7906976744186046,256.5508474576271,-2.0955760775473995,0.05699999999999994,108.0,2.0,0.0,10.0,1.0,34.0,43.0,1.0,0.0,1.0,S7,166,SFG,False,SFG,5.020334993590147,29.666666666666668,96.0,19.011646598678254,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.6,0.6664500128180311
8.0,21.0,82.0,18.0,13.0,13.0,2.0,0.0,0.0,17.0,8.0,4.0,9.0,8.0,22.0,6.0,0.0,3.7142857142857144,0.9523809523809523,5.142857142857142,2.2857142857142856,0.5714285714285714,4.857142857142858,8.5,0.225,0.24390243902439024,0.6,0.8439024390243902,0.18181818181818182,0.0975609756097561,0.2073170731707317,0.024390243902439025,0.37777777777777777,0.6222222222222222,0.6071428571428571,264.66265060240966,-0.8411261467181641,0.028699999999999934,80.0,0.0,0.0,6.0,0.0,17.0,28.0,0.0,1.0,0.0,S7,195,LAA,False,LAA,4.792323789108355,21.666666666666668,101.0,13.244474490955426,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.40432780454523415
7.0,23.666666666666668,102.0,25.0,14.0,14.0,12.0,0.0,2.0,13.0,8.0,9.0,15.0,11.0,18.0,8.0,0.0,3.549295774647887,1.5633802816901408,6.338028169014084,2.028169014084507,3.0422535211267605,3.2957746478873235,1.0833333333333333,0.2777777777777778,0.3627450980392157,0.6666666666666666,1.0294117647058822,0.2463768115942029,0.0784313725490196,0.12745098039215685,0.11764705882352941,0.543859649122807,0.45614035087719296,1.1923076923076923,242.31,-0.3002843734413583,0.11479999999999999,90.0,0.0,0.0,5.0,3.0,31.0,26.0,1.0,1.0,0.5,S7,198,STL,False,STL,5.99017757851144,24.0,90.0,16.519349570950993,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.42834489304033846
10.0,34.666666666666664,138.0,33.0,16.0,16.0,7.0,0.0,0.0,34.0,5.0,17.0,15.0,16.0,21.0,12.0,0.0,2.7692307692307696,1.153846153846154,5.711538461538462,0.8653846153846154,1.2115384615384617,5.884615384615385,4.857142857142857,0.25384615384615383,0.2898550724637681,0.4846153846153846,0.7744704570791527,0.30434782608695654,0.036231884057971016,0.2463768115942029,0.050724637681159424,0.5217391304347826,0.4782608695652174,1.0909090909090908,268.37410071942446,-6.932227992442222,0.6105,130.0,1.0,0.0,7.0,4.0,36.0,33.0,0.0,1.0,0.0,S7,212,CLE,False,CLE,1.6925069392915049,35.666666666666664,120.0,18.34019646223525,7.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.4,1.2321215334214375
12.0,16.333333333333332,68.0,12.0,2.0,2.0,8.0,0.0,0.0,13.0,0.0,6.0,2.0,4.0,8.0,20.0,0.0,0.7346938775510204,1.2244897959183674,4.408163265306123,0.0,2.938775510204082,4.775510204081633,1.625,0.20689655172413793,0.29411764705882354,0.3275862068965517,0.6217038539553752,0.2553191489361702,0.0,0.19117647058823528,0.11764705882352941,0.2,0.8,0.25,261.0,-10.511418070411093,1.0404,58.0,2.0,0.0,5.0,1.0,7.0,28.0,1.0,0.0,1.0,S7,217,MIL,False,MIL,1.050827190468899,18.0,185.0,6.022756499860218,0.0,11.0,0.0,0.0,2.0,2.0,5.0,0.0,0.5,1.3166861108385777
9.0,16.666666666666668,70.0,24.0,13.0,13.0,3.0,0.0,0.0,4.0,5.0,8.0,14.0,14.0,7.0,4.0,0.0,4.68,1.6199999999999999,8.64,1.7999999999999998,1.08,1.44,1.3333333333333333,0.3582089552238806,0.38571428571428573,0.7611940298507462,1.146908315565032,0.3275862068965517,0.07142857142857142,0.05714285714285714,0.04285714285714286,0.75,0.25,3.0,247.5,0.6774088858008929,-0.4654999999999999,67.0,0.0,0.0,10.0,1.0,33.0,11.0,2.0,2.0,0.5,S7,219,CHC,False,CHC,5.133276170060736,16.333333333333332,54.0,18.81491319861573,3.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.6666666666666666,0.20561354179965757
1.0,3.6666666666666665,18.0,6.0,5.0,5.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,8.181818181818182,2.4545454545454546,9.818181818181818,3.2727272727272734,4.909090909090909,1.6363636363636367,0.3333333333333333,0.4,0.5,1.0,1.5,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.5,0.5,1.0,204.13333333333333,2.6817581738944463,-0.4332,15.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,,S7,227,SEA,False,SEA,10.173276170060735,4.0,44.0,5.639021074099253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1978846781489383
7.0,29.0,121.0,27.0,17.0,17.0,13.0,0.0,0.0,12.0,3.0,18.0,18.0,19.0,24.0,8.0,0.0,3.5172413793103448,1.3793103448275863,5.586206896551724,0.6206896551724138,2.689655172413793,2.4827586206896552,0.9230769230769231,0.25471698113207547,0.3305785123966942,0.42452830188679247,0.7551068142834867,0.25806451612903225,0.024793388429752067,0.09917355371900827,0.10743801652892562,0.5675675675675675,0.43243243243243246,1.3125,253.936,-1.0718453699600967,0.10990000000000014,106.0,2.0,0.0,3.0,3.0,42.0,32.0,5.0,1.0,0.8333333333333334,S7,235,NYM,False,NYM,3.035345135577977,29.333333333333332,117.0,15.44930290391978,6.0,4.0,3.0,1.0,5.0,2.0,0.0,0.0,0.7142857142857143,0.5796971952238578
6.0,12.666666666666666,61.0,20.0,13.0,13.0,7.0,2.0,0.0,7.0,0.0,11.0,3.0,12.0,9.0,3.0,0.0,6.157894736842105,2.1315789473684212,9.473684210526315,0.0,3.3157894736842106,3.3157894736842106,1.0,0.38461538461538464,0.4426229508196721,0.6153846153846154,1.0580075662042876,0.425531914893617,0.0,0.11475409836065574,0.11475409836065574,0.6129032258064516,0.3870967741935484,1.5833333333333333,230.1639344262295,1.1590990105454102,-0.6404000000000001,52.0,2.0,0.0,6.0,3.0,19.0,12.0,2.0,0.0,1.0,S7,256,BOS,False,BOS,1.7259077490081043,13.666666666666666,56.0,14.966666666666667,1.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.4,0.12229895970495268
7.0,10.333333333333334,47.0,14.0,9.0,9.0,4.0,0.0,1.0,7.0,1.0,4.0,7.0,4.0,7.0,4.0,0.0,5.225806451612903,1.7419354838709677,8.129032258064516,0.5806451612903225,2.32258064516129,4.064516129032258,1.75,0.3333333333333333,0.3829787234042553,0.6904761904761905,1.073454913880446,0.37142857142857144,0.02127659574468085,0.14893617021276595,0.0851063829787234,0.5416666666666666,0.4583333333333333,1.1818181818181819,246.38297872340425,0.8776935663189667,-0.7188000000000001,42.0,1.0,0.0,6.0,3.0,13.0,11.0,1.0,0.0,1.0,S7,258,2TM,False,SEA,2.2377922990929937,13.0,79.0,10.145205479452056,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.09576861805164764
6.0,7.666666666666667,34.0,11.0,7.0,7.0,1.0,0.0,0.0,6.0,1.0,3.0,7.0,1.0,5.0,3.0,0.0,5.478260869565217,1.5652173913043477,8.608695652173912,0.7826086956521738,0.7826086956521738,4.695652173913043,6.0,0.34375,0.35294117647058826,0.71875,1.0716911764705883,0.38461538461538464,0.029411764705882353,0.17647058823529413,0.029411764705882353,0.5294117647058824,0.47058823529411764,1.125,246.34285714285716,0.8810104397921955,-0.6883000000000001,32.0,1.0,0.0,5.0,2.0,9.0,8.0,1.0,0.0,1.0,S7,258,KCR,True,KCR,1.6950153004955184,10.0,76.0,8.145205479452056,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.04467110791951464
