G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
4,8.666666666666666,35,9,7.0,7.0,2,0,0,4,5,2,5,2,10,3,0,4.846153846153847,1.2692307692307694,6.230769230769232,3.4615384615384617,1.3846153846153846,2.769230769230769,2.0,0.2727272727272727,0.3142857142857143,0.7878787878787878,1.1021645021645021,0.16666666666666666,0.14285714285714285,0.11428571428571428,0.05714285714285714,0.4090909090909091,0.5909090909090909,0.6923076923076923,233.94285714285715,1.8858267716535435,-0.3053,33,0,0,2,0,9,13,0,0,,FP-H,S9,32,False,2TM,AND,10,8.159293179216368,8.666666666666666,157,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.05116817648135985
2,6.0,24,6,5.0,5.0,1,0,0,3,4,1,2,2,7,3,0,5.0,1.1666666666666667,6.0,4.0,1.0,3.0,3.0,0.2608695652173913,0.2916666666666667,0.8260869565217391,1.1177536231884058,0.125,0.16666666666666666,0.125,0.041666666666666664,0.3333333333333333,0.6666666666666666,0.5,243.125,1.5905511811023623,-0.11149999999999993,23,0,0,1,0,5,10,0,0,,FP-H,S9,32,True,KGB,KGB,3,9.056729076652264,6.0,162,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06482803192692571
2,2.6666666666666665,11,3,2.0,2.0,1,0,0,1,1,1,3,0,3,0,0,4.5,1.5,6.75,2.25,2.25,2.25,1.0,0.3,0.36363636363636365,0.7,1.0636363636363635,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5714285714285714,0.42857142857142855,1.3333333333333333,213.9090909090909,0.295275590551181,-0.19380000000000003,10,0,0,1,0,4,3,0,0,,FP-H,S9,32,True,AND,AND,10,6.140062409985598,2.6666666666666665,146,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013659855445565883
1,0.0,3,3,3.0,3.0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,,1.0,1.0,3.0,4.0,1.0,0.6666666666666666,0.0,0.0,,,,40.333333333333336,3.0,-0.2982,3,0,0,0,0,0,0,0,0,,EG-H,S9,34,False,KGB,KGB,9,inf,0.0,0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2882216142270862
4,9.0,40,11,9.0,9.0,5,0,0,4,6,4,6,1,11,2,0,6.0,1.7777777777777777,7.333333333333334,4.0,3.3333333333333335,2.6666666666666665,0.8,0.3142857142857143,0.4,0.8571428571428571,1.2571428571428571,0.2,0.15,0.1,0.125,0.4090909090909091,0.5909090909090909,0.6923076923076923,210.65116279069767,3.8858267716535426,-0.6090999999999999,35,0,0,1,0,9,13,2,1,0.6666666666666666,BF-S,S9,89,False,AND,AND,12,10.334506854430042,8.333333333333334,191,8.148742837095076,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.2315375335265034
5,7.0,29,6,3.0,3.0,3,0,0,10,1,4,2,4,3,1,0,2.5714285714285716,1.2857142857142858,5.142857142857142,0.8571428571428571,2.571428571428571,8.571428571428571,3.3333333333333335,0.23076923076923078,0.3103448275862069,0.38461538461538464,0.6949602122015915,0.3333333333333333,0.034482758620689655,0.3448275862068966,0.10344827586206896,0.6,0.4,1.5,265.93333333333334,-0.9776902887139111,0.015700000000000013,26,0,0,1,0,6,4,0,1,0.0,BS-S,S9,127,False,AND,AND,12,1.175776695699883,6.666666666666667,121,4.148742837095076,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21162675800955796
1,1.0,7,2,2.0,2.0,2,0,1,2,0,0,0,0,1,0,0,12.0,4.0,12.0,0.0,12.0,12.0,1.0,0.5,0.5714285714285714,1.25,1.8214285714285714,0.6666666666666666,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,170.14285714285714,1.6833928367649695,-0.1894,4,1,0,1,1,0,1,1,0,1.0,FP-H,S9,131,False,ARR,ARR,1,2.8900624099855974,1.0,244,1.2516343065812425,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.14085638353969804
4,17.666666666666668,71,11,8.0,8.0,9,0,0,11,4,2,4,7,23,5,1,2.7169811320754715,1.1320754716981132,3.735849056603773,1.3584905660377358,3.0566037735849054,3.735849056603773,1.2222222222222223,0.18333333333333332,0.28169014084507044,0.48333333333333334,0.7650234741784038,0.14893617021276595,0.056338028169014086,0.15492957746478872,0.1267605633802817,0.3170731707317073,0.6829268292682927,0.4642857142857143,248.6986301369863,-2.9601049868766407,0.17940000000000003,60,2,0,4,1,13,28,2,0,1.0,FP-S,S9,149,False,ARR,ARR,10,4.1164775043252195,18.0,65,6.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.5747656286466244
6,11.666666666666666,54,18,14.0,14.0,2,0,0,6,4,9,8,6,14,0,0,7.2,1.7142857142857144,9.257142857142858,2.057142857142857,1.0285714285714285,3.0857142857142863,3.0,0.36,0.37037037037037035,0.72,1.0903703703703704,0.3333333333333333,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.5172413793103449,0.4827586206896552,1.0714285714285714,229.33333333333334,6.678384243644574,-1.0533,50,2,0,4,1,15,14,3,0,1.0,FP-H,S9,163,False,POS,POS,13,4.832919552842741,12.0,135,8.342580913911878,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.4,-0.4558274804520087
4,6.666666666666667,28,7,4.0,4.0,1,0,0,6,1,5,2,3,4,4,1,3.5999999999999996,1.2,6.300000000000001,0.8999999999999999,0.8999999999999999,5.3999999999999995,6.0,0.2692307692307692,0.2857142857142857,0.4230769230769231,0.7087912087912087,0.3,0.03571428571428571,0.21428571428571427,0.03571428571428571,0.38461538461538464,0.6153846153846154,0.625,269.62068965517244,1.5573404886303104,0.38970000000000005,26,1,0,1,0,5,8,2,0,1.0,BS-S,S9,180,False,BIR,BIR,11,1.4900624099855975,7.0,165,5.931758530183727,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.045802448315835444
