G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,nPA,nAB,nH,nTB,nBB,nSF,nSH,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
14,399.0,360.0,115.0,73.0,51.0,32.0,5.0,27.0,238.0,73.0,37.0,0.0,57.0,0.0,9.0,3.0,0.0,2.0,9.0,44.0,42.0,73.0,30.0,1.0,11.745874587458747,1.9758,2.7536415127999287,95.0,106.0,399.0,363.0,122.0,245.0,36.0,0.0,0.0,0.3194444444444444,0.38095238095238093,0.6611111111111111,1.042063492063492,0.3416666666666667,0.31654676258992803,0.75,0.06766917293233082,0.14285714285714285,0.09273182957393483,0.472636815920398,0.527363184079602,0.8962264150943396,126.0,233.30454545454546,0.39598997493734334,0.6749311294765841,S10,ACK
14,347.0,316.0,84.0,55.0,42.0,18.0,6.0,18.0,168.0,56.0,31.0,0.0,64.0,0.0,8.0,1.0,0.0,0.0,9.0,31.0,30.0,73.0,34.0,0.0,-1.0297029702970297,0.8563999999999998,1.270292251232845,70.0,107.0,347.0,320.0,90.0,171.0,27.0,0.0,0.0,0.26582278481012656,0.3314121037463977,0.5316455696202531,0.8630576733666508,0.26582278481012656,0.28205128205128205,0.8888888888888888,0.05187319884726225,0.1844380403458213,0.0893371757925072,0.3954802259887006,0.6045197740112994,0.6542056074766355,85.0,243.45545746388441,0.3371757925072046,0.534375,S10,BEE
14,326.0,303.0,77.0,47.0,33.0,15.0,6.0,23.0,173.0,47.0,23.0,0.0,60.0,1.0,7.0,9.0,0.0,0.0,5.0,35.0,33.0,55.0,40.0,3.0,-10.170042040193,-0.1374000000000002,0.27315023613513995,73.0,98.0,326.0,303.0,79.0,174.0,23.0,0.0,0.0,0.25412541254125415,0.3067484662576687,0.570957095709571,0.8777055619672397,0.31683168316831684,0.24545454545454545,0.4375,0.0705521472392638,0.18404907975460122,0.0705521472392638,0.4269005847953216,0.5730994152046783,0.7448979591836735,85.0,260.68448900027846,0.3128834355828221,0.5742574257425742,S10,CRN
14,347.0,316.0,83.0,50.0,30.0,20.0,10.0,23.0,192.0,50.0,29.0,0.0,71.0,0.0,8.0,5.0,0.0,2.0,6.0,27.0,32.0,81.0,24.0,0.0,-7.733773377337737,0.4325999999999999,0.5998852105287744,65.0,107.0,347.0,309.0,82.0,192.0,38.0,0.0,0.0,0.2626582278481013,0.3227665706051873,0.6075949367088608,0.9303615073140481,0.3449367088607595,0.26785714285714285,0.6153846153846154,0.06628242074927954,0.20461095100864554,0.08357348703170028,0.37790697674418605,0.622093023255814,0.6074766355140186,102.0,237.4672839506173,0.345821325648415,0.6213592233009708,S10,GOB
14,361.0,309.0,85.0,60.0,39.0,18.0,5.0,23.0,182.0,60.0,49.0,1.0,61.0,0.0,6.0,4.0,0.0,3.0,14.0,28.0,38.0,64.0,35.0,1.0,1.5621562156215574,2.1155,1.5848835752301096,80.0,103.0,361.0,316.0,93.0,186.0,45.0,0.0,0.0,0.2750809061488673,0.37119113573407203,0.5889967637540453,0.9601878994881173,0.313915857605178,0.2719298245614035,0.6,0.06371191135734072,0.16897506925207756,0.13573407202216067,0.4371584699453552,0.5628415300546448,0.7766990291262136,107.0,238.564813897257,0.38227146814404434,0.5886075949367089,S10,GRS
14,387.0,354.0,113.0,66.0,55.0,27.0,10.0,21.0,223.0,65.0,29.0,1.0,73.0,1.0,19.0,11.0,0.0,4.0,7.0,37.0,39.0,53.0,42.0,1.0,3.337733773377337,2.0015,1.8653370839014403,83.0,100.0,387.0,354.0,114.0,218.0,33.0,0.0,0.0,0.3192090395480226,0.3669250645994832,0.6299435028248588,0.996868567424342,0.3107344632768362,0.3484848484848485,0.6333333333333333,0.05426356589147287,0.18863049095607234,0.07493540051679587,0.453551912568306,0.546448087431694,0.83,111.0,242.9001998401279,0.3798449612403101,0.615819209039548,S10,KIR
14,324.0,299.0,76.0,47.0,29.0,18.0,6.0,23.0,175.0,47.0,21.0,0.0,60.0,3.0,6.0,3.0,0.0,4.0,13.0,37.0,41.0,56.0,33.0,0.0,-10.02970297029703,0.1905000000000001,0.2792690852096792,91.0,93.0,324.0,307.0,79.0,169.0,17.0,0.0,0.0,0.25418060200668896,0.2993827160493827,0.5852842809364549,0.8846669969858376,0.33110367892976594,0.2409090909090909,0.6666666666666666,0.07098765432098765,0.18518518518518517,0.06481481481481481,0.4945652173913043,0.5054347826086957,0.978494623655914,76.0,259.8541666666667,0.2962962962962963,0.5504885993485342,S10,KRK
14,374.0,334.0,95.0,67.0,34.0,26.0,11.0,24.0,215.0,66.0,34.0,1.0,71.0,0.0,7.0,0.0,0.0,6.0,12.0,43.0,38.0,63.0,29.0,1.0,5.745874587458744,2.7535,2.0547032888617043,93.0,99.0,374.0,336.0,95.0,213.0,38.0,0.0,0.0,0.2844311377245509,0.3449197860962567,0.6437125748502994,0.9886323609465562,0.3592814371257485,0.2897959183673469,1.0,0.06417112299465241,0.18983957219251338,0.09090909090909091,0.484375,0.515625,0.9393939393939394,107.0,247.50629016200563,0.35561497326203206,0.6339285714285714,S10,SEO
14,360.0,329.0,101.0,57.0,48.0,24.0,7.0,22.0,205.0,57.0,29.0,0.0,52.0,0.0,9.0,6.0,0.0,2.0,8.0,36.0,44.0,67.0,31.0,0.0,-0.7337733773377364,1.0592,1.3513330869766509,88.0,100.0,360.0,333.0,102.0,199.0,27.0,0.0,0.0,0.3069908814589666,0.3611111111111111,0.6231003039513677,0.9842114150624788,0.31610942249240115,0.30739299610894943,0.6,0.06111111111111111,0.14444444444444443,0.08055555555555556,0.46808510638297873,0.5319148936170213,0.88,102.0,244.232,0.35833333333333334,0.5975975975975976,S10,SSS
14,352.0,322.0,87.0,46.0,42.0,24.0,3.0,18.0,171.0,47.0,28.0,0.0,54.0,0.0,12.0,6.0,0.0,2.0,8.0,38.0,33.0,67.0,45.0,0.0,-12.141914191419144,-1.2655000000000003,0.17885877390827856,79.0,114.0,352.0,316.0,87.0,171.0,36.0,0.0,0.0,0.2701863354037267,0.32670454545454547,0.531055900621118,0.8577604460756634,0.26086956521739124,0.27380952380952384,0.6666666666666666,0.05113636363636364,0.1534090909090909,0.07954545454545454,0.40932642487046633,0.5906735751295337,0.6929824561403509,90.0,251.4095945945946,0.3494318181818182,0.5411392405063291,S10,ZAH
