G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,nPA,nAB,nH,nTB,nBB,nSF,nSH,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
5,86.0,77.0,16.0,11.0,7.0,2.0,0.0,7.0,39.0,11.0,9.0,0.0,26.0,6.0,0.0,1.0,0.0,0.0,1.0,9.0,9.0,10.0,7.0,0.0,0.22181503198294328,0.007600000000000061,0.5336902072601899,19.0,17.0,86.0,77.0,16.0,39.0,9.0,0.0,0.0,0.2077922077922078,0.29069767441860467,0.5064935064935064,0.797191180912111,0.29870129870129863,0.20454545454545456,0.0,0.08139534883720931,0.3023255813953488,0.10465116279069768,0.5277777777777778,0.4722222222222222,1.1176470588235294,92.0,255.21072796934865,0.29069767441860467,0.5064935064935064,S7,LBS
5,88.0,82.0,24.0,14.0,10.0,4.0,3.0,7.0,55.0,14.0,6.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,5.0,13.0,14.0,12.0,5.0,0.0,3.029850746268658,0.16810000000000005,0.8263893299460146,32.0,17.0,88.0,82.0,24.0,55.0,6.0,0.0,0.0,0.2926829268292683,0.3409090909090909,0.6707317073170732,1.0116407982261642,0.37804878048780494,0.2786885245901639,1.0,0.07954545454545454,0.1590909090909091,0.06818181818181818,0.6530612244897959,0.3469387755102041,1.8823529411764706,140.0,246.20224719101122,0.3409090909090909,0.6707317073170732,S7,MICH
5,75.0,72.0,17.0,7.0,8.0,3.0,3.0,3.0,35.0,7.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,14.0,7.0,0.0,-2.9253731343283578,-0.25960000000000005,0.15354585871416615,28.0,21.0,75.0,72.0,17.0,35.0,3.0,0.0,0.0,0.2361111111111111,0.26666666666666666,0.4861111111111111,0.7527777777777778,0.25,0.23728813559322035,0.0,0.04,0.13333333333333333,0.04,0.5714285714285714,0.42857142857142855,1.3333333333333333,80.0,267.88,0.26666666666666666,0.4861111111111111,S7,RU
5,84.0,75.0,17.0,6.0,8.0,4.0,1.0,4.0,35.0,6.0,9.0,0.0,19.0,4.0,1.0,1.0,0.0,0.0,3.0,10.0,13.0,9.0,7.0,0.0,-4.551259028217981,-0.4031,0.04448724998284398,26.0,16.0,84.0,75.0,17.0,35.0,9.0,0.0,0.0,0.22666666666666666,0.30952380952380953,0.4666666666666667,0.7761904761904762,0.24000000000000002,0.25,0.5,0.047619047619047616,0.2261904761904762,0.10714285714285714,0.6190476190476191,0.38095238095238093,1.625,90.0,256.20348837209303,0.30952380952380953,0.4666666666666667,S7,UCLA
5,85.0,75.0,18.0,9.0,9.0,4.0,3.0,2.0,34.0,9.0,8.0,0.0,23.0,1.0,4.0,0.0,0.0,2.0,1.0,10.0,8.0,12.0,6.0,0.0,-1.4477611940298496,-0.19630000000000006,0.3607848090302839,19.0,20.0,85.0,77.0,18.0,34.0,8.0,0.0,0.0,0.24,0.3058823529411765,0.4533333333333333,0.7592156862745099,0.21333333333333332,0.3076923076923077,1.0,0.023529411764705882,0.27058823529411763,0.09411764705882353,0.48717948717948717,0.5128205128205128,0.95,84.0,244.04494382022472,0.3058823529411765,0.44155844155844154,S7,USF
5,99.0,89.0,25.0,13.0,11.0,11.0,2.0,1.0,43.0,13.0,10.0,0.0,22.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,7.0,17.0,13.0,0.0,2.9677801468846243,-0.6449999999999999,0.8856078019225049,16.0,30.0,99.0,89.0,25.0,43.0,10.0,0.0,0.0,0.2808988764044944,0.35353535353535354,0.48314606741573035,0.8366814209510839,0.20224719101123595,0.36363636363636365,1.0,0.010101010101010102,0.2222222222222222,0.10101010101010101,0.34782608695652173,0.6521739130434783,0.5333333333333333,107.0,227.24,0.35353535353535354,0.48314606741573035,S7,UVA
