G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
177.0,446.0,404.0,119.0,61.0,70.0,23.0,3.0,23.0,217.0,61.0,39.0,0.0,92.0,7.0,1.0,0.0,0.0,3.0,21.0,38.0,46.0,70.0,18.0,0.0,-6.520519839166861,-1.2067999999999997,0.8784589713856806,105.0,91.0,0.29455445544554454,0.3542600896860987,0.5371287128712872,0.8913888025573858,0.24257425742574262,0.3287671232876712,1.0,0.0515695067264574,0.2062780269058296,0.08744394618834081,0.5357142857142857,0.4642857142857143,1.1538461538461537,102.0,253.87281024979796,0.3542600896860987,0.5371287128712872,S2,MTL
165.0,427.0,400.0,115.0,48.0,71.0,23.0,7.0,14.0,194.0,47.0,25.0,1.0,98.0,7.0,0.0,0.0,0.0,2.0,18.0,30.0,33.0,95.0,11.0,0.0,-18.605754553442726,-2.1927,-0.39526563939335224,81.0,108.0,0.2875,0.32786885245901637,0.485,0.8128688524590164,0.1975,0.3482758620689655,0.0,0.03278688524590164,0.22950819672131148,0.0585480093676815,0.42857142857142855,0.5714285714285714,0.75,85.0,247.1301449609759,0.32786885245901637,0.485,S2,OAK
181.0,424.0,379.0,112.0,51.0,69.0,24.0,1.0,18.0,192.0,50.0,37.0,1.0,67.0,3.0,7.0,4.0,1.0,7.0,17.0,43.0,37.0,78.0,25.0,0.0,-12.464060333473359,-0.6001999999999997,0.20860886586388225,97.0,110.0,0.2955145118733509,0.35224586288416077,0.5065963060686016,0.8588421689527623,0.2110817941952507,0.3122923588039867,0.6363636363636364,0.04245283018867924,0.1580188679245283,0.08726415094339622,0.46859903381642515,0.5314009661835749,0.8818181818181818,96.0,250.4824641274134,0.35224586288416077,0.5065963060686016,S2,PHI
173.0,460.0,415.0,141.0,81.0,85.0,25.0,4.0,27.0,255.0,80.0,41.0,1.0,88.0,7.0,3.0,3.0,0.0,4.0,25.0,49.0,37.0,61.0,14.0,0.0,16.43432992125587,2.2411,3.2219868922132293,111.0,79.0,0.3397590361445783,0.39565217391304347,0.6144578313253012,1.0101100052383447,0.2746987951807229,0.375,0.5,0.058695652173913045,0.19130434782608696,0.0891304347826087,0.5842105263157895,0.41578947368421054,1.4050632911392404,129.0,242.5697369559917,0.39565217391304347,0.6144578313253012,S2,PIT
164.0,431.0,387.0,102.0,58.0,58.0,12.0,3.0,29.0,207.0,63.0,41.0,2.0,91.0,4.0,4.0,1.0,0.0,3.0,25.0,37.0,36.0,84.0,12.0,0.0,-14.022461820315518,-3.3187999999999995,0.07679018957230427,98.0,99.0,0.26356589147286824,0.33178654292343385,0.5348837209302325,0.8666702638536663,0.27131782945736427,0.27037037037037037,0.8,0.06728538283062645,0.2111368909512761,0.0951276102088167,0.49746192893401014,0.5025380710659898,0.98989898989899,96.0,255.0711290637298,0.33178654292343385,0.5348837209302325,S2,SDP
178.0,420.0,377.0,112.0,57.0,67.0,23.0,6.0,16.0,195.0,58.0,37.0,1.0,74.0,7.0,2.0,1.0,2.0,4.0,19.0,26.0,45.0,91.0,10.0,0.0,-6.628698116968675,-2.4792,0.7784185318614143,90.0,105.0,0.29708222811671087,0.35645933014354064,0.5172413793103449,0.8737007094538856,0.220159151193634,0.32989690721649484,0.6666666666666666,0.0380952380952381,0.1761904761904762,0.0880952380952381,0.46153846153846156,0.5384615384615384,0.8571428571428571,99.0,242.53044480203428,0.35645933014354064,0.5172413793103449,S2,SEA
174.0,454.0,399.0,118.0,62.0,76.0,22.0,1.0,19.0,199.0,63.0,46.0,1.0,77.0,6.0,6.0,4.0,1.0,8.0,21.0,44.0,49.0,75.0,15.0,0.0,-7.5287073546643075,-0.8394999999999997,0.8050933311418078,114.0,98.0,0.2957393483709273,0.3620309050772627,0.49874686716791977,0.8607777722451825,0.20300751879699247,0.3183279742765273,0.6,0.04185022026431718,0.1696035242290749,0.1013215859030837,0.5377358490566038,0.46226415094339623,1.163265306122449,97.0,250.82335209131546,0.3620309050772627,0.49874686716791977,S2,SFG
180.0,462.0,415.0,118.0,68.0,63.0,30.0,4.0,21.0,219.0,73.0,43.0,3.0,94.0,7.0,2.0,4.0,1.0,3.0,15.0,41.0,46.0,83.0,18.0,0.0,-2.7075031161972216,0.1351,1.3146668662943883,102.0,104.0,0.28433734939759037,0.3492407809110629,0.5277108433734939,0.8769516242845569,0.24337349397590358,0.3201320132013201,0.3333333333333333,0.045454545454545456,0.20346320346320346,0.09307359307359307,0.49514563106796117,0.5048543689320388,0.9807692307692307,99.0,250.15227990745197,0.3492407809110629,0.5277108433734939,S2,STL
170.0,450.0,402.0,123.0,64.0,76.0,21.0,5.0,21.0,217.0,67.0,43.0,0.0,96.0,1.0,6.0,3.0,1.0,4.0,21.0,37.0,43.0,70.0,12.0,0.0,-5.8436660587826115,-1.7579,0.9598709050770413,101.0,86.0,0.30597014925373134,0.36971046770601335,0.5398009950248757,0.909511462730889,0.23383084577114432,0.35294117647058826,0.6666666666666666,0.04666666666666667,0.21333333333333335,0.09555555555555556,0.5401069518716578,0.45989304812834225,1.1744186046511629,107.0,246.47289680347183,0.36971046770601335,0.5398009950248757,S2,TB
171.0,459.0,420.0,121.0,79.0,68.0,24.0,2.0,27.0,230.0,80.0,37.0,0.0,103.0,9.0,2.0,2.0,0.0,2.0,13.0,45.0,32.0,90.0,16.0,0.0,11.053748128610788,0.3887999999999998,2.680497074035487,90.0,108.0,0.28809523809523807,0.3442265795206972,0.5476190476190477,0.8918456271397448,0.2595238095238096,0.3219178082191781,0.5,0.058823529411764705,0.22440087145969498,0.08061002178649238,0.45454545454545453,0.5454545454545454,0.8333333333333334,102.0,245.27702146136068,0.3442265795206972,0.5476190476190477,S2,TEX
164.0,448.0,401.0,128.0,70.0,70.0,32.0,5.0,21.0,233.0,70.0,38.0,1.0,70.0,4.0,5.0,0.0,0.0,9.0,23.0,43.0,41.0,83.0,13.0,0.0,5.9896638419239,-0.49570000000000025,2.136340617321224,107.0,105.0,0.3192019950124688,0.3705357142857143,0.5810473815461347,0.951583095831849,0.26184538653366585,0.335423197492163,1.0,0.046875,0.15625,0.08482142857142858,0.5047169811320755,0.49528301886792453,1.019047619047619,115.0,242.67557272820895,0.3705357142857143,0.5810473815461347,S2,TOR
107.0,243.0,216.0,53.0,27.0,28.0,14.0,1.0,10.0,99.0,26.0,22.0,2.0,47.0,5.0,3.0,3.0,2.0,3.0,13.0,28.0,21.0,46.0,8.0,0.0,-9.304975094613955,-3.8941,-0.09660925354553218,62.0,57.0,0.24537037037037038,0.3112033195020747,0.4583333333333333,0.769536652835408,0.21296296296296294,0.2654320987654321,0.5,0.0411522633744856,0.1934156378600823,0.09053497942386832,0.5210084033613446,0.4789915966386555,1.087719298245614,75.0,267.21579683703175,0.3112033195020747,0.4583333333333333,S2,WSH
