Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
SYR,UOM,12002,12,S12,1,0,0,0,6,1,0,0,7,4,0,1,4,2,1,0,6,23,6.0,1,-2.656652360515021,0.3644083676983335,0.2114,8,5,Away
SYR,WKU,12012,12,S12,4,1,0,0,4,1,0,0,7,5,1,0,3,1,0,1,5,22,6.0,2,-1.6566523605150214,0.2602940705463822,0.04829999999999999,8,4,Home
TCU,TOL,3002,3,S3,1,1,0,2,1,2,0,1,4,1,2,2,0,0,0,0,4,15,3.0,2,0.016949152542372947,0.1442494630330192,0.052599999999999994,4,2,Home
TCU,WSU,3007,3,S3,2,0,0,0,0,2,0,0,3,2,1,1,2,0,0,0,0,11,3.0,0,-1.9830508474576272,0.3053309621564175,0.29879999999999995,6,4,Away
TEN,HVD,9001,9,S9,1,0,0,1,1,3,0,0,4,2,1,4,6,0,1,1,2,22,6.0,1,-1.583732057416268,0.25617975005856475,0.21330000000000005,12,7,Home
TEN,MCH,8004,8,S8,1,2,0,0,2,3,0,0,1,4,4,3,5,1,0,0,4,24,6.0,4,0.1269841269841272,0.08724960085492234,-0.08249999999999996,12,6,Away
TEN,MSU,8007,8,S8,2,0,0,4,2,1,0,0,2,5,3,3,5,0,1,0,6,25,6.0,4,0.1269841269841272,0.09557860198436693,0.08379999999999999,15,10,Home
TEN,ORD,8014,8,S8,4,1,0,1,1,2,0,0,6,3,6,2,0,1,0,0,3,22,6.0,2,-1.8730158730158728,0.2789205997254778,0.12529999999999997,8,3,Home
TEN,PAN,8012,8,S8,3,2,1,1,4,2,0,0,2,7,1,3,3,1,3,1,8,26,6.0,3,-0.8730158730158728,0.21223660424325613,-0.0919,12,8,Home
TEN,TOL,9012,9,S9,4,1,1,0,3,0,0,0,5,5,4,1,2,1,0,0,5,22,6.0,2,-0.5837320574162682,0.1480292046988199,0.1856,8,3,Home
TEN,TOL,9016,9,S9,6,3,1,2,4,2,0,0,5,3,2,4,2,1,0,1,10,28,6.0,6,3.416267942583732,-0.2234438865420732,-0.5244000000000001,9,6,Home
TEN,UCC,9004,9,S9,2,0,0,2,6,2,0,0,1,3,2,1,4,0,4,0,8,21,3.6666666666666665,5,3.473590393095037,-0.24547722231269337,-0.29860000000000003,9,4,Away
TEN,UGA,9008,9,S9,3,0,0,1,5,1,0,0,5,5,1,3,2,1,0,1,6,23,6.0,3,0.4162679425837318,0.05617975005856473,0.2394,7,5,Away
TEN,WSU,9015,9,S9,5,1,1,0,3,3,0,0,3,1,4,4,1,1,0,1,5,21,5.0,1,-1.15311004784689,0.2049670037418821,0.15680000000000002,9,4,Home
TOL,BSU,10010,10,S10,4,0,0,2,3,1,0,0,3,3,5,4,2,1,0,0,5,23,6.0,0,-3.0309278350515463,0.4090030889676163,0.5296999999999998,11,6,Away
TOL,BSU,10014,10,S10,5,1,0,3,0,1,0,0,5,6,0,5,1,1,0,0,4,22,6.0,2,-1.0309278350515463,0.20439829307794405,0.26480000000000004,9,5,Home
TOL,FOK,10001,10,S10,1,1,0,1,6,1,0,0,4,3,2,4,3,2,0,0,8,25,6.0,4,0.9690721649484537,0.018212680746960808,-0.16779999999999995,11,6,Home
TOL,HVD,9009,9,S9,3,0,0,1,3,2,0,0,3,3,4,3,3,0,2,2,4,22,6.0,2,-0.583732057416268,0.16433029541830957,0.17410000000000003,13,7,Away
TOL,IND,3008,3,S3,2,0,0,1,0,0,0,0,3,0,2,2,2,0,0,0,1,10,3.0,0,-1.9830508474576272,0.29560133693726703,0.3667,7,4,Home
TOL,NWU,10005,10,S10,2,1,1,1,3,2,0,0,4,5,2,3,3,1,0,0,6,25,6.0,3,-0.030927835051546337,0.11821268074696083,0.1013,10,6,Away
TOL,TCU,3002,3,S3,1,1,0,0,3,0,0,0,1,5,0,0,0,0,0,0,4,10,2.0,3,1.6779661016949152,-0.0705003579779872,-0.4477999999999999,3,0,Away
TOL,TEN,9012,9,S9,4,3,0,0,1,4,0,0,3,3,2,4,2,1,1,0,4,22,5.0,5,2.84688995215311,-0.19095772357824542,-0.3144,10,4,Away
TOL,TEN,9016,9,S9,6,1,0,3,2,1,0,0,3,8,1,0,4,1,1,1,6,23,6.0,3,0.4162679425837319,0.060255022738437164,-0.024399999999999946,10,4,Away
TOL,UCC,9002,9,S9,1,1,0,3,1,1,0,0,5,4,4,3,1,1,0,0,5,23,6.0,2,-0.5837320574162682,0.15210447737869232,0.16120000000000004,8,5,Home
TOL,UGA,9014,9,S9,5,1,0,1,1,1,0,0,3,2,14,0,2,0,0,2,3,25,7.666666666666667,3,-1.7551606288448398,0.2855484252410391,0.6103999999999999,15,6,Away
TOL,UNA,10009,10,S10,3,1,0,1,7,5,0,0,6,3,2,1,3,3,1,0,9,29,6.0,5,1.9690721649484537,-0.058763339804678,-0.28080000000000005,7,4,Home
TOL,WSU,9005,9,S9,2,0,0,0,2,3,0,0,1,2,1,3,8,2,0,1,2,20,6.0,0,-2.583732057416268,0.34395393201894753,0.5831000000000001,14,10,Home
TXS,BSU,10007,10,S10,3,1,0,2,2,2,0,0,5,4,6,0,1,1,1,1,5,23,6.0,2,-1.0309278350515463,0.21821268074696082,-0.10690000000000002,9,3,Away
TXS,FOK,10011,10,S10,4,0,0,2,2,1,0,0,5,1,6,2,4,0,0,0,4,23,6.0,0,-3.0309278350515463,0.4090030889676163,0.2938,11,8,Home
TXS,NWU,10002,10,S10,1,1,0,1,0,1,0,0,1,6,3,3,5,0,0,0,2,21,6.0,2,-1.0309278350515463,0.1997934971882718,0.5074000000000001,12,8,Away
