G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,nPA,nAB,nH,nTB,nBB,nSF,nSH,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
14,342.0,308.0,73.0,44.0,30.0,22.0,3.0,18.0,155.0,45.0,34.0,1.0,74.0,8.0,7.0,0.0,0.0,0.0,11.0,30.0,37.0,49.0,45.0,0.0,-3.4871723338734077,-0.00940000000000003,0.897682766612659,78.0,94.0,342.0,310.0,74.0,157.0,31.0,1.0,0.0,0.237012987012987,0.3128654970760234,0.5032467532467533,0.8161122503227767,0.26623376623376627,0.25462962962962965,1.0,0.05263157894736842,0.21637426900584794,0.09941520467836257,0.45348837209302323,0.5465116279069767,0.8297872340425532,98.0,250.80314209429537,0.30701754385964913,0.5064516129032258,S7,BAC
14,319.0,295.0,70.0,34.0,35.0,17.0,3.0,15.0,138.0,35.0,23.0,0.0,62.0,10.0,2.0,0.0,0.0,1.0,14.0,32.0,37.0,68.0,27.0,0.0,-11.125089863407618,-1.3079999999999996,0.0500687914370154,83.0,96.0,319.0,296.0,66.0,130.0,21.0,2.0,0.0,0.23728813559322035,0.29153605015673983,0.46779661016949153,0.7593326603262314,0.2305084745762712,0.2511415525114155,1.0,0.047021943573667714,0.19435736677115986,0.07210031347962383,0.46368715083798884,0.5363128491620112,0.8645833333333334,74.0,252.17932583590888,0.2727272727272727,0.4391891891891892,S7,BBB
14,378.0,331.0,99.0,66.0,52.0,17.0,1.0,29.0,205.0,66.0,43.0,1.0,74.0,0.0,10.0,3.0,0.0,4.0,8.0,45.0,32.0,62.0,23.0,0.0,17.88043606553859,1.5093999999999999,3.165643606553859,85.0,89.0,378.0,333.0,98.0,204.0,40.0,5.0,0.0,0.2990936555891239,0.37566137566137564,0.6193353474320241,0.9949967230933998,0.32024169184290024,0.3017241379310345,0.7692307692307693,0.07671957671957672,0.19576719576719576,0.11375661375661375,0.4885057471264368,0.5114942528735632,0.9550561797752809,138.0,239.27593895807576,0.36507936507936506,0.6126126126126126,S7,BBC
14,313.0,285.0,60.0,19.0,28.0,21.0,3.0,8.0,111.0,19.0,27.0,0.0,65.0,21.0,2.0,2.0,0.0,1.0,12.0,42.0,43.0,55.0,21.0,0.0,-27.125089863407624,-3.713,-1.571797875229651,97.0,77.0,313.0,286.0,54.0,100.0,26.0,1.0,0.0,0.21052631578947367,0.2779552715654952,0.3894736842105263,0.6674289557760216,0.17894736842105263,0.24413145539906103,0.5,0.025559105431309903,0.20766773162939298,0.08626198083067092,0.5574712643678161,0.4425287356321839,1.2597402597402598,51.0,264.5262167034913,0.25559105431309903,0.34965034965034963,S7,CPR
14,310.0,287.0,67.0,35.0,25.0,20.0,4.0,18.0,149.0,35.0,19.0,1.0,63.0,19.0,4.0,3.0,0.0,4.0,8.0,37.0,29.0,75.0,20.0,0.0,-11.75748146399562,0.42329999999999973,-0.04597036862178486,74.0,99.0,310.0,285.0,64.0,144.0,21.0,4.0,0.0,0.23344947735191637,0.27741935483870966,0.519163763066202,0.7965831179049117,0.2857142857142857,0.23333333333333334,0.5714285714285714,0.05806451612903226,0.2032258064516129,0.06129032258064516,0.4277456647398844,0.5722543352601156,0.7474747474747475,87.0,240.85673119204665,0.27419354838709675,0.5052631578947369,S7,FAP
14,341.0,317.0,83.0,55.0,26.0,22.0,7.0,28.0,203.0,55.0,21.0,1.0,60.0,14.0,0.0,0.0,0.0,3.0,14.0,47.0,38.0,51.0,41.0,0.0,5.936264042833999,0.15850000000000009,1.836381959838955,99.0,95.0,341.0,315.0,79.0,197.0,22.0,4.0,0.0,0.2618296529968454,0.30498533724340177,0.6403785488958991,0.9453638861393008,0.37854889589905366,0.23706896551724138,0.0,0.08211143695014662,0.17595307917888564,0.06158357771260997,0.5103092783505154,0.4896907216494845,1.0421052631578946,118.0,253.24198210099837,0.2961876832844575,0.6253968253968254,S7,KNX
14,323.0,297.0,61.0,26.0,32.0,13.0,4.0,12.0,118.0,29.0,24.0,1.0,65.0,5.0,0.0,0.0,0.0,2.0,11.0,44.0,42.0,56.0,31.0,0.0,-20.910608710580814,-2.9018,-0.9139053155025257,97.0,89.0,323.0,298.0,58.0,112.0,23.0,2.0,0.0,0.2053872053872054,0.2631578947368421,0.39730639730639733,0.6604642920432394,0.19191919191919193,0.22072072072072071,0.0,0.03715170278637771,0.20123839009287925,0.07430340557275542,0.521505376344086,0.478494623655914,1.0898876404494382,54.0,277.9186664758783,0.25077399380804954,0.37583892617449666,S7,MMA
14,342.0,307.0,74.0,42.0,33.0,22.0,5.0,14.0,148.0,41.0,35.0,0.0,73.0,8.0,3.0,0.0,0.0,0.0,10.0,30.0,43.0,59.0,28.0,0.0,-4.7016534867002155,-0.20390000000000008,0.7762346513299782,83.0,87.0,342.0,309.0,74.0,144.0,33.0,0.0,0.0,0.24104234527687296,0.31871345029239767,0.4820846905537459,0.8007981408461435,0.24104234527687296,0.2727272727272727,1.0,0.04093567251461988,0.2134502923976608,0.1023391812865497,0.48823529411764705,0.5117647058823529,0.9540229885057471,92.0,253.52142326272758,0.3128654970760234,0.46601941747572817,S7,PBA
14,354.0,327.0,82.0,44.0,33.0,19.0,10.0,20.0,181.0,46.0,25.0,0.0,71.0,7.0,1.0,1.0,0.0,2.0,7.0,35.0,30.0,66.0,45.0,0.0,-5.537474382222603,-0.7163000000000002,0.7363858951110728,72.0,113.0,354.0,326.0,77.0,170.0,27.0,1.0,0.0,0.25076452599388377,0.3022598870056497,0.5535168195718655,0.8557767065775153,0.3027522935779817,0.2605042016806723,0.5,0.05649717514124294,0.20056497175141244,0.07062146892655367,0.3891891891891892,0.6108108108108108,0.6371681415929203,97.0,254.62808988764047,0.2937853107344633,0.5214723926380368,S7,RRR
14,351.0,316.0,97.0,59.0,43.0,22.0,10.0,22.0,205.0,58.0,31.0,1.0,75.0,7.0,4.0,4.0,1.0,3.0,13.0,36.0,30.0,52.0,29.0,0.0,11.033563312123778,0.5109000000000006,2.3825563312123776,79.0,84.0,351.0,315.0,96.0,197.0,32.0,3.0,1.0,0.3069620253164557,0.3657142857142857,0.6487341772151899,1.0144484629294757,0.34177215189873417,0.33783783783783783,0.5,0.06267806267806268,0.21367521367521367,0.08831908831908832,0.48466257668711654,0.5153374233128835,0.9404761904761905,140.0,235.40018570102134,0.3657142857142857,0.6253968253968254,S7,SCG
