win,loss,save,holds,Season,Game ID
1961,390,,[np.int64(219)],S6,1
235,282,517.0,[],S6,2
1759,775,,[],S6,3
481,270,,[],S6,4
130,92,3.0,[],S6,5
148,218,,[],S6,7
149,394,,[],S6,8
2395,112,,[],S6,9
37,1777,,[],S6,10
1953,2245,,[],S6,11
284,326,,[],S6,12
46,233,74.0,[],S6,13
165,355,,[np.int64(164)],S6,14
1828,729,265.0,[],S6,15
2215,337,,[],S6,16
1736,59,,[],S6,17
1692,198,,[],S6,18
777,478,,[],S6,19
10,5,471.0,[],S6,20
395,2345,,[],S6,21
265,275,1818.0,[],S6,22
2206,212,,[],S6,23
336,109,675.0,[],S6,24
1841,1767,,[],S6,25
193,3,2207.0,[],S6,26
708,391,,[],S6,27
520,361,,[],S6,28
233,1718,2457.0,[np.int64(233)],S6,29
76,605,,[],S6,30
714,1743,517.0,[],S6,31
198,361,,[],S6,32
74,59,,[],S6,33
771,133,,[],S6,34
146,166,,[],S6,35
258,196,,[],S6,36
227,1841,,[],S6,37
265,193,518.0,[np.int64(265)],S6,38
1703,149,481.0,[],S6,39
67,775,,[],S6,40
1,2395,,[],S6,41
2339,1834,,[],S6,42
2377,646,,[],S6,43
772,1718,,[],S6,44
394,337,395.0,[],S6,45
390,235,,[],S6,46
2461,1692,58.0,"[np.int64(2461), np.int64(361)]",S6,47
75,233,,[],S6,50
481,1759,5.0,[],S6,51
270,304,,[],S6,52
212,92,,[],S6,53
13,148,,[],S6,54
112,130,258.0,[],S6,55
268,1828,776.0,[np.int64(745)],S6,56
336,275,675.0,[],S6,57
752,802,,[],S6,58
282,165,669.0,[np.int64(282)],S6,59
1825,37,,[],S6,60
296,520,,[],S6,61
758,2377,,[],S6,62
777,166,,"[np.int64(1777), np.int64(651)]",S6,63
326,1953,,[],S6,64
10,1703,,[],S6,65
265,2469,,[],S6,66
1767,109,196.0,[],S6,67
605,395,2258.0,[],S6,68
2206,2345,,[],S6,69
2395,218,,[],S6,70
2221,716,,[],S6,71
58,2397,,"[np.int64(2245), np.int64(361)]",S6,72
74,478,,[],S6,73
193,391,2207.0,[],S6,74
282,1718,,[],S6,76
2245,2377,58.0,[np.int64(2245)],S6,77
610,198,,[],S6,78
76,146,,[],S6,79
1,131,,[],S6,80
130,212,,[],S6,81
1818,149,,[],S6,82
675,745,,[np.int64(337)],S6,83
5,148,481.0,[],S6,84
395,67,,[],S6,86
321,517,,[],S6,88
802,233,219.0,[],S6,89
708,13,,[],S6,90
37,235,,[],S6,91
669,296,2215.0,[],S6,92
1736,74,,[],S6,93
166,771,1962.0,[],S6,94
1961,326,,[],S6,95
1703,193,,[],S6,96
10,270,471.0,[],S6,97
149,2249,2221.0,[],S6,98
413,265,,[],S6,99
112,268,258.0,[],S6,100
786,337,,[],S6,101
2477,394,,[],S6,102
390,373,,[],S6,103
777,58,,[],S6,104
2339,391,,[],S6,106
265,520,,[],S6,107
802,275,,[],S6,109
282,2206,,[],S6,110
361,109,58.0,"[np.int64(361), np.int64(2461)]",S6,111
605,1736,,[],S6,112
610,1767,217.0,[],S6,113
148,1692,,[np.int64(2477)],S6,114
758,336,355.0,[],S6,115
127,1759,,[],S6,116
481,75,,[],S6,117
772,775,,[],S6,118
478,395,,[],S6,119
2457,2345,233.0,[np.int64(1962)],S6,120
2245,646,219.0,[],S6,121
361,752,,[],S6,122
133,708,,[],S6,123
1703,304,,[],S6,124
111,193,258.0,[],S6,125
2395,471,413.0,[],S6,126
227,1,,[np.int64(227)],S6,127
130,13,3.0,[],S6,128
1743,2221,,[],S6,129
1953,714,771.0,[],S6,130
284,2397,,[],S6,131
2215,166,776.0,[np.int64(2372)],S6,132
146,1841,,[],S6,133
2377,321,729.0,[],S6,134
67,518,,[],S6,135
391,669,,[],S6,136
37,235,,[],S6,137
2461,610,361.0,[np.int64(2461)],S6,138
758,1736,,[],S6,139
233,133,,[np.int64(2457)],S6,140
1961,772,478.0,[],S6,141
304,2207,,[],S6,142
2345,775,,[],S6,143
2469,212,,[],S6,144
112,1703,,[],S6,146
148,265,,[],S6,147
2206,336,,[],S6,148
76,802,,[],S6,149
390,182,,[],S6,151
46,58,,[],S6,152
1977,127,,[],S6,153
481,395,5.0,[],S6,154
275,3,,"[np.int64(788), np.int64(149)]",S6,155
337,605,,[],S6,156
131,2395,,[],S6,157
10,1767,,[],S6,158
1818,109,,[],S6,159
520,146,517.0,[],S6,161
2245,2377,,[],S6,162
284,233,,[],S6,163
758,326,,[],S6,164
776,2345,,[np.int64(2372)],S6,165
646,714,390.0,[],S6,166
2397,802,,[],S6,167
321,610,,[],S6,168
1961,777,,[np.int64(1961)],S6,169
708,166,,[],S6,170
1759,775,,[],S6,171
5,1,1703.0,[],S6,172
149,67,,[],S6,173
336,112,675.0,[],S6,174
1743,716,,[],S6,175
1956,1828,,[],S6,176
196,212,,[],S6,177
282,355,776.0,[],S6,178
729,771,,[],S6,179
130,361,3.0,[],S6,180
2245,517,,[],S6,181
37,776,,[],S6,182
198,1692,758.0,[],S6,183
772,1953,,[],S6,184
2206,786,,[],S6,186
275,2395,,[],S6,187
2258,111,,[],S6,188
2207,375,,[],S6,189
1841,1,,[],S6,191
361,390,,[],S6,192
478,729,,[np.int64(478)],S6,193
610,651,,[],S6,194
1962,337,,[],S6,195
391,2397,,[],S6,196
305,284,58.0,"[np.int64(305), np.int64(1838)]",S6,197
212,265,,[],S6,198
109,1841,,[np.int64(109)],S6,199
1743,131,,[np.int64(2258)],S6,200
471,3,,[],S6,201
675,395,,[],S6,202
1786,1,,[],S6,203
92,13,,[],S6,204
1961,802,,[],S6,205
