win,loss,save,holds,Season,Game ID
2350,2994,,[],S10,1
166,1963,,[],S10,2
2855,271,,[],S10,3
714,2744,395.0,[],S10,4
2867,2890,,[],S10,5
249,212,3028.0,[],S10,6
275,76,,[],S10,7
1776,112,,[],S10,8
37,2659,,[],S10,9
2461,3004,,[],S10,10
2945,610,,[],S10,11
149,2724,,[],S10,12
2544,2792,,[],S10,13
2555,1692,2829.0,[],S10,14
2207,2678,2743.0,[],S10,15
610,3041,,[np.int64(2960)],S10,16
378,2501,,[],S10,17
1834,1703,,[],S10,18
2477,1961,,[],S10,19
2998,2954,,[],S10,20
131,2791,,[],S10,21
233,2949,,[],S10,22
207,2915,,[],S10,23
788,2738,,[],S10,24
1786,1977,,[],S10,25
361,2498,,[],S10,26
2877,2735,,[],S10,27
1942,3029,,[],S10,28
2606,1759,,[],S10,29
195,714,471.0,[np.int64(195)],S10,30
3028,471,,[],S10,31
2887,2867,2206.0,[],S10,32
2720,1801,,[],S10,33
395,607,,[],S10,34
130,2820,,[],S10,35
771,2674,,[],S10,36
39,2390,,[],S10,37
5,2782,2350.0,[np.int64(5)],S10,38
2585,2795,,[],S10,39
296,127,,[],S10,40
103,2544,,[],S10,41
2461,3029,305.0,[],S10,42
74,198,,[],S10,43
270,2457,,[],S10,44
2792,373,,[],S10,45
1963,2890,390.0,[],S10,46
2678,2744,,[],S10,47
220,310,,"[np.int64(2715), np.int64(127)]",S10,48
607,249,3044.0,[np.int64(607)],S10,49
112,2792,788.0,[],S10,50
2817,271,,[],S10,51
3047,2855,,[],S10,52
2945,212,,[],S10,53
1942,2994,,[],S10,54
2947,2222,2743.0,"[np.int64(2947), np.int64(2621)]",S10,55
2738,2814,,[],S10,56
2629,37,,[],S10,57
2877,76,,[],S10,58
2555,275,,[],S10,59
3,394,,[np.int64(1776)],S10,60
2544,716,,[],S10,61
2207,2744,,[np.int64(2743)],S10,62
2222,337,258.0,[np.int64(2222)],S10,63
3057,131,,[],S10,64
392,2998,373.0,"[np.int64(392), np.int64(3016)]",S10,65
2329,100,2206.0,[np.int64(2329)],S10,66
1977,2795,,[],S10,67
2390,2350,,[],S10,68
1703,2954,,[],S10,69
2735,3059,,[],S10,70
3004,2888,,[],S10,71
2810,2991,,[],S10,72
1786,3041,220.0,[],S10,73
1692,2461,,[],S10,74
471,2949,,[],S10,75
296,2585,,[],S10,76
103,2222,,[],S10,77
2461,219,,[],S10,78
207,2791,,[],S10,79
390,771,,[],S10,80
100,112,610.0,[],S10,81
2220,2887,,[],S10,82
39,2915,,[],S10,83
2782,2839,485.0,[],S10,84
3028,2743,,[],S10,85
127,3039,,[],S10,86
