win,loss,save,holds,Season,Game ID
788,114,,[],S11,82
2782,198,,[],S11,83
395,2621,,[np.int64(2908)],S11,84
3129,1942,,[],S11,85
1692,361,,[],S11,86
275,1977,,[],S11,87
1724,2657,,[],S11,88
3035,2989,,[],S11,89
3119,2524,3082.0,[np.int64(3029)],S11,90
783,2738,,[],S11,91
2814,2744,,[],S11,92
3161,258,,"[np.int64(2606), np.int64(3028)]",S11,93
1801,3075,219.0,[],S11,94
2708,1703,2887.0,[np.int64(2708)],S11,95
2390,39,,[],S11,96
37,2659,,[],S11,97
607,3,,[],S11,98
1786,2735,,[],S11,99
1792,3047,,[],S11,100
2915,183,,[],S11,101
2544,2593,,[],S11,102
2994,2207,,[np.int64(2944)],S11,103
3082,2791,,[],S11,104
2678,714,2206.0,[],S11,105
2730,371,378.0,[],S11,106
3029,103,3082.0,[],S11,107
390,1843,,[],S11,108
290,2887,2989.0,[],S11,109
646,166,,[],S11,110
607,76,,[],S11,111
3189,112,,[],S11,112
198,275,,[],S11,113
1963,2945,,[],S11,114
310,1759,,[],S11,115
149,2873,,[],S11,116
2657,2888,2792.0,[],S11,117
786,481,,[],S11,118
2659,2702,,[np.int64(1942)],S11,119
2890,337,,[],S11,120
1834,471,103.0,[],S11,121
3192,59,,[],S11,122
3072,2780,258.0,[],S11,123
3119,3174,,[],S11,124
1843,270,,[],S11,125
39,3115,,[],S11,126
2820,2390,2743.0,[],S11,127
2220,301,2256.0,[],S11,128
2989,2915,,[],S11,129
249,2720,,[],S11,130
100,485,,[],S11,131
2738,296,,[],S11,132
373,2544,392.0,[],S11,133
3035,2350,,[],S11,134
395,2814,,[np.int64(2908)],S11,135
771,1963,,[],S11,136
2877,1838,,[],S11,137
3182,2744,2873.0,[np.int64(3182)],S11,138
1801,2791,,[],S11,139
100,1961,,[],S11,141
3044,2659,,[],S11,142
2207,2814,,[],S11,143
37,1786,,[],S11,144
3047,361,,[],S11,145
290,275,,[],S11,146
371,2994,,[],S11,147
3016,1703,,[],S11,148
3072,2678,,[],S11,149
714,788,,[],S11,150
3,517,,[],S11,151
3082,1692,,[],S11,152
1977,275,,[],S11,153
646,103,2606.0,[],S11,154
610,337,,[],S11,155
2888,2593,3164.0,[],S11,156
112,2657,788.0,[],S11,157
2810,2989,166.0,[],S11,158
2890,3004,,[],S11,159
2887,2945,,[],S11,160
2915,3075,,[],S11,161
2659,3192,2275.0,[],S11,162
481,1759,,[],S11,163
2544,5,3182.0,[],S11,164
2738,2646,,[],S11,165
3059,3188,,[],S11,166
3072,607,,[],S11,167
3174,198,219.0,[],S11,168
2780,249,,[],S11,169
3164,3189,,[],S11,170
788,471,,[],S11,171
3028,2220,,[],S11,172
290,39,,[],S11,173
2720,310,,[],S11,174
2782,714,,[],S11,175
3129,296,2350.0,[],S11,176
2744,2820,,[],S11,177
3082,361,,[np.int64(3119)],S11,178
3078,3035,,[],S11,179
373,3167,2206.0,[],S11,180
1963,3047,3167.0,[],S11,181
378,37,,[],S11,182
103,714,,[],S11,183
270,2735,,[],S11,184
3025,2738,100.0,[],S11,185
2855,646,,[],S11,186
2867,788,258.0,[],S11,187
2678,1703,,[],S11,188
2207,3044,,[],S11,189
2998,219,2275.0,[],S11,190
1786,2461,2350.0,[],S11,191
3029,275,,[],S11,192
2994,3078,2792.0,[],S11,193
2877,76,,[],S11,194
371,2814,517.0,[np.int64(371)],S11,195
103,390,,[],S11,196
2890,39,,[],S11,197
610,3161,100.0,[],S11,198
2888,310,,[],S11,199
2220,2782,,[],S11,200
290,3167,,[],S11,201
2817,1838,,[np.int64(378)],S11,202
2544,2222,,[],S11,203
3004,2646,,[],S11,204
2708,2461,,[np.int64(413)],S11,205
59,2877,,[],S11,206
5,2657,,[],S11,207
2275,3119,2659.0,[np.int64(2275)],S11,208
481,3175,,[],S11,209
2743,337,,[np.int64(2621)],S11,210
471,249,517.0,[np.int64(371)],S11,211
2817,2744,,[],S11,212
59,219,,[],S11,213
39,1692,,[],S11,214
3182,2887,,[],S11,215
607,2994,,[],S11,216
112,3,788.0,[],S11,217
786,290,,[],S11,218
3115,2659,,[],S11,219
3072,2820,,[],S11,220
3129,3189,2350.0,[],S11,221
3075,1792,,[],S11,222
3082,1963,,[],S11,223
2945,114,,[],S11,224
373,394,,[],S11,225
2991,3078,,[],S11,226
2897,3192,2350.0,[np.int64(2897)],S11,227
2678,103,,[],S11,228
270,3025,,[],S11,229
76,3044,,[],S11,230
1703,249,,[],S11,231
37,2989,,[],S11,232
2207,2220,,[],S11,233
361,2890,,[],S11,234
2275,3059,2659.0,[np.int64(2275)],S11,235
166,3158,1792.0,[],S11,236
2944,2738,2780.0,[np.int64(2944)],S11,237
3047,3029,,[],S11,238
2627,788,,[np.int64(3028)],S11,239
395,2867,,[],S11,240
3072,1961,,[],S11,241
3004,39,,[],S11,242
2207,2873,,[],S11,243
1792,2888,,[],S11,244
610,390,,[],S11,245
481,1759,2206.0,[],S11,246
3082,2810,,[],S11,247
2646,2720,2350.0,[np.int64(3129)],S11,248
