win,loss,save,holds,Season,Game ID
2222,471,,[],S11,1
1963,166,,[],S11,2
2744,1703,1834.0,[],S11,3
1801,2915,,[],S11,4
270,2659,,[],S11,5
2867,413,258.0,[np.int64(3072)],S11,6
76,2735,771.0,[],S11,7
786,783,,[],S11,8
3025,2621,,[np.int64(610)],S11,9
2544,2657,,[],S11,10
3164,1843,,[],S11,11
2814,3086,,[],S11,12
149,3029,,[],S11,13
2206,249,392.0,[],S11,14
3,394,,[np.int64(1961)],S11,15
2735,3041,,[],S11,16
3119,2730,,[],S11,17
1759,103,2743.0,[],S11,18
390,337,,[],S11,19
1692,2890,,[],S11,20
301,3,,"[np.int64(413), np.int64(3167)]",S11,21
3161,100,,[np.int64(3028)],S11,22
788,2873,,[],S11,23
3004,3075,,[],S11,24
2945,2991,,[],S11,25
2888,2817,,[],S11,26
39,296,,[],S11,27
1786,481,,[],S11,28
3059,166,,[],S11,29
2994,5,2792.0,[],S11,30
1942,2855,,[],S11,31
2743,390,,[np.int64(2621)],S11,32
786,2524,,[np.int64(786)],S11,33
301,2390,,[],S11,34
149,3164,,[],S11,35
198,249,,[],S11,36
2657,2989,,[],S11,37
310,3044,,[],S11,38
2544,2782,3078.0,[],S11,39
771,2461,,[np.int64(2849)],S11,40
2738,275,,[],S11,41
3082,2877,,[],S11,42
2206,3016,,[],S11,43
114,607,,[],S11,44
394,2593,,[],S11,45
2814,3175,,[],S11,46
3,219,,[],S11,47
39,3158,,[],S11,48
413,3161,,[],S11,49
3025,1703,,[],S11,50
2625,2629,,[],S11,51
3047,3119,,[],S11,52
2915,2659,,[],S11,53
2873,2867,,[],S11,54
3129,716,2350.0,[np.int64(3129)],S11,55
183,310,275.0,[np.int64(3059)],S11,56
788,2792,,[],S11,57
166,3164,,[],S11,58
2678,2207,2206.0,[np.int64(1724)],S11,59
2744,714,1834.0,[],S11,60
2994,471,2944.0,[],S11,61
1963,2890,2853.0,[],S11,62
481,390,,[],S11,63
270,3004,,[],S11,64
2810,39,1792.0,[],S11,65
3025,2390,,[],S11,66
378,2888,,[],S11,67
2220,1834,198.0,[],S11,68
3157,290,,[],S11,69
2606,2945,,[],S11,70
1786,2817,,[],S11,71
296,337,,[],S11,72
1759,2887,2743.0,[],S11,73
3082,3075,,[],S11,74
2544,5,3078.0,[],S11,75
2991,3041,,[],S11,76
2817,378,,[],S11,77
3072,2998,,[],S11,78
2873,3161,,[],S11,79
610,3167,607.0,[],S11,80
2720,3115,,[],S11,81
