ID,Game ID,Season,Display Season,Session,Team,Franchise,Opponent,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
250,5065,5,S5,5,SEA,SEA,HOU,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,3,7,1.0,2,1.3562332439678284,-0.1077807855624384,-0.29910000000000003,1,0,Away
250,5082,5,S5,6,SEA,SEA,CLE,0,0,1,1,2,1,0,3,0,0,0,0,0,0,0,2,7,1.0,2,1.3562332439678284,-0.1077807855624384,-0.1307,0,0,Home
250,5096,5,S5,7,SEA,SEA,SFG,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1.96226014976015,-0.188271003880488,-0.8177999999999999,0,0,Away
250,5158,5,S5,11,SEA,SEA,OAK,0,0,1,3,0,0,0,3,0,1,0,1,0,0,1,4,9,2.0,1,-0.2875335120643432,0.06852840668406923,-0.07200000000000004,3,3,Home
250,5232,5,S5,16,SEA,SEA,TEX,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,5,0.6666666666666666,3,2.5272009859033124,-0.23283257085151376,-0.8936999999999999,0,0,Away
251,3013,3,S3,2,NYY,NYY,CIN,0,0,2,3,1,0,0,1,2,1,4,5,1,0,1,5,19,5.0,1,-2.484573124961786,0.3371435459092006,0.20500000000000007,10,4,Away
251,3048,3,S3,4,NYY,NYY,NYM,1,0,1,2,0,0,0,0,4,0,3,0,1,0,0,4,11,2.6666666666666665,3,1.5787943399883697,-0.10910200562167488,-0.19139999999999996,2,0,Away
251,3054,3,S3,5,NYY,NYY,TEX,2,1,1,0,1,0,0,0,1,0,3,4,1,0,0,4,13,3.0,3,0.30945719855525056,0.02670033186293927,-0.0887,7,3,Away
251,3061,3,S3,6,NYY,NYY,TBR,0,0,1,3,1,0,0,1,3,0,5,4,1,0,1,4,18,5.0,0,-2.62987012987013,0.3472389347293839,0.4499,9,2,Home
251,3086,3,S3,8,NYY,NYY,CLE,1,0,2,4,1,0,0,4,1,0,1,2,1,0,0,7,16,3.0,3,1.579030725372189,-0.08695408580680128,-0.17920000000000003,2,2,Home
251,3112,3,S3,10,NYY,NYY,HOU,0,0,0,2,1,0,0,2,2,0,2,4,0,1,2,2,13,4.0,0,-2.103896103896104,0.281338597120028,0.27840000000000004,8,4,Home
251,3125,3,S3,11,NYY,NYY,KCR,0,1,4,2,0,0,0,0,2,0,4,1,0,0,0,7,14,2.3333333333333335,6,4.182947487295313,-0.35621438534041594,-0.0766,5,1,Away
251,3142,3,S3,12,NYY,NYY,FLA,0,0,0,4,1,0,0,2,2,1,1,3,1,1,1,4,15,4.0,1,-1.103896103896104,0.1857729087906791,0.1743,5,3,Home
251,3164,3,S3,14,NYY,NYY,TBR,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,1.0,0,-0.525974025974026,0.0659003376093559,0.0586,1,1,Away
251,4002,4,S4,1,NYY,NYY,TBR,0,2,1,3,0,0,0,1,3,1,1,1,1,0,1,6,13,3.0,3,1.3311732605729876,-0.0712474440148084,-0.07079999999999999,3,2,Away
