G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
2,3.0,12,3,3,3,0,0,0,4,1,1,3,2,0,0,0,6.0,1.0,6.0,2.0,0.0,8.0,,0.25,0.25,0.5833333333333334,0.8333333333333334,0.2857142857142857,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,,273.3636363636364,1.1594610868583475,-0.2191,12,0,0,1,0,5,0,0,0,,EG-H,S6,13,False,GT,GT,4,2.894573643410853,3.0,88,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.046650334037947425
3,5.666666666666667,20,3,1,1,3,0,0,2,0,2,5,3,4,0,0,1.0588235294117647,1.0588235294117647,3.1764705882352944,0.0,3.1764705882352944,2.117647058823529,0.6666666666666666,0.17647058823529413,0.3,0.23529411764705882,0.5352941176470588,0.2,0.0,0.1,0.15,0.6923076923076923,0.3076923076923077,2.25,282.95454545454544,-1.108610567514677,0.07999999999999999,17,0,0,1,0,9,4,0,2,0.0,EG-H,S6,265,False,OSU,OSU,4,2.110259917920657,5.333333333333333,14,0.27714932126696834,1.0,2.0,0.0,0.0,1,0,0,0,1.0,0.22635401449794657
2,6.333333333333333,23,2,0,0,3,0,0,9,0,2,2,4,2,1,0,0.0,0.7894736842105263,1.8947368421052633,0.0,2.8421052631578947,8.526315789473685,3.0,0.1,0.21739130434782608,0.1,0.3173913043478261,0.18181818181818182,0.0,0.391304347826087,0.13043478260869565,0.7,0.3,2.3333333333333335,286.27272727272725,-2.430558482613277,0.47750000000000004,20,0,0,0,0,7,3,1,0,1.0,TT-S,S6,275,False,GEO,GEO,4,-0.1931456548347612,6.333333333333333,0,0.0,2.0,1.0,1.0,1.0,1,0,0,0,1.0,0.37587274966977835
2,5.333333333333333,22,5,1,1,1,0,0,4,0,1,5,4,2,1,0,1.125,1.125,5.625,0.0,1.125,4.5,4.0,0.23809523809523808,0.2727272727272727,0.47619047619047616,0.7489177489177489,0.29411764705882354,0.0,0.18181818181818182,0.045454545454545456,0.75,0.25,3.0,266.54545454545456,-0.41193737769080213,0.27029999999999993,21,0,0,3,1,9,3,0,0,,WC-H,S6,326,False,GT,GT,4,0.29040697674418614,6.0,44,1.0,1.0,2.0,1.0,0.0,1,0,0,0,1.0,0.16823599129020697
2,3.3333333333333335,16,5,4,4,1,0,0,6,3,2,2,1,0,1,0,7.199999999999999,1.7999999999999998,9.0,5.3999999999999995,1.7999999999999998,10.799999999999999,6.0,0.3333333333333333,0.375,0.9333333333333333,1.3083333333333333,0.3333333333333333,0.1875,0.375,0.0625,0.75,0.25,3.0,248.3125,2.756164383561644,-0.49960000000000004,15,0,0,0,0,3,1,0,0,,TT-H,S6,775,False,NEB,NEB,4,10.227906976744187,3.3333333333333335,318,4.0,1.0,1.0,1.0,0.0,0,1,0,0,0.0,-0.1832220721589813
2,1.6666666666666667,7,0,0,0,2,0,1,1,0,0,1,0,3,0,0,0.0,1.2,0.0,0.0,7.199999999999999,3.5999999999999996,0.5,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.25,0.75,0.3333333333333333,244.0,-0.810958904109589,0.2024,5,0,0,0,0,1,3,1,0,1.0,TD-H,S6,786,False,NEB,NEB,4,3.6279069767441863,2.0,0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0.0,0.1215184256222265
2,5.0,17,2,0,0,0,0,0,0,0,0,1,2,2,10,0,0.0,0.4,2.4000000000000004,0.0,0.0,0.0,,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.4117647058823529,0.11764705882352941,0.0,0.0,0.0,0.2,0.8,0.25,314.11764705882354,-1.518835616438356,0.13129999999999994,17,0,0,1,1,3,12,0,0,,WC-S,S6,2206,False,GEO,GEO,4,1.2279069767441861,5.0,0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0.0,0.2500525757283426
2,7.666666666666667,30,4,1,1,4,0,0,5,0,2,3,7,6,1,0,0.7826086956521738,1.0434782608695652,3.1304347826086953,0.0,3.1304347826086953,3.9130434782608696,1.25,0.15384615384615385,0.26666666666666666,0.23076923076923078,0.49743589743589745,0.19047619047619047,0.0,0.16666666666666666,0.13333333333333333,0.6111111111111112,0.3888888888888889,1.5714285714285714,292.43333333333334,-3.10885518590998,0.7765,26,0,0,2,0,11,7,0,0,,BS-H,S6,2245,False,OSU,OSU,4,1.4887765419615775,8.333333333333334,81,2.5538461538461537,1.0,2.0,1.0,0.0,1,1,0,0,0.5,0.4841249552107163
1,2.0,12,5,6,6,1,0,0,0,2,0,0,2,4,0,0,18.0,3.0,15.0,6.0,3.0,0.0,0.0,0.5,0.5,1.5,2.0,0.3333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.5,174.5,5.178082191780822,-0.3817,10,1,0,2,1,2,4,0,0,,POS,S6,2335,False,OSU,OSU,2,15.727906976744187,2.0,529,4.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,-0.4485124445301949
2,5.0,21,5,5,5,1,1,0,5,1,1,0,1,6,3,0,6.0,1.2,6.0,1.2000000000000002,1.2000000000000002,6.0,5.0,0.25,0.2857142857142857,0.6,0.8857142857142857,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.1,0.9,0.1111111111111111,241.65,2.4990516332982087,-0.3304000000000001,20,0,0,2,1,1,9,0,0,,FP-S,S6,2339,False,GT,GT,4,2.427906976744186,5.333333333333333,248,5.0,1.0,1.0,1.0,0.0,0,1,0,0,0.0,-0.12863755769601806
