G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
5,7.0,30,7,2.0,2.0,3,0,0,4,1,4,1,3,8,4,0,1.7142857142857142,1.4285714285714286,6.0,0.8571428571428571,2.571428571428571,3.4285714285714284,1.3333333333333333,0.2692307692307692,0.3333333333333333,0.46153846153846156,0.7948717948717949,0.2727272727272727,0.03333333333333333,0.13333333333333333,0.1,0.25,0.75,0.3333333333333333,248.0,-0.8480562063768882,0.03900000000000001,26,1,0,2,0,4,12,1,1,0.5,NT-S,S10,2657,False,GRS,GRS,3.0096385542168673,6.333333333333333,51,2.237496316339847,0.0,2.0,0.0,0.0,0,0,0,1,0.0,0.2051578711269256
1,0.6666666666666666,6,3,3.0,3.0,1,0,0,0,0,3,1,0,1,0,0,27.0,6.0,27.0,0.0,9.0,0.0,0.0,0.6,0.6666666666666666,0.6,1.2666666666666666,0.6,0.0,0.0,0.16666666666666666,0.5,0.5,1.0,171.33333333333334,2.233429592959296,-0.1747,5,0,0,0,0,1,1,0,0,,EG-S,S10,2661,False,GRS,GRS,5.509638554216867,0.3333333333333333,1679,3.869166496841247,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.19927250919808223
3,7.666666666666667,34,10,6.0,6.0,2,0,0,7,1,5,3,4,8,0,0,4.695652173913043,1.5652173913043477,7.826086956521739,0.7826086956521738,1.5652173913043477,5.478260869565217,3.5,0.3225806451612903,0.35294117647058826,0.5483870967741935,0.9013282732447818,0.375,0.029411764705882353,0.20588235294117646,0.058823529411764705,0.5,0.5,1.0,244.73529411764707,-0.09342657466646265,-0.3092,31,1,0,4,0,8,8,0,0,,BS-S,S10,2679,False,BEE,BEE,1.6618124672603456,7.666666666666667,73,3.8935411039130936,2.0,1.0,0.0,0.0,0,2,0,0,0.0,0.14574187468778127
1,0.6666666666666666,3,1,1.0,1.0,0,0,0,0,1,0,0,1,1,0,0,9.0,1.5,9.0,9.0,0.0,0.0,,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666665,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,1.0,236.33333333333334,0.47133067019658403,-0.1594,3,0,0,0,0,1,1,0,0,,EG-H,S10,2689,False,GRS,GRS,20.509638554216867,1.3333333333333333,108,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,-0.03509784197073472
1,0.0,5,5,5.0,5.0,0,0,0,0,1,2,0,0,0,0,0,,,,,,,,1.0,1.0,2.0,3.0,1.0,0.2,0.0,0.0,,,,68.0,4.6938887766327655,-0.6434,5,0,0,2,0,0,0,0,0,,EG-S,S10,2691,False,KIR,KIR,inf,0.0,0,4.6938887766327655,0.0,0.0,0.0,0.0,0,1,0,0,0.0,-0.4493301692484038
1,0.6666666666666666,6,3,4.0,4.0,1,0,0,0,1,1,1,0,0,1,0,36.0,6.0,27.0,9.0,9.0,0.0,0.0,0.6,0.6666666666666666,1.4,2.0666666666666664,0.5,0.16666666666666666,0.0,0.16666666666666666,0.5,0.5,1.0,193.5,3.843187527962281,-0.08670000000000001,5,0,0,1,0,1,1,0,0,,TT-H,S10,2696,False,KIR,KIR,25.009638554216867,0.6666666666666666,868,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.36024830269838076
1,1.3333333333333333,4,0,0.0,0.0,0,0,0,0,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.3333333333333333,270.0,-1.641570407040704,0.0033000000000000004,4,0,0,0,0,1,3,0,0,,FP-H,S10,2708,False,GOB,GOB,1.0096385542168673,2.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.18020400743596862
1,3.0,11,2,1.0,1.0,0,0,0,1,1,0,1,3,4,0,0,2.0,0.6666666666666666,4.0,2.0,0.0,2.0,,0.18181818181818182,0.18181818181818182,0.5454545454545454,0.7272727272727273,0.1111111111111111,0.09090909090909091,0.09090909090909091,0.0,0.5,0.5,1.0,268.09090909090907,-1.112211221122112,0.07539999999999997,11,0,0,1,0,4,4,0,0,,EN-S,S10,2715,False,CRN,CRN,4.676305220883534,3.0,48,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.15535028062493134
1,1.6666666666666667,9,3,2.0,2.0,1,0,0,1,0,1,1,1,1,1,0,7.199999999999999,2.4,10.799999999999999,0.0,3.5999999999999996,3.5999999999999996,1.0,0.375,0.4444444444444444,0.625,1.0694444444444444,0.42857142857142855,0.0,0.1111111111111111,0.1111111111111111,0.5,0.5,1.0,243.44444444444446,0.36662996379495993,-0.03480000000000001,8,0,0,2,0,2,2,0,0,,TD-S,S10,2722,False,KIR,KIR,1.6096385542168674,2.0,50,0.6938887766327654,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.000557321232724961
2,2.6666666666666665,13,5,5.0,5.0,0,0,0,3,4,1,1,0,3,1,0,11.25,1.875,11.25,9.0,0.0,6.75,,0.38461538461538464,0.38461538461538464,1.3076923076923077,1.6923076923076923,0.16666666666666666,0.3076923076923077,0.23076923076923078,0.0,0.2,0.8,0.25,195.85714285714286,3.128935490513638,-0.4507,13,0,0,0,0,1,4,1,0,1.0,BS-B,S10,2723,False,SSS,SSS,18.259638554216867,2.6666666666666665,163,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.26074090717269455
2,5.666666666666667,27,8,5.0,5.0,3,0,0,3,0,6,3,1,5,4,0,5.294117647058823,1.9411764705882353,8.470588235294116,0.0,3.1764705882352944,3.1764705882352944,1.0,0.3333333333333333,0.4074074074074074,0.4583333333333333,0.8657407407407407,0.38095238095238093,0.0,0.1111111111111111,0.1111111111111111,0.3076923076923077,0.6923076923076923,0.4444444444444444,245.35714285714286,-0.12918434700612913,-0.040900000000000006,24,0,0,1,1,4,9,0,1,0.0,NH-S,S10,2730,False,GOB,GOB,1.5390503189227496,5.0,164,5.652592922943988,1.0,0.0,0.0,0.0,0,1,0,0,0.0,0.12123546014092601
4,13.333333333333334,61,17,9.0,9.0,6,0,0,8,2,11,3,8,16,3,0,4.05,1.7249999999999999,7.6499999999999995,0.8999999999999999,2.6999999999999997,3.5999999999999996,1.3333333333333333,0.3090909090909091,0.3770491803278688,0.4909090909090909,0.8679582712369598,0.3333333333333333,0.03278688524590164,0.13114754098360656,0.09836065573770492,0.3870967741935484,0.6129032258064516,0.631578947368421,231.09375,-1.3303849401141463,0.07669999999999996,55,0,0,4,0,12,19,2,1,0.6666666666666666,NT-B,S10,2734,False,ACK,ACK,3.1096385542168674,13.0,83,7.47712970688858,3.0,0.0,0.0,0.0,1,0,0,1,1.0,0.37775473667286275
1,1.0,4,1,0.0,0.0,0,0,0,2,0,1,0,0,1,0,0,0.0,1.0,6.0,0.0,0.0,12.0,,0.25,0.25,0.25,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,241.25,-0.7040704070407041,0.0,4,0,0,0,0,0,1,0,0,,TT-H,S10,2744,False,BEE,BEE,-2.9903614457831327,1.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.08645400743596865
2,5.333333333333333,21,4,1.0,1.0,1,1,0,5,0,0,0,6,2,2,1,1.125,0.9375,4.5,0.0,1.125,5.625,5.0,0.2,0.23809523809523808,0.45,0.6880952380952381,0.26666666666666666,0.0,0.23809523809523808,0.047619047619047616,0.6,0.4,1.5,297.0,-4.281160030896707,0.49239999999999995,20,0,0,3,1,6,4,0,0,,EG-H,S10,2760,False,ACK,ACK,-0.3028614457831327,5.666666666666667,41,1.6032809265553958,0.0,2.0,0.0,0.0,1,1,0,0,0.5,0.5123625784321365
1,3.0,12,2,0.0,0.0,2,0,0,0,0,0,2,2,2,2,0,0.0,1.3333333333333333,4.0,0.0,4.0,0.0,0.0,0.2,0.3333333333333333,0.4,0.7333333333333334,0.2,0.0,0.0,0.16666666666666666,0.5555555555555556,0.4444444444444444,1.25,279.75,-2.112211221122112,0.36669999999999997,10,0,0,2,0,5,4,0,0,,NT-B,S10,2773,False,CRN,CRN,3.0096385542168673,3.0,0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1.0,0.25936202230790595
1,2.6666666666666665,11,3,1.0,1.0,1,0,0,1,1,1,2,0,2,2,0,2.25,1.5,6.75,2.25,2.25,2.25,1.0,0.3,0.36363636363636365,0.8,1.1636363636363636,0.25,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.42857142857142855,0.5714285714285714,0.75,218.27272727272728,-0.8246886029544469,-0.0005,10,0,0,0,1,3,4,0,0,,EG-S,S10,2780,False,SSS,SSS,6.259638554216867,3.0,48,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.12659801880816485
4,16.0,72,23,11.0,11.0,3,0,0,13,1,9,2,9,16,6,0,4.125,1.625,8.625,0.375,1.125,4.875,4.333333333333333,0.3382352941176471,0.3611111111111111,0.6176470588235294,0.9787581699346406,0.4,0.013888888888888888,0.18055555555555555,0.041666666666666664,0.35294117647058826,0.6470588235294118,0.5454545454545454,244.53424657534248,1.4600816160775492,-0.37860000000000005,68,1,0,10,3,12,22,0,1,0.0,NH-H,S10,2785,False,CRN,CRN,0.7596385542168673,16.333333333333332,99,11.181181670370819,3.0,1.0,1.0,0.0,1,2,0,0,0.3333333333333333,0.14283723956641334
4,7.0,31,8,3.0,3.0,3,0,0,6,2,3,4,3,4,3,0,2.5714285714285716,1.5714285714285714,6.857142857142857,1.7142857142857142,2.571428571428571,5.142857142857142,2.0,0.2857142857142857,0.3548387096774194,0.6071428571428571,0.9619815668202765,0.3,0.06451612903225806,0.1935483870967742,0.0967741935483871,0.5333333333333333,0.4666666666666667,1.1428571428571428,242.19354838709677,-2.169639560920679,-0.5469999999999998,28,0,0,3,0,8,7,0,0,,TD-H,S10,2792,False,GRS,GRS,4.295352839931153,7.666666666666667,60,3.18988777112287,1.0,2.0,0.0,0.0,0,2,0,1,0.0,0.34132794826427926
2,7.666666666666667,31,7,3.0,3.0,4,0,0,3,1,2,3,4,8,2,0,2.3478260869565215,1.434782608695652,5.478260869565217,0.7826086956521738,3.1304347826086953,2.3478260869565215,0.75,0.28,0.3548387096774194,0.64,0.9948387096774194,0.2608695652173913,0.03225806451612903,0.0967741935483871,0.12903225806451613,0.47368421052631576,0.5263157894736842,0.9,258.46875,-2.6325632563256334,0.045999999999999985,25,2,0,2,2,9,10,0,1,0.0,FP-S,S10,2795,False,CRN,CRN,3.4878994237820846,7.666666666666667,57,3.0,1.0,2.0,1.0,0.0,1,1,0,0,0.5,0.3876203178047747
2,3.3333333333333335,11,1,0.0,0.0,1,0,1,3,0,0,1,2,2,1,0,0.0,0.6,1.7999999999999998,0.0,1.7999999999999998,5.3999999999999995,3.0,0.1,0.18181818181818182,0.2,0.38181818181818183,0.14285714285714285,0.0,0.2727272727272727,0.09090909090909091,0.5714285714285714,0.42857142857142855,1.3333333333333333,288.7,-2.6406203120312033,0.1388,10,0,0,1,0,4,3,0,0,,EG-S,S10,2804,False,ACK,ACK,0.10963855421686741,4.0,0,0.0,0.0,2.0,0.0,0.0,0,0,1,0,0.0,0.3081911897158405
1,1.6666666666666667,10,4,2.0,2.0,1,0,0,0,1,2,0,1,2,2,0,7.199999999999999,3.0,14.399999999999999,3.5999999999999996,3.5999999999999996,0.0,0.0,0.4444444444444444,0.5,0.8888888888888888,1.3888888888888888,0.375,0.1,0.0,0.1,0.2,0.8,0.25,211.3,1.529359185918592,-0.042199999999999994,9,0,0,1,0,1,4,0,0,,BS-B,S10,2827,False,GOB,GOB,10.609638554216867,1.6666666666666667,190,2.18988777112287,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.11281850176211361
10,27.0,110,24,15.0,15.0,11,0,0,10,10,7,9,25,17,14,0,3.3333333333333335,1.2962962962962963,5.333333333333333,2.2222222222222223,2.444444444444444,2.2222222222222223,0.9090909090909091,0.24242424242424243,0.3181818181818182,0.6161616161616161,0.9343434343434343,0.17721518987341772,0.09090909090909091,0.09090909090909091,0.1,0.5507246376811594,0.4492753623188406,1.2258064516129032,259.3333333333333,-2.9238349971240405,0.8801000000000001,99,0,0,7,0,38,31,2,2,0.5,TD-S,S10,2829,False,KIR,KIR,6.3059348505131645,27.666666666666668,82,15.624949719752195,1.0,6.0,1.0,0.0,2,0,0,1,1.0,0.7336750848396056
2,0.3333333333333333,2,1,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,18.0,3.0,18.0,0.0,0.0,0.0,,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,1.0,0.0,,273.5,0.3526671816117783,0.0010999999999999899,2,0,0,1,0,1,0,0,0,,EG-S,S10,2833,False,GRS,GRS,1.0096385542168673,0.6666666666666666,139,0.6401897997794439,0.0,0.0,0.0,0.0,0,0,0,1,0.0,-0.02724323479522871
1,0.3333333333333333,4,3,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,18.0,9.0,54.0,0.0,0.0,0.0,,1.0,0.75,1.6666666666666667,2.416666666666667,0.75,0.0,0.0,0.0,0.0,1.0,0.0,89.0,1.9605911330049262,-0.1031,3,1,0,2,0,0,1,0,0,,FP-S,S10,2835,False,ZAH,ZAH,1.0096385542168673,0.3333333333333333,732,1.6869004869890305,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.18001214656859438
6,19.333333333333332,87,22,18.0,18.0,12,0,0,28,12,7,2,2,16,5,0,5.586206896551724,1.7586206896551726,6.827586206896552,3.724137931034483,3.724137931034483,8.689655172413794,2.3333333333333335,0.29333333333333333,0.39080459770114945,0.8133333333333334,1.2041379310344829,0.2857142857142857,0.13793103448275862,0.3218390804597701,0.13793103448275862,0.19230769230769232,0.8076923076923077,0.23809523809523808,208.9891304347826,4.504152165302761,-1.1246,75,0,0,3,0,5,21,1,4,0.2,TT-S,S10,2840,False,ZAH,ZAH,8.044121312837557,18.0,171,21.222022572408928,4.0,1.0,0.0,0.0,1,4,0,0,0.2,-0.10139369011148944
6,13.333333333333334,50,11,7.0,7.0,2,0,0,11,3,6,8,6,10,2,0,3.15,0.975,4.949999999999999,1.3499999999999999,0.8999999999999999,4.949999999999999,5.5,0.23404255319148937,0.26,0.48936170212765956,0.7493617021276595,0.23529411764705882,0.06,0.22,0.04,0.5384615384615384,0.46153846153846156,1.1666666666666667,253.30188679245282,-1.4547940036913118,0.6286999999999999,47,1,0,1,1,14,12,1,3,0.25,EG-S,S10,2847,False,GOB,GOB,2.7346385542168674,14.0,67,6.4636591478696745,1.0,5.0,1.0,0.0,1,0,1,0,1.0,0.34606648451785915
6,22.333333333333332,95,23,13.0,13.0,8,0,0,12,6,12,14,9,19,10,0,3.492537313432836,1.3880597014925373,6.179104477611941,1.6119402985074627,2.1492537313432836,3.2238805970149254,1.5,0.26436781609195403,0.3263157894736842,0.5402298850574713,0.8665456745311555,0.2463768115942029,0.06315789473684211,0.12631578947368421,0.08421052631578947,0.4727272727272727,0.5272727272727272,0.896551724137931,251.5408163265306,-2.5704309561390932,-0.09220000000000007,87,0,0,4,1,26,29,4,0,1.0,BB-S,S10,2849,False,KIR,KIR,4.5021758676497035,21.333333333333332,86,12.696973060013526,6.0,1.0,1.0,0.0,3,2,0,0,0.6,0.6381585554964925
3,2.6666666666666665,16,3,2.0,2.0,5,0,0,2,0,3,0,1,3,2,0,4.5,3.0,6.75,0.0,11.25,4.5,0.4,0.2727272727272727,0.5,0.2727272727272727,0.7727272727272727,0.3333333333333333,0.0,0.125,0.3125,0.16666666666666666,0.8333333333333334,0.2,207.41176470588235,-0.07008132404473777,-0.3151999999999999,11,0,0,0,0,1,5,1,0,1.0,NT-S,S10,2853,False,SSS,SSS,5.134638554216867,2.6666666666666665,257,4.738332993682494,0.0,1.0,0.0,0.0,0,1,0,0,0.0,0.07119599933206673
2,7.0,28,6,3.0,3.0,2,0,0,7,2,3,4,0,7,2,0,2.5714285714285716,1.1428571428571428,5.142857142857142,1.7142857142857142,1.7142857142857142,6.0,3.5,0.23076923076923078,0.2857142857142857,0.5,0.7857142857142857,0.23529411764705882,0.07142857142857142,0.25,0.07142857142857142,0.35714285714285715,0.6428571428571429,0.5555555555555556,233.32142857142858,-1.928492849284929,0.10090000000000002,26,0,0,1,0,5,9,0,0,,NT-H,S10,2873,False,ACK,ACK,3.581067125645439,7.0,62,3.0,2.0,1.0,1.0,0.0,1,0,0,0,1.0,0.30517805205178056
3,7.666666666666667,28,2,1.0,1.0,3,0,0,13,1,0,1,2,6,1,0,0.7826086956521738,0.6521739130434783,1.5652173913043477,0.7826086956521738,2.3478260869565215,10.173913043478262,4.333333333333333,0.08,0.17857142857142858,0.24,0.4185714285714286,0.09090909090909091,0.03571428571428571,0.4642857142857143,0.10714285714285714,0.3,0.7,0.42857142857142855,283.10714285714283,-5.031941125146997,0.4059,25,0,0,1,0,3,7,0,0,,TT-H,S10,2878,False,CRN,CRN,0.48789942378208473,8.0,18,1.0,0.0,3.0,0.0,0.0,1,0,0,0,1.0,0.6155228796379875
3,7.333333333333333,39,13,11.0,11.0,5,0,0,6,4,5,4,0,6,5,0,9.0,2.4545454545454546,10.636363636363637,3.2727272727272734,4.090909090909092,4.909090909090909,1.2,0.3939393939393939,0.46153846153846156,0.9090909090909091,1.3706293706293706,0.375,0.10256410256410256,0.15384615384615385,0.1282051282051282,0.3125,0.6875,0.45454545454545453,199.1590909090909,5.477873309180171,-0.8227,33,1,0,3,1,5,11,5,0,1.0,NH-H,S10,2882,False,SEO,SEO,8.509638554216867,7.333333333333333,185,9.385749952240733,3.0,0.0,0.0,0.0,0,3,0,0,0.0,-0.39132940528200927
5,10.666666666666666,58,23,18.0,18.0,4,0,0,8,7,12,5,3,9,6,0,10.125,2.53125,12.9375,3.9375,2.25,4.5,2.0,0.42592592592592593,0.46551724137931033,0.8888888888888888,1.3544061302681991,0.41025641025641024,0.1206896551724138,0.13793103448275862,0.06896551724137931,0.375,0.625,0.6,209.14285714285714,11.307717101750196,-1.3041,54,0,0,4,0,9,15,5,0,1.0,BB-B,S10,2886,False,GOB,GOB,9.165888554216867,10.333333333333334,243,17.390242064997015,5.0,0.0,0.0,0.0,0,4,0,0,0.0,-0.8980906925624952
1,2.6666666666666665,13,3,2.0,2.0,3,0,0,3,1,2,2,0,1,1,0,4.5,2.25,6.75,2.25,6.75,6.75,1.0,0.3,0.46153846153846156,0.6,1.0615384615384615,0.3333333333333333,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.6,0.4,1.5,234.84615384615384,0.5351215972661091,-0.1056,10,0,0,0,0,3,2,0,0,,NT-B,S10,2887,False,GOB,GOB,7.009638554216867,3.0,96,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.001359517847941638
3,9.666666666666666,41,11,9.0,9.0,2,0,0,9,3,5,4,5,7,3,0,5.586206896551724,1.3448275862068966,6.827586206896552,1.8620689655172415,1.2413793103448278,5.586206896551724,4.5,0.28205128205128205,0.3170731707317073,0.6410256410256411,0.9580988117573483,0.2962962962962963,0.07317073170731707,0.21951219512195122,0.04878048780487805,0.5,0.5,1.0,237.22727272727272,1.4877050205020494,-0.6922,39,0,0,1,2,10,10,3,0,1.0,EN-H,S10,2897,False,ACK,ACK,3.8027420024927294,9.666666666666666,126,8.390432235732671,2.0,0.0,0.0,0.0,0,2,0,1,0.0,0.01571090695175199
5,19.333333333333332,79,14,9.0,9.0,12,0,0,19,4,6,7,10,15,2,0,2.793103448275862,1.3448275862068966,4.344827586206897,1.2413793103448278,3.724137931034483,5.8965517241379315,1.5833333333333333,0.208955223880597,0.3291139240506329,0.44776119402985076,0.7768751180804836,0.22727272727272727,0.05063291139240506,0.24050632911392406,0.1518987341772152,0.5641025641025641,0.4358974358974359,1.2941176470588236,246.6875,-4.618484445409129,0.2361999999999999,67,0,0,4,0,22,17,1,0,1.0,NT-S,S10,2902,False,BEE,BEE,3.5958454507685915,19.666666666666668,75,10.18988777112287,2.0,4.0,2.0,1.0,2,1,1,0,0.6666666666666666,0.7787760374959031
1,0.6666666666666666,2,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,364.0,-0.4165477888730385,0.0092,2,0,0,0,0,0,1,0,0,,BS-S,S10,2908,False,ACK,ACK,-1.9903614457831327,1.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.04967826225325297
1,3.0,12,3,0.0,0.0,1,0,0,1,0,3,3,0,3,1,0,0.0,1.3333333333333333,6.0,0.0,2.0,2.0,1.0,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.606060606060606,0.3,0.0,0.08333333333333333,0.08333333333333333,0.5,0.5,1.0,228.3846153846154,-2.1122112211221125,0.18059999999999998,11,0,0,0,0,4,4,1,0,1.0,1B-S,S10,2914,False,CRN,CRN,1.3429718875502006,2.3333333333333335,116,1.8691664968412471,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.25936202230790595
2,6.333333333333333,22,0,0.0,0.0,4,0,0,8,0,0,2,1,4,3,0,0.0,0.6315789473684211,0.0,0.0,3.7894736842105265,7.578947368421053,2.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.6363636363636364,0.5714285714285714,291.4583333333333,-4.9199506715341865,0.1068,18,0,0,0,0,4,7,2,0,1.0,TT-H,S10,2916,False,GOB,GOB,0.3780596068484462,7.0,0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0.0,0.580253384178859
2,3.0,22,12,7.0,7.0,1,0,0,3,0,9,1,1,1,3,0,14.0,4.333333333333333,24.0,0.0,2.0,6.0,3.0,0.5714285714285714,0.5909090909090909,0.7142857142857143,1.3051948051948052,0.6666666666666666,0.0,0.13636363636363635,0.045454545454545456,0.3333333333333333,0.6666666666666666,0.5,208.5909090909091,5.745844333649666,-0.6751999999999999,21,0,0,3,0,2,4,0,0,,NH-S,S10,2931,False,SEO,SEO,0.009638554216867323,3.3333333333333335,73,1.6869004869890305,2.0,0.0,0.0,0.0,0,1,0,0,0.0,-0.4863261163395263
5,17.666666666666668,71,16,10.0,10.0,6,0,0,19,5,6,8,5,12,5,0,3.3962264150943393,1.2452830188679245,5.433962264150943,1.6981132075471699,2.0377358490566038,6.452830188679245,3.1666666666666665,0.25,0.30985915492957744,0.59375,0.9036091549295775,0.2682926829268293,0.07042253521126761,0.2676056338028169,0.08450704225352113,0.46875,0.53125,0.8823529411764706,249.05405405405406,-3.1942195378596345,-0.24559999999999998,64,1,0,3,2,15,17,1,2,0.3333333333333333,TT-H,S10,2944,False,CRN,CRN,3.5568083655376217,17.333333333333332,82,9.825494184361997,4.0,3.0,2.0,0.0,1,1,0,0,0.5,0.6042556132771572
1,1.0,6,2,3.0,3.0,1,0,0,0,2,0,0,1,2,0,0,18.0,3.0,12.0,12.0,6.0,0.0,0.0,0.4,0.5,1.6,2.1,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,160.83333333333334,2.6020408163265305,-0.0233,5,0,0,0,0,1,2,0,0,,BS-H,S10,2945,False,SEO,SEO,30.009638554216867,1.0,434,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.2361336315348057
5,10.0,37,6,2.0,2.0,5,0,0,3,1,5,1,5,4,13,0,1.2,1.1,3.5999999999999996,0.6000000000000001,3.0,1.7999999999999998,0.6,0.1875,0.2972972972972973,0.28125,0.5785472972972974,0.17857142857142858,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.34615384615384615,0.6538461538461539,0.5294117647058824,288.39473684210526,-6.020267915895305,0.5878,32,0,0,0,0,9,17,0,1,0.0,WC-S,S10,2951,False,SEO,SEO,3.2096385542168675,10.333333333333334,34,2.4350619486293255,1.0,0.0,0.0,0.0,1,0,0,2,1.0,0.7504612338595893
5,11.0,53,21,13.0,13.0,2,0,0,17,8,10,6,1,3,3,0,7.090909090909091,2.090909090909091,11.454545454545455,4.363636363636363,1.0909090909090908,9.272727272727273,8.5,0.4117647058823529,0.4339622641509434,0.9607843137254902,1.3947465778764336,0.5,0.1509433962264151,0.32075471698113206,0.03773584905660377,0.5714285714285714,0.42857142857142855,1.3333333333333333,223.89655172413794,3.699035181693171,-0.6131,51,0,0,2,1,8,6,3,2,0.6,TT-S,S10,2953,False,SEO,SEO,7.918729463307777,10.666666666666666,193,14.217530974314663,3.0,1.0,0.0,0.0,0,2,0,1,0.0,-0.15728120897166545
4,8.333333333333334,35,7,7.0,7.0,4,0,0,13,5,1,2,4,3,2,0,5.04,1.3199999999999998,5.04,3.5999999999999996,2.88,9.36,3.25,0.23333333333333334,0.3142857142857143,0.8,1.1142857142857143,0.15384615384615385,0.14285714285714285,0.37142857142857144,0.11428571428571428,0.5833333333333334,0.4166666666666667,1.4,262.9428571428571,1.2124718209488177,-0.5667000000000001,30,1,0,0,1,7,5,0,0,,TT-H,S10,2959,False,GRS,GRS,7.129638554216866,9.0,80,5.0,0.0,3.0,0.0,0.0,2,2,0,0,0.5,0.019163776809227807
1,1.3333333333333333,6,1,0.0,0.0,1,0,0,0,0,0,1,3,0,0,0,0.0,1.5,4.5,0.0,4.5,0.0,0.0,0.2,0.3333333333333333,0.4,0.7333333333333334,0.2,0.0,0.0,0.16666666666666666,1.0,0.0,,332.0,-1.1627480929911174,0.0547,5,0,0,1,0,4,0,0,0,,EG-H,S10,2960,False,SSS,SSS,3.2596385542168673,2.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.1403452593969591
2,6.0,22,3,1.0,1.0,2,0,0,4,0,2,4,0,7,2,0,1.0,0.8333333333333334,3.0,0.0,2.0,4.0,2.0,0.15,0.22727272727272727,0.25,0.4772727272727273,0.1875,0.0,0.18181818181818182,0.09090909090909091,0.3076923076923077,0.6923076923076923,0.4444444444444444,262.7083333333333,-4.264744006868219,0.4738999999999999,20,0,0,0,1,4,9,1,1,0.5,NH-B,S10,2964,False,KRK,KRK,0.6763052208835341,6.666666666666667,26,1.2175309743146627,0.0,2.0,0.0,0.0,1,1,0,0,0.5,0.5147327177122623
2,2.3333333333333335,10,3,2.0,2.0,1,0,0,2,1,1,1,0,2,1,0,5.142857142857142,1.7142857142857142,7.7142857142857135,2.571428571428571,2.571428571428571,5.142857142857142,2.0,0.3333333333333333,0.4,0.8888888888888888,1.2888888888888888,0.3333333333333333,0.1,0.2,0.1,0.25,0.75,0.3333333333333333,224.27272727272728,0.25619339828915577,0.031900000000000005,9,0,0,0,1,1,3,0,1,0.0,EN-S,S10,2965,False,BEE,BEE,6.152495697074009,2.6666666666666665,108,2.0,0.0,1.0,0.0,0.0,1,0,0,0,1.0,0.014498077000830018
