win,loss,save,holds,Season,Game ID
37,296,,[],S8,70
714,2207,2723.0,[],S8,72
776,2276,,[np.int64(745)],S8,73
2629,646,,[],S8,74
2810,786,166.0,[],S8,75
1963,525,,[],S8,76
45,1942,,[np.int64(2245)],S8,77
373,2744,258.0,[],S8,78
1786,481,,[],S8,79
2735,771,,[],S8,80
2694,130,,[],S8,81
395,777,,[],S8,82
2544,149,,[],S8,83
2585,719,217.0,[],S8,84
310,1759,,[],S8,85
776,2457,,[],S8,86
2461,74,,[],S8,87
112,2792,,[],S8,88
392,198,,[],S8,89
2814,2782,,[],S8,90
2659,336,,[np.int64(1942)],S8,91
305,219,,[],S8,92
103,212,,[],S8,93
76,337,,[],S8,94
1776,1786,,[],S8,95
517,2505,,[],S8,96
271,2544,,[],S8,97
758,2791,,[],S8,98
2523,802,,[],S8,99
2743,2587,,[],S8,100
166,361,,[],S8,101
117,2755,,[],S8,103
2474,2557,,[],S8,104
258,2723,,[],S8,105
109,2245,,[],S8,106
5,1843,2744.0,[],S8,107
786,373,217.0,[],S8,108
2457,284,,[],S8,109
2735,481,2674.0,[],S8,110
1977,100,,[],S8,111
130,2786,3.0,[],S8,112
390,471,,[np.int64(390)],S8,113
708,1703,772.0,[],S8,114
1759,1692,2743.0,[],S8,115
776,149,,[],S8,116
37,2675,,[],S8,117
2819,2678,,[],S8,118
2557,296,2648.0,[],S8,119
714,646,2723.0,[],S8,120
39,336,,[],S8,121
2540,212,,[np.int64(1776)],S8,122
2523,771,,[np.int64(2350)],S8,123
100,1786,,[],S8,124
112,2555,,[],S8,125
195,2621,,[],S8,126
2674,361,,[],S8,127
2611,719,217.0,[np.int64(2611)],S8,128
2657,198,,[],S8,129
2474,310,,[],S8,130
74,305,,[],S8,131
525,1942,,[],S8,132
45,1962,,[],S8,133
2557,714,,"[np.int64(716), np.int64(2648)]",S8,135
2744,2738,2505.0,[],S8,136
394,2743,,[],S8,137
337,373,,[],S8,138
2678,2648,,[],S8,139
2694,481,,[],S8,140
2220,2782,,[],S8,141
788,2588,,[],S8,142
776,517,,[],S8,143
326,149,772.0,[],S8,144
2544,2245,,[],S8,145
2350,2659,,"[np.int64(2523), np.int64(2724)]",S8,146
696,1692,,[],S8,147
1843,758,,[],S8,148
2810,76,,[],S8,149
1813,1961,,[],S8,150
2786,708,,[],S8,151
395,5,,[],S8,153
2735,771,,[],S8,154
2555,103,,[],S8,155
2817,758,,[],S8,157
2782,310,,[],S8,158
2523,2820,2350.0,[np.int64(2724)],S8,159
605,212,,[],S8,160
719,2461,,[],S8,161
471,2254,517.0,[],S8,162
74,37,,[],S8,163
109,2814,,[],S8,164
166,296,,[],S8,165
788,258,,[],S8,166
2694,2207,,[],S8,168
3,394,,[np.int64(1776)],S8,169
2474,2675,,[],S8,170
112,610,,[],S8,171
337,525,5.0,[],S8,172
1703,471,,[],S8,173
361,758,,[],S8,174
2350,37,,[],S8,175
1942,45,,[],S8,176
1692,2819,,[],S8,177
305,198,,[np.int64(2461)],S8,178
76,1777,,[],S8,179
2457,271,1962.0,[],S8,180
2744,39,,[],S8,181
2621,2792,,[],S8,182
395,284,,[np.int64(2723)],S8,183
100,2220,2507.0,[np.int64(103)],S8,185
2474,109,,[],S8,187
2814,517,,[],S8,188
198,1962,,[],S8,190
719,2735,,[],S8,191
758,802,786.0,[],S8,193
326,76,772.0,[],S8,194
1777,305,,[],S8,195
258,2744,,[np.int64(2222)],S8,196
2207,2755,2743.0,[],S8,197
2782,92,,[],S8,198
610,788,,[],S8,199
2540,74,,[],S8,200
337,2557,,[],S8,201
2474,714,,[],S8,202
2738,471,111.0,[np.int64(2738)],S8,203
2588,2206,219.0,[np.int64(2588)],S8,205
296,696,2659.0,[],S8,206
1977,786,,[],S8,207
2523,2461,,[],S8,208
2674,772,,[],S8,209
1963,2810,,[np.int64(1963)],S8,210
2744,2820,,[],S8,211
2723,2222,,[],S8,212
2678,361,,[],S8,213
770,2587,2474.0,[np.int64(770)],S8,214
112,284,,[],S8,215
2675,212,265.0,[],S8,216
130,337,,[],S8,217
103,517,2694.0,[],S8,218
2245,2523,2206.0,[np.int64(2245)],S8,219
39,1942,,[],S8,220
771,2629,,[],S8,221
271,2585,,[],S8,222
331,1692,,[],S8,223
2817,2786,,[],S8,224
719,166,,[],S8,225
2744,212,,[],S8,226
2743,2555,,[],S8,227
2723,2678,,[np.int64(394)],S8,228
100,1843,,[],S8,229
1703,1786,2782.0,[],S8,230
2220,517,,[],S8,231
2675,2738,,[],S8,232
605,2814,2474.0,[],S8,233
2735,802,,[],S8,234
76,37,,[],S8,235
149,296,361.0,[],S8,236
2819,646,,[],S8,237
2791,786,,[],S8,238
2786,390,,[np.int64(1777)],S8,239
708,2457,,[],S8,240
