win,loss,save,holds,Season,Game ID
395,2782,2723.0,[np.int64(395)],S8,1
2557,2276,2648.0,[],S8,2
361,696,,[],S8,4
326,1962,,[],S8,5
802,305,,[],S8,6
337,2474,715.0,[],S8,7
2674,112,,[],S8,9
130,2207,3.0,[],S8,10
2724,76,,[],S8,11
2523,74,,[],S8,12
2588,235,,[],S8,13
212,373,,[],S8,14
92,1834,,[],S8,15
296,714,2659.0,[np.int64(2275)],S8,16
2675,2648,715.0,[],S8,17
788,605,,[],S8,18
37,390,,[],S8,19
2461,786,,[np.int64(1843)],S8,20
271,708,,[],S8,21
2276,109,,[],S8,22
2694,2657,,[],S8,23
2245,76,,[],S8,24
2220,481,3.0,[],S8,25
1692,646,,[],S8,26
149,2524,,[],S8,27
1759,2555,,[],S8,28
310,2744,,[],S8,29
2786,2810,,[np.int64(2714)],S8,30
361,2478,287.0,[],S8,31
2621,2505,,[],S8,32
2588,772,219.0,[],S8,33
2791,771,,[],S8,34
2557,1786,,[],S8,35
109,103,,[np.int64(117)],S8,36
336,777,2724.0,[],S8,37
2587,212,,[],S8,38
1942,392,2659.0,[],S8,39
373,2474,,[],S8,40
2544,2461,,[],S8,41
2792,1776,,[],S8,42
217,198,,[],S8,43
1962,2674,,[],S8,45
394,5,2723.0,[],S8,46
719,696,,[],S8,47
1692,2714,,[],S8,48
413,758,,[],S8,49
100,284,,[],S8,50
112,2495,,[],S8,51
1703,130,,[],S8,52
45,2544,,[np.int64(2206)],S8,53
2724,326,2350.0,[np.int64(2724)],S8,54
2743,2648,,[],S8,55
2659,149,,[],S8,56
337,517,,[],S8,57
2555,2678,,[],S8,58
76,166,,[],S8,59
271,1843,,[],S8,60
1961,336,,"[np.int64(2625), np.int64(2735)]",S8,61
802,2222,,[np.int64(802)],S8,62
2220,1834,,[],S8,63
2791,2588,,[],S8,64
284,2657,,[],S8,65
212,116,610.0,[],S8,66
708,1977,,[],S8,67
2675,92,,[],S8,68
109,2557,,[],S8,69
