G,IP,BF,H,R,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,Season,Pitcher ID,Team,is_sub_row,FIP,nIP,ERA+,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
9.0,35.0,138.0,31.0,16.0,12.0,1.0,0.0,23.0,4.0,16.0,21.0,15.0,20.0,16.0,0.0,2.742857142857143,1.2285714285714286,5.314285714285714,0.6857142857142857,2.057142857142857,3.942857142857143,1.9166666666666667,0.25,0.3115942028985507,0.46774193548387094,0.7793361383824217,0.2727272727272727,0.028985507246376812,0.16666666666666666,0.08695652173913043,0.5443037974683544,0.45569620253164556,1.1944444444444444,258.3943661971831,-8.400471293423395,0.7200000000000002,124.0,2.0,0.0,7.0,4.0,43.0,36.0,S9,78,ATL,False,2.57576527665473,36.333333333333336,105,6.0,3.0,2.0,1.0,6,1,0,1,0.8571428571428571,1.3502471143621881
10.0,29.333333333333332,135.0,41.0,27.0,11.0,0.0,1.0,14.0,3.0,19.0,12.0,9.0,14.0,33.0,1.0,5.522727272727273,1.7727272727272727,8.386363636363637,0.6136363636363636,2.25,2.8636363636363638,1.2727272727272727,0.3360655737704918,0.3851851851851852,0.5737704918032787,0.9589556769884638,0.35514018691588783,0.022222222222222223,0.1037037037037037,0.08148148148148149,0.3472222222222222,0.6527777777777778,0.5319148936170213,242.5985401459854,5.080050018051203,-0.17959999999999998,122.0,2.0,0.0,18.0,1.0,25.0,47.0,S9,100,DET,False,2.87576527665473,30.0,63,5.0,7.0,3.0,0.0,3,3,0,1,0.5,-0.008896320807442227
10.0,26.666666666666668,132.0,41.0,33.0,18.0,1.0,0.0,8.0,6.0,23.0,24.0,22.0,9.0,10.0,0.0,7.425,2.2125,9.225,1.3499999999999999,4.05,1.7999999999999998,0.4444444444444444,0.36283185840707965,0.44696969696969696,0.6637168141592921,1.110686511128989,0.35,0.045454545454545456,0.06060606060606061,0.13636363636363635,0.7285714285714285,0.2714285714285714,2.6842105263157894,238.44202898550725,14.580091184946886,-0.9145,113.0,1.0,0.0,8.0,4.0,51.0,19.0,S9,103,ANA,False,5.72576527665473,30.333333333333332,82,4.0,3.0,1.0,0.0,1,3,0,0,0.25,-0.9699917415191811
6.0,13.333333333333334,59.0,17.0,14.0,4.0,0.0,1.0,8.0,6.0,6.0,6.0,6.0,11.0,6.0,1.0,6.3,1.575,7.6499999999999995,2.6999999999999997,1.7999999999999998,3.5999999999999996,2.0,0.3090909090909091,0.3559322033898305,0.7272727272727273,1.0832049306625577,0.2682926829268293,0.1016949152542373,0.13559322033898305,0.06779661016949153,0.41379310344827586,0.5862068965517241,0.7058823529411765,250.75806451612902,5.480945341170302,-0.8875,55.0,0.0,0.0,5.0,0.0,12.0,17.0,S9,109,HOU,False,6.9257652766547295,14.0,54,5.0,1.0,0.0,0.0,0,4,0,0,0.0,-0.32996555501434127
7.0,23.333333333333332,103.0,24.0,15.0,10.0,0.0,0.0,22.0,5.0,11.0,9.0,14.0,19.0,4.0,1.0,3.857142857142857,1.4571428571428573,6.171428571428573,1.2857142857142858,2.5714285714285716,5.6571428571428575,2.2,0.25806451612903225,0.3300970873786408,0.5053763440860215,0.8354734314646624,0.2878787878787879,0.04854368932038835,0.21359223300970873,0.0970873786407767,0.5106382978723404,0.48936170212765956,1.0434782608695652,254.28846153846155,-2.380533221990741,-0.26039999999999996,93.0,0.0,0.0,8.0,0.0,24.0,23.0,S9,111,HOU,False,3.561479562369016,24.666666666666668,95,4.0,3.0,2.0,0.0,1,2,0,0,0.3333333333333333,0.6188547602935989
7.0,24.0,107.0,21.0,20.0,15.0,0.0,1.0,36.0,8.0,9.0,13.0,6.0,12.0,4.0,0.0,5.0,1.5,5.25,2.0,3.75,9.0,2.4,0.23076923076923078,0.3364485981308411,0.5494505494505495,0.8858991475813907,0.2708333333333333,0.07476635514018691,0.3364485981308411,0.14018691588785046,0.5555555555555556,0.4444444444444444,1.25,249.2803738317757,2.911569085854632,-0.08019999999999992,91.0,1.0,0.0,3.0,1.0,20.0,16.0,S9,112,HOU,False,4.584098609988064,25.666666666666668,81,4.0,3.0,0.0,0.0,1,3,1,0,0.25,0.10443293487195575
3.0,4.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,0.75,3.0,0.0,1.5,0.0,0.0,0.16666666666666666,0.23076923076923078,0.25,0.4807692307692308,0.16666666666666666,0.0,0.0,0.07692307692307693,0.6666666666666666,0.3333333333333333,2.0,308.0,-3.1656943051960234,0.5588000000000001,12.0,0.0,0.0,1.0,0.0,8.0,4.0,S9,117,HOU,False,2.12576527665473,4.333333333333333,429,0.0,1.0,0.0,0.0,2,0,0,1,1.0,0.3646317479490084
7.0,28.0,123.0,40.0,21.0,8.0,0.0,0.0,14.0,1.0,26.0,10.0,12.0,22.0,16.0,1.0,4.5,1.7142857142857142,8.571428571428571,0.21428571428571427,1.7142857142857142,3.0,1.75,0.35714285714285715,0.3902439024390244,0.5535714285714286,0.943815331010453,0.39,0.008130081300813009,0.11382113821138211,0.06504065040650407,0.43283582089552236,0.5671641791044776,0.7631578947368421,239.6984126984127,2.46200696614225,-0.5573999999999999,112.0,3.0,0.0,7.0,6.0,29.0,38.0,S9,130,KCR,False,1.6971938480833015,28.666666666666668,89,6.0,3.0,2.0,0.0,2,3,0,0,0.4,0.20854276829477061
8.0,14.0,61.0,13.0,7.0,8.0,0.0,0.0,6.0,3.0,5.0,3.0,11.0,16.0,4.0,0.0,3.0,1.5,5.571428571428571,1.2857142857142856,3.4285714285714284,2.571428571428571,0.75,0.24528301886792453,0.3442622950819672,0.5094339622641509,0.8536962573461182,0.22727272727272727,0.04918032786885246,0.09836065573770492,0.13114754098360656,0.4444444444444444,0.5555555555555556,0.8,257.5245901639344,-3.246516249645123,-0.21549999999999997,53.0,0.0,0.0,5.0,0.0,16.0,20.0,S9,134,NYM,False,5.018622419511873,16.333333333333332,136,0.0,6.0,0.0,0.0,1,1,2,1,0.5,0.5501748067486483
9.0,35.666666666666664,138.0,30.0,18.0,7.0,0.0,0.0,15.0,10.0,11.0,18.0,18.0,36.0,14.0,0.0,3.0280373831775704,1.0373831775700935,5.046728971962617,1.6822429906542058,1.177570093457944,2.5233644859813085,2.142857142857143,0.22900763358778625,0.26811594202898553,0.5343511450381679,0.8024670870671535,0.18867924528301888,0.07246376811594203,0.10869565217391304,0.050724637681159424,0.4444444444444444,0.5555555555555556,0.8,266.7142857142857,-8.096357197092681,0.05590000000000006,131.0,0.0,0.0,8.0,1.0,40.0,50.0,S9,149,PHI,False,4.768288641140712,37.0,106,6.0,5.0,4.0,1.0,4,2,0,0,0.6666666666666666,1.3198357047291167
9.0,26.333333333333332,105.0,24.0,7.0,6.0,0.0,0.0,12.0,4.0,12.0,14.0,14.0,28.0,6.0,1.0,1.5949367088607596,1.139240506329114,5.4683544303797476,0.9113924050632911,1.3670886075949369,2.7341772151898738,2.0,0.24242424242424243,0.2857142857142857,0.46464646464646464,0.7503607503607503,0.24096385542168675,0.0380952380952381,0.11428571428571428,0.05714285714285714,0.46875,0.53125,0.8823529411764706,266.1203703703704,-12.806428696461577,0.8909,99.0,0.0,0.0,6.0,2.0,30.0,34.0,S9,166,SFG,False,3.122600719692705,27.666666666666668,124,4.0,7.0,2.0,2.0,3,0,1,0,1.0,1.6688385104221297
10.0,22.0,96.0,31.0,15.0,5.0,0.0,0.0,6.0,2.0,16.0,15.0,9.0,6.0,23.0,0.0,4.090909090909091,1.6363636363636365,8.454545454545455,0.5454545454545454,1.3636363636363635,1.6363636363636362,1.2,0.34444444444444444,0.375,0.5666666666666667,0.9416666666666667,0.3493975903614458,0.020833333333333332,0.0625,0.052083333333333336,0.5,0.5,1.0,257.51020408163265,0.39161380601989637,-1.1157,90.0,1.0,0.0,12.0,1.0,29.0,29.0,S9,195,ANA,False,2.693947094836548,24.0,68,4.0,6.0,0.0,0.0,0,1,1,0,0.0,0.31576034810747033
6.0,28.666666666666668,116.0,30.0,20.0,4.0,0.0,0.0,23.0,12.0,10.0,12.0,15.0,17.0,15.0,0.0,4.186046511627906,1.1860465116279069,6.279069767441859,2.511627906976744,0.8372093023255813,4.813953488372093,5.75,0.2702702702702703,0.29310344827586204,0.7117117117117117,1.0048151599875736,0.23376623376623376,0.10344827586206896,0.19827586206896552,0.034482758620689655,0.4838709677419355,0.5161290322580645,0.9375,243.14285714285714,-1.000442846697586,-0.016299999999999884,111.0,1.0,0.0,3.0,5.0,30.0,32.0,S9,198,STL,False,5.631579230143101,29.0,80,5.0,3.0,2.0,0.0,2,2,0,0,0.5,0.5289080401936894
2.0,3.6666666666666665,15.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.3636363636363638,1.6363636363636367,0.0,6.545454545454547,1.6363636363636367,0.25,0.09090909090909091,0.3333333333333333,0.18181818181818182,0.5151515151515151,0.1,0.0,0.06666666666666667,0.26666666666666666,0.6666666666666666,0.3333333333333333,2.0,306.8125,-2.2185971025741265,0.049300000000000004,11.0,0.0,0.0,1.0,0.0,6.0,3.0,S9,207,MIL,False,4.103038003927457,5.0,0,0.0,2.0,0.0,0.0,0,0,0,0,0.0,0.2773162303682658
8.0,24.666666666666668,108.0,26.0,15.0,13.0,0.0,0.0,23.0,7.0,11.0,15.0,7.0,20.0,4.0,0.0,3.6486486486486487,1.581081081081081,6.324324324324324,1.7027027027027026,3.162162162162162,5.594594594594594,1.7692307692307692,0.2736842105263158,0.3611111111111111,0.6,0.961111111111111,0.2923076923076923,0.06481481481481481,0.21296296296296297,0.12037037037037036,0.52,0.48,1.0833333333333333,243.89908256880733,0.37150272535577045,-0.32050000000000023,95.0,0.0,0.0,6.0,2.0,26.0,24.0,S9,212,CLE,False,4.781170682060136,26.333333333333332,89,6.0,1.0,1.0,0.0,1,3,0,1,0.25,0.36213667226256546
10.0,10.0,36.0,9.0,5.0,2.0,1.0,0.0,3.0,3.0,2.0,7.0,9.0,4.0,2.0,0.0,3.0,1.1,5.4,1.7999999999999998,1.2000000000000002,1.7999999999999998,1.5,0.2727272727272727,0.3055555555555556,0.6666666666666666,0.9722222222222222,0.21428571428571427,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.7777777777777778,0.2222222222222222,3.5,274.8285714285714,-6.068594334479562,0.12170000000000009,33.0,1.0,0.0,4.0,0.0,21.0,6.0,S9,219,CHC,False,5.27576527665473,12.333333333333334,54,0.0,6.0,0.0,0.0,1,0,2,2,1.0,0.7399550817140037
7.0,27.333333333333332,119.0,30.0,18.0,11.0,0.0,0.0,14.0,6.0,16.0,19.0,15.0,20.0,9.0,1.0,3.951219512195122,1.5,6.585365853658537,1.3170731707317074,2.414634146341464,3.073170731707317,1.2727272727272727,0.2803738317757009,0.3445378151260504,0.5327102803738317,0.8772480954998821,0.2727272727272727,0.05042016806722689,0.11764705882352941,0.09243697478991597,0.5671641791044776,0.43283582089552236,1.3103448275862069,256.2118644067797,-0.6338854104242886,-0.10260000000000004,107.0,1.0,0.0,7.0,1.0,38.0,29.0,S9,249,PHI,False,4.412350642508389,29.0,88,6.0,1.0,0.0,0.0,3,3,0,0,0.5,0.5033436005885303
3.0,2.6666666666666665,11.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.25,1.5,6.75,0.0,2.25,2.25,1.0,0.3,0.36363636363636365,0.4,0.7636363636363637,0.3333333333333333,0.0,0.09090909090909091,0.09090909090909091,0.42857142857142855,0.5714285714285714,0.75,242.08333333333334,-2.241071517909516,0.0197,10.0,0.0,0.0,1.0,0.0,3.0,4.0,S9,258,BOS,False,1.7507652766547301,3.0,0,0.0,2.0,0.0,0.0,0,0,1,1,0.0,0.2647752665389106
2.0,2.3333333333333335,11.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.7142857142857142,7.7142857142857135,0.0,2.571428571428571,2.571428571428571,1.0,0.3,0.36363636363636365,0.5,0.8636363636363636,0.3333333333333333,0.0,0.09090909090909091,0.09090909090909091,0.6666666666666666,0.3333333333333333,2.0,269.5,-2.298323920660385,-0.0274,10.0,0.0,0.0,0.0,1.0,4.0,2.0,S9,262,MIA,False,1.8043367052261587,3.0,137,0.0,2.0,0.0,0.0,0,0,0,0,0.0,0.2705005068139975
6.0,10.666666666666666,54.0,18.0,13.0,9.0,0.0,0.0,1.0,6.0,10.0,9.0,9.0,6.0,2.0,0.0,7.3125,2.53125,10.125,3.375,5.0625,0.5625,0.1111111111111111,0.4,0.5,0.8666666666666667,1.3666666666666667,0.3157894736842105,0.1111111111111111,0.018518518518518517,0.16666666666666666,0.7142857142857143,0.2857142857142857,2.5,232.73333333333332,5.055673043598555,-0.6400999999999999,45.0,0.0,0.0,1.0,1.0,20.0,8.0,S9,265,SEA,False,11.03201527665473,12.666666666666666,65,0.0,4.0,0.0,0.0,2,2,0,1,0.5,-0.3059238319607842
4.0,21.0,89.0,14.0,10.0,13.0,0.0,0.0,26.0,2.0,6.0,7.0,10.0,15.0,4.0,0.0,2.857142857142857,1.2857142857142858,4.0,0.5714285714285714,3.7142857142857144,7.428571428571429,2.0,0.18421052631578946,0.30337078651685395,0.3684210526315789,0.6717918391484329,0.25,0.02247191011235955,0.29213483146067415,0.14606741573033707,0.4864864864864865,0.5135135135135135,0.9473684210526315,254.64444444444445,-5.219153345256785,0.4981,76.0,0.0,0.0,4.0,2.0,18.0,19.0,S9,270,2TM,False,1.9948128957023492,21.0,203,4.0,3.0,3.0,2.0,2,1,0,0,0.6666666666666666,0.8509573538500737
3.0,17.0,72.0,9.0,8.0,13.0,0.0,0.0,25.0,1.0,3.0,5.0,7.0,10.0,3.0,0.0,2.823529411764706,1.2941176470588236,3.1764705882352944,0.3529411764705882,4.588235294117647,8.823529411764707,1.9230769230769231,0.15254237288135594,0.3055555555555556,0.3220338983050847,0.6275894538606404,0.24242424242424243,0.013888888888888888,0.3472222222222222,0.18055555555555555,0.5,0.5,1.0,255.44444444444446,-4.212957023733162,0.5567,59.0,0.0,0.0,3.0,2.0,13.0,13.0,S9,270,CIN,True,1.4934123354782596,21.0,203,4.0,3.0,3.0,2.0,2,1,0,0,0.6666666666666666,0.6874869989054112
1.0,4.0,17.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,5.0,1.0,0.0,3.0,1.25,7.5,1.5,0.0,1.5,0.0,0.29411764705882354,0.29411764705882354,0.5294117647058824,0.8235294117647058,0.26666666666666666,0.058823529411764705,0.058823529411764705,0.0,0.45454545454545453,0.5454545454545454,0.8333333333333334,251.44444444444446,-1.0061963215236243,-0.05860000000000004,17.0,0.0,0.0,1.0,0.0,5.0,6.0,S9,270,TBR,True,4.125765276654731,21.0,203,4.0,3.0,3.0,2.0,2,1,0,0,0.6666666666666666,0.16347035494466264
7.0,35.333333333333336,144.0,36.0,16.0,8.0,0.0,0.0,14.0,6.0,19.0,13.0,23.0,38.0,12.0,0.0,2.7169811320754715,1.2452830188679245,6.113207547169811,1.0188679245283019,1.3584905660377358,2.3773584905660377,1.75,0.2647058823529412,0.3055555555555556,0.4852941176470588,0.7908496732026145,0.25862068965517243,0.041666666666666664,0.09722222222222222,0.05555555555555555,0.45054945054945056,0.5494505494505495,0.82,250.90344827586208,-8.746017823440354,0.7855,136.0,0.0,0.0,10.0,1.0,41.0,50.0,S9,271,LAD,False,3.4701048992962393,35.666666666666664,133,7.0,5.0,5.0,1.0,4,2,0,0,0.6666666666666666,1.4069843754082254
6.0,29.666666666666668,135.0,40.0,22.0,12.0,0.0,3.0,17.0,3.0,19.0,20.0,11.0,23.0,12.0,0.0,4.449438202247191,1.7528089887640448,8.089887640449438,0.6067415730337078,2.426966292134831,3.438202247191011,1.4166666666666667,0.33613445378151263,0.3851851851851852,0.6134453781512605,0.9986305633364457,0.3592233009708738,0.022222222222222223,0.1259259259259259,0.08888888888888889,0.4927536231884058,0.5072463768115942,0.9714285714285714,239.81294964028777,0.9467682195504601,-0.041900000000000104,119.0,4.0,0.0,12.0,6.0,34.0,35.0,S9,275,2TM,False,2.7577877485648425,30.0,93,5.0,3.0,2.0,1.0,3,3,0,0,0.5,0.40443185904263207
3.0,16.666666666666668,73.0,18.0,9.0,8.0,0.0,3.0,10.0,1.0,9.0,12.0,7.0,12.0,6.0,0.0,3.2399999999999998,1.5599999999999998,6.479999999999999,0.36,2.88,3.5999999999999996,1.25,0.28125,0.3561643835616438,0.484375,0.8405393835616438,0.3148148148148148,0.0136986301369863,0.136986301369863,0.1095890410958904,0.55,0.45,1.2222222222222223,256.8857142857143,-2.3317309700933126,0.19760000000000003,64.0,1.0,0.0,6.0,2.0,22.0,18.0,S9,275,CWS,True,2.39576527665473,30.0,93,5.0,3.0,2.0,1.0,3,3,0,0,0.5,0.5030614948821498
3.0,13.0,62.0,22.0,13.0,4.0,0.0,0.0,7.0,2.0,10.0,8.0,4.0,11.0,6.0,0.0,6.0,2.0,10.153846153846153,0.9230769230769231,1.8461538461538463,3.230769230769231,1.75,0.4,0.41935483870967744,0.7636363636363637,1.1829912023460412,0.40816326530612246,0.03225806451612903,0.11290322580645161,0.06451612903225806,0.41379310344827586,0.5862068965517241,0.7058823529411765,222.4927536231884,3.2784991896437736,-0.23950000000000024,55.0,3.0,0.0,6.0,4.0,12.0,17.0,S9,275,STL,True,3.2219191228085764,30.0,93,5.0,3.0,2.0,1.0,3,3,0,0,0.5,-0.09862963583951778
7.0,16.666666666666668,78.0,27.0,22.0,5.0,0.0,3.0,17.0,12.0,7.0,7.0,8.0,11.0,2.0,1.0,7.919999999999999,1.92,9.719999999999999,4.32,1.7999999999999998,6.12,3.4,0.3698630136986301,0.41025641025641024,1.0,1.4102564102564101,0.3409090909090909,0.15384615384615385,0.21794871794871795,0.0641025641025641,0.5517241379310345,0.4482758620689655,1.2307692307692308,236.6,11.73314563374436,-0.8357999999999999,73.0,0.0,0.0,6.0,2.0,16.0,13.0,S9,284,CWS,False,9.59576527665473,17.333333333333332,36,4.0,3.0,0.0,0.0,0,3,0,0,0.0,-0.8849406587979999
4.0,6.0,21.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,5.0,2.0,0.0,2.0,0.6666666666666666,2.0,0.0,2.0,2.0,1.0,0.10526315789473684,0.19047619047619047,0.15789473684210525,0.3483709273182957,0.11764705882352941,0.0,0.09523809523809523,0.09523809523809523,0.5333333333333333,0.4666666666666667,1.1428571428571428,297.8095238095238,-2.708760880857269,-0.20120000000000005,19.0,0.0,0.0,1.0,0.0,8.0,7.0,S9,287,PHI,False,1.7090986099880634,6.0,274,0.0,4.0,0.0,0.0,0,0,0,0,0.0,0.3485152162409213
6.0,24.666666666666668,100.0,22.0,12.0,5.0,0.0,0.0,36.0,6.0,9.0,8.0,8.0,14.0,7.0,0.0,2.918918918918919,1.0945945945945945,5.351351351351351,1.4594594594594594,1.2162162162162162,8.756756756756756,7.2,0.23157894736842105,0.27,0.5052631578947369,0.7752631578947369,0.3018867924528302,0.06,0.36,0.05,0.43243243243243246,0.5675675675675675,0.7619047619047619,251.55882352941177,-5.251191030622775,-0.20170000000000002,95.0,0.0,0.0,6.0,1.0,16.0,21.0,S9,296,NYM,False,2.2271166280060815,25.0,93,5.0,3.0,2.0,1.0,2,2,0,0,0.5,0.8948292371346316
5.0,13.666666666666666,59.0,12.0,9.0,7.0,0.0,1.0,10.0,2.0,4.0,2.0,5.0,17.0,6.0,0.0,3.951219512195122,1.3902439024390245,5.2682926829268295,0.878048780487805,3.073170731707317,4.390243902439025,1.4285714285714286,0.24,0.3220338983050847,0.5,0.8220338983050848,0.25,0.03389830508474576,0.1694915254237288,0.11864406779661017,0.25806451612903225,0.7419354838709677,0.34782608695652173,241.91525423728814,-2.1341865535480977,0.14580000000000004,50.0,2.0,0.0,5.0,1.0,8.0,23.0,S9,305,PIT,False,3.351375032752291,14.0,106,1.0,4.0,0.0,0.0,0,1,1,0,0.0,0.4315476344574988
