OBC,Outs,RunExpectancy
0,0,0.5223880597014925
0,1,0.34375
0,2,0.14285714285714285
1,0,0.7083333333333334
1,1,0.5357142857142857
1,2,0.2972972972972973
2,0,1.3
2,1,1.3125
2,2,0.4
3,0,1.0
3,1,0.6666666666666666
3,2,0.3
4,0,0.5
4,1,0.375
4,2,0.5833333333333334
5,0,0.6666666666666666
5,1,1.4285714285714286
5,2,0.2222222222222222
6,0,4.0
6,1,0.0
6,2,0.0
7,1,4.0
7,2,3.25
